region	acq	desc	success	VT	VT-se	AIC	BIC	RSS	reduced_chisq
ACC	acq	NA	TRUE	2.2410753422100775	0.011742326027036296	14.32873187918136	15.783451828545362	1.1357081279731327	0.11357081279731326
Amygdala	acq	NA	TRUE	1.8142101155594388	0.007659589998951872	13.850060876641022	15.304780826005024	1.0912972295607783	0.10912972295607784
Caudate	acq	NA	TRUE	1.8299142315828176	0.00692762392463856	0.4220990304146035	1.876818979778605	0.35642561550991186	0.035642561550991186
Frontal	acq	NA	TRUE	2.205834071692217	0.008639017236087902	6.618946774080547	8.07366672344455	0.5973657333984349	0.05973657333984349
Hippocampus	acq	NA	TRUE	1.8656262149102503	0.009614291759615827	12.730668467106872	14.185388416470873	0.9941018693507498	0.09941018693507499
Insula	acq	NA	TRUE	2.249784866249122	0.008769616306044998	8.301708198427834	9.756428147791835	0.6872922920728507	0.06872922920728507
Occipital	acq	NA	TRUE	2.4832083389507127	0.008800490582304728	2.854525311843055	4.309245261207057	0.4365171900475209	0.043651719004752086
PCC	acq	NA	TRUE	2.341277362349589	0.008341208809854075	5.305325187164534	6.760045136528536	0.5354251365029876	0.05354251365029876
Parietal	acq	NA	TRUE	2.263529126245669	0.010974479413820069	9.178239591548943	10.632959540912944	0.7393740471674825	0.07393740471674824
Putamen	acq	NA	TRUE	2.193839519631959	0.00609931771562516	9.283142175642583	10.737862125006584	0.7458659020195026	0.07458659020195027
Temporal	acq	NA	TRUE	2.2412694225403005	0.008563351659424677	5.219975855620871	6.674695804984872	0.5316304657342291	0.05316304657342291
Thalamus	acq	NA	TRUE	2.0229446649715936	0.003990786624173675	6.738952100973286	8.193672050337288	0.6033696266698266	0.060336962666982664
