frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	0.48376	0.58645	3.35707	5.64359	0.41598	1.00775	14.28195	0.46611	6.58413	0.6259	0.62614	9.89837	3.97553	2.30737	4.47661	2.09617	5.63043	1.46999	5.45741	0.75814	0.75842	5.21094	1.60342	2.27093	1.65124	0.8564	0.70593	0.24132
30	60	111.38063	302.4724	285.06517	273.77577	272.08587	116.10157	290.74644	113.30045	342.5735	219.43361	525.05197	314.68034	499.16629	249.33451	439.60828	224.65782	444.24014	191.29053	431.97246	100.13123	198.84845	193.75197	315.83634	229.96007	273.10166	406.33586	438.66498	170.45368
60	90	7645.15861	4485.03862	5876.86303	6794.08818	5783.80562	6822.67271	6640.84037	5268.42729	5823.5654	5347.17781	3909.29263	6176.31687	5469.39185	6596.86708	5816.99495	6247.45558	5822.12084	5700.1569	5610.83343	4063.79794	4921.27811	4848.19931	4672.45748	3803.38763	4070.4835	3891.24912	5633.97681	5352.21842
90	120	13108.58685	12455.15822	14245.52757	14401.68293	13311.21984	13530.61641	15169.86546	11247.74545	13831.62718	12933.0754	12928.39126	14298.09828	13850.06098	13314.34066	14253.09408	13440.80092	14481.2285	13091.6364	14200.93984	13393.42315	13255.85544	12969.08112	11802.40109	12338.163	13663.8865	13472.24686	15669.12455	12578.22139
120	150	22968.44612	20646.18862	25289.69005	24692.27377	21097.31211	26063.92411	24050.09773	22230.0078	22768.39008	22124.66941	21846.83997	22336.22452	24047.30249	25898.26457	24193.00785	24897.36546	24045.21201	23789.34815	23908.92779	21087.37517	23437.5052	20206.28381	18436.58064	19477.35334	22503.18231	21415.68984	23099.62673	22930.86532
150	180	28527.6087	22149.57878	30778.2881	30612.61266	27915.28935	31292.75034	28460.69089	27728.89667	29911.66398	26614.5789	25722.75168	30176.29978	28386.60672	31446.24752	30499.23089	29647.08903	30346.18334	29247.6649	29379.27821	25636.38473	27649.21012	26550.96189	24572.29241	24158.26453	24830.06162	24605.94148	30407.82726	26307.03138
180	240	29262.24231	25386.75802	30721.21599	31142.69633	30259.71598	33886.78889	29572.07975	31110.12315	30049.565	28846.26594	26672.20887	29790.07065	29763.67994	32836.43386	31098.28036	31231.06087	30853.23877	31635.30728	30168.19826	29900.53286	31514.68737	29663.9546	28175.83231	28478.12362	30494.87448	27988.81244	33190.15366	30001.40851
240	300	27015.24601	23037.17232	30661.38404	30347.17615	27734.73427	31437.79283	28907.47556	31095.35167	31451.75431	28359.85034	27368.61569	28233.95596	29741.50397	31400.26125	31801.95965	30015.10769	31503.15829	30839.22299	30651.34347	31283.48871	31114.79553	30214.45634	26525.42215	27549.1933	29750.05768	26083.18549	28511.24519	28776.94549
300	360	26117.82014	26210.46369	29886.56016	29895.04231	28303.8032	32322.55337	29399.8219	32821.65521	28217.05437	29637.79032	26346.75593	28966.97213	28978.00064	32608.67722	30022.51821	31303.36467	29937.32228	32605.98361	29216.44092	31075.09771	33052.20551	28854.23073	27230.10714	27499.90349	30784.73566	27363.77726	30226.85506	31193.47656
360	480	24546.60218	23824.01027	28109.15026	28429.95314	25330.06174	29605.23414	26878.94998	29622.15264	28212.41777	27913.64872	24791.05836	26268.15709	26653.36266	29314.86409	28578.77602	28605.74267	28195.28163	29661.0495	27622.52918	28785.56944	30348.49728	27622.62847	25081.35742	25500.85128	28671.22054	26332.75206	28745.49746	27737.93843
480	600	23299.94994	21114.46668	25966.41805	25653.4005	24722.66589	27794.82944	24446.67804	28202.71815	26255.49467	25042.59352	23177.29299	23554.31016	24021.5225	27671.30213	25541.69066	26214.92969	25395.96088	27321.3354	25100.25626	28357.12304	28232.72207	24595.24688	24026.67746	25418.98489	25757.61295	22700.57505	26058.97238	27197.39524
600	900	19668.32237	19716.15273	23482.34336	22036.65465	20803.39288	23142.63733	21349.24054	23895.34458	23373.63041	21848.7929	19383.36244	19910.22179	21036.80226	22820.87043	22953.31395	22229.5355	22821.00173	23131.17293	21957.24917	25325.28294	24588.42476	21198.84978	22088.09347	22041.13293	23018.26068	20606.71474	23594.85347	22614.55269
900	1200	16294.27953	17314.1046	18472.99742	17826.6291	17179.94076	18606.90581	17393.03718	20072.04416	18399.46718	18295.48529	16884.2846	16198.06433	17705.08913	18097.77951	18255.93678	18012.09328	18188.49885	18792.89309	18040.45261	22537.51038	21455.897	19552.20132	18659.34375	19523.84427	20795.18448	18016.94124	19680.03629	19642.729
1200	1500	13942.77911	14205.83361	16226.52633	15387.11255	14893.81569	16155.93855	15042.64234	16846.32184	16040.66662	15496.77027	14850.88828	14199.19532	15366.68647	15439.91958	15893.96495	15256.47881	15757.69896	16128.37094	15493.45111	19429.34271	18179.44011	16662.01469	16848.96191	17020.04024	16947.33552	14882.6386	15822.08501	17016.37076
