frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
480	600	21130.22993	16560.90146	18909.78	21545.43994	20132.96875	21356.25401	20153.05443	20599.59394	22239.81211	19183.11127	19894.33504	18979.02401	20129.4324	20350.5819	20981.2639	20042.52305	20756.89108	20151.75789	20726.26085	18664.49803	19138.75008	18066.20101	17910.54427	18621.30092	18923.99998	19441.31487	20450.16558
600	900	18588.70561	14513.7647	16537.76358	18243.09515	16406.41602	18345.16542	17188.18526	17524.12673	18972.35619	16468.30083	16375.11562	16585.73765	17066.90717	17116.82883	17416.33771	16730.42683	17368.09014	17321.82937	17273.16903	16832.65407	16647.55809	15020.70654	14516.31228	15050.45946	16049.52395	18321.13783	18081.40755
900	1200	15492.44633	12296.27749	14408.47629	15190.43932	14095.85254	15701.04374	14811.62152	14800.96706	15328.79744	13772.68976	13695.10798	14251.50858	14039.04649	14391.90392	14424.74374	14410.32351	14496.75031	14442.67198	14369.29406	14263.53525	13922.96102	12617.7238	12763.03234	12961.4049	13652.37177	14719.32108	14973.12818
1200	1500	12409.34611	10614.93677	11652.17569	12923.45959	11064.18164	12905.96803	12128.39981	12816.12925	12766.33496	12033.64553	12320.70666	12126.43029	12225.1587	12359.17681	12491.7345	12442.12672	12462.26844	12535.94846	12465.50803	12951.2822	12156.89999	12018.854	12672.16797	11815.69172	12609.20562	14616.9088	12712.01537
1500	1800	12101.68231	9684.53301	11101.49494	10926.18653	11164.68848	11611.34653	10790.47466	10599.68048	11467.96717	10474.50095	10284.68943	10464.73733	11194.67058	10082.19328	11131.42201	10312.00966	11068.3173	10629.38919	10906.96502	10963.30372	10776.01422	11007.43343	10981.10113	10432.31913	10994.65896	12798.17864	10107.17867
1800	2100	10508.67049	8176.03669	9427.13189	9990.59383	9269.88965	10573.30418	9990.08292	10410.02766	10071.83006	9141.94581	9479.81886	9764.99812	9517.00706	9787.274	9633.19434	9841.15837	9579.91982	9586.01355	9760.08933	10511.24702	10033.13797	11391.53337	10299.40419	9767.63413	9682.03112	11492.38068	9419.22515
2100	2400	9027.61418	8403.43472	8271.06343	8639.94317	8419.53613	9116.97998	9094.60158	8556.81148	9773.42045	8488.35396	9338.8731	8337.16365	9060.97067	8209.40902	9109.19923	8264.43267	8982.47613	8435.81921	9288.44314	9018.007	8733.59097	9669.73372	9653.29188	9265.79538	9621.53394	11123.56365	7746.46889
2400	2700	7333.59825	8888.67136	8452.71746	8194.8342	9291.81348	7932.80975	8288.44814	8347.41319	8878.20318	8201.11549	8730.52455	8194.54016	8217.6084	8525.04761	8232.32549	8203.64456	8258.90577	8232.52202	8470.48747	7488.24499	7581.2014	9037.02995	10106.88053	8481.62649	8891.15304	7992.77488	7049.3805
2700	3000	7184.16294	7974.47781	7689.35493	6625.99141	8489.3252	6874.30394	7418.78327	7113.409	7550.35995	7652.81721	7089.42526	6682.86496	7646.54985	6279.60831	7552.13012	6327.46655	7575.2691	7195.61045	7385.98145	7146.11307	7388.47564	9420.80843	9471.65104	8422.94467	8689.71172	7440.81688	6898.23041
3000	3300	6919.23279	7577.97317	7143.48261	6736.69569	6518.70117	6909.15636	6643.8316	6488.85556	6657.90032	7207.53517	6277.16705	7419.85261	7688.58703	7568.58975	6775.9068	7328.70067	6723.03827	7071.42323	6637.48351	6681.43695	7136.65734	8984.16675	8638.87603	8238.49253	8029.68255	8515.8747	6090.90513
3300	3600	5471.79746	7343.9363	6017.93237	6281.93122	5766.36963	5874.65956	6727.265	6666.25284	5908.40466	7334.28022	6219.38012	7393.42004	5588.2482	7168.34295	5855.37329	7080.89635	5621.69945	7036.09639	5753.40151	7228.51211	6897.62784	7355.40438	8033.53765	7554.43093	7708.11247	5670.00021	6265.27935
3600	3900	5721.95224	4902.33955	7162.59066	6676.07795	7678.82471	6468.03513	5437.57168	6861.26741	5490.36811	6728.14314	5097.48334	6954.39027	5676.57921	6857.95634	5614.67737	6519.87473	5507.75428	6933.70435	5294.06757	7015.56179	7359.62959	9044.50814	8111.23161	7807.88284	7505.8313	7237.29089	6314.93873
3900	4200	5767.4415	6516.91609	6093.43126	5626.36273	6192.8335	5061.53906	5497.45183	5854.38567	4692.24163	7003.62134	4747.3526	6106.42945	4984.75267	6431.49643	4768.28868	6502.11997	4879.37527	6408.75173	4786.75578	6814.40659	7521.55743	7859.63289	7798.92448	8377.40162	8295.29176	7340.17953	7330.62449
4200	4500	5067.10971	6253.63555	6004.63797	5090.54215	6585.29883	5031.45211	5057.59264	5297.00198	4852.88211	6140.01701	5899.96025	5507.27228	5304.02926	5329.5197	5301.32176	5707.73704	5362.08971	5776.4434	5403.06041	5590.56279	5612.32954	6047.92301	5872.55561	6204.73522	5996.94036	5408.44385	5140.3917
4500	4800	5148.33444	5515.38638	7262.18272	5172.22094	8288.2627	5090.41828	4870.71877	4930.01152	4291.61189	5403.49133	4202.38263	5463.67451	5091.70075	5908.46715	4858.51077	5850.23171	4815.94189	5306.17546	4456.98744	5103.09487	5139.45263	6478.87777	8359.64323	6932.30306	6503.69172	4658.25863	4881.30982
4800	5100	4143.96459	3220.54883	5154.94029	4839.62384	6836.6499	4366.33928	4525.75987	4816.30065	5020.1854	4646.02515	5440.63917	4163.9215	4551.91616	4925.75832	5078.79641	4681.60689	5209.47763	4669.13491	5166.93719	4641.61703	4152.48143	3854.0212	4222.15809	4348.71571	4988.24171	6730.59928	3746.18669
5100	5400	4683.78241	6681.73733	5385.02031	4189.47653	5157.60156	4149.53394	4235.1736	5142.90975	3734.42352	5487.14927	3648.28295	3933.31288	4573.06421	3828.85579	4380.16601	3775.73655	4333.3553	5039.59008	4123.07025	5174.06084	4712.38276	4731.94393	5505.42076	5347.57302	5863.58162	4878.08454	5804.24617
