index	name	volume-mm3
203	parasubiculum	11.0
212	fimbria	20.0
215	hippocampal_fissure	21.0
233	presubiculum-head	34.0
234	presubiculum-body	30.0
235	subiculum-head	45.0
236	subiculum-body	43.0
237	CA1-head	105.0
238	CA1-body	20.0
239	CA3-head	16.0
240	CA3-body	23.0
241	CA4-head	26.0
242	CA4-body	26.0
243	GC-ML-DG-head	23.0
244	GC-ML-DG-body	17.0
245	molecular_layer_HP-head	68.0
246	molecular_layer_HP-body	40.0
7001	Lateral-nucleus	139.0
7003	Basal-nucleus	91.0
7005	Central-nucleus	1.0
7007	Cortical-nucleus	2.0
7008	Accessory-Basal-nucleus	40.0
7009	Corticoamygdaloid-transitio	35.0
7010	Anterior-amygdaloid-area-AAA	5.0
7015	Paralaminar-nucleus	7.0
