frame_start	frame_end	Left-Cerebral-White-Matter	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Cerebral-White-Matter	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-choroid-plexus	Optic-Chiasm	AirCavity	Skull	Vermis	Pons	CSF-ExtraCerebral	Head-ExtraCerebral	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula
0	30	5.968060388030593	2.321066403106907	7.283884263887952	15.307183775547504	8.056096543397459	5.262653102456302	2.124758372634379	5.00739565238426	2.5894084328463904	2.378472457676163	8.176637814934946	6.542939650198955	5.84441545026422	2.6685834814974005	4.289468781094256	6.9329948086583455	1.0879221929724319	0.09470674395561218	2.5554752084271906	6.680271525829363	5.1794648192482144	3.3006479754418536	21.82270934893348	7.650944334608734	10.6078031719551	8.268569971515133	8.173444355696843	5.498001394086413	7.0265779365919405	7.18475103768948	1.6029585768555126	0.9687245757976546	11.464659337633258	1.1512468030516019	4.326938099515773	3.810961475179612	4.045441548320843	15.055380831355707	6.974445189158753	2.7290585384702126	7.827065699612327	2.8845993034763167	3.2360041569222324	7.412619032064911	2.704099994194776	16.031991654757253	5.200761436312501	8.750065903544847	5.7760154514931275	3.442211693071911	1.1835249987435006	7.4482641161024095	3.3576147873465327	7.763568091163703	7.5133676186880916	1.961104996463798	6.765851727838426	7.17437748170787	2.285488320952881	1.474529490742305	5.046432454881135	8.035146035979475	5.954552469761566	1.6565743022336115	3.7030766419924186	6.774958993336926	4.4785651903817225	8.885941278028485	9.750858096510084	4.985920789303737	5.964383210509707	0.1231679808334567	2.8977009485199052	5.053186121440493	16.61870956187346	0.604097823282413	9.9398074797558	1.8192875784588851	22.717917531658586	8.344846914510548	7.106139888029321	20.9684882790844	11.118514063131348	2.149865426757938	16.670397624789388	2.2038964224827926	2.4247932920165525	4.54405820691313	2.1040528814980948	2.3006307432267437	15.511154929197424	2.831066306590853	31.561857209158866	1.8008234879287515	17.745827468501822	4.689555187994035	6.240507088750746	2.9842934297863564	2.518182990392903	8.532930563096418	5.446545297966869	4.1831931518782985	14.269871494255781	5.19567832411348	6.256228975578251	4.663632872906708	12.433806466554197	16.160033738692434
30	60	1584.239028692109	786.295961384988	1413.345249142267	1585.923085541658	2107.5124375495275	2161.131315451346	1751.5428051822757	2495.7930136904547	1916.3221695047657	1560.2208722109087	1135.660236497097	1606.3571825406057	2346.0113585253857	2039.5992908784074	1931.7215566808043	1974.9926149727094	1592.3360459293294	1803.2721557617188	1583.1757322369199	1582.1818139617162	833.1916238135283	1082.6123669733768	1523.2846509740739	1896.4927926488551	2391.255886248864	1444.7276308028556	2276.5037722055736	1706.0256892201105	1685.8575596763974	1510.9834765910307	2504.6458884314993	1822.6268588435958	1544.975200910897	2660.481636949765	330.2718358183184	398.95382703193394	2078.509157077955	1723.0602989171648	2082.8660481814973	289.70220541862864	2255.4994878705766	2697.907005058772	2355.8658674364133	2324.312402242808	1913.1430044477177	1766.0175953367805	2142.047154051479	2084.8433880505163	2231.9029173610297	1810.551280358476	2366.0269783984113	2138.730252936323	2614.906822327946	2124.9756527275194	1832.2666871792742	2310.261069622506	2706.031007663873	2439.4825292755495	2386.5988549176573	2189.753297796737	2133.5722795072393	2790.476698124608	2318.7629385864125	2371.7896147040965	2501.529589768344	2498.649385242863	2245.1464648060755	2133.9247939092816	2536.02952383449	2481.642737510182	2557.0572189150935	1713.1711097968216	3569.307830510374	3043.0840891201647	2785.2780836146667	2956.084716314047	2655.9157672838705	2656.420959685265	2139.400402581514	1748.983134374274	2296.046684354303	2009.9052931025058	2264.1755661847237	2056.0388085341633	2462.0784317099647	1988.2040217048311	2527.9882121841074	2070.271601125052	1906.919299503199	2116.741310989222	2921.838133147826	2572.802634591687	2519.2693910999205	2357.871011534266	2281.3440825721477	2611.4037959428265	2214.720909671742	2334.1892829431417	2856.0399899160934	2539.365830347184	2417.9389900640695	2149.0354289129245	2541.661251024159	2687.486902976617	2519.0881090571497	2147.414797754225	3813.2109987635386	2902.083879647423
60	90	7615.352960946857	3869.342879779095	7853.015696297704	8162.766116296697	10975.855038061674	11345.123010575635	9761.00877620872	12543.80877318649	8745.340958840123	7861.066928178194	5555.6319383007585	7180.114729994863	9908.520425545428	7989.026176389522	9016.58889363323	10451.613947197942	8365.885344257505	8520.6435546875	7736.289126665164	7683.284765174795	4179.26218527399	7248.1022709080435	7986.89628417836	10516.516508251401	11075.229136447819	10142.689737895345	12641.664787619598	9246.902890465797	9438.20265606731	8208.073114818642	10763.042740537885	8407.869505831519	9171.903842099946	5857.579604282174	1237.2140648296827	1720.0256401082993	10927.955923403533	8778.954105663677	9207.86481160878	1155.117740019956	11180.540251203456	12208.754890650947	12343.781176816608	13080.042641836862	7830.272847716638	9583.904328638899	10843.449058329745	10535.696448727831	11489.052983085472	9631.050008993408	11886.103170368711	11493.558392582809	11347.487911310964	10806.485954806596	8420.913816806422	10626.112623926874	13152.547576189307	11434.679608665072	11965.66232715544	12594.83503995824	10292.720315550785	12592.352942098662	10849.949323830684	11941.920748287765	11214.188023431932	12126.026300685064	10977.646127271695	10383.907619216829	10985.601220659824	11631.226015101249	11252.459983992938	8982.07150526961	15393.96306928791	11943.337508379613	11331.042985640232	12493.029750392625	12004.57617574677	12901.077997565397	8835.95933692135	9604.910552752246	11209.68674310378	10183.366136208064	12449.742324846407	10815.921775122039	11799.200890373495	11281.220955803841	11764.589990882756	10535.430878477486	9395.710145789602	9752.756443608265	13160.584173261555	12522.134601943431	12772.201837686567	13659.447171578222	10454.725508104038	12009.676212357954	10957.466943247047	11784.842278379654	11672.883083788163	12284.088395480996	11432.686291419775	10716.12435659285	11283.14966276508	11447.224377923481	11789.86434087065	9649.575637478298	15220.566382498246	11462.496432966045
90	120	14234.726655259674	7041.933359041774	15974.743902965985	15816.980836752511	20466.16128962439	20178.29961151053	18699.118165361408	23678.371685268685	15499.393300529382	16397.2973588751	9926.078449244837	13196.111523281794	17294.99215523509	15773.054492900319	15361.022355154579	21877.831048644417	15849.343073505597	20111.2763671875	13212.360723179814	14324.450537198541	7897.81691986637	12998.602519050974	14637.463264123966	19732.882660458803	21017.573429066393	19397.248433400797	22770.97341712557	17395.173750694703	16189.457477678572	15906.891736471593	18983.629614055088	15991.694565302014	15351.565152209052	10599.544903498823	2124.4502178604216	3087.2228482440755	20334.262333559782	15877.101008961794	16401.143713510763	2044.5568837888432	21309.093617689792	21568.64259893743	22246.304639910042	24183.94159031268	15239.069361607353	18397.632749211793	19630.1752168089	19296.972328696233	20800.931664443597	18358.072458363444	21589.051531213594	21129.001062431304	21297.596527214242	19547.704483046928	16318.48104677561	17874.707418619048	22481.481339448623	21757.133772552566	22616.02314753796	24467.910330250066	18819.238255411718	22227.49072929731	20134.434883224938	23043.461454145123	21419.12068423876	22073.138884082844	20612.648223402735	18848.587665107258	20436.06914472408	21114.083641591205	22596.251339685656	16538.457940157015	26538.94476626537	21294.62364660312	20881.184052686604	21668.79834688736	21809.806727776337	23368.54395604108	15731.352239899137	17868.12820583331	21190.929014060355	18410.328980805603	22427.167547480505	19912.383547876452	21517.16830348907	21203.384137133817	21852.57320652651	19707.481431152708	15966.997958184806	18260.75575339285	23098.339629250175	22583.05529354695	23333.40091379042	24430.525595161704	19603.616265285953	22755.294364820074	20314.111891694825	21745.71633035212	19980.362082264906	22626.178906330853	21305.071093573726	19465.169187640513	20075.186390654195	21783.05603380127	21785.596463232927	16332.084577652675	25325.311042007717	20908.934431006986
120	150	19940.38834350437	9546.720719612369	19083.853610688606	22033.311331746485	28674.148881576602	28674.46804602079	25175.796957697155	33332.03054194158	24155.93049691347	21327.152325324292	13709.550905163418	18332.69545927672	22723.80196702763	20252.25039537713	21037.772256181717	28734.786297184404	21214.425491643156	26906.9541015625	19179.273937163096	19973.136427453675	10612.415793435031	20568.469214267418	21247.35361593084	27598.92723866326	29776.23181708924	26185.243740642225	34106.61400931929	24226.08919463806	23831.19557391316	20955.593216477333	27828.556609347197	21554.817956714836	21595.143907596983	12373.894736013104	2775.014151619832	4153.920773468046	27919.70375101902	22035.75970511254	22105.163534123876	2733.2853451269534	29763.087123980324	28842.413591111956	31466.73841599598	33880.72425851422	20852.00830225865	25672.910392815946	27653.94719112905	26968.219242838222	29356.548292898955	26201.059050842523	30192.992379798357	30064.934832758794	29037.967267213528	27346.71803300284	21051.92976433033	25461.096682140615	32024.926442944634	30350.111734819668	31190.67434029517	33589.44211151654	26973.317143341443	31393.704459744287	27965.258562883326	32070.370627899778	29165.901975073873	30910.12515705122	28693.787090695372	26891.054145683134	27547.05738371314	29363.752943172152	31871.20006274373	22445.03897570963	35261.76393442623	28311.07542763827	29805.86313691529	28227.66327543334	30369.398590763623	32356.693190857783	21216.72769666074	25336.069592595195	29257.668861293296	26042.10219888808	30888.217615415288	28287.15445315405	28382.64025233705	28305.663549291086	29484.784269837484	27388.000133393183	21532.007287733504	23943.64052256834	32091.014790894347	30829.738187505103	31736.138378614738	34328.25788549153	27433.630533104326	31143.16488470644	28075.214661951424	30466.34661250762	28522.42993351287	31685.631947379086	28828.269020774147	27231.95572420189	28176.263604175587	29643.827197420775	29966.220803801545	22156.600142973857	35356.650542270814	27966.654427874393
150	180	22004.276132238425	10435.552902341276	21428.60659222898	24571.444916436874	31086.881202100172	31029.346478630516	28755.46807900566	37140.44982053459	26995.80550798041	22618.127565980056	15905.935980997296	19124.56998411926	24705.661943658375	23957.547743689174	20486.720640926458	33600.508958268874	23351.90361528409	28766.798828125	18239.301670172277	21937.410004526177	11529.0223682274	22246.81127529457	23418.33759907069	30492.0920147785	31515.32402621097	29555.06114322613	35687.688643903326	26430.832893114348	25853.443669616285	23639.630235369495	31689.101737424007	23020.42656380351	21317.316535560345	8850.746500651041	2865.117691140829	4398.232804109048	31165.816612432067	23019.409140846947	23587.43787554362	2888.7940724207238	32417.81142427221	31238.449545532192	33831.93291213455	37639.78317694967	22519.45670566761	29146.308760411408	30704.498023288506	30112.21755251002	30259.626523559364	29361.877897630224	33300.33217588968	32761.184383118507	30799.324344269302	29958.96197166154	23624.063246071517	27943.525075734327	34080.842841350175	32570.52524698859	33843.35600419127	36605.95875683645	29370.93721717978	33178.999090719066	30647.654219570464	34906.01768467239	30063.94400624035	33846.30225320605	30972.027192455535	29675.616559374557	29642.216398802375	32422.585183922853	32678.859466398346	25492.607330130064	39292.37665215164	29874.68051890854	31735.351296009674	30495.37938748764	32509.65601871657	35589.86995966054	23341.02944226621	27520.63349269681	32394.26632898234	28932.16040371279	32212.24166838965	30915.50352324418	31582.450385021995	31341.393772297502	32909.759588068184	29638.038397386765	23309.71054470141	27089.605921970153	35666.48159012251	32474.212612366333	34620.860065687186	37899.40095450462	29621.960572717508	33411.09093300189	31208.290342463355	33064.01968524358	30574.586495054282	34437.820959319375	31978.033577853217	28955.082950933003	29770.00327517956	32476.532701249598	32847.41151538338	24391.058105787888	36364.33562141897	30382.947619703067
180	240	22059.711433613735	9426.322810442654	20215.901081996682	25043.00992434516	31556.60776667124	30822.71989871055	28250.894200028404	36619.30477208529	26580.090786348428	21962.796180430938	14801.563015360727	19563.345328064242	23433.522816020424	23919.206489507298	19952.163028051997	33707.630789275216	23514.47299226189	23800.921875	16572.255139473156	21958.00858953194	10972.333419894992	21720.55568007172	23505.96666439559	30708.34745697622	31657.394068533707	28658.72092858113	36737.33147469427	27547.02814989348	24809.228276799	23627.529452570692	31166.947155573474	22772.869679350373	19276.961498518318	11747.678164902554	2893.2392036563188	4412.976311770015	31832.831497961957	24562.858993389546	22928.594755661354	2941.5371350652485	32322.082402580883	30655.348311706424	33967.99813624451	36389.194468763366	22854.20771990385	28882.215020160816	30521.45179411468	30114.33990782171	30234.60143412884	28998.050211799098	32523.41705061097	33147.08884970149	30978.678002638615	30278.66021284089	22889.499467091773	27533.070994019752	33327.695803141854	31424.468721933114	32963.776925693935	35903.6485939971	28930.14606271293	33168.313349184784	30198.5332509303	34529.053914035845	29970.00283711244	33291.722777594565	30708.881442123296	29203.96415195611	29453.437759050306	31650.74780011236	33055.5880931835	23693.0299337933	37833.07961321721	29323.99016517369	31397.280946999475	30003.02636355209	32135.20237007803	35494.632806743204	23718.327732188667	27831.502756682345	31759.22873033479	29000.591200507442	31842.29864167356	30994.46802043367	31643.972612921287	30567.951444705337	31528.920141826	29874.29821032135	23673.8464025549	27136.12398207428	34757.56804043095	32756.39434546079	33899.658482004044	36985.27524624615	29717.114395123324	33220.544100378786	30097.54766561643	32506.832393596447	28866.07316018321	33448.714445192476	31126.704127042223	29153.55484419964	29050.975432959942	31614.37240211324	32594.390108673142	24617.604800794015	35020.58032843195	29469.20280901143
240	300	21357.873324096334	9269.752290217273	19305.299152205476	24691.71520583958	30249.496297566166	29737.579966032932	28143.956693100892	35302.21104941285	25108.809943154065	22021.281455086137	13549.618247852924	18967.934219433835	22268.8412448241	22971.797575463806	17928.652890143756	31322.661879737778	22664.534169136834	24836.96826171875	14302.161304678395	21404.72831004556	10293.528335397534	20187.25797659452	23363.00481268806	29107.387121790423	31194.163700817175	27323.053764040804	35932.501355417524	26297.72220397022	23143.798790590456	23020.288045587047	28683.260107363953	23616.217214355915	17669.964513739225	9970.567577074933	2904.1018851652616	4358.87794066318	29826.346166440217	23586.4235180841	21510.43299594443	2981.3309644783485	31091.85273308154	28638.965833556773	31484.222081850297	34225.49671973018	22513.11958292212	28102.71588850306	28782.10785828348	29270.905459074143	28906.112775520243	26592.015722435164	30702.688274575827	31299.159161733114	29105.86313372096	29165.784014417906	23015.901925269918	25670.64923676924	31718.43274974433	30350.239342563487	31312.79840471452	33977.85934102366	27084.528923076014	30561.460098331245	28329.91558052508	32605.43685226339	28455.54493115571	31159.919944808542	28699.29290752428	27243.984084267653	28184.90150950063	29763.212837012103	31324.87992645315	24647.43772620167	36020.15960040984	27840.931266620228	29651.035135435774	28080.091536488628	29926.433218115322	32951.34342631087	22549.2545286264	26992.89908320747	30501.13380245842	28075.404986533635	30702.6697608991	29431.956543595978	30272.0064205764	29127.936992417803	29731.72260949171	28834.458344471488	23147.25055620591	24994.33625526893	32030.27785782553	30480.0056030114	32040.453414762127	34622.054554350616	27982.349425903984	31505.898955492423	28727.836615961223	30651.389440597453	28144.93750599118	31890.491461849517	29405.020450763557	27760.209397706836	28255.453056874805	29421.680012134257	31349.075495903904	22924.569578801573	34421.09969707378	28818.265560330918
300	360	20530.167876901844	8256.69446563298	16950.831409015485	23427.475973359786	28615.433970832008	28293.76964604645	24702.44849839715	32928.619173302395	25282.90507117954	21685.14243712828	13468.657649342607	18585.624656779528	21968.133556788944	22354.669119715632	15924.877318371178	31513.269023630877	22591.59383225943	26769.1279296875	11594.934535028773	20435.452915230846	9518.62771999587	19227.37188220415	22680.10603784701	27813.87951685871	29147.96277346014	25244.57137425552	33471.86934149155	25722.667839217072	21238.323538062687	21911.55221022668	28937.330452300193	23198.90760011685	13992.663912311422	11687.92634828629	2978.2228077807486	4254.368743085612	27251.280020040762	23178.138343539635	19725.822786042507	2987.676098437429	29919.27180288959	27593.415546128996	28741.273289196415	31540.73893340551	21806.71357927885	26205.10949051849	26351.77754978151	27500.428496108827	26991.257084509492	25054.25549324302	28558.808950651837	28552.194967931904	27066.636278156515	27197.51587502151	22123.76222975341	24403.22177067574	28721.51314182927	27929.326350457435	28817.345758728516	31430.209199558514	24611.508389191753	29276.792344708054	26526.717124564624	29786.873998487044	26341.025646308506	28666.059237243917	26433.96529542549	25000.18673437721	26362.317758773184	27001.858027055816	30834.41961721385	23428.30199973211	32292.8256147541	26773.425876314923	28398.671587013014	27371.05239264629	27213.609242921528	30095.028483072918	21106.864710748017	26123.193639564786	28004.21592190715	26678.38187155422	28627.72159883034	27250.29183524821	27503.871139330724	27286.55592105952	27379.60243039623	26992.597256136614	21306.405894462936	23815.943013024622	29547.641805744614	29100.293440237947	29065.802952814054	31893.105597086756	25188.904310462112	29530.73508570076	26198.122853440393	28587.542295485982	24616.551542878882	29292.094192083074	26823.82116220873	24942.1731830317	25986.52439891681	27081.102726720903	29256.855156652706	22790.40548726001	31219.242138169433	27303.657924751293
360	480	19253.449490287898	7692.8808687687415	15799.293737900996	23147.0316133282	26057.91587496418	25971.012342483602	22475.737968646088	30977.774938202132	23942.246060167545	19485.863083774482	11821.585318216463	17283.450362172116	20089.07947564962	20759.95707401916	13595.09207018538	28944.654867342204	21995.078397350244	25101.30029296875	9414.006325461647	19190.005117169436	8423.702774055406	17716.769355148565	21408.160119594042	25408.664939898757	26516.475042658574	22531.43612852697	30785.91310205287	24591.114494807105	19718.51291221567	21259.399147097374	26028.120779813537	22734.051652460174	11218.215227640087	12086.860125798052	3136.5196599471847	4191.824031847222	24321.784537024458	21702.817577417347	17660.734064430388	3077.5525086798366	26861.919887113254	24328.906992490225	25297.88602786558	27756.40532161124	20619.255715882362	24354.76236110505	23333.355646728764	25164.328753999172	25394.022891334018	21951.64957261178	25662.464906870835	25901.303108606866	24139.097688945625	25154.322154728365	20636.453755008682	21282.69852741779	25589.644918570157	24955.724366128663	25371.659698653653	26691.942175350883	21509.051094811548	26293.23895101728	23235.938761712576	26551.178222818795	23357.568990463144	25539.13665057835	23374.79187870789	21894.238130555113	24053.471160951816	24257.635527931343	27276.247760328835	22427.497376470652	28371.967001793033	24488.86297058875	25190.618485147515	25042.518564684884	23690.806341987394	25987.980281915694	20612.355524501516	23807.099186991305	24912.651115531764	24411.406192093862	25620.651378633032	24368.12452215056	24746.706716418717	24387.08946296521	24512.233823002785	24773.962333893727	21193.428514926345	20848.624874312623	25110.25483231001	25670.990945220667	26147.938687422262	27314.500203133022	22353.634242071246	26094.07641714015	23294.317750470742	25230.312952823166	22737.793782801717	25867.50785930457	23464.838668926404	21984.312204080485	23950.278419458988	24214.92610817458	25653.643438909472	20808.815732230392	26804.92494993861	24459.36286238419
