region	acq	desc	success	VT	VT-se	AIC	BIC	RSS	reduced_chisq
ACC	acq	NA	TRUE	1.8645891570571853	0.008266773336492136	38.72268176910669	40.17740171847069	10.739405468566595	1.0739405468566594
Amygdala	acq	NA	TRUE	1.8678958302758797	0.002135318415558305	12.334686741443633	13.789406690807635	1.1911510936410952	0.11911510936410952
Caudate	acq	NA	TRUE	1.952469640699843	0.009455139646988256	40.22265816270679	41.6773781120708	12.169316754060294	1.2169316754060293
Frontal	acq	NA	TRUE	2.017928014943094	0.014823080865786958	46.660784052570115	48.11550400193411	20.809887918070974	2.0809887918070973
Hippocampus	acq	NA	TRUE	1.908016165222623	0.00429555215031959	25.607071504620293	27.061791453984295	3.6000661084927983	0.3600066108492798
Insula	acq	NA	TRUE	2.0801566963759845	0.00756823153661045	35.64543861682776	37.100158566191766	8.31019273257709	0.831019273257709
Occipital	acq	NA	TRUE	2.1023199032613338	0.010846159308471371	41.31156358304745	42.76628353241145	13.325238678392097	1.3325238678392097
PCC	acq	NA	TRUE	1.9071561239812251	0.008436518444421252	39.42930890227949	40.88402885164349	11.390792176717525	1.1390792176717526
Parietal	acq	NA	TRUE	2.1337395258477123	0.018388197198987842	48.571271962210204	50.02599191157421	24.401279763060693	2.4401279763060693
Putamen	acq	NA	TRUE	2.1521027861285207	0.005534242152414521	30.97171603349715	32.42643598286115	5.629417197657879	0.5629417197657879
Temporal	acq	NA	TRUE	1.9718419348592409	0.007391532896984528	34.88731718928197	36.34203713864597	7.801421930153816	0.7801421930153816
Thalamus	acq	NA	TRUE	1.7640908243055589	0.00360846319853348	21.802168022604537	23.25688797196854	2.6218414609857077	0.26218414609857077
