frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
0	30	29.67275	105.83761	29.52282	53.15824	89.97237	8.36552	48.0562	24.32195	54.5599	51.40181	10.65882	75.65987	29.16794	15.96983	9.13974	42.24926	77.24706	57.75086	206.42541	102.14574	78.08181	91.38153	42.35552	22.21467	88.33485	36.73081	53.2297	29.78585	10.44417	18.68813	60.18498	32.4959	39.11652	29.24821	45.19938	56.72375	20.45652	23.60642	9.79293	24.72297	26.74309	122.86106	42.19686	39.77116	29.46169	14.29684
30	60	5635.86014	4508.48984	6879.0958	6076.94352	6839.52884	6903.41153	7298.30509	7052.31401	6845.24501	6388.64464	7343.15586	5685.23104	5575.94583	8130.94603	7712.17677	6244.10866	6583.1394	4728.87637	5294.69004	4668.65719	5691.75875	4661.07275	6113.53562	5515.62788	4735.30982	6525.56538	5749.03459	6910.82786	5239.74194	7624.1104	4647.28362	8534.76086	6886.05633	6601.98875	4462.45917	5724.2519	6764.44496	5868.10983	5473.57318	6033.04744	4924.05326	3908.05747	5567.28106	6529.64228	3139.20056	4401.92042
60	90	17311.48015	15679.99793	22789.71615	17598.2788	22357.54514	16974.40406	21918.79146	16128.49507	22607.5731	21092.50948	17305.68349	14863.52751	17526.73403	21535.81809	16480.46051	22292.15959	19291.12043	13737.05836	14307.31445	15984.14764	18780.51049	13849.37598	18436.6781	15483.97096	17848.27487	21721.5434	17668.53082	20946.84219	12523.55137	21967.30587	14404.88582	24766.07528	22216.57338	16107.84172	17003.98054	17179.39209	22149.92105	14431.99282	15075.85002	17827.44446	13437.36794	19094.27773	16388.15786	18700.08265	13695.74731	14910.83139
90	120	30842.37144	33048.88967	37753.82839	34826.63846	32424.25246	29700.43943	36570.99363	30944.55664	42100.45733	36418.13012	30591.22332	30863.5612	29981.14443	37771.20401	29732.53318	36260.63782	30262.5684	25870.74859	31888.475	32461.8859	33898.03577	23167.08496	31614.63297	25846.01741	32921.90586	31459.40278	31132.48708	29858.38073	25935.43645	33378.30364	27011.5338	41170.65051	36392.09977	32982.87844	30423.96349	26541.55062	37615.81678	28546.01909	33173.62737	30597.59018	25829.19146	32759.82383	29226.7518	32470.43589	18590.95532	28840.78473
120	150	43363.93703	45848.98372	53692.73073	50389.83057	47009.33492	40070.24214	51876.07084	46249.57988	62537.34077	54780.39644	41768.37777	42176.08105	44865.56401	58588.62478	45173.07693	54737.76088	47356.81688	37525.28411	41476.77812	45485.40194	50851.81456	31255.65137	47527.43735	42268.50135	48215.51672	49362.15234	52352.55826	42147.01628	36536.0894	49725.7267	38119.30319	62210.21752	54956.65459	42475.07591	44135.78576	45809.9268	60200.90225	41323.37733	47064.83948	45649.36128	41376.21531	46071.04766	44839.43322	49329.05126	31673.77783	43484.56506
150	180	55224.5445	55807.54467	64946.1862	56544.79774	53666.47975	48425.48728	60481.1601	46940.21113	71408.14253	62639.42589	52494.00114	44938.23665	48090.66735	68736.37614	52133.42698	60543.38276	53378.78894	45450.36889	48782.13984	51670.09265	55722.69782	36132.83789	54381.97319	45973.76355	53478.80875	51084.50217	56453.26409	46509.94284	42359.02244	54780.7185	45947.75511	68152.64652	59581.96602	49776.99504	40501.34345	49130.65395	65060.50005	50439.72306	59697.63026	52054.46382	40766.9521	52071.22969	51550.20272	57516.19774	35184.40918	50962.74922
180	240	50931.65909	58247.90029	63185.39115	57445.3529	50758.60475	48679.95045	62792.05859	46600.93574	72876.44668	63285.25792	48826.21143	50682.06771	48759.10513	68182.14623	49259.39528	62382.17776	54487.73937	44780.52977	54598.85938	54909.07973	59866.22413	37417.46875	55412.60128	45788.76656	53887.43818	59265.18359	60918.2614	50940.93893	41977.82721	57708.32476	46044.40956	73039.80835	62881.93254	53033.55375	46860.78005	50646.53395	67826.71468	51774.65866	58696.09966	55548.62006	42332.31648	53338.90625	53333.70729	58864.71853	36621.5332	50488.29485
240	300	47355.27702	52938.47065	60192.85417	62917.86621	47751.64714	46759.75974	59456.50341	52695.51348	69668.98263	61417.27346	49091.83119	49663.02897	57317.66591	69287.29091	51758.55407	60820.62468	52142.21597	43527.54906	52751.56641	52813.96292	60617.04378	39904.04688	58512.31621	44831.53232	53653.94839	55955.67708	61157.54758	44397.96198	44118.96756	55012.17813	46693.39844	74386.27203	63524.6255	49595.60551	51426.59315	52771.99664	67623.21184	50614.58135	62400.67495	54121.31792	43149.05313	54908.84297	53742.0415	60255.20363	39794.50098	52402.43434
300	360	51453.97978	54515.66637	65309.02422	65205.98034	50509.42419	46570.89681	60810.90121	52601.03438	71415.89631	62585.16224	50929.98774	50408.3597	56721.87041	71147.41614	49955.68509	65544.66608	53679.53502	43894.29457	52339.66406	53847.01774	59846.45856	37368.40234	57981.63574	44925.46667	51552.7049	55256.28993	62867.28674	43151.93464	46119.86313	53738.52638	44687.94982	67337.67494	60068.15125	51925.75113	47479.22446	59005.06703	66131.81045	51267.68236	57772.11472	52717.60263	43951.91481	51570.65234	51639.54313	56887.54521	35357.74512	50904.75741
360	480	45793.57814	51298.42483	54456.16589	56161.32689	41814.54868	43835.96824	50044.81616	46685.23633	63810.21644	55714.01666	46814.19269	48125.20345	50375.33936	62872.39667	49138.85736	57249.57766	49386.68005	42190.06771	50313.50078	50836.16883	54713.55051	35879.18945	53700.82666	41727.99971	49927.10417	49450.73915	57098.9665	39954.61107	42612.46675	49102.25089	40927.064	62692.72595	54913.27718	49397.69385	46178.23648	47202.68652	62285.1398	48109.76467	53355.31835	48994.79842	43270.76132	51332.73125	50036.21832	53736.22251	34902.26758	48702.81805
