index	name	volume-mm3
8103	Left-AV	158.0
8104	Left-CeM	78.0
8105	Left-CL	15.0
8106	Left-CM	249.0
8108	Left-LD	27.0
8109	Left-LGN	320.0
8110	Left-LP	141.0
8111	Left-L-Sg	20.0
8112	Left-MDl	228.0
8113	Left-MDm	743.0
8115	Left-MGN	79.0
8116	Left-MV(Re)	12.0
8118	Left-Pf	57.0
8120	Left-PuA	216.0
8121	Left-PuI	209.0
8122	Left-PuL	219.0
8123	Left-PuM	1140.0
8126	Left-VA	434.0
8127	Left-VAmc	5.0
8128	Left-VLa	572.0
8129	Left-VLp	872.0
8130	Left-VM	2.0
8133	Left-VPL	953.0
8203	Right-AV	163.0
8204	Right-CeM	75.0
8205	Right-CL	9.0
8206	Right-CM	267.0
8208	Right-LD	30.0
8209	Right-LGN	336.0
8210	Right-LP	138.0
8211	Right-L-Sg	13.0
8212	Right-MDl	255.0
8213	Right-MDm	748.0
8215	Right-MGN	104.0
8216	Right-MV(Re)	13.0
8218	Right-Pf	50.0
8220	Right-PuA	238.0
8221	Right-PuI	263.0
8222	Right-PuL	193.0
8223	Right-PuM	1287.0
8226	Right-VA	382.0
8227	Right-VAmc	5.0
8228	Right-VLa	610.0
8229	Right-VLp	892.0
8230	Right-VM	4.0
8233	Right-VPL	1104.0
