global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	std_dvars	dvars	framewise_displacement	rmsd	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
49.532423426656514	n/a	2453.4609705175912	n/a	49.720926407953634	n/a	n/a	2472.1705228651413	36.11229334038682	n/a	n/a	1304.0977303021464	49.96275236721017	n/a	n/a	n/a	n/a	0.4227924419719784	n/a	n/a	0.1787534489886287	-0.8860658878196546	n/a	n/a	0.7851127575576327	1.296438204296507	n/a	1.6807520175595516	n/a	0.0075511004131722	n/a	5.701911744980938e-05	n/a	0.0111539606589079	n/a	0.0001244108383804	n/a	-0.0070242148680523	n/a	n/a	4.9339594512566993e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2189.031787140112	2139.499363713456	4791860.165109833	4577457.527330282	2698.431706567588	2648.7107801596344	7015668.796933859	7281533.675009266	3491.6948259312967	3455.58253259091	11941050.639547408	12191932.757435389	2521.928744323359	0.7948849999999998	346.149323	0.0	2.300516880461916e-14	0.4227924419719784	0.0	0.0	0.1787534489886287	-0.8860658878196546	0.0	0.0	0.7851127575576327	1.296438204296507	0.0	1.6807520175595516	0.0	0.0075511004131722	0.0	5.701911744980938e-05	0.0	0.0111539606589079	0.0	0.0001244108383804	0.0	-0.0070242148680523	0.0	0.0	4.9339594512566993e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6808.695330742686	4619.663543602574	46358332.10687725	21341291.25609069	8823.204063995503	6124.772357427915	37512836.4303131	77848929.95490676	12200.102414937131	8708.407589005834	75836362.7362544	148842498.93495482	8399.723369680063	1.619174	705.103394	0.0	2.300516880461916e-14	0.4227924419719784	0.0	0.0	0.1787534489886287	-0.8860658878196546	0.0	0.0	0.7851127575576327	1.296438204296507	0.0	1.6807520175595516	0.0	0.0075511004131722	0.0	5.701911744980938e-05	0.0	0.0111539606589079	0.0	0.0001244108383804	0.0	-0.0070242148680523	0.0	0.0	4.9339594512566993e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12234.984621407551	5426.289290664866	149694848.6860793	29444615.46598421	16091.171590455666	7267.967526460163	52823351.96567946	258925803.15348756	22874.718835764328	10674.616420827197	113947435.73179364	523252761.8152713	15385.510035424544	1.961056	853.982788	0.0	2.300516880461916e-14	0.4227924419719784	0.0	0.0	0.1787534489886287	-0.8860658878196546	0.0	0.0	0.7851127575576327	1.296438204296507	0.0	1.6807520175595516	0.0	0.0075511004131722	0.0	5.701911744980938e-05	0.0	0.0111539606589079	0.0	0.0001244108383804	0.0	-0.0070242148680523	0.0	0.0	4.9339594512566993e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16319.39147072235	4084.406849314799	266322537.9746854	16682379.31072964	21808.21801888983	5717.046428434165	32684619.864871845	475598373.1594311	31578.97454881936	8704.25571305503	75764067.51825114	997231633.5549808	20950.374813023707	1.811957	789.0548099999999	0.0	2.300516880461916e-14	0.4227924419719784	0.0	0.0	0.1787534489886287	-0.8860658878196546	0.0	0.0	0.7851127575576327	1.296438204296507	0.0	1.6807520175595516	0.0	0.0075511004131722	0.0	5.701911744980938e-05	0.0	0.0111539606589079	0.0	0.0001244108383804	0.0	-0.0070242148680523	0.0	0.0	4.9339594512566993e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17721.838771186245	1402.4473004638949	314063569.43192	1966858.4305784665	23954.134074751088	2145.9160558612566	4604955.718803132	573800539.2711512	35065.11039375964	3486.1358449402837	12153143.129377505	1229561966.9265504	23051.930092369632	1.418131	617.55481	0.4323808991926857	0.2208831822784219	0.3840592545858783	-0.0387331873861001	0.0015002598050867	0.1475015110330605	-0.8709593787367567	0.0151065090828979	0.0002282066166716	0.7585702394095172	1.2309778048121842	-0.0654603994843228	1.515306355940224	0.0042850639006471	0.0094773833867447	0.0019262829735724	8.982079585934443e-05	3.7105660942753096e-06	0.0082253057053789	-0.002928654953529	6.765565394693868e-05	8.577019836829949e-06	-0.0056175367303665	0.0014066781376858	1.9787433830431904e-06	3.155671891701675e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17661.783289199535	-60.05548198671022	311938588.954648	3606.660916656076	24155.994658896056	201.860584144968	40747.69543134771	583512077.9606148	35490.99529090821	425.8848971485713	181377.9456192492	1259610746.739269	23423.88101848136	1.173133	510.865204	0.8102511837036229	0.3584443269059999	0.300299557246376	-0.0837596973395022	0.007015686898405	0.0901798240823694	-1.098366564411975	-0.2274071856752184	0.0517140280967232	1.2064091098181655	1.086246252828957	-0.1447315519832273	1.1799309217849503	0.0209472221394736	0.0074460065271019	-0.0020313768596427	5.54430132016441e-05	4.126491945892241e-06	0.0060536811846114	-0.0021716245207675	3.664705588491808e-05	4.715953059198674e-06	-0.0085015903240697	-0.0028840535937031	8.31776513135234e-06	7.227703803831554e-05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17058.038092283943	-603.7451969155918	290976663.55781	364508.2627986467	23385.71257548884	-770.2820834072154	593334.4880181603	546891552.6633769	34289.628808155336	-1201.3664827528771	1443281.4258820196	1175778643.8010764	22812.547819766	0.974744	424.472778	0.29577643336749	0.1631913601389822	0.2728330947860797	-0.0274664624602963	0.0007544065600828	0.0744378976105499	-1.101659699685854	-0.0032931352738789	1.084473993206597e-05	1.2136540939119262	1.0483251504013822	-0.0379211024275747	1.0989856209640805	0.0014380100093226	0.0069696835017193	-0.0004763230253826	4.85764881141382e-05	2.2688362450963338e-07	0.0046918743123749	-0.0013618068722365	2.201368456312344e-05	1.8545179572705597e-06	-0.005797805557574	0.0027037847664957	7.310452063534208e-06	3.361454928343596e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16298.528113687033	-759.5099785969105	265642018.67264655	576855.4075882795	22468.19577031301	-917.51680517583	841837.0877800621	504819821.1731114	32602.97834135628	-1686.6504667990555	2844789.7971534724	1062954196.7269468	22050.717824990686	0.981409	427.374969	0.2432058311415824	0.1265004240580224	0.2604501774471828	-0.0123829173388969	0.0001533366418219	0.067834294932269	-1.1339653345422107	-0.0323056348563566	0.0010436540434722	1.2858773799434278	0.9930056031684132	-0.0553195472329689	0.9860601279238642	0.0030602523060606	0.0059402505105502	-0.001029432991169	3.528657612809192e-05	1.059732283307359e-06	0.0046948979959906	3.023683615700073e-06	2.204206719275655e-05	9.14266260785307e-12	-0.0076293035170564	-0.0018314979594824	3.354384775588196e-06	5.820627215536916e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15330.45473656277	-968.0733771242632	235022842.42979985	937166.0634967756	21145.380934162127	-1322.814836150883	1749839.0907408872	447127134.8508272	29569.13267714033	-3033.845664215951	9204219.514281925	874333607.2783281	20843.775162995764	0.909229	395.942993	1.3222674379275252	0.6472260184257987	-0.1729614736677831	-0.4334116511149659	0.1878456593222009	0.0299156713733312	-0.8685770332187701	0.2653883013234406	0.0704309504793413	0.7544260626351205	0.7095877726895594	-0.2834178304788538	0.5035148071505299	0.0803256666333403	0.006047390801323	0.0001071402907727	3.657093550392603e-05	1.1479041906880012e-08	0.0008848582312341	-0.0038100397647564	7.8297408938274e-07	1.4516403009025763e-05	-0.0105131165617324	-0.0028838130446759	8.31637767664346e-06	0.0001105256198405	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14417.9620801412	-912.4926564215692	207877630.5443896	832642.8480232921	19865.657047341312	-1279.723886820815	1637693.2264997745	394644329.9225816	27197.279823791298	-2371.852853349032	5625685.957939943	739692029.8136052	19779.4309622708	0.785533	342.07666	1.404038368023364	0.8218782326275313	-0.640207752881679	-0.4672462792138958	0.2183190854392299	0.4098659668498089	-1.0322536063470125	-0.1636765731282423	0.0267900205910048	1.065547507816413	0.0580666208530686	-0.6515211518364908	0.003371732457294	0.4244798112903477	0.0066682719898869	0.0006208811885639	4.44658513311102e-05	3.854934503125211e-07	0.0019058698439138	0.0010210116126797	3.6323398619400126e-06	1.0424647132268015e-06	-0.0097231220860813	0.000789994475651	6.240912715592545e-07	9.4539103100842e-05	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
