index	name	volume-mm3
203	parasubiculum	47.0
211	HATA	35.0
212	fimbria	73.0
215	hippocampal_fissure	74.0
226	HP_tail	581.0
233	presubiculum-head	131.0
234	presubiculum-body	131.0
235	subiculum-head	172.0
236	subiculum-body	233.0
237	CA1-head	492.0
238	CA1-body	97.0
239	CA3-head	96.0
240	CA3-body	79.0
241	CA4-head	127.0
242	CA4-body	103.0
243	GC-ML-DG-head	126.0
244	GC-ML-DG-body	114.0
245	molecular_layer_HP-head	281.0
246	molecular_layer_HP-body	200.0
7001	Lateral-nucleus	614.0
7003	Basal-nucleus	393.0
7005	Central-nucleus	36.0
7006	Medial-nucleus	4.0
7007	Cortical-nucleus	18.0
7008	Accessory-Basal-nucleus	229.0
7009	Corticoamygdaloid-transitio	136.0
7010	Anterior-amygdaloid-area-AAA	28.0
7015	Paralaminar-nucleus	42.0
