index	name	volume-mm3
8103	Left-AV	139.0
8104	Left-CeM	67.0
8105	Left-CL	20.0
8106	Left-CM	267.0
8108	Left-LD	27.0
8109	Left-LGN	301.0
8110	Left-LP	135.0
8111	Left-L-Sg	7.0
8112	Left-MDl	254.0
8113	Left-MDm	810.0
8115	Left-MGN	57.0
8116	Left-MV(Re)	9.0
8118	Left-Pf	61.0
8120	Left-PuA	222.0
8121	Left-PuI	278.0
8122	Left-PuL	226.0
8123	Left-PuM	1266.0
8126	Left-VA	403.0
8127	Left-VAmc	8.0
8128	Left-VLa	658.0
8129	Left-VLp	1053.0
8130	Left-VM	14.0
8133	Left-VPL	1322.0
8203	Right-AV	142.0
8204	Right-CeM	72.0
8205	Right-CL	23.0
8206	Right-CM	305.0
8208	Right-LD	25.0
8209	Right-LGN	299.0
8210	Right-LP	150.0
8211	Right-L-Sg	10.0
8212	Right-MDl	290.0
8213	Right-MDm	850.0
8215	Right-MGN	75.0
8216	Right-MV(Re)	11.0
8218	Right-Pf	64.0
8220	Right-PuA	222.0
8221	Right-PuI	265.0
8222	Right-PuL	186.0
8223	Right-PuM	1255.0
8226	Right-VA	417.0
8227	Right-VAmc	8.0
8228	Right-VLa	732.0
8229	Right-VLp	1113.0
8230	Right-VM	12.0
8233	Right-VPL	1323.0
