index	name	volume-mm3
203	parasubiculum	129.0
211	HATA	145.0
212	fimbria	167.0
215	hippocampal_fissure	164.0
226	HP_tail	1194.0
233	presubiculum-head	243.0
234	presubiculum-body	346.0
235	subiculum-head	344.0
236	subiculum-body	506.0
237	CA1-head	1208.0
238	CA1-body	191.0
239	CA3-head	243.0
240	CA3-body	166.0
241	CA4-head	291.0
242	CA4-body	255.0
243	GC-ML-DG-head	357.0
244	GC-ML-DG-body	271.0
245	molecular_layer_HP-head	646.0
246	molecular_layer_HP-body	444.0
7001	Lateral-nucleus	1484.0
7003	Basal-nucleus	1007.0
7005	Central-nucleus	75.0
7006	Medial-nucleus	9.0
7007	Cortical-nucleus	35.0
7008	Accessory-Basal-nucleus	555.0
7009	Corticoamygdaloid-transitio	363.0
7010	Anterior-amygdaloid-area-AAA	71.0
7015	Paralaminar-nucleus	71.0
