frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
0	30	32.16136	0.80109	6.00536	6.44583	5.80707	6.38543	1.64838	2.14787	9.55681	7.47142	3.67022	0.40745	1.72203	3.75019	13.26706	2.18251	4.1202	11.45162	0.1683	15.73415	7.25924	13.4476	7.58734	25.92397	0.47319	0.8825	4.74113	5.71658	4.32764	0.74314	10.78492	3.2325	4.34376	10.16366	0.9424	0.89265	3.51059	12.06653	2.00846	6.59878	12.35623	0.67734	8.7824	3.27142	4.01509	4.05174
30	60	2214.52156	2711.99322	2806.65095	2751.57074	2517.84243	2376.43137	3570.51775	2244.71502	2506.79147	2872.24569	2495.00953	1758.29739	2804.59798	3301.38999	2524.08811	2945.6154	2915.7545	2228.56677	2167.79144	2112.56571	2292.69893	1985.07663	2660.49887	2689.80481	2025.61978	2893.00571	2148.64757	2763.86084	3394.73759	3483.35891	2785.77859	3522.60108	3407.68666	3301.66804	1405.00317	2135.8667	3168.21712	2481.34549	3249.17318	2472.78485	1938.58833	1409.29384	2500.15946	2689.12725	2209.42342	2428.01501
60	90	13914.51106	11475.74915	16740.51769	13217.14542	16676.17784	12999.47427	17005.31179	12937.43041	17684.85786	15953.81181	11346.10579	9800.79821	10772.84747	17943.84229	12863.62703	13920.6788	15634.80557	10004.71453	10987.63184	11007.34984	13599.32982	10806.67146	12694.53278	11576.24004	9936.72399	14257.65845	13634.44946	12338.19832	12996.824	14181.59222	14828.3163	16210.72359	15477.60123	13470.89978	10285.57194	11981.90751	17269.98553	13332.10332	15555.08667	13449.23466	9885.2605	10127.56055	12214.93084	13299.96232	11922.61003	13120.22854
90	120	22194.66561	20088.79719	28332.29427	24089.70161	27718.15809	24050.87779	30971.65292	24767.45584	29245.40323	26568.88841	23521.80857	19673.83665	22375.12085	31222.58858	25508.71654	31041.92206	29978.96529	17738.1007	18736.55176	19470.06991	23242.65205	20382.22098	23490.58514	22940.98318	20228.72677	29718.76514	26549.43567	29972.32739	21015.08718	32048.27274	24949.87977	29136.76996	27824.06392	21939.50612	19815.98828	24789.45812	34306.85242	24630.27732	30034.36517	25753.18458	18612.60481	19366.27124	21929.08179	24288.3995	18148.40625	25236.97452
120	150	37133.49569	31831.52231	50241.30773	39686.48542	43752.58876	31539.73582	49365.92886	40098.8975	49456.28715	44937.313	35020.16599	29176.99751	35888.20758	48668.28186	39617.11542	41914.57178	41710.94188	28700.48346	28857.33545	30809.20316	36297.89549	29490.57031	34358.09804	32286.19723	33273.23005	42161.24902	39105.0689	35306.35547	36308.18805	45159.82946	35362.07964	46883.65177	43850.40963	38960.94572	31011.00326	36653.79177	49116.03892	38684.39842	46270.92623	40932.81603	29091.9915	31374.04248	31908.49442	38203.99358	27630.48242	36665.93049
150	180	41088.30941	39780.38027	51485.02214	45646.61913	47994.05664	38654.09648	57025.33624	45384.27191	54494.64318	50910.40964	39641.11351	35556.72372	46066.25024	53927.5407	42539.14212	51682.30285	48138.72436	33779.58696	35116.10449	36572.8728	41975.02684	39727.70815	40846.73946	36316.42723	38346.75373	51160.77295	47968.84464	46392.43115	33482.54963	53579.96555	38545.18446	49637.18398	50288.19503	35960.53689	35876.83854	45460.3593	53053.34202	40237.27309	50591.97742	45658.38658	32941.48757	34787.66309	37258.02411	43519.56575	33571.69531	43417.47629
180	240	35829.99679	37441.67183	54679.78559	49157.35351	49148.18859	40111.94248	58682.56476	48903.20669	54829.90648	51855.77683	40366.81666	39239.42898	46548.15622	58569.58727	46006.21621	56570.80066	50850.16702	33191.73803	36738.40332	39193.64675	45003.15408	41573.48549	44806.12385	35915.08301	35690.95907	53599.65869	51795.68274	45812.02588	38210.92497	56949.58116	45015.62804	56700.61004	51822.00981	46576.22109	36669.9362	45450.6742	58619.66663	43472.12616	57065.32613	48373.42251	32230.55178	35765.65332	39195.54726	48224.18302	37571.41406	46430.78397
240	300	37493.1488	41625.91406	50938.2513	49353.14774	42936.98372	39963.409	57074.74714	48085.57065	55728.96771	52415.40392	43300.15077	40713.66264	43453.87586	59595.81472	46725.94546	57203.20692	51761.38424	34704.37347	41720.64648	39763.80486	44590.87809	42203.70145	45873.96424	37363.48544	37596.89403	47638.6377	51022.09229	42569.19873	38424.02211	54231.25885	44165.19097	56950.43045	52248.31657	42690.39743	35413.63932	43429.44066	62171.42264	44874.61091	55403.67984	48118.86702	34444.42574	35370.63281	42170.30139	48389.10552	33945.56315	48529.24488
300	360	37525.53589	37374.17146	48984.23958	49386.94703	43712.78103	38641.17344	51607.38507	46357.37211	51788.46132	48333.58719	42640.09456	36834.30611	46035.00946	57970.25088	46827.08756	55256.40077	49571.5063	33428.33436	36643.77246	37191.68575	43157.82295	31651.69587	45071.97864	37533.01854	38821.56635	45260.3042	49814.3924	40157.46086	36512.04237	48290.37913	43083.6428	53418.90085	48736.8992	41513.10305	34986.42318	44647.18495	58159.17755	43588.0585	52360.74466	47245.01194	35536.49684	36719.79736	41455.3458	45727.42817	39798.83724	46528.52627
360	480	32655.57907	36409.32312	45850.10981	45816.24005	41162.0536	40416.85745	48205.96176	41983.82439	49476.72721	45376.0922	44159.11389	34827.33381	39338.24332	53099.05457	43158.74932	48595.09973	43763.45528	32049.47245	35633.36914	37718.00344	43083.9333	34832.9096	43650.03587	33824.12978	34808.17685	44359.70361	50413.82623	36479.19344	34044.32444	45854.78968	40767.03906	48783.76583	45342.1656	41078.50914	32801.20247	43800.70433	52317.48888	41302.65949	48563.73223	43357.0204	33859.73576	32868.84668	39930.13344	43996.68371	33032.67122	43407.71939
