index	name	volume-mm3
203	parasubiculum	66.0
211	HATA	71.0
212	fimbria	93.0
215	hippocampal_fissure	101.0
226	HP_tail	687.0
233	presubiculum-head	166.0
234	presubiculum-body	183.0
235	subiculum-head	245.0
236	subiculum-body	253.0
237	CA1-head	680.0
238	CA1-body	125.0
239	CA3-head	125.0
240	CA3-body	85.0
241	CA4-head	153.0
242	CA4-body	127.0
243	GC-ML-DG-head	192.0
244	GC-ML-DG-body	134.0
245	molecular_layer_HP-head	359.0
246	molecular_layer_HP-body	214.0
7001	Lateral-nucleus	718.0
7003	Basal-nucleus	529.0
7005	Central-nucleus	45.0
7006	Medial-nucleus	3.0
7007	Cortical-nucleus	23.0
7008	Accessory-Basal-nucleus	301.0
7009	Corticoamygdaloid-transitio	189.0
7010	Anterior-amygdaloid-area-AAA	33.0
7015	Paralaminar-nucleus	44.0
