frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	262.13513	106.08315	355.77805	181.98825	235.35255	224.89292	287.81418	137.5108	266.86328	120.43036	150.3967	267.0103	252.781	170.05514	323.88735	161.73369	271.26397	161.13627	243.02323	58.71554	71.16706	100.82664	29.80284	79.037	71.75417	72.90938	45.30092	165.50537
30	60	5311.14968	5290.36863	7043.41491	5554.7982	6504.47662	4909.67042	7503.14766	5472.40164	6027.46055	5580.99611	5726.06977	7318.29928	5881.08052	6717.54684	6243.96676	6232.10912	5949.43425	5562.42288	6087.8961	4978.43821	5033.39303	5210.8211	4833.46623	5694.11842	5217.91467	5031.58943	4945.02573	5252.93797
60	90	12612.85794	18959.3559	14265.22691	14176.18006	16759.97985	12532.98096	13739.483	14861.74759	14185.6706	15836.79468	16863.98191	15869.26737	15528.33424	15381.71871	14215.78197	14673.18715	14266.34475	15096.0352	14958.9351	14377.0223	15411.26457	13620.55179	13961.00993	14333.60225	15116.2429	15989.91442	11783.47171	17540.95372
90	120	22458.5384	25505.84265	26247.54115	24106.30142	26539.04767	23463.42413	23111.07426	25665.97333	24013.50957	27160.10658	24567.89	26698.57716	25016.49709	24672.50701	24608.7909	24713.08983	24187.30269	26684.22787	24052.71782	24632.45536	25656.93214	23691.6935	22196.46257	22657.57295	25487.38954	24768.35722	19446.10101	26148.52112
120	150	28723.03698	37920.25834	33133.08372	34225.31745	34595.19524	32552.55494	29894.30853	34668.48924	33742.83012	35000.15738	34894.21067	35469.01236	33347.31551	33867.82352	33613.42311	34457.448	33520.02757	35773.64056	33107.08917	29766.81239	30143.94483	33880.75049	31939.63997	32956.4838	33530.50079	33427.69344	25377.68079	33459.95462
150	180	24900.94606	42099.16554	33864.48966	32017.95848	35430.42438	29216.74361	28415.2387	32994.20935	31390.45763	35790.19775	34534.90191	34282.41376	35073.65782	32163.69906	32731.87815	32326.94798	32436.35637	34490.5297	32796.11082	34023.31135	35481.29624	35374.92564	31371.52474	39981.60604	41651.22857	40660.1838	27431.45404	36147.47954
180	240	25610.83523	35357.44412	35435.77091	33574.67758	35170.16381	29628.54736	30178.72905	32860.64206	34026.04514	34679.68662	37299.10461	34920.3885	36334.98707	32022.59079	35384.61149	32605.08437	35145.94388	34623.81752	34855.8008	32373.70424	33145.32177	31497.93659	33075.05892	34727.56273	36684.52709	36233.5807	29608.05023	30931.84725
240	300	23517.7665	35202.22389	34096.03704	31443.3717	33785.17445	26995.77745	25164.31815	30120.79247	30385.93042	33654.567	34184.86999	36302.35727	34354.24414	33737.41445	32945.76116	33928.86578	32672.23178	33625.75685	31659.47706	31366.40459	32690.68904	33252.64272	30807.26497	35236.98817	37180.67245	35302.17455	29546.41833	28552.31055
300	360	22345.85672	30851.97375	30495.31064	29503.56435	29028.6214	26258.40057	25772.89309	29002.27275	29297.45728	30518.39843	32126.97742	31249.22546	31233.45102	29316.95596	29763.21674	29890.44286	29834.178	30600.01459	29686.94982	28941.57552	32982.86374	32535.13156	31604.88281	34505.03447	36059.0214	34673.40594	29947.73169	29401.32329
360	480	19393.6576	29081.02329	27362.55866	26798.92426	27371.74997	23099.73153	22566.81464	27074.81514	25657.15038	28330.6839	28758.9317	28379.5819	28035.6941	26033.1632	26999.69248	26407.50516	27131.47783	28038.34074	26667.46531	27532.31906	29546.71169	29542.65646	26947.89811	29754.49196	32260.02962	30167.54631	26392.65991	27832.27652
480	600	18991.69614	24597.56036	25193.42432	23827.9603	23496.45069	20873.89372	20706.53756	23501.80051	23622.98202	25236.61493	24857.03776	24599.86569	25437.08458	23152.82174	25130.93435	23653.26605	24920.37585	25130.14804	24189.21823	24282.44933	26107.23919	26303.7371	23848.28874	25182.45841	28198.74964	26738.69105	24875.70636	23504.8767
600	900	16159.26411	20573.90077	20224.60702	19589.39489	19212.35812	17584.10661	16848.03939	18933.81934	18965.70402	20140.44648	21276.23041	20378.97713	21032.23862	19256.97799	20394.93183	19507.69405	20506.05837	19871.53625	19978.76428	20942.81599	22418.5667	19978.55483	20205.83105	21300.26241	22575.89431	21848.02907	22282.18909	20043.88888
900	1200	14395.20828	17037.97873	17095.45813	17080.88688	16057.07439	16237.58008	14514.21794	16556.06354	15889.65072	16989.34139	17502.39639	16446.88221	17584.59616	16512.96094	17087.23905	16825.56063	17122.73124	17198.82786	16763.90464	17672.81687	18674.36574	16849.38996	16293.82682	17422.65568	19019.99391	18349.23725	19609.19757	16560.29636
1200	1500	13784.74628	14595.04387	14579.78945	15148.51635	14184.29608	14782.07878	13450.05787	14674.00445	14484.95721	15001.80348	15123.26776	14505.42836	14629.98353	14960.236	14800.53351	15146.46793	14874.76008	15194.83401	14605.03881	15823.39677	15975.18015	15531.29956	15108.89323	15174.08565	16226.97129	15151.10426	17781.83063	13914.8419
1500	1800	12681.73093	13175.52072	14111.10894	13632.05962	13631.00766	13790.31159	12984.59384	13821.95619	13783.09435	12724.05924	13650.56366	12555.7622	13839.97898	13182.4779	13898.78109	13253.03102	13920.35125	13200.10675	13814.0272	14466.03036	14202.52104	12866.20096	13220.28044	13811.02608	14064.21473	13554.97303	15416.41031	12593.79364
1800	2100	11603.67129	11140.23747	13544.96246	12289.57788	11686.40382	12091.4845	11505.076	12037.88546	12281.90324	11677.11251	12270.79778	12142.54123	12860.6923	11299.41591	13126.22176	11321.61656	12915.77377	11762.9117	12508.28713	12965.63346	12769.78095	14170.75928	13288.53385	13233.86949	12904.26243	11757.45835	13315.37369	11853.59588
2100	2400	9462.51149	11407.64108	11996.55642	10551.1102	11379.95264	9642.87229	10743.29468	10542.43897	10943.5891	10524.36013	11806.32269	10373.44618	11778.01315	10394.17324	11477.13409	10327.79156	11413.81174	10100.11427	11395.6879	11146.914	11260.97541	12082.30566	10986.77669	11918.34835	11692.69203	10887.85341	11752.75864	9727.34205
2400	2700	9750.89809	9822.63855	10236.54165	10361.22992	10416.33433	11056.06968	9308.82978	10758.69953	9545.03135	9615.60873	10414.58991	10080.64245	10035.41831	10302.58306	9683.07941	10244.20085	9645.57675	10162.07365	9743.47024	10052.17526	10173.60849	10252.18502	10632.76774	10325.09553	9776.86077	9374.11544	10133.55896	10285.50542
