index	name	volume-mm3
8103	Left-AV	133.0
8104	Left-CeM	68.0
8105	Left-CL	11.0
8106	Left-CM	265.0
8108	Left-LD	18.0
8109	Left-LGN	339.0
8110	Left-LP	144.0
8111	Left-L-Sg	14.0
8112	Left-MDl	287.0
8113	Left-MDm	834.0
8115	Left-MGN	88.0
8116	Left-MV(Re)	11.0
8118	Left-Pf	53.0
8120	Left-PuA	241.0
8121	Left-PuI	258.0
8122	Left-PuL	189.0
8123	Left-PuM	1237.0
8126	Left-VA	425.0
8127	Left-VAmc	9.0
8128	Left-VLa	623.0
8129	Left-VLp	989.0
8133	Left-VPL	1034.0
8203	Right-AV	164.0
8204	Right-CeM	80.0
8205	Right-CL	10.0
8206	Right-CM	278.0
8208	Right-LD	22.0
8209	Right-LGN	321.0
8210	Right-LP	139.0
8211	Right-L-Sg	13.0
8212	Right-MDl	258.0
8213	Right-MDm	823.0
8215	Right-MGN	64.0
8216	Right-MV(Re)	12.0
8217	Right-Pc	1.0
8218	Right-Pf	59.0
8220	Right-PuA	261.0
8221	Right-PuI	298.0
8222	Right-PuL	189.0
8223	Right-PuM	1355.0
8226	Right-VA	477.0
8227	Right-VAmc	10.0
8228	Right-VLa	721.0
8229	Right-VLp	1044.0
8230	Right-VM	1.0
8233	Right-VPL	1099.0
