frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	0.3977	8.53565	15.33434	4.36496	42.56883	0.78278	13.90642	2.74818	1.51391	6.86754	0.76517	2.52295	6.05757	0.74563	3.81667	2.40621	4.7865	2.9326	7.19476	8.12724	37.69641	3.04067	5.01671	4.70272	34.48273	32.64642	10.2465	18.63551
30	60	3603.73135	2676.9468	3459.784	3557.32106	3343.36165	3302.26263	3954.87233	3086.68007	3023.73113	2839.13593	3580.29415	3908.72069	4079.18118	3516.62908	3471.91538	3470.53571	3516.65923	3078.2162	3727.45126	2219.12541	4005.58751	4697.59893	4620.85574	4150.34306	3925.33144	3591.58989	6767.88423	2998.6515
60	90	10863.5334	11743.36326	13863.8771	12652.63846	12618.13869	11651.90165	12761.43783	11967.68098	11087.66295	11866.43492	14329.02928	14398.85681	14189.13961	13102.5164	12689.26189	12850.54338	12811.95352	12211.31375	13152.78992	10417.86583	12410.61848	14794.06814	14251.6148	12054.78973	12504.94326	11356.30065	17724.86645	9766.44174
90	120	16433.85794	22203.19478	26353.32586	22131.4785	22850.17858	18489.20498	23107.0152	20889.43711	24968.43248	20635.18332	24576.3015	23416.50336	26315.20513	23256.84446	25997.41757	22631.32678	25944.52928	21310.1048	25452.75994	18133.48973	23500.77414	25575.36056	20581.96289	22468.13158	25893.94179	21457.25019	23980.67061	19101.67748
120	150	26921.0885	28821.19319	35505.72381	34882.09764	28663.60929	32058.03173	30164.08005	32248.27611	30100.27776	31938.48086	32589.46119	37623.46747	36583.95898	35060.97092	33217.14511	34773.95365	33269.23819	33961.10296	33120.66098	27084.94356	29946.05986	31754.99691	25844.48481	27819.68472	31939.25635	28232.42537	31886.20756	24273.77974
150	180	31517.15672	31229.45217	38050.82868	38369.91887	36589.0979	38038.16117	31866.31414	36599.6614	34896.39885	35500.5639	39149.61784	39689.3262	39458.06571	40474.59085	38385.11485	39153.49983	38106.6658	38561.1619	37354.24978	32598.24825	35609.28177	36618.43844	29116.34896	29706.72728	34439.32362	29087.15548	37988.18571	32982.96641
180	240	30925.86551	29389.23448	35236.55043	32560.34344	34824.43644	33159.62843	29222.61481	33198.08873	33345.40268	32752.58065	36589.07252	34285.47368	36002.51257	34879.73564	35641.46579	33588.99146	35244.84617	34217.89331	34577.46068	31721.47977	33689.84544	36171.67643	32325.59787	33529.1285	32774.38831	27714.1466	30630.46363	35075.63198
240	300	27443.01056	28850.20021	32362.77689	33448.60216	31011.19243	31380.67398	29956.18665	32155.13564	30739.47764	33139.46194	34255.83522	36710.59332	32685.86941	36077.38363	32775.66917	34861.52434	32603.94878	34501.40228	32539.15894	31571.40051	34259.50793	35435.09045	28974.62001	32029.45683	34782.38796	28536.97859	32382.86365	30806.5486
300	360	24295.49466	27860.92859	33038.23386	30959.12415	28641.68538	29736.50164	27952.59163	32171.92441	31808.11544	29718.75513	30522.79691	30681.33519	30230.70775	30718.2116	33038.28503	30216.0281	32767.80284	31031.22833	31345.00342	32197.00174	33909.19269	32392.5839	26364.52148	27828.36719	33550.00547	28072.60789	30773.37078	30863.95731
360	480	24310.81493	24642.32319	28354.13824	30098.16376	25395.99613	30077.98778	25607.8714	30926.75862	28517.20232	27904.31551	28850.79964	28675.35859	28264.1929	29692.87586	29397.06034	29170.54223	29117.61401	29634.39727	28556.06372	28520.08786	30799.7327	28371.07324	23612.33529	25048.22523	29802.32559	24468.7356	23921.196	28661.4332
