region	acq	desc	success	VT	VT-se	AIC	BIC	RSS	reduced_chisq
ACC	acq	NA	TRUE	2.054783417512184	0.018780560853672544	54.82838052489103	56.283100474255036	41.102185438976434	4.110218543897643
Amygdala	acq	NA	TRUE	1.555262360495624	0.015846599706050832	56.128043064583835	57.58276301394784	45.803774730812094	4.580377473081209
Caudate	acq	NA	TRUE	1.6794368098158905	0.014372059201426044	52.249587913875246	53.70430786323925	33.15395148022576	3.3153951480225756
Frontal	acq	NA	TRUE	1.8827580189089297	0.009774507937480591	40.59682466488523	42.05154461424924	12.554740275428802	1.2554740275428802
Hippocampus	acq	NA	TRUE	1.619387438707065	0.010003328611094882	44.71426881337141	46.16898876273541	17.693877064256366	1.7693877064256367
Insula	acq	NA	TRUE	2.1022459436407837	0.015123082903510124	49.84118603838774	51.29590598775174	27.125161160510977	2.7125161160510975
Occipital	acq	NA	TRUE	2.285702258783017	0.017683102635750503	51.11240292878792	52.56712287815192	30.15637953861298	3.0156379538612983
PCC	acq	NA	TRUE	2.0281149264032097	0.010967004406291028	45.36284836363678	46.81756831300078	18.676516770320696	1.8676516770320695
Parietal	acq	NA	TRUE	2.0727242951663554	0.012470805972230926	44.20869129165179	45.663411241015794	16.963893795581225	1.6963893795581224
Putamen	acq	NA	TRUE	1.994092209065092	0.009267179151556245	42.24986963866613	43.70458958803013	14.408986194984369	1.4408986194984368
Temporal	acq	NA	TRUE	2.0655605960672285	0.013345219704415488	45.699811398919046	47.154531348283044	19.208390714598817	1.9208390714598818
Thalamus	acq	NA	TRUE	1.6779443031887222	0.006431755373161181	39.05584456333155	40.51056451269555	11.041747286048702	1.1041747286048702
