frame_start	frame_end	Left-Cerebral-White-Matter	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Cerebral-White-Matter	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	Optic-Chiasm	AirCavity	Skull	Vermis	Pons	CSF-ExtraCerebral	Head-ExtraCerebral	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula
0	30	1133.179028713113	509.192449703416	1422.1946393355583	872.5441421728638	1309.2271106327094	1572.784294422758	952.719361913147	1488.9072497515035	1060.5676964395077	1218.1700076167974	982.0959320165118	1306.4174621982254	1743.1425295572408	1666.6680925999253	1011.8370615843432	1265.2328347363164	1215.308895745415	2800.424538748605	717.7625120239258	1138.2375451605647	574.76285282293	862.0315104304133	896.7711725926016	1177.4283407956432	1487.4511045929453	911.8774993650032	1579.4121601025727	1537.4843920646458	1355.806555655458	1724.8976793981697	1585.4732937437961	1155.8158151760952	2144.5436808268228	795.4447950547741	1793.1851300495427	368.1234193934054	365.8195870732197	1245.7336423902088	957.9297549614387	1597.135230387842	132.62712557746184	1523.0536569097944	2288.8820295803453	1727.7302854941593	1831.178971099066	1726.745793381588	1391.2655360641331	1618.9337065866875	1215.3131603398717	1967.5538560145592	1474.7906295519595	1616.456115366633	1630.255961807189	2055.1185801983333	1490.9572442055014	1588.9326966877754	1319.0364814562217	1676.1421441072926	1960.729031385524	1819.8740466350457	2024.2632902419807	1680.636935493349	1887.5939593803591	1452.8872730772835	1685.5282420957058	2497.453974228748	1715.9449585374152	1611.697064011343	1418.7900195328477	1974.5122542577938	1678.8191040161923	1768.5632458429268	1867.3000268164158	3220.715909745273	2048.0475786593224	1686.9056275354178	2156.3870943216907	1605.2175582282175	1768.3148987665638	933.247764678058	1143.09384656332	1582.9426365237405	1167.980486409514	1807.0262452229842	1225.7730733732737	1610.9299490310948	1503.52495766483	1903.731391282622	1488.991630103839	1443.441814912202	1453.5126867943306	1843.9736998954797	1581.8477941941917	1714.9522011712625	1711.653663399951	1396.2814850231966	2104.8764196462776	1407.4839296515609	1753.242547238236	2189.0419662382624	1539.5988867345084	1657.0506189531557	1289.7624537531835	1838.0993754100555	1616.8047497107932	1556.75857303807	1556.6185370123349	3199.089178119266	2194.516411404892
30	60	10682.753924622986	5102.3539840205085	10210.188846328883	10756.759459697272	13020.2461402111	14089.831754546178	9938.141387431831	17366.290723875863	11041.86412472232	11777.449456713965	7808.894708820892	10204.104386045623	12288.58450801183	11165.502829584282	8919.45856899955	12990.734962335919	11623.434459519183	14935.03857421875	7156.80515641276	10614.674642399708	5418.4551859109915	8512.752520586993	10683.877056749654	12960.96234955249	14248.599272829	10647.704459784987	16142.005806821451	11973.583294509748	12019.051052242632	10144.420704700848	12174.011786591636	11937.90607790849	18450.771321614582	6840.289563250798	12256.953091653964	2883.3264839027333	2978.686108699383	11680.943104711072	10695.823776913367	12800.44159396868	1039.5311386839956	14313.087569480567	16096.516632729388	15161.326160647233	16921.764273987763	12237.52136275848	12975.740847207202	14426.5738457729	12972.334402855895	17122.130869962955	14295.1463259502	13854.173564120107	16585.516964420538	15417.406367485402	14508.907204793728	11825.937910243145	13561.382549392843	15476.653549848192	16294.30050715237	16490.578737099997	17764.30210471862	14365.8324196543	17237.98422881336	14135.495448190943	15602.003601186647	16476.983835899333	16708.586673544385	14166.590513446628	12728.133496059663	14736.757384227789	14834.41659824205	17642.604612475763	14654.641019553972	22111.99324610006	14514.945594928882	13527.286966863214	13968.595736407678	14771.933698940371	16031.498426235343	11162.603579446626	11491.932672716728	13675.084060315136	11756.011741287282	16110.923051922471	13988.488976130291	14620.147445569179	15913.265373249797	15061.994789182414	13552.121426027572	11188.252259649755	12680.166331676137	15463.948329485003	14743.868778751586	15456.507575282309	16859.132164436178	12761.768508436056	17564.654174717307	13563.457810085423	15956.944041544577	14261.608112863087	15074.462146069813	14396.189259019526	12222.998891744546	13847.365583012128	13342.484907432952	15760.930977843238	12253.68719020326	20523.102174154803	14327.320499761709
60	90	23614.505098843285	11000.996513917873	23342.440932190533	23797.025334343678	29564.72966781311	30462.600977918373	23025.227946124145	35900.87882941431	25445.73840646124	25633.199184940913	17296.079882131322	22125.639982711073	27598.935769447737	24224.508579513098	20166.294306801057	28912.362288372613	26164.464473357704	30940.056222098214	15480.157946614583	23358.673402151373	11258.070240180703	23005.53536739865	23622.69975453008	29328.551252190093	31992.29004702512	22713.286093516126	34643.0428643344	28433.201206368263	25602.547132541902	23851.77611968661	29646.182383312385	25060.17668612492	31162.759765625	14395.481751800866	19133.51974085366	5995.716893636827	6487.77973124253	26280.502507151836	24523.30241741902	26795.880701968865	2225.951936529111	31848.88155626467	33769.25386825608	32718.59284249249	37367.92015205754	26531.210332593953	28844.909083368097	31002.109078260662	28889.865158104	35639.431380867136	32034.10671642835	30803.060750629815	35555.49816273624	32235.69993055142	31667.303447811428	25582.29040669383	30905.444644821026	33989.5398501306	35814.32257524052	34843.342613074	38152.76979890477	32420.02300645498	37130.8921059213	31739.426444280307	34524.162795794	33562.26797181991	35945.09742887209	30701.869820722182	29431.04024354412	30904.513085790073	32530.305631413554	37281.38726583884	28080.6002124485	44060.7691384163	29727.199415842693	28366.44363861325	30181.720410886846	32931.70393651418	34603.84583396158	25080.919968290727	26729.386465896416	30606.404346100717	27090.93652460551	34684.285035603134	31835.92929365715	31501.12769808419	34387.84381936847	31054.435946811762	29938.945369547397	24449.200114279396	29858.19471628957	31855.11694022669	33953.116043268514	33647.36679319911	36751.36629082879	30134.236373732274	35854.77694529572	30686.500092075894	34009.4738835244	27320.52909799282	33210.479805137664	30996.39285446525	27935.884408067042	29791.512461222163	29824.21246290212	35770.56755090933	26425.175351885966	42371.34737474978	29434.83482547486
90	120	37578.20146826336	17206.10317476802	33000.48619538835	38087.77783498806	46395.34783179701	47206.60369122176	35831.4229779347	56980.47880066626	41080.93960133423	39643.198904065415	28617.061779808377	33859.38741176666	40337.07343206371	36996.856516941916	26473.06470774543	47936.948025432575	41865.862057151106	55601.199916294645	22316.735844401042	36813.14986662582	17823.14842086908	33049.07006176098	37699.24697685897	46356.095371911804	48860.99362444674	36694.95275134451	55656.69537957492	43739.69868836009	39617.612580229645	34019.2158875178	47380.780946497944	39857.423957038685	54331.048177083336	23113.323318317372	27925.014081554877	8939.390742697084	9863.153057040317	41447.148278748464	38488.59709806939	40602.95524677005	3292.6885602677144	47651.64860505362	51133.13605979293	52393.18034630824	56279.739125386994	37756.23436138621	45390.659040273466	48528.702354167704	46029.856252019206	55826.02932440369	50064.68616379117	50513.96066173721	54335.61316004896	49960.58586712047	49866.71402386835	39751.07077103653	48001.77189080069	52174.44118914404	54762.18159183275	57134.94386292427	59365.39099309788	50543.98846632655	58501.858307331364	49237.50456123915	53988.97760138727	47388.775627920564	56796.18187400829	48325.04466478321	46374.02662535449	47195.27542171846	49406.671643380505	59849.40946125114	38779.236911316955	65815.10637747374	46586.28455324526	45402.70371973119	45842.73761397288	51728.97837579683	52779.344523842505	37604.14457033693	42138.68469132862	47036.47818240476	43363.723843585205	52936.01188679384	48999.7283469629	47492.68822905163	53470.80450795808	48122.757469170705	47579.36540970808	37836.14449944261	45891.41895368304	50606.91173957888	55115.26578887821	52652.28114952557	56183.86087583312	46828.972261502306	58748.76213677747	47857.22670422676	52368.402871172126	40633.659928470406	52259.25274437382	48397.795583187835	42995.68648162708	44855.39311186914	46535.62526104367	59472.54297515369	37761.969946828176	61860.003515277465	44969.68486155718
120	150	42400.35447467501	18818.940627529595	38147.29134746663	44129.791654839435	53565.90889183208	53659.518685495976	41782.37275999084	63597.347540212424	45773.02259594418	45096.073932673105	32939.5857888792	38391.55518869572	43450.34011556449	40402.05596259254	29038.587035679982	52040.22129512231	46347.04033728202	50415.36286272322	24218.068009114584	41604.48373841917	20266.53764673006	36531.41345544763	43678.46924915731	53319.42712394275	55036.825505353554	41793.539016812865	63393.407024819106	48359.92095040138	42603.600668026505	41568.087129582935	51251.98425359918	45156.937286796594	63217.369791666664	24126.37644515499	25832.14921875	9575.770732120609	10844.720550368	49774.39744089312	44286.29838649967	43859.4932533524	3718.0422401809815	55287.989976792574	53364.24947520897	60643.54587311171	61931.18162812822	41629.90124829374	51063.6274764881	55087.34478904928	52352.37076939174	60075.86848275999	57269.163070622984	55501.301595685014	62711.735498841634	55078.31711265193	56341.20025297033	44160.36022924153	53228.203211133725	58923.11160696529	60717.97148738864	64226.80436204484	66962.6062270084	57692.88780705683	64894.62442954459	55687.83955792326	61136.95347418802	51271.950835844575	64637.513602675426	54715.929525697095	51068.305382785235	51338.070643940206	57944.349299466405	69058.58478629676	41611.08652447892	68867.40560947597	48976.17718364574	51258.39369970626	50432.775755922696	58349.921498932454	58592.62452552563	42599.74777937383	48097.55255046301	53316.795022371196	48603.07563182967	59754.163991712296	55743.74108779285	54258.874730649935	59645.43560267857	52315.102402903125	54720.28720961421	41300.02761562743	51333.93689199472	54522.28975085543	60293.17842604602	58641.38128283799	62571.707869980884	51477.432723243735	64695.996453057895	54153.38908711081	58455.676915427415	44754.618312799175	60162.65562507358	54482.65486545292	47866.525778949115	48967.112524468954	51135.26244879448	68780.97453893443	44660.74072727721	63752.11033766125	47737.92678613651
150	180	42272.081954829526	18572.146695213174	36042.75101448726	42969.67438461677	52758.28893928499	53545.92287567927	38844.768592406435	63010.69017757582	44722.32787372574	45464.16763325982	33047.7808691592	38333.18561956805	42382.85285854301	38171.610546875	27391.872471391427	51174.55007737918	47269.51905401767	63449.63685825893	22162.95333203125	41681.4999777427	19502.97007530782	34474.37397065034	43751.08668412117	53014.83281613059	53318.369978537674	40853.21898659409	62960.81620018477	52451.863616327406	40573.244683005876	38379.06316556419	54115.627713665446	46841.95926203525	67605.87825520833	23344.7132844002	26347.93172637195	9257.633626590632	10717.888722584381	49970.96927195582	43588.981122355486	42009.72652483954	3674.329718576978	55449.74845283824	56381.92844913564	57477.660358180976	59752.66283055986	40399.05881973891	49702.281610865626	54591.27026612567	51339.20164583823	57002.207343947644	56439.90469798939	53552.352478593326	59928.3653645171	54334.33366040574	56414.40642396914	40551.08613067355	49906.25901409399	57455.438232525456	63191.057682483006	62535.187232070806	65410.38405033071	55623.90906914355	63252.18169183499	53699.89726985026	59159.35292115885	51941.44130502602	62239.28208976111	52948.31166914431	50545.444575493566	50568.60126054497	55433.1732768535	66867.45998232208	38076.64401622334	68130.79809925283	47460.552250897446	50633.586134200974	51992.279619960515	54850.318405026665	57233.23688631725	42879.10400176868	47868.21507176022	52088.76008157837	48522.85348207126	57529.97713311042	55370.40392097785	52208.05097780275	59624.988015025054	51978.05752825684	53141.333599497506	41083.15922701992	51056.8877835836	53788.567369724835	58011.11623747294	55764.52534994511	61980.80170114839	49340.966589606694	66196.33391586883	52352.62096611722	58281.62344602592	40186.08024471007	58687.82291771272	52516.072822034526	46577.60148538739	47437.57410064492	49984.19688168807	66470.41061411373	41538.00498524374	61317.966883757785	47664.09390147186
180	240	40674.92493265521	17581.78045387413	36269.59835785801	43625.96809678321	51131.67729799341	51259.252483471675	37048.488271889095	62358.70900458575	45669.54153095018	41370.601640520974	31354.55700164969	36855.6257276818	40329.01142093586	39336.91996191629	23447.24377473751	51570.014841885444	45529.15921922034	50669.4501953125	20415.849641927085	40138.919401515755	18394.766133250952	36360.0961254223	43037.58709298035	50469.05380262166	51013.36775980639	38234.03562155171	60290.53485579583	49101.829097978785	39511.830648594165	39041.610185171456	51638.43830695841	44604.30321614859	50147.6875	20855.396034158686	24818.39483612805	8883.089656993734	10469.085821813233	45862.47377151965	42637.80986165843	39889.50972122935	3665.4228334689783	51927.52673438834	51688.94880200418	54140.22313001113	55357.150450085464	38894.88933849689	48496.92463754012	50326.93374564245	49834.049497217165	55198.67617723956	52714.79954112402	51483.84417620541	57292.04242284858	51349.98807160093	53949.82780946595	41169.05491075248	47954.38902325497	54290.90930978535	56594.65984197052	58564.70150008826	59890.65326341409	51451.727488646604	58738.1609833508	51251.886890611546	54737.38978578479	48521.1773510514	59718.80898084891	49501.87360429517	46460.09253279069	48644.87310021637	53271.06635599455	63381.834230297674	36256.78176786688	62102.62479175081	46792.711850766784	48957.32266982622	45936.83759189266	53023.99192236919	53250.082705376175	40527.80684949578	45625.71247748348	49324.52693214727	46999.07713389047	54592.22412370982	51276.63489310137	49983.71015991683	55069.856365577354	50130.784711429216	51306.93857201212	39822.78619756325	47818.36344536323	51858.404793092384	54552.86128905084	52879.027615276034	56647.82304462886	47361.642711803266	62888.00079830664	49199.36818831559	53475.328107890804	39575.28505765883	55342.57584853645	49437.48603480788	44452.48439393302	45668.484693429484	48413.004387790934	61721.0015625	40282.636530060874	58897.426848170595	45765.84990185116
240	300	38557.40838727572	17133.14971018744	31718.52507774575	41299.56649556601	46891.3718255332	46731.275571334074	34856.58772020149	56809.89589059712	43393.34877718872	40455.059725054096	30085.90673797162	34997.975331619135	36836.99694090516	39893.15050896925	19872.555851922694	48181.63942702118	44378.84396570739	51726.56584821428	17657.115727864584	37602.932930940355	17876.53145561863	31445.777172191723	41358.76696638036	46813.92226153276	46468.52683525594	34820.17696884355	55137.655090364446	43486.59619140625	36546.715418175256	37455.95425497597	47733.045189670935	44845.60802966998	52771.915364583336	18980.51411421581	25168.987376143294	8934.84128314546	10090.176474089478	42059.45726055778	40594.843946174624	36273.571267587155	3627.8841203743086	48744.09330569115	48469.208521324086	47454.84602797048	48499.94586497839	37051.78865590149	45150.79621263804	44749.81122762137	46719.66872668733	49631.73988073726	47318.075852298156	48661.692734234784	52127.02172913653	47113.8124378128	49920.123921246464	38974.61748561559	43470.674595057404	49177.79821161036	52256.121354214505	51978.90575039086	53310.36341130351	45986.55801112991	52478.77703589463	45227.18226026958	49438.652942871995	43772.97069814677	53896.87742231576	44796.48838792997	41223.01749021733	45088.53771248092	47407.01939757734	57641.526267392794	35954.81632577709	57385.317251867935	43243.52305687798	43692.841118063785	45059.3685529016	46299.1433310582	48141.31243184225	39660.205179506724	42223.115728600365	44431.83091859733	43445.42511293595	49578.91587774287	46496.056134363665	45628.12422969656	50381.7350111166	47502.26443389856	47421.44028155243	37656.22002456742	42230.30927531453	47063.3993848241	49991.0729112235	48867.84193655897	50590.740413556094	42471.5102057223	54776.592111444166	43542.69112966461	48501.128007300176	38378.56452621845	50568.527102219996	45302.07584151298	38263.48372677418	42597.195838976135	43136.13035275381	57052.46818647541	37369.50694414494	49984.00915049489	41520.223135295164
300	360	36015.593960182894	16122.80569481215	28645.310196070994	39249.99082961115	43205.83545324731	41738.24013612972	32035.388178775636	52465.143705048504	41040.425760807346	38192.61454518975	27969.793351448556	32763.562240601703	34093.27204671585	35454.20063265233	17826.75999850954	41700.905532144985	43237.204708340905	52835.18791852678	15371.759333333333	35086.44674813448	16668.176784648756	28706.928605363177	39361.125505669515	43015.29330990037	41970.80467090657	30608.297961973076	49472.19036382269	42978.825345828554	32358.244058140383	35332.84902723807	40708.86817298903	43407.881084147586	52911.965494791664	16548.92219658308	28725.047522865854	8908.149079864468	9783.875594983067	37505.29236180599	38228.99853540982	33242.99652843921	3558.012180385655	43940.949012017176	44149.61825132979	42496.0045723183	42913.8921514206	35301.00584939156	42022.60283250454	39975.58479058084	43368.7408471129	44621.22785775999	42410.876231035174	42676.45325645472	46329.743019763715	42809.760273176835	45261.46063807756	36255.13076044875	39235.072512617735	43572.422183671646	47714.590326649755	46441.759302265105	47506.87807048203	39939.928170112405	49554.82232040777	39987.47126542149	44884.017719387426	39825.714264201226	47678.41150332775	39751.250685025065	35980.741451720656	41073.304641931994	42487.73489909253	53298.35632056912	33024.68706165929	51320.37985441488	40276.48238909686	40046.43569960752	41661.38017099179	41760.784506112854	41854.1308254057	37099.887309939804	38991.199125066654	39873.68365630453	40559.34957773255	46309.22794193685	42122.66220281641	40789.38251645758	44945.475720373375	42407.846540011094	43066.45235678452	34692.52554133143	37451.8570408888	42603.51303475638	45303.54848170629	44074.19837917582	44125.15521268949	37461.17057702218	49686.80863010021	39208.720479588774	43644.68749741928	35780.98732423575	45806.805674937845	40589.455220171345	33510.82063038408	38667.95352489171	39152.27158427802	52415.48131083504	33901.383286533295	49110.92639985543	39376.962689278254
360	480	32919.24358567342	16410.627767816695	27688.767606568566	36025.06510838097	38069.78249360697	34799.081469507066	26816.216873414152	44528.82360371599	37029.97134536497	34463.35058723785	26236.598577698955	30001.84301333889	30571.604828607175	33776.40389646213	15327.568016258447	37033.64528173478	40851.65836531101	52569.55426897322	13536.850778645834	32080.32139817824	16272.716391811338	28978.131202491553	35763.48689052457	38196.15339464572	36311.602591738294	25060.86609427214	43495.89375366492	38436.299731221334	30198.39289184348	32911.38478231045	34964.21493301531	41459.797284879416	52157.041015625	14738.044411279821	29479.214110137196	9143.349412651556	9471.345646409365	33355.627505949175	34690.20814237088	29280.006026948766	3527.047035132628	38593.17044287505	39350.93793574278	34786.04404492728	35193.473025912666	33084.59171973019	36613.09795674993	34236.29701357878	38207.76257507783	39942.31824855439	36204.31679883302	37268.43569205944	39850.71364130154	38099.536235775144	39548.61366467003	33977.11149456173	32924.28048221196	38126.21162403545	40551.286338026955	38909.71127359353	39542.600382148295	34363.96385682059	42369.39839462652	34137.45292210688	38293.83055788818	34590.01227963041	41030.481669164314	33367.26525875192	29756.296744791667	35866.442912808576	36907.25466897044	44479.764267079154	29064.773097620273	45035.95868777767	36244.305144698534	35406.319599748225	38256.80787451943	34764.792044383634	35695.40975365904	33672.945933005	34317.96076364729	34604.510910236524	36246.626875823975	39241.110705193234	36015.39313444178	35916.25988560576	38904.34139775815	37780.44522792376	38413.918393825814	32200.936015655294	32492.654942294033	36418.37920670935	39032.29583457748	37947.5032857591	37378.495629716905	32261.080756874588	43094.45068464232	33025.10363910829	37072.52265539932	31949.928479758215	39108.81110243729	34279.638786567	28269.81968511365	34455.168652396744	33866.40141661651	44806.50457543545	29404.66393234301	40103.920040035584	35094.67912625364
