frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
0	30	29.43418	27.47596	0.74954	5.82109	29.72303	17.25876	22.24687	21.52251	24.8978	0.85728	6.41596	13.52008	22.48293	9.3941	13.59692	18.10743	72.99704	35.02042	17.94206	4.6596	4.98307	8.63253	46.91117	13.9258	20.90585	71.26851	12.17502	34.94776	7.00598	41.6737	20.55426	36.86909	15.35068	94.10776	31.54257	0.20142	6.01808	75.9048	15.2	9.78668	39.8088	29.52226	14.42522	2.32869	5.15153	23.29863	8.41373	18.19735	22.80187	3.99215	26.87639	11.69964	15.44832	4.96209	4.9812	43.99205	15.0862	25.75744	18.73673	17.64783	18.28881	21.4448	17.73606	22.99379	23.16812	23.17514	10.76648	35.36795	14.04654	12.95995	0.7053	55.68289	54.95509	13.02326	50.92204	16.83018	23.63504	3.37333	6.18726	19.23941	8.58683	9.09317	30.37537	14.51183	37.30499	22.1451	14.6808	3.60176	3.32275	55.18669	21.18989	25.30111	62.31879	17.87906	11.62341	19.79501	16.4582	44.64169	24.44696	20.19072	8.1021	25.35615	37.66294	8.3429	2.642	34.08218	28.50402	13.6086	27.27979	22.1418	11.41234	2.68615	17.01936	25.67066	15.95936	21.32012	20.03855	5.9046	34.50368	8.57383	15.16323	9.22189	8.24705	43.06043	10.6751	15.09609	20.51694	12.71651	9.77466	16.13032	24.56309	34.35208	32.50207	20.60264	21.02793	29.10489	9.12709	7.9903	0.35369	40.62315	24.9878	13.54359	15.48424	12.53971	26.32801	5.96588	11.71046	14.1269	16.79124	19.91353	29.27208	22.81103	25.67678	11.80686	20.27953	6.14306	9.99021	40.40797	37.98776	26.82185	32.92114	27.22794	6.06698	25.19997	28.86824	40.91451	28.90425	21.45767	13.36164	24.64336	38.05723	8.5148	6.10458	29.52297	31.79517	17.88443	25.45333
30	60	999.20278	2087.05149	2896.91383	3523.1201	4502.63462	2917.43032	4134.22244	3064.09285	3377.15641	3355.15744	3050.67577	3434.91048	3607.11414	3603.53157	4751.54729	3623.10313	4117.17092	2499.73889	912.37626	2529.43928	2715.49339	3816.69317	4072.95978	3097.71706	3761.23409	3135.10506	3492.21911	3547.71731	4358.5127	3134.97436	3864.80308	2419.42017	1015.37988	3621.52506	1909.64804	2550.64436	2588.46948	1910.44818	2211.8345	3925.01551	4673.6122	3786.00958	4447.50206	4012.74909	3682.10907	3520.65945	3209.01629	3937.49978	3486.3293	3935.56093	4202.64642	4548.9273	3398.72777	3602.88474	3418.59712	4425.5895	3832.01649	4172.87317	4723.15245	3604.53801	4451.89691	3965.73484	4119.50489	4657.25072	3886.52244	3837.09135	3188.155	3967.75188	3860.54792	3838.09619	3078.3029	5326.01642	4515.12411	3842.57992	4457.13951	3567.07112	4107.20377	2764.7114	3213.3554	3416.10629	2998.61531	4011.88007	3234.65817	4050.27769	3949.38624	4119.30084	3179.10798	3394.81058	3339.37459	4298.76248	3943.97361	4094.25488	4222.81452	3449.91549	4458.54637	3666.3307	3844.70324	4104.77361	3750.89219	3849.6535	2973.51059	3739.59664	3816.26371	3725.40629	2969.92008	5402.41635	4486.86409	2820.44119	2404.28734	2749.51842	4017.39846	2372.52714	2776.86557	2797.81947	2525.18875	2475.13853	3160.33826	2852.27969	3282.76966	3102.12238	2897.25033	3318.77777	2380.52108	2942.94232	3309.17918	3184.77809	3384.60388	3229.73584	2534.82573	2856.06223	2866.23688	2703.78102	2924.4638	2985.34177	2875.90161	2715.98883	2796.23942	3365.63888	3032.8246	3920.23512	3226.31031	2947.88998	2519.83631	2825.33769	3533.68867	2373.25376	2374.55446	2801.07363	2669.94212	2431.64096	2991.64997	2918.51764	3178.53582	3138.99735	2594.33353	3162.22895	2447.08093	2716.69324	3322.57443	3266.62058	3186.76929	3302.36412	2783.36122	2939.30077	2754.23591	2392.48842	2791.16676	2972.46341	2593.21903	3235.44473	2664.55756	3967.12572	2866.33076	3778.87259	3032.35412	1771.03266	1822.84807
60	90	3438.74297	10220.90592	10704.25534	13290.91962	15466.96869	11008.52533	15623.35313	10589.98938	10987.67184	10228.30108	10283.07179	12654.43858	11880.22208	10491.42964	14657.48376	11758.5415	14911.09679	8950.14154	3375.6495	9747.37876	10641.21398	13774.56659	14534.37908	10370.33016	14628.03914	11048.36381	11657.95647	12147.66091	15647.14799	10821.3751	12517.58251	8919.85122	2582.41976	11940.16878	7108.38849	8054.41617	6515.67533	5423.40669	7200.11854	12980.58315	14059.02257	14040.23654	15075.66088	13429.71887	12344.31975	12495.3478	12236.33065	13754.7432	12334.91616	13706.44249	13850.38715	15501.59477	12444.77043	10696.40117	12507.74152	14905.45088	14102.76286	14082.58559	15617.81586	12277.02959	14793.45325	13653.69133	13855.53301	15301.32674	14049.374	13469.33036	10957.39247	12840.99678	13293.29737	14812.08358	11604.9565	17622.84162	14149.74414	13081.51661	13473.41903	12906.01171	14501.61918	10990.99219	11683.81972	12152.36654	11138.72539	13636.73967	12469.65214	13464.7931	14141.2386	14675.78791	11820.79953	11184.66311	12426.08641	13959.11278	13321.15055	13301.6099	15688.40461	11815.51015	14880.01312	12906.86858	13337.53833	13778.2615	13530.66066	13166.31244	10860.83289	12415.29052	12753.33609	13377.34677	11316.4232	18079.74448	13692.7016	9605.82338	8133.08184	10387.13607	13726.83441	11155.03388	9592.945	9982.59521	9997.46665	8216.57365	11753.24198	10145.5962	11585.85585	11921.08988	10012.28198	11609.77997	8764.46558	10701.88613	10778.4431	11472.70437	12095.48789	11061.32945	8568.41576	9987.10611	10147.26389	9645.68616	10605.96986	10550.59533	9702.43539	9162.51984	10034.07567	13458.58346	11311.36068	13241.34958	10851.82268	9680.21474	7242.60431	10108.629	13063.24832	10599.32131	8952.49857	10173.8623	9692.55097	8017.20559	11464.94377	9811.80934	11729.80075	10975.83372	10101.58623	11728.24335	8847.31581	10237.65283	11349.11618	10945.02007	12417.74458	11276.81074	9069.9598	10551.56087	10189.38275	9283.8332	10324.1757	10249.84446	9722.85284	10624.52429	9240.48253	14407.17715	10080.178	13903.42031	10448.39961	6361.89713	6301.59847
90	120	7016.5315	18726.96773	19850.49257	25616.88829	28572.80767	20900.68441	28965.61177	21969.29927	22055.09462	19370.93622	19635.04759	22583.9647	21694.68061	20460.39203	25113.52545	22109.51671	24054.56033	17152.32599	6384.30237	18459.94628	19708.91044	26590.49244	27496.0787	21312.07168	28265.52285	20680.17108	21023.12925	19255.32032	27700.10658	21767.98186	22250.69845	16191.26903	6140.22786	15288.59116	12110.47637	13577.73798	13079.46112	11216.44564	12310.74551	26226.59275	26506.05847	25892.75135	28982.25397	22130.38834	23872.92072	23473.10201	23734.08683	25929.04343	24151.87845	24885.13759	26793.52214	26144.46762	23776.24916	20253.42576	23106.03795	29033.39161	26713.78666	26873.23471	30990.72142	22963.79493	28662.00789	25467.84689	26774.65931	27963.09567	27396.56861	25336.493	20706.35628	24089.11269	24989.48272	26411.82212	21074.94007	31394.89426	25934.85091	24623.97825	25804.01024	24692.25029	28299.42846	19556.01569	22589.44318	23436.12696	21847.05769	25664.91928	23795.28002	25700.7281	26833.51476	27189.49109	22505.38973	20344.98375	23594.71245	26666.86067	25597.84767	24877.03038	29722.99502	22707.65212	28579.26048	24251.62928	25292.9326	27053.03361	26812.86758	24762.62581	20807.35167	23312.88355	23974.33246	25597.47219	20699.21418	31870.58563	25368.47975	20264.41979	15452.21236	18990.01395	26541.32808	18597.34043	18390.5064	18939.08714	18962.88071	15721.21967	22516.75389	19293.68176	22169.59198	21412.84521	20307.70975	22083.95628	17063.47469	20572.29676	22924.99105	21864.30492	23864.47208	21256.70129	17211.36644	19252.15757	19848.12874	18181.09776	20650.50814	19725.71331	18081.53805	18027.80899	19343.91159	24023.52214	19591.18501	26231.49884	20307.7335	19194.07446	14663.71376	19389.70603	25700.12072	18481.26836	17675.15271	20125.54838	18432.28469	15171.16437	22368.19842	19378.78727	22278.7706	20348.44146	19423.66461	20477.03017	17049.73669	19403.08077	23192.21658	21424.32021	23463.52846	21808.51102	17304.68243	19513.88683	19050.36874	18740.15259	20615.01947	19547.50606	18723.04476	19932.43935	17375.63567	28144.1063	17834.04848	24709.11691	19370.91596	12242.01921	11960.69091
120	150	9720.48438	30607.47309	29255.3209	37861.60116	40626.93863	30485.57406	43928.37623	31532.22331	31800.88187	30042.04488	29133.28259	32541.83544	28747.3031	27620.39319	37665.13954	31542.37118	30329.78	23550.29169	9305.52868	28508.68206	29342.78567	38099.93599	39399.64615	30649.30069	41982.92649	33463.05444	31183.31815	29428.7971	38087.62515	29867.75129	30127.55097	24315.56072	6529.39827	16840.72168	15400.09983	18273.53847	14994.42228	12656.28127	15639.30314	36902.41223	36524.223	37629.64883	41229.29691	33217.38991	33439.85182	34033.41211	33758.56905	36365.0357	34459.76223	36730.19114	39404.71802	38575.40217	34671.75944	28115.25842	33581.33663	40594.66003	38450.85308	38519.45284	45052.76331	33270.38322	40221.08294	36135.68634	38184.62386	40179.81164	39104.23449	36310.43803	30502.11561	35000.69519	36085.95341	37876.1233	30258.72789	44417.77918	35464.79417	37246.4807	34544.80781	35790.64311	40688.63328	28887.2388	32797.57074	33538.41396	32342.78336	34679.40784	35133.91582	36764.33535	37963.58301	38051.96251	33105.14943	29584.0965	33802.11942	37918.27407	36635.90545	36102.97064	45454.17644	32456.47382	38729.693	34849.86003	37003.14723	38320.89699	38148.70089	35926.0811	30734.61636	32592.01341	34824.97781	37688.10155	29978.64784	41196.91643	33745.07036	28664.41064	21173.7747	27069.46592	39065.05661	29693.19478	26382.79515	27343.46613	27416.71989	21992.09429	32191.48633	27822.3177	32732.12616	31526.82706	29177.02478	29709.2914	24716.84982	29482.45657	32686.81849	31093.67151	34934.64401	30291.32893	22996.86299	27157.78884	28740.84045	26102.70085	28983.04469	28312.39004	26599.01764	26200.35383	27626.33491	35976.70124	30091.09638	37476.20126	28616.18447	29112.2926	19219.77893	27813.23107	37269.48187	28730.42027	25626.59108	28338.9425	27851.79341	21044.32686	32139.83806	28382.96149	31361.9109	28487.53953	28469.84433	30447.2956	24175.75263	27335.09953	34655.66086	31035.58943	35505.35897	31308.46402	23035.5785	27914.41576	27919.04266	25619.40007	29484.78712	28377.16019	27220.30205	27995.94167	25768.41996	40852.35436	29324.86781	31038.99479	27131.06579	17229.98805	16891.00135
150	180	10804.55761	29195.10571	33768.13575	41678.74418	45929.17851	35156.89749	47767.17133	33851.576	35239.2453	30084.19919	31358.04802	36191.10133	32878.11867	29102.56069	41186.06004	34445.40911	35419.93381	24413.76614	10361.57286	29590.66006	33075.41242	42627.99333	45127.81537	35684.43488	46899.25936	35248.24637	34296.35389	30508.09806	42434.5168	34452.18167	40157.80374	25528.36068	8200.22266	19658.25569	16740.83744	19836.37892	18041.544	15470.72019	17081.42182	41076.09533	40774.04624	42983.09142	45861.1227	32173.61516	37143.32511	38449.16576	37865.14522	38758.92988	38788.7889	41527.39564	42714.47374	41473.75258	39269.11777	29952.49439	38707.09743	46606.96277	44071.75778	42931.7786	49069.9316	37588.43444	42407.9284	40733.46991	42148.76949	42091.28477	43528.29653	40230.44154	33586.02986	38632.41702	40895.42993	41338.30895	33679.18651	48269.19684	39001.54376	41647.67013	37541.3025	40191.66553	45202.19208	32475.36556	38549.13281	38611.24204	36473.73649	37590.94147	39468.6109	39955.73842	42826.40645	40171.42856	37006.40574	32178.89931	37729.60828	41484.6383	41115.49649	39157.96707	49547.25751	35641.51244	42772.65578	38312.79679	40721.13042	40738.4695	42172.20958	39513.55551	34294.47977	36232.39289	38384.6855	43069.50163	31922.62077	47661.74068	37211.75253	31284.50424	24507.33176	30810.39918	43079.3346	31264.84762	29285.19677	30808.37333	30522.76543	23926.81662	36007.64555	31206.57758	35592.68364	34796.60496	33277.57324	32824.13866	28375.60121	33835.27365	38013.72861	34801.20444	38094.43195	34755.13789	25331.28327	30230.73662	31602.72851	27700.87742	33008.03263	31984.64853	29583.54687	29351.96973	31650.30717	40817.04206	34356.67141	42184.64437	32156.08613	30990.85336	22024.03984	31003.86686	41586.56294	32652.60964	29648.69568	32033.98403	30816.51802	22952.42966	36123.51346	31480.03768	35521.61661	30746.30852	31376.57096	32530.37507	27373.27779	30792.73971	38654.87008	34226.933	39498.83509	34749.21269	26398.51663	31039.75809	31159.80352	26855.4702	32860.08545	31010.14504	30925.64185	32129.09205	28759.85605	46568.09309	29260.97573	38203.72301	30681.01434	19208.28475	18722.26618
180	240	10553.09317	29430.16651	32992.37152	41747.75877	45502.00782	35218.40421	49724.68377	35466.41876	36247.78305	29762.14137	31732.94733	33043.40593	31964.98892	27848.2621	43028.3835	33794.92888	39668.7002	22315.1823	10407.6032	27611.3151	32894.00411	43264.72001	45040.81047	37479.69768	47706.88157	35709.03257	33482.97999	31569.39295	39656.14074	33869.92257	36968.25575	23355.61271	9481.12467	17890.75229	16547.11859	20696.20679	18780.07214	14892.48561	16547.35537	40780.11088	40864.85635	41887.90365	45103.90287	32561.20249	37409.49156	38678.45306	38211.51253	38546.5243	38291.46438	40225.22119	42094.61819	40928.41599	39322.06415	30063.14221	36919.4865	43809.07361	43599.72644	41378.01198	48087.39708	37524.11043	43457.92195	40503.95194	42214.59526	43345.88811	43494.2875	39907.13574	34029.33111	38641.67271	40279.22583	41828.82373	32677.74807	47576.38953	38637.76746	42124.2748	37541.2032	39794.51506	45347.41511	31685.7546	37066.92126	38372.57186	36900.15216	38188.84888	39770.531	39980.57006	42867.34238	41090.83656	37353.14302	31420.11169	36964.41386	41761.03221	41278.2007	40363.30574	48362.46362	35550.8554	42521.45588	38444.74112	40631.80946	41205.66017	42934.54967	39637.53551	34180.48025	36308.56811	38407.52544	41282.15304	31472.35007	46380.19753	36850.41997	31591.96781	24597.84137	31328.82193	43566.96608	30730.44168	29807.77449	31759.12417	30660.56329	24597.62634	36036.92149	30817.84537	34886.12562	34772.89624	33086.52034	32412.27469	28340.48512	32672.43409	38324.96622	34427.02388	37991.88657	35023.57697	26755.65893	31461.36877	32272.03212	29309.91232	33339.70007	32154.88345	30028.8067	30002.55278	31595.75045	40795.90265	33439.80776	42113.97358	32723.34438	32614.85634	21507.21936	31491.8823	42869.34576	32654.48156	29646.08806	32716.4785	31182.89722	23657.53825	36968.16293	31254.96602	35571.90385	31917.20734	32334.89095	32495.92654	27272.49246	30969.29564	39952.42301	35250.68831	39235.57242	35011.50563	26829.58322	31842.2079	31087.81857	27781.67744	33678.7016	31550.85429	31331.337	32921.43919	29156.51169	46106.61099	30146.94903	38225.5338	30811.67711	19733.74443	19183.72365
240	300	9606.96389	27132.11186	31847.53225	39391.29537	42141.46559	33295.43697	46671.79409	34582.65509	33673.38569	27132.44138	30186.21748	31783.05771	32059.69973	25438.54201	40047.95896	31014.10266	36159.16965	19326.2212	9703.6023	25659.00763	32268.69997	40828.35031	42096.98661	34327.33964	44615.09826	35345.13582	31040.34735	30452.94884	40072.969	32710.38076	34098.76705	19847.90851	8232.79183	18195.56046	15755.62926	18160.76522	18268.46514	15390.90982	16124.10397	39074.27622	37595.15072	39260.97871	41746.93485	31909.6964	36290.38898	35865.17538	36123.30203	36143.47325	35859.94557	38351.99984	39555.97385	38296.02287	37471.38138	29214.93218	35839.08423	41574.91463	40827.24731	39190.29806	44274.25163	34833.58338	41412.31124	37693.24334	39104.76965	40247.68872	40850.99176	37277.4238	32157.06046	35946.63886	37565.15919	38259.71459	31324.80392	43220.27342	37114.17114	40196.41955	35776.88038	37274.39884	41995.9604	30411.19219	36289.75749	36122.97716	35639.2951	35769.64966	37502.82341	37516.99943	39936.86717	38025.98043	35854.3695	30288.50413	34923.895	38339.03405	38692.97596	37779.02921	44447.83938	32514.23412	39798.90947	35808.52735	37909.35813	39581.09865	39847.03895	37141.53993	32122.0944	34553.52313	36549.05893	38536.00356	30811.02649	41927.86063	34708.0995	30526.62497	23591.78441	29141.73391	41172.24531	31966.77113	28841.85297	30002.17522	29768.67496	22920.5615	33803.07886	30492.09773	32981.50955	32831.20529	32089.81263	30927.08269	27912.61249	32105.49834	37159.82775	32554.21328	35562.92657	33034.18112	25334.92743	29474.88525	30790.25751	27257.40855	31308.82878	30472.45464	28841.05402	28734.61822	30274.86387	37865.87911	33301.19193	37936.05909	31601.12697	32093.99308	21631.76496	29981.27032	40412.28339	32482.37965	28892.33008	31136.71243	30615.38066	21695.30564	34853.68468	30390.85863	33220.03441	30921.62619	31420.39383	31176.32639	26424.484	29309.69963	38224.2377	33441.00279	35912.22437	32684.72338	25276.3246	30071.00655	29319.8061	26973.16153	31798.39703	30252.90521	29513.85987	31365.15934	27963.85937	43147.01199	29562.00684	33994.96217	29803.16105	19154.05129	18658.1676
300	360	9305.87929	23143.57065	30057.47117	36587.31511	39704.24023	30445.87203	42779.97562	33341.14412	31223.33669	24346.69697	28500.7508	29433.91799	31735.4737	23975.11371	37021.49794	30377.00823	30723.7369	16083.67349	8950.53871	23678.02572	30056.2155	37520.1438	39795.0658	31512.86883	43242.13179	34644.79367	28329.81059	29401.47497	37883.12506	31196.35235	33849.30791	16980.82343	7490.1556	15426.47588	15295.5975	17769.33646	16060.07973	13738.17237	15735.22344	37248.53604	34041.00937	36237.48838	38289.78143	29878.64022	33553.75709	32882.92946	33659.9956	31941.99276	32930.48755	35296.22978	36954.46261	35398.2017	35226.25575	27798.30261	32150.80126	38019.72656	36670.98715	35040.29664	40603.23721	31781.22567	37237.19527	34430.75654	35816.74002	37222.10701	36909.19243	34270.07368	29456.60322	34045.35346	34656.48629	36519.32782	29822.86409	40387.68592	34681.29169	37365.71614	32725.25009	34076.70378	38096.56567	28798.8602	34080.69121	33313.21826	32970.49942	32714.23607	34925.37112	34960.51405	37263.04769	35369.62708	33609.82921	28495.30749	32211.78854	35783.75079	35832.11496	34577.92789	40883.02042	29901.5205	36708.8422	32499.0593	35025.14351	36410.99131	36903.01025	34226.32658	30010.54694	32151.11593	33163.8725	35386.4048	28927.60183	37078.65895	32480.0859	29883.84567	21865.11793	27902.1548	37401.05273	29352.82251	26645.03207	27895.08719	27552.24794	21630.79206	31551.25773	28827.00728	31216.30783	31608.04717	30598.336	30244.86869	25784.67736	29333.74271	33822.87415	30176.61807	32619.0274	30313.95619	24270.92412	27457.29287	28541.45964	26311.23711	29318.16022	28877.68345	27330.51288	27496.62919	28130.22914	36570.2327	30971.95843	36834.45126	29699.29983	29812.5773	19595.66223	28193.5308	36911.11042	30715.85235	27921.30973	29139.84129	29201.57325	20283.74248	33021.00218	28975.03919	31660.06157	29109.77681	29907.62215	30234.46441	25091.75634	27866.88967	36219.99649	31367.52888	33263.49706	30322.47442	23390.15891	28540.70796	27472.91938	25217.55204	30506.39743	28671.20836	28224.33908	30052.41196	26328.73511	40253.85921	28646.48473	31803.98551	29066.47601	18490.03131	18005.79472
360	480	8506.85563	22540.80226	27294.82514	32345.13425	35836.87469	27444.66883	39401.20991	31515.45738	28499.54503	22085.98438	26536.39643	27013.34379	28030.79202	21703.68151	32581.96907	29324.76046	31574.53923	14242.427	8182.90623	21390.13269	27409.83287	33278.58481	35858.34678	28577.15094	38360.22321	32290.42423	26097.23316	28071.46224	33693.4201	28647.21916	28409.50103	15470.27614	7292.38151	13403.88714	14048.03614	15563.60445	15093.71698	14043.65307	15446.5362	32800.41069	30750.14073	30858.65971	33155.13164	27124.75017	30650.99472	28906.15611	30651.97719	28304.58351	28744.41136	31498.92168	32347.34539	31760.20897	31716.01455	24250.83889	28227.96751	33188.55549	32411.82877	31530.64631	34331.75027	27904.3552	33062.20032	30654.50292	31123.39881	33853.31102	32841.53449	30119.63866	25885.98742	30652.18866	30549.86627	31344.74003	27851.08781	34178.8663	31245.7187	33154.53118	30030.10683	29890.90931	33005.75005	26645.10096	31263.72662	29312.40999	30322.08766	29154.24902	30387.40245	31172.28096	32735.1815	31988.17175	30100.42041	26407.79642	28239.19144	31190.09452	31771.57892	30001.08411	34638.0019	26338.92134	31665.68086	28600.36583	30447.50703	32840.59321	32627.04892	30230.82245	25824.47213	28910.39405	29273.04489	31682.5795	27184.88486	32270.14798	29356.87538	26431.73979	20873.75276	25125.17964	33090.76253	28153.86956	25556.87147	25255.22218	26532.53695	19422.09666	27728.13545	26483.34934	27629.80199	28420.47488	28000.23454	26925.71522	23566.13683	26502.89869	30230.67106	27977.31523	28451.78168	27067.13893	21929.7194	25322.93609	25774.88947	24073.24644	26943.25717	26340.02037	24573.82677	25086.91367	25642.0107	32241.95565	29082.41713	31683.19377	27712.86952	27132.09629	19422.27709	25778.26668	32218.07268	28125.68883	25794.087	26651.16799	26905.24998	18992.64677	29358.65744	26623.55322	27620.74532	26377.57996	27123.03941	27856.80108	22630.40748	25291.89391	32649.73342	28418.80168	28981.46144	27260.10604	21382.28514	25591.99766	24853.23269	23519.50888	27598.80989	25944.80584	25090.68203	27084.33379	24304.07954	37310.32909	26596.36452	28223.62041	26848.78185	17741.82783	17476.23278
