index	name	volume-mm3
4	Left-Lateral-Ventricle	3480.0
5	Left-Inf-Lat-Vent	259.0
7	Left-Cerebellum-White-Matter	13859.0
8	Left-Cerebellum-Cortex	53599.0
10	Left-Thalamus	8126.0
11	Left-Caudate	3140.0
12	Left-Putamen	5072.0
13	Left-Pallidum	2164.0
14	3rd-Ventricle	1064.0
15	4th-Ventricle	1909.0
16	Brain-Stem	20361.0
17	Left-Hippocampus	4573.0
18	Left-Amygdala	1771.0
24	CSF	734.0
26	Left-Accumbens-area	504.0
28	Left-VentralDC	4468.0
30	Left-vessel	6.0
31	Left-choroid-plexus	429.0
43	Right-Lateral-Ventricle	4496.0
44	Right-Inf-Lat-Vent	215.0
46	Right-Cerebellum-White-Matter	13365.0
47	Right-Cerebellum-Cortex	52724.0
49	Right-Thalamus	7895.0
50	Right-Caudate	3264.0
51	Right-Putamen	5144.0
52	Right-Pallidum	2174.0
53	Right-Hippocampus	4801.0
54	Right-Amygdala	2322.0
58	Right-Accumbens-area	614.0
60	Right-VentralDC	4499.0
62	Right-vessel	22.0
63	Right-choroid-plexus	359.0
85	Optic-Chiasm	65.0
251	CC_Posterior	982.0
252	CC_Mid_Posterior	675.0
253	CC_Central	510.0
254	CC_Mid_Anterior	443.0
255	CC_Anterior	620.0
1001	ctx-lh-bankssts	2413.0
1002	ctx-lh-caudalanteriorcingulate	1994.0
1003	ctx-lh-caudalmiddlefrontal	4592.0
1005	ctx-lh-cuneus	2476.0
1006	ctx-lh-entorhinal	1929.0
1007	ctx-lh-fusiform	8200.0
1008	ctx-lh-inferiorparietal	8866.0
1009	ctx-lh-inferiortemporal	9391.0
1010	ctx-lh-isthmuscingulate	1832.0
1011	ctx-lh-lateraloccipital	9848.0
1012	ctx-lh-lateralorbitofrontal	6719.0
1013	ctx-lh-lingual	4795.0
1014	ctx-lh-medialorbitofrontal	4369.0
1015	ctx-lh-middletemporal	10167.0
1016	ctx-lh-parahippocampal	2143.0
1017	ctx-lh-paracentral	3015.0
1018	ctx-lh-parsopercularis	3040.0
1019	ctx-lh-parsorbitalis	1863.0
1020	ctx-lh-parstriangularis	2751.0
1021	ctx-lh-pericalcarine	1888.0
1022	ctx-lh-postcentral	7815.0
1023	ctx-lh-posteriorcingulate	2347.0
1024	ctx-lh-precentral	9940.0
1025	ctx-lh-precuneus	7536.0
1026	ctx-lh-rostralanteriorcingulate	2360.0
1027	ctx-lh-rostralmiddlefrontal	12945.0
1028	ctx-lh-superiorfrontal	19656.0
1029	ctx-lh-superiorparietal	9604.0
1030	ctx-lh-superiortemporal	11695.0
1031	ctx-lh-supramarginal	8958.0
1032	ctx-lh-frontalpole	705.0
