frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pc	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
2400	2700	9794.9141	10871.9167	9758.4937	10926.56957	9210.52074	12120.52686	9860.13763	10034.05542	10511.67688	9764.89186	11672.96924	10387.22586	11535.91361	9918.54452	11146.67154	10076.43148	9653.0888	11348.87361	11950.31201	11258.87722	11281.52353	12678.67407	11368.06831	9519.91903	9916.06222	9651.11952	10586.9785	8637.51376	11973.24142	8738.56219	8817.69901	10667.34891	9514.04366	11380.2109	9182.59414	10728.59766	9049.03554	9810.45808	10937.31813	10036.39388	10033.42542	10862.98939	10376.41071	12174.55264	11497.20389	13403.03564	11384.26568
2700	3000	9937.09263	10231.26979	9110.64092	11152.49333	8634.17837	10978.60295	8986.34758	10141.07727	9990.59962	9073.02325	10629.01075	9496.72112	10537.18671	8568.23807	8826.34949	10549.73334	8359.58997	11241.75992	11327.42468	10622.72914	10624.77671	11500.18311	11172.18481	8738.69339	9354.45662	8503.8048	9049.98518	8847.55187	11095.65806	9033.80523	7404.82171	8281.87812	8157.45008	9760.54925	8888.70059	9212.25244	7775.73132	9630.6847	9424.94795	10905.50824	8943.47244	10013.83398	9734.6416	9948.85699	9896.35826	12262.36035	11080.90801
3000	3300	8393.16201	9400.02914	9554.01599	9461.19571	9771.73789	10353.85227	7837.13893	7481.46899	8593.63263	8066.01403	8508.12549	9112.14076	9444.12123	8804.71948	8165.34548	9247.297	8106.36915	9582.83111	9349.28186	9702.5016	9299.83179	11727.7395	10500.62362	8178.95771	8169.17738	8277.70613	8849.85907	8641.46396	10475.16877	8361.51762	5658.509	7495.91173	7476.65322	8073.27134	7272.73516	8024.44971	8545.91054	8366.52335	8912.4522	8838.84286	8060.42223	9560.44122	8097.17013	9299.20146	8799.64333	11026.59033	9880.13818
3300	3600	8520.78263	8332.18249	8757.29707	7732.53222	8573.45759	9463.00822	7177.78502	7749.95984	8196.42075	7444.19237	7689.92046	7474.17139	8176.33957	7813.71016	8569.41008	8562.30488	7180.05547	9226.10391	8504.43079	9511.99816	8815.21297	10259.26404	8753.48092	7387.51505	7968.73611	7149.95688	7735.78561	7471.60216	9685.92475	7159.4672	6131.67983	6876.26585	6462.2818	7690.15954	7348.84961	7340.82275	6604.32057	7521.62891	7241.80885	8350.53117	6747.23136	9377.85156	8355.08831	8801.37463	8580.79275	10692.22314	9798.79905
3600	3900	7995.37663	8434.90633	6396.31475	7729.52471	5699.07819	8060.8178	6241.93426	8570.7594	7530.5096	6579.88857	7643.38594	7837.79074	7679.28945	6382.19563	7341.33947	8189.45149	7260.43667	9280.01117	9434.11603	8595.98364	8633.04218	10767.65869	8639.3657	7741.9408	7543.24016	7049.93896	8309.54085	6518.10272	9458.82814	6637.61603	4677.35917	7379.30129	6972.52355	7285.16338	8223.89893	7644.89844	6862.03948	7261.75774	6968.9881	8601.54645	6537.24801	8006.98179	8057.87807	8099.38236	8089.01913	9781.40479	9658.90579
3900	4200	7401.71845	7104.42103	6828.17734	6188.87297	6840.81748	8948.06447	6291.18775	6795.42712	6784.52086	6390.42539	7048.43729	7972.29297	6541.33117	7224.47446	7850.41792	7069.42881	6955.57923	8214.07896	7379.914	7495.39356	7044.46227	7889.40302	8122.06722	7874.51428	6683.10042	6345.55747	6115.15201	4649.28396	7936.31355	5391.11897	6009.04562	6453.69911	6198.89854	5937.66026	6323.96299	6848.6853	6875.66277	6596.98022	6455.25922	8216.86702	7143.99663	8740.46171	6908.72161	9181.029	7843.99406	10361.81787	8255.78477
4200	4500	7608.63612	6187.52496	7091.00955	7029.08253	6264.18917	7794.74311	6447.38051	7313.30188	6819.58027	6690.09083	6466.12819	6101.9006	7125.78713	6527.45672	6829.50569	9089.60856	7159.49075	8204.56199	6780.95801	8236.17276	7433.76193	8901.64569	7299.48171	8288.43334	6531.73245	8268.75184	7975.89141	7551.27193	8447.78184	7072.87209	4774.93359	6928.62696	6939.99115	6173.84765	7080.06982	6100.896	7245.9368	6250.06789	7123.58259	8335.13275	6506.28624	8415.14822	6866.08956	7959.52633	7347.73592	7939.03833	6859.55739
4500	4800	6737.5386	6798.43247	5947.25474	6140.25981	6189.22027	8928.07388	7033.03969	6790.78162	6507.6765	6406.52153	7156.82489	6086.24679	6377.46413	6585.16653	7449.30963	7545.13744	6043.15086	6193.95156	6688.42639	6652.09334	7245.912	8289.9549	7746.28506	7741.33366	7978.55518	5445.49846	6760.9531	5114.64291	7807.64401	4646.06091	2780.29527	6925.10479	6323.6164	5706.26151	6808.98955	7514.36499	5834.74699	6328.10806	4934.78271	6537.18783	5616.14615	8902.20551	7819.21882	8542.96704	7393.85812	8850.87769	7560.69639
4800	5100	5475.72615	7639.66978	4745.63652	6373.73766	5192.51217	7600.31659	5406.19952	6809.20032	6612.58124	5967.08073	6643.43046	7422.29667	7922.29515	4957.34127	5622.64224	6772.19576	6575.94793	6459.20219	9254.61304	6916.02593	7079.95734	8564.70117	6252.94547	5868.27235	7198.21689	5658.19982	6742.57676	5072.60651	7496.57157	5386.56871	4239.57847	6644.04289	5736.90884	6209.06428	5908.02979	7810.62842	5324.08165	5796.67997	6855.23304	6344.36202	5732.81748	7444.94938	7415.58601	7481.25986	8148.51226	8346.43066	7799.56838
5100	5400	6974.5097	6146.91828	5873.08142	7308.60362	4962.30366	7574.01393	5656.07466	4864.44019	6257.85651	6219.85572	6150.40141	5997.2177	8076.61821	6059.91736	5688.75637	6231.1758	5650.38197	5241.8422	5845.37671	6131.54907	7125.43652	9525.22961	6753.6066	6372.85308	5790.49646	6989.85652	4907.72325	8033.24452	6968.39415	7917.42545	3131.40946	6179.61015	5764.98602	4344.95152	6419.79219	8786.54004	4539.48226	6004.60999	6349.05066	7811.97927	6298.63283	5454.18281	5107.29402	7836.23846	7734.77069	8875.38721	8029.22292
5400	5700	5796.85887	7062.62467	5459.13208	5221.41369	5009.43696	6006.10785	5494.79194	5959.48242	6614.24011	5687.42366	4979.06334	5692.10944	6138.52588	5593.26328	6946.19486	7148.6141	6559.78271	6083.91699	6132.57593	7874.57141	7136.09818	9401.30847	7919.68922	5265.33925	7283.95248	4608.26142	5018.84065	5217.58396	7518.92402	4610.70731	3934.14927	4814.253	5064.21806	5235.9463	6090.6292	7622.01953	4905.57015	5566.08816	4630.67427	7072.50581	5651.57997	5797.44996	7027.36391	7043.5402	6105.81578	7685.42358	5537.90786
5700	6000	7754.5484	5998.8058	7512.35916	5610.65667	6223.64238	6864.50256	4549.70888	4916.5788	6556.39111	5866.59172	4767.73923	4944.11237	5232.57598	5140.37354	5822.0748	6487.93647	5807.05194	5929.46777	4654.49524	7326.02074	6607.1185	6948.41736	6464.78477	5062.9197	5487.56885	6755.92443	6594.20003	6473.04312	6018.84847	7205.03489	3994.8193	7015.99207	5829.3447	5713.06718	5458.14551	6115.87549	4942.6879	6421.817	5318.00062	5115.39722	5270.0148	5545.62912	5310.5798	5535.81945	7356.82096	5862.1001	6031.74075
6000	6300	5559.65077	6643.14446	5129.55358	5090.28937	5331.47502	6095.2525	6067.25809	3775.50995	5179.45354	5599.39604	5409.63901	7208.03564	5359.79333	5070.90241	6209.10819	4942.52768	5098.33294	6252.61992	6400.50903	5516.97921	5841.30641	7077.4826	5571.63996	5415.78997	5504.19747	5150.76437	6646.23242	4240.05873	5668.52531	5974.58064	5198.49923	5484.23758	5533.33235	5677.6883	4413.54253	4499.89722	7232.06069	5260.06941	7292.17598	5807.89234	5439.09889	5364.84887	5462.40011	5135.05938	5997.08069	6806.06641	5656.53498
6300	6600	5437.80067	5458.93251	4614.97522	5986.58689	3388.90841	7713.07572	3869.86691	4030.2406	5271.0002	5769.92392	6301.14875	6553.11775	5612.15302	4954.1489	5941.57973	7082.27002	5422.94653	5800.64485	6926.98499	5553.90998	5740.12047	7626.38837	7253.68851	5036.96987	5110.59503	6237.18138	5834.74184	7999.99172	5956.69654	4908.3964	4516.65381	4929.95931	6197.44774	5870.04411	4247.99448	4536.69434	5369.82414	4563.11495	4162.28808	3741.37313	3741.43686	5736.61998	4442.47001	4808.01697	4834.71245	5239.07056	5030.46113
6600	6900	4542.54818	5156.56982	4815.77186	4730.01225	5870.77197	6839.95627	5319.66529	6428.01849	5564.5695	5242.4764	7646.99852	4894.26113	6556.85574	4177.30253	6795.06846	4867.6023	5044.27804	5877.45976	5577.18433	5005.91521	4948.80749	3965.30753	5055.88992	5627.45873	4820.58122	4325.01432	6881.92976	2426.91012	4444.9524	4649.35226	2793.55242	5487.71702	5550.44732	3471.54456	4675.0167	6783.2146	4554.65358	6481.47042	3568.62032	8300.4284	4626.90062	6250.55873	4941.5203	5472.5092	5546.16539	9313.75293	7601.63298
6900	7200	6218.25267	6108.61808	5686.54846	4851.03547	5736.89282	5529.25416	6316.23254	4153.60162	5466.3903	4611.46034	5702.63856	4048.89844	4737.95602	3883.4156	6387.96642	3809.39269	4658.0463	6832.36575	3938.91708	5709.66502	6029.94609	4965.11725	4779.13167	3807.99751	5286.88329	6167.47296	7589.73657	4131.04824	6485.57765	3635.72691	1291.34031	6268.25212	5403.90883	2993.01967	3983.05835	4087.53674	9085.35354	4358.74162	2738.18019	3845.09915	3410.97263	5641.36291	5787.47614	4050.92372	4991.10048	4197.92871	6010.08835
