frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
0	30	400.88829	197.99142	283.95953	254.55118	302.43419	396.63997	416.67208	385.05976	388.56058	233.54712	276.23228	314.56396	272.23012	375.87336	652.52469	680.89623	339.84161	317.40265	425.98471	286.34088	318.76119	304.86071	298.97815	478.30178	491.43159	610.32303	379.69968	357.66912	548.49024	555.70744	1409.95272	266.18331	953.16781	1046.71414	404.62446	167.13344	292.77188	174.28358	529.96564	367.51471	481.16394	322.50619	394.22439	556.84109	272.59899	298.33168	151.29329	295.67326	280.05429	154.9294	298.37513	184.49779	183.74567	184.98728	367.45347	329.95704	72.58022	209.77798	258.07465	300.62963	278.79763	363.01103	339.17477	455.17407	216.90733	369.62225	306.58615	250.84085	348.26916	3.28168	87.86621	516.23724	613.44278	483.07582	427.97707	380.35723	364.40286	613.73422	321.86805	287.27523	204.42374	320.2238	299.94991	157.84268	368.79823	311.74762	161.52545	289.64152	395.34956	396.02079	73.84518	207.01408	450.02893	274.64704	337.35122	336.26541	353.7468	436.28584	241.20035	315.28258	311.71373	276.29782	349.92108	9.76402	86.15994	449.49363	502.8716	399.54459	335.27499	360.93954	338.19089	146.50086	269.93087	354.02714	235.95116	304.32119	307.59957	281.47671	288.12675	244.51905	212.79135	193.09826	311.62692	333.48458	119.30245	313.90435	307.57339	322.42597	245.60328	309.89945	267.55825	411.22409	330.92431	411.88537	297.49579	296.50997	346.07146	3.50944	74.26377	315.17929	490.10803	391.31204	268.55264	368.93846	376.70889	252.99098	313.03058	332.81149	223.53072	223.682	325.42917	361.07481	342.65924	313.09505	194.38329	348.59252	265.32439	498.21244	152.04874	275.51049	341.61864	329.15327	242.71984	316.7851	271.0445	316.26415	343.21252	346.33314	271.85385	355.01322	410.00669	15.17299	141.39656	396.67157	461.13286	270.68732	268.78172
30	60	7367.43102	6486.00531	7500.09643	7610.18107	8015.98268	8036.91363	9222.81307	9044.88679	8179.42043	7792.36193	5232.36434	7836.40708	6825.12173	10084.47074	9870.12477	8510.33716	9307.86308	6753.00992	7234.16926	6055.95382	7440.95102	7378.93442	7724.28978	7543.35684	9303.18721	9252.70757	7447.40285	6878.91766	9714.29968	8633.79665	8132.38634	5994.64196	6369.23519	9387.90834	7198.61302	8583.06182	3998.74917	4284.60749	10114.53101	9216.98774	8883.9892	7644.16287	10076.91435	7181.44635	7388.26493	7029.60125	4688.3552	6767.12253	7822.29214	3819.04464	8522.75015	5554.99224	4510.11033	5982.98637	9288.69288	7286.05773	2913.86516	5658.2754	9361.796	6468.71284	8161.55634	7446.86844	8628.50026	10852.3163	5556.67649	8253.07546	7294.69879	6008.33045	6763.5069	479.08769	3628.96942	11405.14457	9489.79689	8873.4284	7377.7955	7199.48706	9110.41823	5181.01913	7570.40314	6120.46219	4522.49892	6998.99995	7847.46167	3263.0764	8442.63237	5552.65878	4164.50247	6388.50209	7969.54322	7712.92142	3542.51895	5252.54218	10177.18646	6176.27188	7607.90144	7035.24036	7589.30864	9313.18142	4969.14854	6829.26827	7026.91804	5408.014	6593.93616	903.60539	4462.5616	9879.98548	9094.53469	8437.74161	5629.59573	7816.06387	9612.38005	6202.53559	7692.35962	7627.23611	6413.86918	6633.8955	7953.89129	6500.97152	7513.78441	7091.83626	6089.49382	7315.00829	7239.82353	8727.57925	4620.45813	7052.51993	7810.19759	7168.52283	5613.50628	7509.49483	6066.83969	8205.83856	7937.52243	7472.18417	6761.30641	6904.09972	7679.05502	407.068	4340.36918	8018.77769	8282.75316	7244.20772	5122.09357	7969.05771	8543.53177	4972.64637	7581.90586	8054.22011	6119.36427	6877.78132	8350.13373	6262.17299	7641.62417	6319.86027	6566.58032	6718.08316	5104.34235	8825.83764	4842.02641	7386.1011	7820.00787	7611.13544	5325.7525	7135.48614	5329.12104	6974.65516	7575.03942	6975.66998	6344.88885	6549.36919	7952.2453	1046.80565	5164.88743	8025.98793	8305.95516	5291.81119	5405.15947
60	90	16449.85035	13376.77866	16656.57946	16649.72678	17935.37956	18100.05417	21258.2761	19092.39041	17318.05857	15602.52206	11001.77001	16072.60708	14399.93934	21658.13842	19141.15162	16223.73072	18491.56652	15604.52059	16112.84714	14479.73273	17081.98294	16944.67693	17390.62641	18255.87013	18693.0858	19969.79639	15957.56707	15077.02942	19754.62782	15485.53254	15292.32845	13284.03957	14725.65462	14546.02115	15553.6209	19327.41806	10750.60108	9524.39565	21188.5812	18501.45217	20193.36074	17149.00907	22763.35897	13143.49824	16533.62936	16323.0831	9829.92472	15386.8476	17238.96214	8549.8514	19515.28965	12464.6884	10616.61141	11483.93172	19856.71803	16233.97592	6529.13475	13335.21819	20938.7432	14390.65954	18639.58789	16336.23652	19430.39274	24817.91342	12321.8646	18183.92536	16595.41316	13045.95928	14808.27435	1342.60111	8587.47753	24468.42885	19531.03392	20157.31242	17878.96158	15939.60702	21044.50323	8718.13017	16648.95396	13691.59512	9640.1996	15515.74041	17583.40114	7405.55075	18596.90437	12213.25209	8998.06937	14465.16338	17867.44838	17146.77059	7977.93545	12462.75654	22106.01877	13580.61943	16468.44208	15628.16885	17795.00546	21804.68198	11586.07006	15394.88979	15899.40678	12180.69739	13998.62181	1969.99091	10058.91981	22447.14796	19625.76018	17616.06972	12603.77783	17328.1756	21688.21871	13802.35292	17443.6988	17411.8087	14041.58486	15067.38835	18193.53465	14326.38601	17655.92132	15445.47799	14030.90448	14132.41369	15849.36291	18473.76638	9637.55151	17246.7236	17640.90655	16467.72113	13476.52478	16934.2875	13961.56592	19973.54163	17597.48433	17235.53609	15144.22457	15760.91037	16288.20641	1141.35786	10295.80946	18393.90663	17929.33022	16521.91012	11522.40941	18138.50379	19872.3	12020.11535	17040.16559	18177.60571	13654.05754	14503.24965	19556.34586	13635.38176	17090.8252	14163.2796	13770.12398	15454.35253	12138.01687	19053.76189	11502.28242	17381.20976	17026.71313	16426.92494	11879.64214	15861.28154	12399.24999	15986.55556	17815.66572	15857.36976	14915.13736	15184.35412	17759.18061	2306.53997	11993.81617	20385.22452	17477.41456	11889.96741	12410.10001
90	120	24999.64525	24602.17689	25268.14986	25627.555	27602.39202	27633.72247	32633.22695	31044.66201	26689.93675	25630.19669	16677.04868	25049.50302	22711.45374	35743.33529	28991.55382	23980.37832	26733.79446	24722.00924	24482.38398	22282.02498	25891.31805	25877.26809	27420.99956	28341.90151	30630.46543	30398.93126	24400.44362	23691.69518	29611.12331	23576.66716	26093.76671	20572.76529	26068.46875	18613.24618	23701.70166	26303.44975	14720.07182	14062.77575	30295.32777	30689.4971	32250.70744	26692.65291	33850.90082	17349.07686	26179.64692	24934.13602	15018.54588	22864.25153	26879.60181	13297.97629	30131.12499	20589.63174	16928.19423	18925.36357	29468.71555	24691.43786	10376.85769	21607.16951	35148.08328	22484.87763	28278.02533	25418.65646	29518.07724	38804.29768	19154.79895	28096.85186	26261.76294	20697.01193	21962.62762	2259.7154	13404.45085	38026.29442	28715.28635	31496.27501	28923.93602	24151.77945	33356.38081	12256.56347	26152.12	21928.7012	14740.00738	23566.15346	26804.622	10984.8384	28593.29023	18818.45434	14534.88674	22352.83238	27746.87037	26897.10469	12524.99686	19856.27293	35979.91438	21313.53006	25201.49926	24321.31762	26970.29827	34644.87101	17934.93774	24364.42017	25076.9598	19472.65079	22179.45575	2643.60311	18660.45116	36386.48418	29070.63584	28779.98631	19426.05353	27310.27448	32742.96035	21440.01872	27451.01064	26776.19894	21563.28183	21972.40949	28702.36466	22402.91183	27253.74606	25721.5126	21874.71595	23183.23072	23812.86037	27769.71205	15516.22479	27346.96905	29681.33092	26428.45177	19741.2669	25826.87877	21851.58021	30278.85835	27525.26145	26668.53845	24445.02747	24724.38162	25409.7763	1757.98781	16974.39163	28495.37523	26636.12096	25887.42815	18801.20244	27643.73576	32401.41641	18218.6665	26440.60602	28246.38942	21125.86775	23152.94289	30427.5838	20617.47399	26454.66344	22490.56186	22096.36605	22846.58977	19083.52054	29731.20432	17458.79636	27314.46317	28091.24165	25903.11504	18175.62426	24862.18682	19264.44771	25321.46506	27000.73942	25486.18231	23648.22664	24591.34039	27164.49244	3049.76973	22408.48956	31872.56613	26724.39821	18433.21908	19166.69219
120	150	31923.00159	30288.74935	32565.9087	32703.67202	35132.45156	36036.77794	42003.14979	40847.84408	32891.94245	32706.58109	20983.93525	32246.08328	29873.68537	45175.18865	36869.97493	28622.14494	30917.77424	30340.54772	32623.00049	30496.12082	33769.53481	32961.25515	35189.07629	35981.83824	40266.84391	37751.19712	32237.84622	30230.07989	34754.64099	27855.75126	31270.94944	27784.16017	32827.43034	19617.15658	29822.60535	35062.361	17676.62074	17110.50539	39415.9018	38976.6146	39551.27697	34331.07338	42406.35462	19585.95745	33298.93993	32295.11362	19161.79857	28238.05873	34012.35969	16804.9861	38367.44173	24908.69291	22503.40925	24009.14897	38581.32972	31892.33207	13378.10964	28209.8306	43667.06536	28757.67319	35512.31715	32678.09972	38360.02648	47861.1799	24654.92567	34852.09773	33809.52935	26817.63485	29012.72877	2835.19344	19103.06424	45652.30266	36218.65121	40807.78849	34668.40796	31119.35662	42875.31535	13887.05909	32890.41254	27317.16784	18362.67158	28591.36014	33976.86753	14445.82481	35274.43094	22684.76299	18754.67883	28335.43059	36021.33315	34585.8579	16995.86266	26569.21621	45794.95956	27036.61148	31315.33838	31030.19627	34918.35359	42310.77855	23212.25813	30457.59357	32535.66533	25108.33983	27462.39653	3827.23462	24240.12008	43127.39095	36048.43063	36452.32894	24341.51169	35898.30952	41053.99546	27821.23683	35243.19716	34633.48452	27769.82036	28175.59956	36735.08084	28053.83496	35084.81247	31541.31998	28701.50205	29634.15149	31286.46676	36207.81858	18522.34875	34531.79934	36975.19132	33364.55827	24346.34877	33474.72	28113.46975	38336.18197	34978.10142	33387.97015	31562.08348	31426.82918	33322.02381	2081.34314	25486.15291	33837.66611	34226.04371	31790.80905	23189.32246	35831.57693	41280.17905	23159.01726	34431.85694	35582.36329	27166.21056	28612.85249	38593.48289	26043.36812	33558.54762	28070.13429	28462.99492	32259.16283	24377.91989	39047.92296	21842.34997	34898.25906	35447.80116	33394.91207	23151.32291	31518.59191	23989.11075	32406.32486	34516.57459	31912.41739	30070.27297	30887.77756	34391.78262	4809.56837	29837.8817	36999.46828	34178.44278	23765.96221	24204.15566
150	180	34471.75807	33475.24819	34051.06063	35406.85007	38962.06263	38219.88892	43271.70644	40046.15621	35788.86738	34434.27474	22431.81999	35627.79848	32161.01384	48845.95773	37382.50837	27629.9851	36609.66728	32941.91007	34060.99039	33961.94194	35350.19868	35410.53803	37827.24838	39283.56203	40000.95575	40453.63247	34135.87029	31307.40997	36422.35763	28206.69472	34114.0217	29678.96638	34194.15495	22518.67596	30612.87056	38503.62195	21171.82689	19613.42777	40965.32507	41872.24561	41606.63065	35880.4356	43828.27349	20117.29432	36021.65199	34567.02098	20088.34614	29927.32822	36211.13804	17777.53939	40145.58566	26004.57333	24360.27333	24697.04681	40202.37994	33491.3005	14505.55274	29889.30254	45437.37105	30889.37438	37022.3871	33870.88635	39471.08711	50615.03755	26051.76747	36334.4874	34695.48125	28424.09464	29935.53168	3169.01511	21553.1175	49115.14635	37992.0038	42929.86882	36970.03061	32856.0845	44213.97213	12244.55137	34917.92334	28939.82401	19142.32094	30123.90912	35429.82541	15480.07519	36311.72003	23570.78296	20493.29628	28102.15555	38226.46052	36005.08694	19786.7023	29185.00282	48056.64506	28537.77809	34000.02242	33101.14265	37272.92156	44060.74521	24577.16667	32041.60885	34349.17545	27185.85643	29087.28849	4540.26735	27486.93481	46111.01914	37450.27298	38578.36351	26779.55737	36577.47216	42775.54717	30726.68978	37859.44675	36562.98818	29489.91321	30543.52401	38822.01234	28766.22848	36923.43994	33401.88077	30776.14067	31990.356	32126.73908	37600.20083	19793.0257	35913.25849	38556.27103	35629.66512	25971.81507	34891.40279	29012.0121	42246.05455	36526.23933	35120.22295	32920.76462	33669.3463	34733.24111	2539.50882	28111.07244	37340.77198	35258.09905	34709.47753	24910.04104	37711.57492	42724.78074	22989.14159	36799.13735	38678.31856	28547.09498	29216.80199	40967.28052	27042.18379	35437.68668	28772.2218	30593.0862	32294.71384	25733.68691	38825.10647	25677.95718	37679.83003	37682.71638	35119.13506	24631.05698	33304.24353	25835.32001	33411.13479	36522.04087	33898.1408	32212.21011	33255.28883	37004.57369	5178.68086	32353.54677	41800.22763	36030.5141	24742.63573	26161.61338
180	240	33541.81619	33922.12106	34514.68158	34802.77056	39288.22419	38284.6405	44371.5208	41180.62609	35588.67644	33630.41772	21942.18142	34625.13989	32891.54244	47796.43903	37640.08162	27191.19054	36178.99816	32194.10604	33785.43312	33776.33774	35393.02887	34729.72778	37638.59012	38798.48563	41566.73407	40181.09689	35297.15772	31726.65168	36717.48162	27754.35206	32103.30838	29209.09177	34998.90755	22616.98173	30026.9452	36024.96509	21158.37291	18943.77384	38524.87014	40403.77177	40393.45071	35601.62052	44019.00239	19448.01019	35606.07736	34790.30715	19900.11683	28626.62411	35955.34725	17855.49044	40482.16488	25101.09468	24404.26927	24683.69799	40293.52768	32474.91921	15644.43086	30390.41892	45994.58426	30100.39368	36580.05727	33593.74146	39124.71179	49444.58862	25513.21513	35754.32356	35300.0033	28646.98035	29665.97557	3115.55259	22215.309	46790.6106	37193.54991	41731.04611	36273.96603	32450.61113	44283.91348	11489.6428	34695.86988	29238.29256	18472.98002	28639.65188	34990.80547	15534.01447	36563.50062	23092.70762	20861.00447	27910.82071	36906.69362	35089.73964	20520.8359	29673.08214	47390.82896	28036.66752	32400.75413	32455.15581	36354.96859	43431.93031	24565.25526	31430.00413	34403.57533	27698.65132	28175.7427	4608.27974	27626.37667	44972.67179	37959.3667	38322.08279	26759.7259	36346.79148	43422.50085	30317.87536	37962.52112	36856.87115	29990.48355	27820.06171	38599.93111	28817.11042	37271.35637	32174.22702	30727.58826	31174.34509	32755.23096	37352.55689	19879.58289	35926.86843	39264.2702	35483.99671	25887.01999	34485.63287	29130.54167	40284.9368	35757.50306	34825.75373	33168.86631	33339.7162	34269.70708	2442.72918	29061.7318	37508.90622	35842.33008	33847.28927	25099.71536	37199.37643	42880.35776	22779.79546	36662.54804	38678.59995	27801.6325	28493.9566	41132.89909	26810.07984	35500.86303	28176.61696	31110.73879	32148.991	24931.68078	38704.99704	25430.56047	37544.72072	37706.35034	34409.0665	24455.87105	33026.75529	25806.70154	34531.33407	35934.38444	33239.60214	32140.17328	33667.5791	36102.20302	4812.87626	31789.88025	40223.82092	36099.51736	25271.34203	26309.64032
240	300	32316.31037	33800.89697	33896.73406	33626.25821	38439.76366	36986.65396	43428.83131	39998.40221	34270.23724	34457.67691	21618.11308	35086.00072	32142.02884	47038.54009	36579.51688	26899.39738	36648.3596	32376.74556	32037.65898	33829.65914	34758.40589	33629.6709	37298.11266	38013.02906	39013.77487	38232.52595	34801.7856	32284.48258	36614.00696	26207.901	30580.06879	27867.41174	32632.46159	19438.55643	29198.1167	34153.59181	19822.17699	19271.97104	39057.55147	38286.33086	38761.09176	33673.69787	41094.23502	18439.50699	34511.77888	33605.39467	19242.1364	27755.42735	33820.20012	16846.33105	38045.04411	24295.88325	23881.50479	24760.92111	37866.24797	31315.19518	15295.86173	30408.90912	43435.76071	28947.93314	34764.76045	32147.236	36770.98104	47155.73817	24663.11514	33927.23667	34115.789	27945.84666	28151.88219	3758.07868	22230.39464	45671.0053	35690.16497	40517.31036	33857.15944	31131.34355	41010.11882	10854.96167	33163.76227	27980.86947	18066.69331	28702.38866	33325.85394	15240.28044	34549.53387	22287.36135	20431.52677	27606.00401	35945.00151	34176.49033	20275.83292	28869.56569	45219.20164	27397.82368	32336.26547	30858.02459	34618.11874	42187.91729	23348.5111	30261.79789	32602.81443	26791.60858	26972.70854	4909.4908	27632.23946	41468.02592	37201.48228	36556.35768	26763.14774	35192.68068	41046.31048	28856.76144	37099.96259	35285.08682	28333.28231	27177.41231	36759.85923	27346.70678	35708.35848	30926.90894	29982.43511	30996.34612	31276.76812	35674.90324	18379.04554	35821.237	37330.77711	33777.91767	24551.3272	32903.93929	27790.92422	39013.53472	34421.15966	33310.32448	32097.61407	32751.86195	33228.12357	2822.30689	27739.79833	38357.06648	34869.33559	33047.29379	24860.76604	35194.04948	40807.16822	22030.44373	35507.85829	36964.0367	27582.49931	27611.73658	39034.40322	25273.71843	33544.33695	27326.36204	30385.95317	32732.14355	25646.09445	36502.11927	25110.28806	36242.37841	36159.0041	33529.08685	24658.10578	31585.49687	24873.34781	33710.14064	34116.05213	31785.12059	30350.58193	31995.73076	34328.27041	4962.6932	31877.51316	37674.87186	34879.06417	24848.20523	25886.33935
300	360	30563.68911	33176.90249	31343.71778	31703.88282	37496.63434	34775.54831	40722.87185	38275.94569	32822.27073	32570.76633	20655.28955	32645.4452	31109.84797	43921.40787	32679.02233	25166.24124	35263.8511	31147.38568	30933.18702	31411.62305	32822.01347	31904.96836	36443.21323	36126.39531	37006.91219	36142.89824	32580.15652	31983.4651	35041.37055	25262.50037	29502.71615	26517.1776	35202.82422	23200.572	26414.37719	31704.81481	19676.93231	19347.87008	37031.53445	36326.29952	36869.12086	31644.07008	37636.79842	17615.83723	32191.56056	30954.28478	18394.56218	26013.99032	31852.53674	16183.80848	35529.63102	22182.11557	22736.80694	21948.15931	35098.31538	29204.70768	14667.27468	28678.80983	41240.91929	26910.4171	32767.34302	30333.02917	34437.86938	44011.58934	23185.05608	31768.18539	31540.63883	26495.80978	26493.66145	3365.32357	21706.71978	41433.33426	33388.28429	38538.70332	32639.62347	28842.97772	38634.12611	10337.4162	31060.97075	25673.08952	16761.60457	26609.71112	31422.64758	14469.0152	32546.2964	20478.65201	19529.35592	26208.27702	33615.1005	31354.25621	19623.44849	27583.33035	42387.06011	25156.19815	29981.10162	28955.24719	33056.27565	40378.44061	21934.88399	28487.54667	30405.34139	26001.9493	24889.50338	5073.00413	26828.87691	39048.43608	34628.25757	34426.51678	25344.21645	33381.49978	38002.86984	28298.02399	34893.21101	33333.00224	27090.02598	25257.14809	34518.43805	25245.60331	33522.86625	29229.72957	28592.74813	27782.65623	29093.10259	33396.11604	17734.38415	33728.85932	34788.50577	32079.2662	24114.95858	31640.03709	26352.4933	38174.93374	32374.27867	31702.22426	30292.12664	30780.79784	31443.37398	2508.22493	26957.25895	34431.75872	32648.96959	31275.09641	24146.12699	33460.47797	38506.1249	19896.10629	32799.45996	34199.75918	25928.87496	25922.71938	36782.29012	23165.03837	31963.24542	24551.89532	28458.74433	30724.29998	23762.4866	34100.6065	23125.98929	33731.722	33905.22965	30631.2202	22590.46832	30294.28082	24241.62976	32316.91353	32034.58718	30698.81737	29168.60314	30870.88545	32084.61308	5280.61071	30427.86519	36540.47736	33278.06358	24582.28178	25219.14303
360	480	28182.55536	30618.45899	28996.15869	28781.71743	35359.49953	32274.78678	36895.47483	35019.99306	30165.36335	30953.27213	19831.82395	30676.88552	30020.9616	40132.95339	30848.14507	23497.6672	31953.98403	28153.43661	28330.39671	30490.20035	29942.67268	28897.62142	33856.26853	32726.28137	34548.78097	33674.90407	30343.95364	30171.99904	31113.68939	23197.43425	27359.88954	25114.08292	32640.20443	20731.92531	24228.78263	28225.23737	18305.3312	17864.08971	33637.19357	31367.63358	32793.1627	27865.6453	33266.81515	15600.49212	29091.09458	27798.20639	16549.97105	24042.25105	27840.15536	14968.21109	31277.27843	19900.87643	20827.47477	20951.09273	31002.68476	26013.23742	14629.17658	25819.48885	35814.75198	24180.91172	29338.51483	26729.95436	30228.6026	38858.93761	20896.97923	28158.69662	27671.94908	24313.89041	23329.29097	3546.86004	20711.75099	36230.44595	30653.40462	33746.61004	29712.22297	25229.93057	33626.90523	9758.23695	27870.49615	22818.67616	15145.90925	25075.7811	27222.65668	13775.04083	28667.6739	17990.09794	17695.3668	24193.9505	29824.02836	28357.64578	18596.38462	24949.09215	36775.10897	22285.98125	27486.91482	25640.12109	29055.63257	36453.80632	19804.60757	25335.48514	27124.44684	23385.70754	21824.86154	4963.62654	24803.93462	34401.97795	32297.46533	31189.38734	23419.53471	29456.68317	34179.00264	25148.27415	31553.8298	29908.56072	24530.53839	23493.50089	30367.80985	23317.79396	29776.68914	25899.4474	26107.2415	26333.22382	26689.89287	30037.83531	16858.77565	30146.83049	31056.51735	28805.20881	22108.73114	28142.36161	24034.60614	34343.70982	29004.38784	28736.80524	27138.39848	28009.62948	27857.87375	2635.9027	26212.0231	30120.46336	30415.55554	28401.87543	22705.97163	29680.16396	33536.11691	19332.41807	30068.62259	30586.91695	23115.63297	24067.31398	32758.91156	21142.30745	28319.67291	22174.88557	25767.05976	28333.88799	22397.8947	31292.68819	21597.68431	30614.4554	30001.38446	27637.8322	21355.27432	27181.81919	21706.71261	30236.9469	28828.9704	27831.37619	26573.01896	27569.17407	28614.5568	4908.01503	28113.29861	32301.13317	30856.41752	23053.43868	23613.6415
