index	name	volume-mm3
203	parasubiculum	43.0
211	HATA	26.0
212	fimbria	80.0
215	hippocampal_fissure	123.0
226	HP_tail	555.0
233	presubiculum-head	105.0
234	presubiculum-body	142.0
235	subiculum-head	158.0
236	subiculum-body	220.0
237	CA1-head	428.0
238	CA1-body	99.0
239	CA3-head	58.0
240	CA3-body	67.0
241	CA4-head	94.0
242	CA4-body	104.0
243	GC-ML-DG-head	92.0
244	GC-ML-DG-body	108.0
245	molecular_layer_HP-head	236.0
246	molecular_layer_HP-body	190.0
7001	Lateral-nucleus	481.0
7003	Basal-nucleus	297.0
7005	Central-nucleus	34.0
7006	Medial-nucleus	21.0
7007	Cortical-nucleus	16.0
7008	Accessory-Basal-nucleus	176.0
7009	Corticoamygdaloid-transitio	126.0
7010	Anterior-amygdaloid-area-AAA	21.0
7015	Paralaminar-nucleus	31.0
