region	acq	desc	success	VT	VT-se	AIC	BIC	RSS	reduced_chisq
ACC	acq	NA	TRUE	2.006453131482301	0.002438027122662411	18.60020828781249	20.05492823717649	2.0078147481905964	0.20078147481905964
Amygdala	acq	NA	TRUE	2.0354526004748457	0.0048152239895391455	36.11057848765488	37.565298437018875	8.638633903983289	0.8638633903983288
Caudate	acq	NA	TRUE	1.8798942759635482	0.005321580127448139	32.86084435320814	34.31556430257214	6.589208792559512	0.6589208792559512
Frontal	acq	NA	TRUE	1.341533839862436	0.002555358329461056	16.137823897130026	17.59254384649403	1.6353359242015673	0.16353359242015672
Hippocampus	acq	NA	TRUE	1.9314314029466157	0.0022308203273352684	15.160816842108233	16.615536791472234	1.5074673437859325	0.15074673437859326
Insula	acq	NA	TRUE	1.9172679976224514	0.0021403221234187675	15.671265094072233	17.125985043436234	1.5729743872726814	0.15729743872726815
Occipital	acq	NA	TRUE	1.5680234594599551	0.004186693607371999	29.377563509136788	30.83228345850079	4.929117055693392	0.49291170556933916
PCC	acq	NA	TRUE	1.9676384246939973	0.0036803224494399655	25.91077794047473	27.365497889838732	3.692342492367792	0.36923424923677917
Parietal	acq	NA	TRUE	1.259284482832794	0.009785868812676573	42.976139855307224	44.43085980467123	15.307984749526918	1.5307984749526917
Putamen	acq	NA	TRUE	2.264621456824176	0.0019825399055610304	16.139868114636535	17.59458806400054	1.6356145297917675	0.16356145297917674
Temporal	acq	NA	TRUE	1.483432075293049	0.0044154501832967775	29.077409837022245	30.532129786386246	4.807355158535438	0.48073551585354385
Thalamus	acq	NA	TRUE	2.156855253155276	0.0014877862227661164	10.640017554925347	12.094737504289348	1.0342719124694342	0.10342719124694341
