index	name	volume-mm3
203	parasubiculum	25.0
211	HATA	23.0
212	fimbria	71.0
215	hippocampal_fissure	171.0
226	HP_tail	469.0
233	presubiculum-head	85.0
234	presubiculum-body	117.0
235	subiculum-head	130.0
236	subiculum-body	151.0
237	CA1-head	366.0
238	CA1-body	90.0
239	CA3-head	57.0
240	CA3-body	48.0
241	CA4-head	70.0
242	CA4-body	79.0
243	GC-ML-DG-head	83.0
244	GC-ML-DG-body	90.0
245	molecular_layer_HP-head	190.0
246	molecular_layer_HP-body	124.0
7001	Lateral-nucleus	392.0
7003	Basal-nucleus	249.0
7005	Central-nucleus	26.0
7006	Medial-nucleus	8.0
7007	Cortical-nucleus	8.0
7008	Accessory-Basal-nucleus	131.0
7009	Corticoamygdaloid-transitio	109.0
7010	Anterior-amygdaloid-area-AAA	16.0
7015	Paralaminar-nucleus	25.0
