index	name	volume-mm3
8103	Left-AV	117.0
8104	Left-CeM	66.0
8105	Left-CL	16.0
8106	Left-CM	229.0
8108	Left-LD	23.0
8109	Left-LGN	271.0
8110	Left-LP	111.0
8111	Left-L-Sg	24.0
8112	Left-MDl	239.0
8113	Left-MDm	726.0
8115	Left-MGN	111.0
8116	Left-MV(Re)	8.0
8118	Left-Pf	46.0
8120	Left-PuA	232.0
8121	Left-PuI	176.0
8122	Left-PuL	197.0
8123	Left-PuM	1106.0
8126	Left-VA	385.0
8127	Left-VAmc	6.0
8128	Left-VLa	510.0
8129	Left-VLp	787.0
8130	Left-VM	1.0
8133	Left-VPL	824.0
8203	Right-AV	124.0
8204	Right-CeM	80.0
8205	Right-CL	15.0
8206	Right-CM	213.0
8208	Right-LD	38.0
8209	Right-LGN	201.0
8210	Right-LP	114.0
8211	Right-L-Sg	16.0
8212	Right-MDl	241.0
8213	Right-MDm	728.0
8215	Right-MGN	122.0
8216	Right-MV(Re)	11.0
8218	Right-Pf	42.0
8220	Right-PuA	198.0
8221	Right-PuI	130.0
8222	Right-PuL	137.0
8223	Right-PuM	936.0
8226	Right-VA	391.0
8227	Right-VAmc	8.0
8228	Right-VLa	561.0
8229	Right-VLp	814.0
8233	Right-VPL	832.0
