index	name	volume-mm3
8103	Left-AV	138.0
8104	Left-CeM	90.0
8105	Left-CL	13.0
8106	Left-CM	293.0
8108	Left-LD	19.0
8109	Left-LGN	271.0
8110	Left-LP	117.0
8111	Left-L-Sg	12.0
8112	Left-MDl	314.0
8113	Left-MDm	843.0
8115	Left-MGN	95.0
8116	Left-MV(Re)	6.0
8118	Left-Pf	50.0
8119	Left-Pt	1.0
8120	Left-PuA	258.0
8121	Left-PuI	198.0
8122	Left-PuL	298.0
8123	Left-PuM	1287.0
8126	Left-VA	481.0
8127	Left-VAmc	5.0
8128	Left-VLa	638.0
8129	Left-VLp	944.0
8130	Left-VM	3.0
8133	Left-VPL	946.0
8203	Right-AV	147.0
8204	Right-CeM	96.0
8205	Right-CL	6.0
8206	Right-CM	280.0
8208	Right-LD	18.0
8209	Right-LGN	215.0
8210	Right-LP	127.0
8211	Right-L-Sg	15.0
8212	Right-MDl	313.0
8213	Right-MDm	965.0
8215	Right-MGN	123.0
8216	Right-MV(Re)	14.0
8218	Right-Pf	58.0
8220	Right-PuA	232.0
8221	Right-PuI	129.0
8222	Right-PuL	195.0
8223	Right-PuM	1129.0
8226	Right-VA	527.0
8227	Right-VAmc	10.0
8228	Right-VLa	714.0
8229	Right-VLp	1030.0
8233	Right-VPL	1013.0
