index	name	volume-mm3
203	parasubiculum	51.0
211	HATA	20.0
212	fimbria	116.0
215	hippocampal_fissure	171.0
226	HP_tail	1.0
233	presubiculum-head	131.0
234	presubiculum-body	87.0
235	subiculum-head	190.0
236	subiculum-body	155.0
237	CA1-head	488.0
238	CA1-body	120.0
239	CA3-head	79.0
240	CA3-body	87.0
241	CA4-head	108.0
242	CA4-body	95.0
243	GC-ML-DG-head	106.0
244	GC-ML-DG-body	95.0
245	molecular_layer_HP-head	269.0
246	molecular_layer_HP-body	157.0
7001	Lateral-nucleus	582.0
7003	Basal-nucleus	363.0
7005	Central-nucleus	6.0
7007	Cortical-nucleus	9.0
7008	Accessory-Basal-nucleus	159.0
7009	Corticoamygdaloid-transitio	134.0
7010	Anterior-amygdaloid-area-AAA	28.0
7015	Paralaminar-nucleus	27.0
