index	name	volume-mm3
203	parasubiculum	59.0
211	HATA	54.0
212	fimbria	62.0
215	hippocampal_fissure	110.0
226	HP_tail	534.0
233	presubiculum-head	128.0
234	presubiculum-body	148.0
235	subiculum-head	188.0
236	subiculum-body	254.0
237	CA1-head	627.0
238	CA1-body	150.0
239	CA3-head	113.0
240	CA3-body	125.0
241	CA4-head	126.0
242	CA4-body	134.0
243	GC-ML-DG-head	142.0
244	GC-ML-DG-body	126.0
245	molecular_layer_HP-head	323.0
246	molecular_layer_HP-body	248.0
7001	Lateral-nucleus	726.0
7003	Basal-nucleus	438.0
7005	Central-nucleus	46.0
7006	Medial-nucleus	3.0
7007	Cortical-nucleus	22.0
7008	Accessory-Basal-nucleus	243.0
7009	Corticoamygdaloid-transitio	160.0
7010	Anterior-amygdaloid-area-AAA	32.0
7015	Paralaminar-nucleus	33.0
