frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	35.60456	14.20792	4.91949	14.90121	43.59176	17.99512	9.54676	12.79305	6.14663	34.79588	3.20191	6.87784	4.51402	4.85003	4.82086	9.67316	4.36798	20.85174	5.00241	33.70498	89.53923	6.43032	5.1866	4.67482	54.43873	89.85968	54.66469	128.7718
30	60	4697.45733	4008.18652	3451.06685	4704.33971	3518.37367	4689.82501	3961.69231	3407.24318	3890.5483	3971.57218	2489.17384	4741.84012	3042.63124	4222.74452	3392.278	4943.86999	3416.91309	4124.95578	3248.68259	2966.12156	3962.29845	3054.90384	3297.86043	3798.70263	4013.3081	3898.77993	4440.79935	3565.65854
60	90	14004.91735	10622.55191	12474.01063	16766.74057	13625.83144	15793.21197	16890.89198	15532.5511	15806.48235	13116.0465	13036.84717	15060.77837	12705.66768	15753.85741	15621.47733	15303.76563	15468.02666	14897.64473	15152.46053	12696.03814	13877.20288	11234.38071	9441.33633	9628.51944	12066.67603	12340.50437	17509.99003	12885.38472
90	120	23966.9423	20754.93046	21140.10641	27154.80973	25665.37012	26320.56305	27560.46971	26045.76731	25603.24044	24908.77203	23820.49875	29595.21692	20818.32414	30173.43038	23954.97207	28365.13553	24309.93989	27536.62027	25050.30895	25343.88988	23683.81404	23780.08628	22205.55547	21981.65856	23698.93379	20805.04139	23915.6849	24220.81274
120	150	28280.84102	27516.92519	29746.82176	34380.90104	34437.55235	34153.87051	34229.30911	33829.8101	34856.28049	33793.17122	31969.7647	32869.19626	28274.23247	36533.58969	31922.85143	36111.40135	32357.61973	35238.27922	33556.03368	34853.71839	37340.31443	30911.43455	28069.41107	26825.0348	30868.61632	28956.53968	41112.7264	35100.19284
150	180	30598.97187	30363.53446	31404.92708	38305.51034	35856.78213	35945.56099	35927.62302	37854.17023	36363.50805	37529.45574	33516.74174	39779.96682	32276.23079	40192.06965	35201.42082	38787.26261	35596.99733	38687.99635	35522.89271	38746.6122	39600.74141	33919.0089	33826.46745	35443.16442	36141.53665	32293.42399	37971.42139	34843.745
180	240	32711.05547	29475.21171	34008.97244	38186.82996	35767.00257	38869.6973	37979.58218	41107.14125	39449.79871	36673.91995	32298.55487	38425.62313	32154.78867	41144.08105	37151.34093	38763.50567	37311.1189	40678.92947	36617.8231	40784.02967	39289.89823	37383.83164	35121.23893	35560.63201	37529.04402	30964.3159	37120.84505	37367.87695
240	300	30622.74213	26737.47885	31920.99313	36178.88355	34361.40031	37042.01243	35087.91835	38074.88734	37945.8272	36382.58696	34912.83632	33881.58314	29765.84008	37739.53083	34181.98764	36435.9044	34398.43637	38084.44532	35227.8799	40629.67212	42072.94527	36554.07509	34459.40638	34100.09002	37319.15455	31289.00307	37423.12435	38686.62476
300	360	26974.02813	27711.29588	29477.81453	35731.47261	32292.64257	36253.90314	34942.57369	38904.27423	37808.68197	36115.4779	34453.22601	34395.78485	30598.5577	39136.95332	35525.12612	37387.723	35617.23924	38901.45847	35879.20389	39271.1988	38991.16071	31879.41619	30696.03333	30402.4739	30424.37091	28773.7726	35628.646	39906.1371
360	480	26693.5596	23671.49145	25412.2793	32443.78832	29347.08689	34774.72326	30572.47114	35629.96676	32765.57213	31862.29094	29205.76169	28521.24889	24802.04012	35237.38457	28753.14101	33705.93112	29087.41769	34633.04218	29588.45773	37402.65076	36460.17717	31131.10681	30367.90326	29946.29998	31316.4588	26944.82416	31586.38322	34382.75834
