frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
480	600	35377.10199	36440.46382	39373.14453	44362.97467	27175.09345	32534.25424	34613.62809	34326.48061	45824.95098	38169.28948	38847.99046	32076.51719	37478.80361	44045.36809	36548.1753	37371.17409	32901.31012	33532.12572	35691.68197	38451.8806	40789.60425	28191.07812	37941.01704	38030.68517	39106.73452	39398.89431	41375.57016	34497.14648	31312.09644	32462.96537	32758.75089	44018.8723	37196.97179	38360.55286	33704.38135	33763.32482	41862.55	35391.20051	34481.5485	31503.6362	36430.56982	38123.07148	39115.29237	39881.73241	24367.64648	36490.86887
600	900	29806.29299	32250.24285	32500.92866	35561.78944	21385.49745	28075.23421	26874.82263	26640.73298	35075.30675	30030.17478	33300.7878	29588.32246	29428.3582	34776.9709	30060.89701	30024.39116	25562.40303	29071.32634	32005.42546	31796.91543	32218.28533	25727.55273	32766.61221	30443.32781	31858.87303	32944.73054	34431.70069	28743.98223	26978.95135	27648.27681	25749.55362	36038.20182	29822.44627	30100.36155	29185.36865	29748.34464	33071.36835	29121.02592	28237.59823	25030.27904	29864.46803	32190.44238	32639.24429	34017.36757	24141.95215	31224.43186
900	1200	22813.58042	24184.80243	23371.36161	26638.35581	16562.48685	21632.66565	19511.82207	20369.54227	24613.01585	20879.8996	24565.87777	21827.57012	22332.21949	24902.29319	23247.40149	23518.09265	19264.91991	24158.22237	24216.69857	25408.31771	25550.78753	21912.01259	25504.25497	21340.05862	24135.38005	22130.85566	26573.47555	19276.22051	21161.77717	19994.06179	19180.29705	25697.40461	21331.96313	23261.82969	23831.60986	23497.08519	24206.57511	20955.62447	22096.85044	18509.83551	23241.40654	25274.63184	25931.25886	25655.22441	19445.51855	24299.25079
1200	1500	17908.57402	19558.47945	17808.00684	21287.61307	14301.24977	19043.44396	15126.2246	16558.94517	18722.2279	16578.00725	20388.46195	17147.10615	19131.89613	19046.23663	18763.9819	17629.61277	14784.64092	20077.86182	20478.28955	20824.59785	20266.58468	20302.97786	21001.10558	17282.96991	19678.5055	16452.29413	20527.72426	15732.28203	19226.60215	14933.05701	15670.04608	18947.56269	16606.80754	19085.18017	18835.67952	17981.52821	17989.22886	18129.72757	17876.70893	14725.01102	20181.85595	20978.55703	21209.74888	20320.95824	18562.18262	19708.88412
1500	1800	15191.07542	17063.83006	15895.48251	16576.11112	11645.72048	17375.91141	14346.19078	13271.4126	16092.3095	13754.89138	17178.26653	15522.0457	15479.7899	14688.42042	15860.55946	15230.25227	12512.64054	17777.04805	18164.17301	19362.86361	18308.54932	16439.63856	17593.56675	14343.71073	16262.51719	14135.41076	16658.5692	13475.25928	17508.13225	13213.81049	13268.12083	14812.17099	13037.53335	15828.2086	15775.86043	15181.53968	14452.21837	14545.01195	13914.71478	11599.72384	17874.22375	18323.69277	18564.98661	17637.38271	17218.88574	17421.04185
1800	2100	13357.95662	15328.9485	12715.6869	15333.63759	10794.61283	14352.25241	12301.42023	11084.98744	13105.46951	11605.17643	14941.91373	14237.94434	13529.84309	13627.21966	13679.44839	13473.03301	11169.08344	16783.21634	16556.58927	16371.56297	15644.08998	15258.14746	16313.20114	13623.27281	14791.37275	12990.98892	13518.67026	13109.94668	14140.93686	11319.33873	12556.92853	13079.84226	11420.08451	14080.9797	14874.08968	12423.48423	11813.30803	12817.06906	12933.47758	10552.02936	16025.14133	16763.29521	16238.58838	15369.32524	15185.77197	14673.67719
2100	2400	11629.40862	13764.62506	11393.47033	13056.9216	10969.529	13640.85302	11050.35987	10187.67557	12540.23095	10557.13701	12263.50185	12786.30107	11782.47474	12211.71168	12410.36999	12813.4945	10361.10966	14220.43681	14812.62207	14472.45739	13561.37796	15036.22852	14628.46647	11703.97161	12513.69029	10937.45431	13082.08712	11575.67119	13182.20598	10123.45764	10121.02783	11644.51265	9956.69706	12806.76479	11615.34627	10476.39544	10342.57932	11074.59001	11948.8506	9109.8435	13758.02101	12923.32041	14159.30021	13275.86487	13938.75342	14120.15397
2400	2700	11859.39918	11558.96475	10930.95299	11182.5934	10299.19989	12745.97656	9893.32247	8937.32547	10830.40039	9642.96954	12106.69805	11245.04824	11474.81508	10710.96893	10651.25913	12475.44677	9310.86221	12513.62646	11849.52384	13371.54676	12676.61638	13718.77279	13432.33013	10520.13964	11173.46914	9396.62307	10318.53088	9393.21982	12310.61274	9547.88133	9173.71609	9561.51952	8763.14848	10225.30524	10570.57853	10475.94034	9442.3643	10105.45815	10064.31687	8439.13249	13022.28578	11598.4248	12774.69162	11965.74278	12824.74219	12272.54761
2700	3000	9586.18231	10859.48501	9017.764	9920.5716	8603.93765	11087.69987	7995.57346	8126.59637	9800.33011	8651.17032	11002.22712	9421.49473	9893.26248	8639.1783	9225.36509	10156.24055	8182.81242	11884.10285	11206.50675	12070.25085	10926.36921	14146.6454	11174.40892	8982.10691	9917.28209	7948.49373	9281.06326	8189.98892	11520.51631	8096.18276	7916.88543	8862.27178	7752.43102	10215.21294	9388.91284	8300.04639	8167.27391	9255.10528	9952.61708	7290.22958	11539.71757	10990.09932	11580.41532	10643.21465	13296.06738	11696.17025
3000	3300	8947.85258	8273.03047	8406.86377	8941.5338	8071.78647	11038.5049	7507.12171	7176.70986	8632.43876	7298.16692	10724.49449	7997.26558	8529.12635	7538.63298	9055.67401	9166.06735	7096.66887	10505.27304	8628.48446	10778.12057	10298.10013	12743.41645	10628.87848	7725.11947	7325.94145	7961.8971	8326.23637	8675.08716	11687.99748	7785.56007	6453.58034	7445.49612	6633.22608	8305.19414	8522.6637	6662.81985	7266.27327	7387.19124	8899.15448	6497.30078	9770.82078	8660.704	10510.36476	9652.50105	12302.49561	9968.7992
3300	3600	6776.63027	7756.48052	6224.51246	6741.33931	6296.87076	10570.23201	7161.85823	6177.4118	6588.0717	5592.29493	9073.77887	7439.40127	7145.75574	7174.96555	7875.76469	9467.56112	6698.99023	8463.51202	9118.10311	9595.78156	8742.88571	10574.56261	9906.91526	7555.70118	7416.02184	7074.50809	7992.10104	7608.23232	10583.63139	7594.63771	6089.58416	7489.4374	6212.57892	9661.33666	5647.83936	6188.09382	6679.25352	7815.39459	7013.78964	5755.30804	9241.95629	7901.8585	9882.33713	9762.41523	11830.63867	9273.27774
3600	3900	7506.43819	6868.41751	7486.29441	7191.95335	7541.55611	9743.49325	6974.94025	5960.57565	6400.54709	5906.66517	9448.70215	7030.69072	5999.95295	7362.8118	7124.58792	7295.61475	6240.6546	9220.97402	7310.43172	8775.1606	8574.34945	9107.41016	8657.11854	6014.89422	6190.98448	6520.8621	6179.16274	7387.49487	8668.65121	7304.95149	6800.52779	6630.46728	5754.34508	7455.55801	5587.17126	6077.91231	6304.67429	8666.56128	7222.38617	5982.99706	8062.0556	7120.48188	8143.75706	9033.4036	10794.26123	9234.95599
3900	4200	6915.10656	6507.5365	6833.44455	7129.78284	6076.44858	9302.94105	8099.07354	5023.25954	6153.34687	5811.51028	7840.33127	5401.41235	7350.34859	6790.79263	6999.29538	8016.3324	6049.48661	7690.59462	6816.13135	8857.60666	8480.36409	11277.23177	8571.80636	6138.34073	6652.63922	6881.3355	5868.20151	6729.16333	6610.78159	6377.95405	5691.93331	6738.5017	5502.44155	5268.33708	5629.69173	6081.18635	5510.51316	5775.61488	6879.64173	5258.47349	7627.91377	6432.69478	7955.2582	7480.42044	10912.33398	7464.65459
4200	4500	5885.8856	6762.74622	6192.68515	5793.74326	6832.18957	8521.24285	6143.39588	5989.04963	6019.85716	5254.08742	6763.75925	6390.38711	5538.8634	5717.31888	6302.78463	6722.48777	5059.43699	7335.11864	7625.23661	7697.40086	6818.52715	7926.4286	7055.39061	5481.92632	4751.76943	5160.55133	4781.06357	5497.86401	8387.0723	5583.41089	4935.06532	4897.30102	4280.07665	6119.90132	4909.72607	5295.08855	5019.68426	6698.86106	6339.66201	4922.16251	6490.66847	5251.01997	7067.29512	6532.51387	10133.52295	6838.99679
4500	4800	6274.77992	4860.52198	6632.44936	4702.63367	7247.40392	7512.35803	5328.55715	4794.53699	4943.39942	4179.77384	5315.09271	4837.87932	5451.6114	5268.03464	5417.869	6735.24857	5470.50389	5862.73829	4385.82979	6913.2319	6326.31279	10912.77387	6933.58959	4707.37918	4251.95942	4730.64795	7175.51508	5334.56133	8114.86426	5045.48837	4723.09197	4583.45721	4536.38056	6108.68967	3608.29626	7196.81737	5194.28016	5233.22278	5315.12407	4372.28693	5630.40352	4004.75388	6007.53931	6080.0067	7965.30493	7038.24869
4800	5100	4360.04616	5620.3683	4232.80704	5773.5778	4514.19719	8344.62115	5182.62059	4885.43108	4935.94452	4950.47102	6847.63643	5998.14502	5900.53765	5954.29772	7030.78953	6158.53185	5170.22974	5637.89036	6426.10164	5868.32459	6197.03411	8169.16151	7853.80035	5300.3276	5272.04682	5526.01977	4214.59655	6021.84746	6041.84455	5136.28402	4083.44624	5960.2356	5197.13632	3789.43159	4674.53536	3417.78955	4182.80577	4166.58425	5319.87998	3882.18593	5216.98478	5278.26104	5249.96712	5192.63448	10167.75586	5694.66652
5100	5400	4222.84222	4388.86987	4693.39902	5030.29186	4520.03936	5807.48638	5151.61863	3645.27075	5227.22483	4185.35542	4012.38686	4934.47969	4414.27404	4062.21497	4462.64153	5548.64232	3459.40023	5268.40406	4928.49601	6422.25191	6263.61858	8608.9656	6352.09151	3299.30832	5064.10831	3444.80683	4572.14024	4142.33118	6196.35316	3538.27807	3680.0607	4631.10508	4018.139	4504.35611	5728.75887	3858.26454	4592.10044	5839.70969	5297.99075	4441.77851	5653.22594	6424.90649	5569.27381	5230.09477	7630.75513	5743.10727
5400	5700	3561.99934	3014.37676	4763.08873	4041.76491	6340.57756	5110.59641	4128.41693	4542.745	3842.7714	3094.89525	5323.4388	3491.36958	5281.59105	5505.74325	6198.13783	6222.81158	4263.06625	4098.2803	2598.87681	5239.11516	5902.03509	9046.19694	8002.78768	4004.7903	3870.31439	3430.71336	4865.27692	3413.02502	5719.85047	5261.31826	4225.68086	3564.01754	3103.81624	3953.03544	4207.39891	4895.27899	3113.90413	4199.10024	3766.12234	3351.218	4300.95174	4145.83589	4399.2347	5220.2496	6799.43799	5122.08008
5700	6000	3285.27051	2998.61027	3077.95501	5290.78159	3552.00026	5402.60592	3974.66495	6587.65412	3701.02545	3547.2146	8169.94964	2211.50685	5251.18558	4192.09861	4290.04295	5878.7101	4481.75334	3410.31044	2177.37274	4562.35501	4513.89931	6014.27729	5267.77631	3414.36891	3027.04776	4023.79691	4761.32342	3939.64436	5282.7451	5720.26788	3346.79552	3147.57747	3072.27398	3097.35479	3677.81301	3194.77453	4653.48679	3661.98599	5665.46001	3988.78505	4379.41223	3623.07344	4669.8337	4879.39126	5862.61768	6209.20543
6000	6300	4054.57395	3808.01755	5477.9923	3865.43454	5975.27233	5707.53788	3934.94114	3344.27358	5788.11305	4507.46956	4685.95523	5726.48718	3909.33745	3585.29179	4623.45457	3946.30489	3512.04737	3640.71955	5344.37795	5853.81429	6976.61767	7327.854	5779.91547	2781.58544	3783.08427	2664.80688	3538.98667	2154.9536	5679.08252	4480.57896	2939.92647	3907.69826	3845.68216	2999.96826	6879.92383	2752.35765	3966.0983	2729.90161	5019.56076	3016.15577	3545.62659	5532.84246	3641.3576	3799.30555	7684.64478	5734.51997
6300	6600	4855.37977	6112.09875	5081.75994	4654.38916	4234.57719	3886.3412	4307.89143	2319.43734	5501.49813	4510.87323	3831.29569	5832.69326	4219.19542	4503.20233	3185.02861	4249.03051	5056.41285	4898.87587	7139.43494	6224.19103	5699.54178	3810.96864	4774.97831	3545.68356	3120.41959	3219.2893	2431.24552	3449.97004	3515.81111	2534.94381	2410.33494	2142.69793	2864.09819	1069.23088	3764.80332	3646.6686	3384.11332	1925.76557	4140.50422	3385.15028	3657.23959	3497.89146	3874.09093	3458.34135	6309.98315	4415.27683
6600	6900	3509.49854	3045.33258	2997.98861	3143.61483	4226.30732	5785.65538	5112.87189	2304.77673	3040.23388	3107.15316	3743.42858	2078.75765	3362.45464	2537.53717	3015.97201	5557.49996	2850.55352	3883.18986	2629.25403	4421.39138	4346.74157	6448.26562	4152.74148	3294.6907	2742.49554	3155.91174	4588.21342	3764.55894	4271.6533	4065.14134	3635.35103	3244.05453	3193.16679	4832.53002	2308.81308	3505.36949	4888.76938	3802.3898	5402.1903	4473.42689	4724.09169	3130.51743	6318.46351	4651.8659	4865.98169	5135.55657
6900	7200	1231.67801	4197.34393	2085.4848	3493.02458	4426.11416	4313.27749	4922.30906	3397.44503	4383.06746	3959.73846	4206.189	5716.48247	5178.27908	3127.97492	3760.62135	3946.66912	3146.9771	3685.16811	8158.77592	4183.45582	5067.58178	8351.15283	4546.90637	2972.19619	2354.90756	3271.08774	3952.67821	4215.12915	3001.19253	3347.3743	2619.9705	2657.89914	2531.96875	3446.87288	1783.12887	4743.15713	3082.20301	2396.81853	4497.65783	2996.64228	3753.1169	3433.38994	4953.20718	4058.1896	4427.5813	4263.60184
