index	name	volume-mm3
8103	Left-AV	120.0
8104	Left-CeM	95.0
8105	Left-CL	21.0
8106	Left-CM	300.0
8108	Left-LD	13.0
8109	Left-LGN	317.0
8110	Left-LP	155.0
8111	Left-L-Sg	14.0
8112	Left-MDl	261.0
8113	Left-MDm	935.0
8115	Left-MGN	96.0
8116	Left-MV(Re)	10.0
8118	Left-Pf	58.0
8120	Left-PuA	272.0
8121	Left-PuI	267.0
8122	Left-PuL	176.0
8123	Left-PuM	1369.0
8126	Left-VA	453.0
8127	Left-VAmc	12.0
8128	Left-VLa	756.0
8129	Left-VLp	1205.0
8130	Left-VM	9.0
8133	Left-VPL	1357.0
8203	Right-AV	188.0
8204	Right-CeM	97.0
8205	Right-CL	26.0
8206	Right-CM	298.0
8208	Right-LD	10.0
8209	Right-LGN	313.0
8210	Right-LP	131.0
8211	Right-L-Sg	11.0
8212	Right-MDl	240.0
8213	Right-MDm	918.0
8215	Right-MGN	107.0
8216	Right-MV(Re)	12.0
8218	Right-Pf	55.0
8220	Right-PuA	269.0
8221	Right-PuI	213.0
8222	Right-PuL	156.0
8223	Right-PuM	1303.0
8226	Right-VA	505.0
8227	Right-VAmc	10.0
8228	Right-VLa	804.0
8229	Right-VLp	1162.0
8230	Right-VM	2.0
8233	Right-VPL	1330.0
