frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
0	30	16.9678	5.34244	15.83708	26.97283	11.23183	19.91056	32.7973	17.63378	15.32867	38.2096	38.19425	19.20243	60.04081	19.45957	25.56184	10.54334	6.31038	49.51095	82.10668	32.94757	45.21195	17.50402	12.88117	34.67685	9.03797	31.36486	33.29159	69.2867	35.16557	40.9884	36.40856	329.39248	53.91444	59.9065	25.02405	6.21257	23.79545	7.17007	30.8462	23.86351	27.08179	97.01236	32.48126	24.74106	22.22696	43.24329	26.63363	37.25576	22.2891	37.67418	23.08952	18.38558	36.53513	81.14625	137.7525	17.12682	10.94026	21.47141	40.89505	21.8667	38.80226	99.80388	32.63428	35.4752	29.31579	41.46214	33.12386	3.73548	89.83741	85.04711	53.56681	31.49395	30.91703	38.58779	24.70392	61.38042	58.4693	16.74969	61.06621	51.0495	25.74669	59.39608	30.9094	31.39115	36.57283	12.34486	47.53368	21.34856	25.95938	31.45789	14.76607	27.30465	18.57694	37.03373	25.50816	35.8457	25.68003	35.76313	27.0332	61.00869	23.95757	4.15295	80.52984	102.28377	57.87617	8.94568	18.09317	21.57833	31.16291	41.53951	20.8022	15.09646	32.59066	43.81422	26.72638	39.25818	18.71444	25.6176	19.18704	25.52887	29.0888	55.65122	118.59367	11.98587	8.13812	15.45441	40.97902	25.36263	23.65493	37.55244	39.71968	23.82902	26.12669	28.25097	34.30339	1.91104	41.40239	47.6494	47.48724	34.78295	32.38599	38.25645	28.48819	34.94109	43.21139	21.31106	48.18963	41.974	17.04039	44.09737	33.1788	38.65248	42.00668	7.98928	38.75494	32.05825	17.67096	46.63207	17.99811	39.89719	12.06049	41.64699	18.5599	41.70836	21.89378	38.27059	22.48997	39.07283	18.95827	3.17986	35.45307	121.75713	39.39098	20.12309	27.68144
30	60	2195.44899	2703.92462	2987.73922	3736.77513	3646.82589	3691.96289	4499.86233	3316.95419	2951.49221	2970.14185	3333.19941	3764.75144	3525.39351	3569.52401	4780.41806	3180.16177	2476.79251	2071.51319	3957.28396	3037.5559	3737.55614	3443.26001	3613.77477	4005.00335	3305.45136	3821.63475	3862.03055	5272.43322	3324.02686	4182.35483	2753.57319	4609.09048	2462.2571	1955.61404	3198.95844	2110.67163	2724.46149	4069.68402	4751.74388	5009.70947	4703.008	3097.41563	3844.88019	4071.48473	3764.12156	4195.27692	4154.8664	5081.84202	4892.30142	4938.85649	4096.03426	3767.04896	4430.27299	4844.84389	5206.07837	4792.53787	4092.28298	4581.68942	4523.56671	4622.26348	4453.29283	4953.89655	4542.74647	4640.33919	4205.02149	4798.50496	4147.63621	5406.53762	3605.39075	5786.69742	4889.84598	4503.38403	4116.64912	4398.76472	4667.48095	2960.33123	4067.8556	4052.74945	3718.53043	4013.74078	4625.81453	4822.70156	4843.32501	5216.93393	4030.25685	4357.58041	4382.24764	4967.66477	4767.42865	4790.05094	4923.05148	4415.88425	4527.54973	4310.19566	4364.9218	5078.7864	4231.58391	4456.47683	4208.44461	4532.08093	4275.27186	4678.89404	3184.89185	5894.80666	4730.24422	3346.45981	2528.62036	3202.77231	3706.30675	3021.03631	2764.53935	3173.7999	2993.05112	2510.96841	3408.45242	3871.35562	4039.75347	3960.76393	3180.72439	3599.36996	3184.98887	3193.14949	4984.61803	3367.59541	3137.28393	4201.27005	3000.34302	3136.52882	2845.69099	2626.56336	3169.1162	3394.09693	3301.06414	3587.40768	3031.66021	5142.05927	3379.20109	4577.94137	3332.71789	2740.23305	2431.66985	3256.51478	3710.116	2828.41484	3188.20688	3428.37666	2937.24128	2450.03439	3779.81136	3288.5003	3689.2769	3675.42252	3156.99091	3636.95547	3031.6256	3403.20145	4308.26336	3566.54744	3855.00982	4045.1408	2568.29417	3187.71248	2986.43586	2574.92262	3158.27019	3171.28989	3500.12377	3728.18663	3062.16938	4523.89569	2758.28407	4580.51893	3207.536	1931.45593	1904.03153
60	90	8416.84927	10760.96419	12717.81641	15294.83894	14493.22491	14768.5293	17545.11146	12368.22837	11701.81733	10892.98671	12095.5069	14302.94979	12740.10023	13818.24151	17039.40189	12081.17278	10123.95703	8826.02266	14151.87007	12163.82453	15508.98086	14880.40499	15538.87507	15542.3005	13308.23125	13909.91281	12299.6416	17649.49297	11897.25876	13817.59502	10836.61502	8312.53634	8477.43699	9687.22582	10138.36183	8210.07246	8109.47425	15636.85505	16611.26718	18707.44294	19896.55576	11625.90265	15088.37795	15408.98146	13901.11119	16180.74253	16058.35981	17198.79844	18266.17325	17319.96232	15067.27413	14304.28286	16016.41393	17948.38958	17161.94258	18468.1167	17918.21895	15989.55635	18555.74511	17189.45835	16897.05332	17516.72378	17740.7822	17425.59137	15640.43634	16014.97437	15721.95551	17345.99331	13292.19514	20388.22863	17802.30592	17902.78185	17514.77367	16418.13071	18305.87791	11544.27978	14331.01291	15640.88469	14452.03602	15745.08319	16644.90959	16755.56684	17790.88882	17664.61901	15298.51862	13899.94511	16610.13196	17376.16362	16229.25636	17688.25027	18476.90942	15933.89465	18326.36843	15933.45939	16996.21302	18347.96821	16545.11339	17484.93443	15476.16653	16724.78529	15734.4412	17918.40922	12323.35136	21168.13846	16462.91907	12378.02308	9436.57216	12687.73404	16121.73587	12025.81349	11958.15648	12578.02252	10598.64731	10252.064	13235.42414	13033.76981	15406.93972	14453.81859	11600.26255	14288.99259	11226.10459	12983.94177	18165.21147	13691.82954	13764.15732	14878.92235	10943.08857	13044.28188	11342.32645	10044.89785	12550.64461	12859.83665	12830.59927	13018.56634	11618.94175	18570.67908	11862.93038	15448.62824	12311.09628	10990.66593	9680.01821	11898.44332	15870.03238	11864.67044	10868.145	13143.80395	11792.72756	9124.75395	14421.50184	12491.37667	13946.69539	13497.85212	12697.39761	13223.71054	11649.80669	12710.49679	15887.36607	13805.30924	14697.52558	15177.18322	10166.33628	12354.24681	11600.89673	10255.69991	12525.88754	12947.72287	13207.50107	14890.54379	11751.48531	17605.09753	11137.20786	17756.99613	11640.9341	7465.63304	7459.99717
90	120	16069.61492	19526.783	21826.99483	27518.86199	27802.89811	26890.45794	33510.41645	22713.4986	21385.95935	20496.46284	22719.53531	25322.97656	23669.3899	23975.2532	30755.04966	21149.89197	18162.10006	15627.14812	20864.42316	22849.00294	28149.57249	27023.75846	27048.47154	31139.36551	23073.45233	24332.23429	21025.03731	26625.50408	22811.22671	21663.9125	19579.12162	13478.85658	14549.93396	16873.44259	20258.27488	13971.28481	14274.77026	29106.94085	28901.70016	32681.33891	35720.87389	20227.93748	27117.96514	28364.36161	26621.93463	30257.79874	29342.87074	31604.95901	34193.43431	30849.72517	28193.57545	25795.08894	29333.15158	31725.87155	31561.17389	31602.96629	32705.91184	29095.47401	31484.24427	31137.96326	31600.59361	29482.44474	32440.48647	31250.25819	27965.83673	28995.90939	29186.99233	34303.61416	25065.2291	38310.61443	29839.12691	30923.65177	30373.86858	30161.17748	33641.56283	20697.11467	26417.0689	28905.51866	26016.88711	29293.39244	31636.22122	30733.09868	33313.51058	30885.516	27910.82594	24165.91157	28044.02335	30091.23777	31053.15051	30804.76186	34351.31088	28178.02275	31255.97043	28244.74434	30546.29548	29602.32005	30599.72953	31072.80074	28538.31161	28692.15126	28641.65539	31191.33372	22498.76507	37854.34337	28013.18496	23151.54953	17903.58211	23492.86472	29193.03294	21271.63747	22666.23996	22680.57298	20509.8965	18637.84821	25046.04085	24834.07119	29308.59444	26753.04447	21951.94368	24726.30199	20950.21913	22243.94332	30723.13183	23880.68616	26085.049	27158.28701	18432.71686	22791.68052	21890.00243	18141.39873	22852.7045	23280.35622	23339.04687	23819.62018	21947.15828	35749.27255	23465.73953	29232.20026	22526.81616	20109.75392	18492.78544	22397.35364	28602.0439	21208.17051	20880.08404	24272.67995	21446.24113	18330.84642	27101.70789	23197.95789	26358.45491	25026.29791	23359.73138	22395.97209	20343.60518	22779.892	28666.80525	25361.65251	27343.64572	26466.1723	18663.82715	22013.43129	21408.5275	18948.00837	23008.72553	23270.85752	23960.7258	25605.34723	21057.39794	31440.19795	21394.55824	31697.82225	21819.09953	14000.53724	13749.60916
120	150	21846.97426	26562.26137	31654.43654	39461.12178	38978.88174	37953.40877	45383.09294	32717.24846	29725.34348	28888.37265	31494.46667	33238.57105	33623.17939	30019.89571	38492.16981	30954.47704	24499.63061	20455.22283	33706.34812	32760.42381	40249.08813	38909.12162	40544.2004	43010.56283	32755.17161	33910.61648	32127.73348	39928.19629	31921.81365	33643.56523	26650.79018	17174.66843	20979.62217	21640.72937	23948.16383	18716.2911	17875.29872	39877.74748	41553.66046	46716.24325	50034.703	30047.33828	38073.30788	39227.63943	37358.33745	40551.29275	41637.42171	42928.96896	46789.84771	42174.4361	39128.22131	35917.78294	38542.31263	44862.60195	42918.19911	45169.52547	47355.75991	40835.74378	43660.29025	42684.39211	43532.40763	39237.66249	45093.45278	42866.0453	39910.57602	39127.85515	40599.37634	46356.63194	34447.95739	50742.25079	41219.3346	43257.46062	41170.59484	42547.31476	46575.42766	29420.48959	38954.65765	40790.69263	37746.25723	39677.15319	44427.73726	43100.63804	45656.377	43213.8631	39159.69411	34236.81653	38048.48154	43279.0838	42383.57497	43385.13254	47229.98596	38303.5397	43932.04994	39966.56639	42885.47311	40249.74426	43400.53741	42947.02254	39592.23699	39247.58063	39582.70353	43372.86875	31147.92566	48111.52954	38994.0551	32109.51831	23210.10905	32533.51423	41673.25916	31715.12498	31388.80467	31355.9292	29719.40717	26247.46288	35272.84234	32708.68107	40864.84004	35351.28052	30242.61656	33895.02065	28939.53033	32149.75518	44166.44818	33093.04352	36545.626	37515.0035	26910.83628	32156.78292	30241.40792	24863.79238	31721.35874	31770.38757	33166.37069	33090.46149	31371.71834	49239.04829	33433.46539	39925.72514	31940.55552	27540.23492	24590.29386	31818.23995	39969.02351	30850.31767	30795.97718	34245.97544	30662.91388	25284.66635	37769.76368	32666.36643	36692.24218	33441.55657	33389.24227	33164.79793	28515.34465	32506.25067	39081.44378	35213.78759	38131.33716	36796.67904	25431.26011	30941.31879	29746.78888	23936.2189	32531.20205	32209.29628	33991.38463	35562.1275	29641.35521	43250.76306	29651.85692	42761.03746	30358.41471	19141.57278	19475.35475
150	180	24097.68841	28929.27213	36166.24673	44540.85565	43469.0287	44517.44397	52428.52996	37807.11226	32672.31614	31430.58527	34920.02663	36048.74557	36776.41873	31575.95053	42424.1657	35181.67165	25294.76366	23176.99304	29766.72782	36522.99314	45398.5982	43738.06059	43918.438	48368.96133	37329.45135	35629.56257	32495.94498	47431.13108	35591.02802	37436.91445	28722.39589	16443.59677	22008.66402	21230.40934	26033.60003	18849.51595	20129.17255	46377.12706	46038.61637	52352.75738	55118.47661	33250.96989	43999.13476	44224.05576	43285.04261	44351.00074	47056.97691	47464.30542	51587.52349	46822.5719	44234.21964	40136.34005	43798.03715	47510.26652	48357.291	50112.08298	53988.51798	44337.17073	49896.73601	47010.84506	49204.37427	43444.81406	50279.59556	48027.44652	44291.69613	43403.57594	45505.29004	51321.24368	35877.45843	53812.4383	44121.95282	48232.13167	45091.005	47325.29508	50457.96798	32212.34045	43719.12095	45702.93456	42233.34567	42047.73839	49738.00231	46087.70216	50438.68913	47432.73747	44523.97868	37730.10236	42257.23107	48393.93237	46087.47188	46401.31874	53441.15491	42988.69566	48871.82423	43827.20491	47543.42024	44647.7118	48319.78608	47755.15802	45110.43613	43765.10397	44554.97893	49293.30297	34505.22241	52998.01936	41932.80641	37092.11549	28225.75229	35981.31668	46107.0522	35896.30909	35728.80696	36127.34229	34473.78273	27625.64674	40227.81535	37181.38676	45467.98088	40939.88149	34352.89687	37491.90525	33565.91714	34565.15624	50021.65842	37992.75444	42063.46703	40720.00798	29290.05004	36206.08578	34286.55864	27781.87768	35487.12569	36363.98172	37499.38378	37065.11124	35211.42187	53726.51205	35758.02355	43011.37747	35834.57088	30634.38675	28658.40432	34924.58073	44430.24503	33611.43343	33672.25856	38883.85608	35109.36398	28437.71406	42306.12669	35660.44711	40284.1503	37778.44665	37966.91065	34048.59008	31626.27715	35967.55608	45781.87543	39172.91143	42065.33609	41426.85522	29127.61798	34663.01302	33777.24422	27803.27379	36216.8578	36199.9666	38568.2815	39783.32163	33800.16194	50312.91221	35339.88728	47481.14709	34448.05454	21496.67496	21596.33477
180	240	23516.18198	28262.89031	36912.06561	45206.09853	45541.44585	45232.29144	52991.34348	38452.71748	34101.63653	32089.16411	35428.09545	36580.94361	37956.64954	30217.32607	45789.47987	34220.81286	25285.15119	22307.79065	32566.67589	37377.29174	45963.8702	45077.86235	44936.97769	50137.28526	39337.64763	36358.4131	34731.21402	44005.40098	35436.23892	38833.03477	28532.69932	16819.15353	22558.17474	22116.99595	24580.30361	19801.16251	21257.77679	46327.22598	44123.65333	52164.581	55309.89459	33988.02796	43190.14776	45335.0956	44109.54985	45198.43093	46878.78093	47846.79347	51496.01545	46942.16703	44901.05247	40754.07402	44054.66222	48450.23138	48652.15573	50808.38525	52609.88946	44268.8326	49472.59374	47149.2125	49854.48552	43562.4866	50661.66683	48250.53213	44991.47593	44237.00726	45400.63923	51239.08257	37860.57391	54218.72092	44568.22065	47779.46035	44109.57359	47506.14917	52069.5805	32963.9041	43210.78967	47009.19313	42832.47779	43920.17736	50551.02357	46921.51516	50434.61712	48010.33678	44654.77146	38499.76818	42793.9644	48149.98158	46470.39937	47539.60434	53815.21751	43052.6671	47799.34403	44077.03857	48026.00095	43460.57143	48900.70057	48582.9279	44836.29602	44199.90437	45578.61311	51940.16125	35428.75335	52424.50646	43264.45972	37922.7358	25797.42763	37370.34396	46722.02597	37354.27044	36339.80834	37389.09501	35019.50854	28870.34948	40540.67836	37696.67699	45873.81617	40782.24399	36254.1429	38672.94541	33634.86539	36490.3293	50679.5419	39265.06386	41886.48501	41841.88836	31133.22439	36030.97606	35571.68533	28766.48821	35919.81181	36824.52488	38740.34069	37882.42893	35575.51728	55994.82928	36354.14412	44009.30553	36219.93206	31932.76198	27242.24787	35540.7796	46460.7329	36115.34669	34777.10846	39685.28495	36491.64266	27318.10104	43410.59123	36764.38896	41089.55418	38108.98136	38422.7544	37093.36298	32506.57335	36554.58942	46972.17332	39496.78915	42977.57634	41381.77409	28722.32907	35005.88065	34344.3405	27284.99723	36888.99089	36829.31717	39761.28668	39942.80066	34940.63218	53445.57714	35353.11961	45135.63074	35400.11681	22315.3591	22206.16001
240	300	22613.74205	27891.74072	36261.16417	44252.6882	43754.79289	44459.10477	52131.9662	37998.24612	33161.18739	29280.5147	35238.45956	35001.26376	38356.25491	28942.83744	45448.2767	33962.53212	24772.47741	21778.31739	28820.14398	37267.03889	45059.60771	44721.19496	44526.29122	48998.9157	38778.32657	35030.4903	33156.82438	45530.13943	34904.41251	39647.18633	26427.43221	14799.93684	20896.73726	19911.99781	23805.68598	20640.3909	21202.12786	45004.71641	43826.89362	49925.91559	51985.37574	34211.01455	43067.91336	44093.65681	43694.27118	43560.02952	45226.13778	46422.83424	49641.83718	45274.68863	43883.5089	41046.54514	42408.8532	45867.45312	44987.56451	47129.73737	50069.36239	42480.51075	46408.05475	45567.21401	47889.20135	41333.84004	48540.56518	46444.92244	43127.94279	42531.04656	44100.85402	48044.04803	37724.03988	51668.3762	42981.17518	45833.03594	43032.00456	46307.4346	49451.36854	32129.36994	42909.83515	45150.7316	42002.71799	42761.31648	48303.45913	45192.59835	48733.10741	45998.26786	43412.28902	37600.91167	40874.12007	45117.63126	44506.89242	45118.65338	51043.58659	41443.70643	46851.49809	42286.57918	46688.10845	42200.06411	47120.05631	46510.48793	43264.65217	43375.18553	43785.71046	48137.78353	35251.7634	49458.3523	42176.05464	36809.23645	26984.74375	35716.15591	45293.5269	37546.34332	36668.00892	36731.22483	35218.82394	28782.98845	39130.57727	37378.49929	43938.28122	39455.8022	35512.62848	38062.18754	33182.37338	35999.72216	46774.01546	37551.92126	39688.37009	39835.03393	28324.68386	35406.00915	34305.54006	27570.97195	35016.15798	35881.40682	37401.7316	36953.29518	35320.59841	51381.17134	39237.58113	42284.09653	35913.11713	29632.1567	27326.80382	34898.4401	44823.7223	34984.57352	34791.44845	38551.39125	36071.24307	27801.30481	41612.9319	35874.6891	40120.73332	37237.82504	37124.80842	37957.06715	32567.02731	34570.68153	46638.37196	38708.13043	41221.24554	40179.14059	27719.31094	34317.09396	33353.81738	28081.95513	36173.80904	35927.84123	38185.63986	39501.27641	34204.8871	49270.02276	36250.05103	43202.26268	34899.99182	22308.78618	21986.38508
300	360	20980.92041	26072.57719	35338.58841	41778.84609	43102.39903	41631.85215	48579.05996	38037.1121	30817.5783	29362.44043	33793.71128	34723.48286	35654.13642	27648.35455	42825.2404	34408.74262	21946.87822	20180.93047	29170.13581	35560.91648	42439.66016	42498.05082	41765.91671	47062.09913	38747.6048	33518.19983	35243.66894	44972.0645	34421.4525	35928.99844	23577.10753	13946.77382	21870.5583	19649.01461	23407.2763	18989.85456	20440.53844	42688.51068	41911.70284	47341.58122	48277.64736	33036.02132	40953.20531	41121.96354	41059.6965	41329.19517	41916.127	43250.26882	45651.20795	42141.49003	41566.7772	38431.63283	39444.27398	44168.98776	42721.44855	45138.93028	45362.55921	39961.58443	44574.88321	42202.1632	44561.62845	39483.70249	45638.69424	43765.5595	40004.81276	40694.00555	41065.02775	45714.22194	35193.95251	47753.65435	40707.09938	42666.82627	40021.457	43232.17885	45865.26266	30822.97464	40615.82027	42296.71527	38983.46734	39033.80838	44737.40976	42079.98954	45423.67794	42998.19896	41571.73443	36315.63714	37468.54867	42522.47083	40609.55707	41891.32513	47903.54923	38283.73619	42758.77522	39838.7121	44288.83927	39354.90033	43995.30697	43102.23297	40092.91763	40482.32226	40796.53655	46225.7149	34654.27224	43768.26778	39972.87124	35474.72839	26038.56502	34250.23294	41751.52785	35348.00825	35389.11113	34644.98636	34441.81796	27750.89335	37002.93196	35693.49797	41224.66389	37871.04898	34654.54451	36622.50099	30871.47814	34338.75603	44601.2694	36527.49386	36737.00099	38064.57577	28632.05985	33414.5401	32738.92926	27461.84138	33751.20408	34232.49074	35285.29695	35341.20157	33145.13746	49988.1173	36705.03737	38975.0926	34163.01732	28583.54683	26871.00037	33553.14274	41630.277	34704.22599	33488.95663	36715.40981	34682.73214	26887.66734	39367.23479	34815.26406	37747.28288	35409.05724	35764.23838	34688.97043	30046.94973	33260.28419	41950.20623	36784.61898	39115.93087	37447.55069	26596.45581	32500.33712	32690.6309	26721.85436	34641.68966	34314.51581	35958.36846	36989.46618	32158.90569	48070.84254	34963.79456	39310.76483	34036.00295	21840.05119	22094.5833
360	480	19312.19186	22750.8888	32600.1145	37909.93929	40383.59767	37481.57645	43908.63723	36117.64424	29611.88492	26284.85561	31251.04612	30507.54304	34210.43127	24797.60756	39372.75555	32307.8269	20340.51887	18537.76661	28578.39778	33104.79013	38466.84827	40269.03344	38331.2378	42377.9926	35521.96368	30451.19249	32427.4142	39092.89506	32390.60764	31798.62031	21503.34123	13398.2542	20173.20652	18500.34788	21080.15784	17512.76656	19520.31839	38281.76939	35537.65145	41366.62197	42646.89617	29253.56738	37161.55288	36929.44979	37401.54294	35911.21592	37237.73501	38215.3814	39871.86188	38038.1479	37881.14648	35602.42311	35223.08058	38108.43376	37304.15885	39938.39622	40150.22707	35062.04728	38888.83911	37430.08931	39641.21294	36806.82224	40553.68211	38643.01697	35578.64088	36148.19276	36495.96732	40214.94037	33504.28445	39974.65802	36885.55224	39631.00246	36026.18421	37965.21055	40160.95804	28226.87505	37631.59597	37968.9634	36279.90113	34812.62682	39426.89124	38029.30815	39285.61105	38555.82746	37570.50871	32809.68947	33119.23891	37887.33957	36234.83852	37360.7207	41569.30536	34480.23585	38255.87946	35221.14527	38903.85808	35478.45966	39032.98817	38369.97222	35783.63311	36316.67073	36610.43116	39595.64653	31965.54362	38583.96939	35969.86423	32152.76926	24152.3665	31636.3098	37599.70346	32952.42997	32374.34292	31743.63593	31968.56777	25635.87788	33354.99314	33261.83185	36078.5824	34196.32294	32085.76348	33850.45805	29109.534	31424.59157	41396.32225	33328.58471	32875.80859	33830.88078	25766.96619	30530.47783	29783.24473	26350.90505	30975.1818	31361.81236	31742.53683	32325.22401	30593.85154	44567.43782	34654.55284	34180.90277	32193.82057	27289.67804	25146.49179	30618.30702	37033.27588	31021.78514	31726.37277	33290.81073	32748.36713	24847.54613	35121.77933	32225.92338	33459.43686	32473.06964	33187.30717	31392.18991	27409.73574	31456.13365	39178.8982	33844.10691	35181.48516	33733.84421	25225.20377	29610.79542	29598.52398	24915.86096	31507.60524	31231.4066	32541.92557	33807.89755	29586.00654	41502.09591	33627.63191	34779.43733	31324.37272	21189.97381	21151.8591
