frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pc	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
0	30	197.47299	296.60821	153.89011	341.56736	200.64846	641.78765	333.42434	699.62911	181.40224	237.07727	518.1161	443.46877	356.97919	407.31495	422.31226	179.45015	377.38249	456.44664	529.6209	193.25575	243.42417	353.30111	278.56124	121.29909	202.75062	144.40474	344.17426	221.61857	423.19834	252.26822	229.28032	169.09657	289.50576	353.17762	419.73751	87.46858	299.79024	422.54655	408.18984	296.70805	441.03298	239.79213	304.04968	185.55511	196.49231	260.48702	348.22321
30	60	6136.53968	5653.94858	9734.8365	8012.01158	13113.07096	10011.86905	10575.78294	8497.78618	7824.72377	9297.48935	7473.20796	6517.53524	8524.35046	10215.16319	9839.77982	8493.7452	11145.64934	5980.93442	5326.92109	5721.38466	6383.39177	6161.63086	6036.89823	6024.4972	7540.40107	8542.94083	6947.15327	9651.05146	10132.2526	10099.6562	6774.18994	8278.2667	9106.66979	8079.28863	8875.49482	7493.68359	7702.6498	8944.86284	7990.06705	8097.97625	9769.24885	6434.80749	8773.22872	6286.83383	6777.13391	6158.23901	6796.73095
60	90	14474.15784	14985.96704	20517.90655	16745.79391	24673.59418	19385.67028	25168.45516	17081.21319	18136.69291	20048.92035	16747.54927	15355.33569	20411.26126	22072.69393	18187.05345	17980.4208	22097.25467	14221.24385	13854.99434	14426.41728	16123.87899	17635.26228	16430.00101	16644.01693	14047.93221	23044.07139	15630.75559	25613.34728	19916.40349	25373.53054	15922.15444	18132.56502	19202.33713	16404.06882	16062.97344	11181.37305	19310.92509	19880.0005	18581.58901	18512.96178	20480.9709	15474.55814	14363.01367	14923.76041	14997.28432	15168.10596	15493.60025
90	120	24522.64151	23884.30837	36572.60991	24106.3705	40097.18496	28597.77955	38223.13285	28568.58933	27079.84854	31312.5214	24887.57573	28686.57845	28280.52571	34005.8155	30614.8724	28845.87037	36216.41458	22139.02114	23585.3375	20752.234	22363.26877	27180.81864	23683.7468	23116.27451	21247.61894	35567.3783	25968.94341	38656.22899	32350.2578	39827.82574	29161.26172	28110.02203	31075.99133	27575.63003	23938.27676	20028.92578	27265.03359	35295.58608	30336.95098	29734.03381	34506.94422	21964.62222	19532.5639	20306.67818	23225.12313	24655.16797	25024.11511
120	150	28664.06346	29380.4116	40524.51385	34245.88857	45443.07852	40333.57922	45268.61484	36474.75289	32139.92067	38609.80316	33282.32393	31775.75781	34229.44173	43372.22421	38903.91013	40191.21047	45808.48952	28663.49593	27927.53516	26007.05889	28484.26719	36238.32199	31403.93847	31849.04535	29234.14754	43274.63759	36724.21606	46419.96561	38011.31061	50979.12289	37597.96816	36447.32414	41092.73553	31366.65628	29524.49648	30449.35352	39544.42743	44819.64588	37587.46427	35744.45895	44603.1218	29088.71604	27444.16155	26915.97065	29524.7046	26400.24316	31257.2033
150	180	32223.28325	35444.04834	48517.6102	38454.5277	53417.145	37016.45102	55523.27083	41320.26698	38091.78987	43033.61653	32254.11885	37970.89681	41385.19709	50206.61036	39508.33611	40799.00394	50432.59837	33129.85477	35179.43867	30513.76876	32374.8616	38011.23661	32682.57047	31262.93873	31623.41957	50983.48821	37334.12085	53849.88253	37372.75453	55750.21907	34418.071	41012.24083	43038.22073	30860.05833	35161.11133	30837.41797	40654.21936	47933.79929	38110.15795	38913.73061	46882.9599	29760.22712	30829.88895	30567.04226	33477.34059	26897.50391	34449.86815
180	240	31551.8025	35582.9791	45360.31795	38217.67002	50164.51176	35567.31232	53385.10928	41328.13859	40218.779	44078.78498	31508.01165	35001.11979	41774.36136	50927.20525	39224.87855	42560.22692	50733.92213	32447.12036	33347.78555	30027.12962	33417.53743	39321.00056	34387.86084	31768.25216	34001.67773	47914.93575	37419.3775	50028.85575	36002.44095	53047.92771	36279.81348	40113.78254	43051.86902	29190.25166	34251.05352	32782.33594	41857.49043	49714.80532	35690.89891	38741.07705	46609.19195	30556.28685	31489.61635	29969.99063	33520.46643	29456.20996	34799.77807
240	300	32145.47094	33642.09531	46414.81984	36568.19198	49227.7218	33736.05252	52348.81417	39364.0681	39590.71369	42562.34126	32324.28064	35656.31673	40564.12997	47771.40049	38695.02068	42133.86301	48624.23949	31813.97707	32312.63945	30232.57215	33579.24008	40395.17969	33358.45843	33121.5951	33474.71691	47283.45878	38499.54408	50232.22571	34515.63891	51965.46425	38165.93916	37920.09246	40123.7306	30658.00671	32950.42402	33690.03906	39368.55457	47205.76476	36108.34213	39152.02821	44962.35292	32519.39572	31381.32701	31854.93013	34259.41793	27293.4707	34513.41035
300	360	30473.93048	34880.9397	42510.97686	37080.05996	45521.14367	31730.8257	53678.65027	39160.54789	37663.58568	40201.93421	29815.15097	36823.54492	40507.02124	46769.07462	37803.83429	41439.79253	46779.13209	30759.41728	34867.15781	29336.8291	33464.77287	38305.74777	33563.45727	31731.79755	32990.60997	44948.099	37083.88981	46842.65711	32556.03365	51357.19956	33715.69082	39728.8961	40829.98147	27974.39753	30681.28301	34189.69531	38881.39331	44990.82672	34348.55123	39466.50995	42880.46165	30874.29566	28272.62723	30319.7392	33483.42426	30771.04785	34414.72975
360	480	28864.83026	30528.70867	39211.32517	36004.0843	40501.83102	29212.89714	45780.0675	35281.98905	37639.52974	39482.21049	29045.42715	29349.62516	38262.35607	41855.98626	34646.04007	38919.07541	42925.45678	30607.9361	29224.20469	29011.25442	31590.93698	32530.3683	31029.76431	29492.8935	28998.6101	40520.01818	36945.21627	41143.74042	28735.67143	44280.39625	34587.27646	37764.00776	39048.04394	25127.0255	26847.9209	29879.58398	38737.44501	42779.70174	30687.78244	33644.374	40159.76052	29158.25457	27672.28934	28989.21153	31192.03837	29243.27734	30869.30822
480	600	28817.86338	28264.45928	36137.66915	32539.69244	37389.52109	27536.32036	40941.48807	33030.56921	32888.87156	34651.10874	25699.62544	27141.67415	35600.11044	38996.10945	31597.13632	35869.09102	39870.42455	28640.96779	27122.6875	26967.07902	29385.0047	27526.17829	29541.92227	29671.63241	28085.6701	36763.52546	34173.10037	35996.72389	26258.08085	37770.94231	30968.76738	34097.79954	35812.05739	23782.43633	25808.40566	26498.57031	35282.65636	38556.4162	29703.84532	32016.43971	35918.09902	28121.07891	26829.78823	26812.93063	29220.77717	25037.16602	28811.37054
600	900	24355.2232	25847.35691	30198.89441	30144.60345	29140.90074	22306.10851	32769.25422	30464.35428	30619.28875	30046.36521	24187.94345	24550.19987	31096.55664	33201.31754	27649.45943	29906.54914	32201.05786	24682.11957	25897.3293	25424.98325	27207.28786	27387.58901	26959.36497	25960.64523	26294.38821	31321.70656	28250.09423	30317.10933	21588.95724	32882.85167	27364.51592	29358.85809	30205.71309	21648.35249	24000.01113	25450.55273	30010.22243	31969.26387	24862.64082	28348.07259	30482.03845	25444.7592	25233.66769	24770.01672	26226.83453	24857.30859	26026.03897
900	1200	20643.9826	21055.29458	24092.6147	26754.23777	23308.20961	19050.27437	25505.24476	26832.00934	26363.81393	25386.51107	20319.40943	19282.37109	26847.13359	28516.15485	23431.59975	25630.97988	26732.13183	21449.36492	20883.72734	22722.99814	24142.49918	23264.31417	24276.65897	22151.05644	23208.56037	24822.81587	26419.60237	25085.5201	18740.91991	27840.52525	23304.44648	25147.15937	25082.47582	18757.45557	19974.07031	24372.58594	26700.12891	27087.69091	21099.34997	24888.79243	25711.0329	22899.49148	22687.65067	22914.88493	23829.18636	22926.58008	23418.45246
1200	1500	19134.63227	18932.57141	21569.01237	23612.94481	20557.90094	17684.10509	22532.2886	22087.76248	22757.29698	21671.99509	20235.87688	17285.20508	21875.26985	23841.50528	21564.05716	23014.63191	21962.84194	19868.2182	19384.70195	20751.1918	21839.21714	19707.01172	21823.64069	19958.95493	20096.98964	22917.45326	23914.41199	22547.02487	17413.88006	23633.18955	22149.58193	23683.82843	22610.35719	17036.49546	18058.88047	21146.56445	23668.85853	23928.56295	18601.29422	23069.26038	22138.10885	20173.35968	19337.51562	21360.44532	22749.93777	19679.3457	21831.14251
1500	1800	17175.78292	17234.80187	18645.13175	21342.95462	17727.41191	16450.49563	19629.19829	20743.23098	19872.54125	19384.3996	18051.39554	17049.41984	22220.20792	21536.10861	20011.87467	21489.76726	20313.25229	17857.80105	17740.43008	20103.58287	20251.52422	21463.04185	20377.79038	18068.07322	18530.10885	18916.61773	22146.48567	18619.82913	15071.54387	20338.81616	18662.31108	19870.66262	19957.27141	15443.05851	16652.24551	18505.60352	21468.19727	21223.65139	16817.61514	19543.86407	18951.3338	19550.99384	18381.20508	19763.6187	19998.41648	19789.64941	20270.65819
1800	2100	15100.88897	15081.40227	16688.6205	18675.75188	15774.43664	15442.03938	16218.18502	18991.59952	17621.9149	16336.82634	16234.37041	13903.33293	18461.25852	19055.21426	16813.86842	19166.53186	17531.23325	16075.84693	15851.1127	17757.99193	18125.43844	18389.71261	18251.02177	16788.41802	16359.98926	17689.68932	18796.07003	16491.45103	13352.9976	17650.08294	17279.35308	19609.64105	17967.03615	15349.32806	14066.77432	18712.79688	17860.84926	18624.2848	15813.64133	17790.70357	16346.77718	17089.38856	16196.7514	18108.55757	18685.71918	18654.78613	18295.6334
2100	2400	12232.27217	13739.47922	13322.03619	17421.9896	13097.71852	14598.64133	14980.41006	16871.74376	16081.79855	14553.15054	16232.06095	12561.88688	16801.36784	16753.3708	16412.17717	16694.21409	15472.29455	13927.29166	14814.62109	16172.07329	16700.87632	15371.60826	17466.14889	15365.23672	13685.02606	15039.21804	17666.26444	15139.34754	12771.01294	15582.707	14966.83647	16731.05996	15170.18564	13055.29487	12396.04131	14597.01855	15008.7645	16282.88539	14015.28188	16265.9757	14381.79615	15690.1962	14092.12123	17169.0968	17400.89691	17732.82324	16772.80522
