frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pc	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
2400	2700	12536.20213	13257.13455	12624.04531	15671.08792	12077.98709	13009.0307	14497.92283	14158.45559	14966.51672	13562.86945	13954.62735	12317.58285	14516.75415	15461.04209	14550.97083	16126.79238	14244.42034	13671.94936	13152.36133	15408.05147	15437.06605	14004.68541	15946.36346	13529.59702	14384.81666	14160.03836	15322.76239	12901.94729	11486.93182	14648.98663	14545.04395	15330.17905	13773.62312	12759.37045	12297.08115	16115.93945	15379.09685	15464.46609	14665.01466	15407.59935	13864.44521	13660.90941	13227.26465	15171.28467	15651.44965	15799.17871	15823.99691
2700	3000	12356.35077	11773.37443	13131.30164	15439.99315	12597.51611	12086.29808	12614.70254	13940.34795	12972.03566	12154.00816	13352.31467	11159.16243	13961.45318	13818.88666	13903.29415	13603.67605	12472.3195	13251.17127	12079.97969	14476.12196	14661.55544	14208.84277	14617.90113	13322.48961	12535.38835	13351.77371	14555.40139	11960.21437	10502.40595	12189.82184	12222.6397	13760.96518	12504.32167	10845.42	11867.82988	13378.39648	13743.5962	12850.14112	11646.37969	13500.27842	11612.98242	12874.00107	13217.1243	14078.47144	14335.74362	14827.79395	14488.92232
3000	3300	10809.64183	11447.90552	11017.96576	12969.21511	11614.50906	11282.4155	11895.99229	13777.16593	11960.65999	10815.90845	12454.33734	10308.82113	11608.25856	11530.0369	12408.5134	13378.10608	10816.09003	12040.0951	11745.72617	13104.92156	13399.26958	11247.57268	13733.28752	10830.40352	10538.25691	10770.74111	13129.25696	10494.41418	9854.02772	10740.42981	12126.87368	11589.42058	10593.37123	11784.4736	9383.51328	11155.87891	12523.30903	11461.20259	11181.24556	12533.29775	10474.84795	11061.70686	10440.95187	12809.98372	12591.17276	13912.03369	13256.05465
3300	3600	10068.50178	9920.20658	10861.83292	12025.75461	10256.19463	11834.2647	9764.02471	10411.70414	11208.28961	10768.13516	12038.70455	8199.24349	11025.31108	11513.18634	12201.27168	12456.8519	10407.02696	10243.22528	10180.8002	12266.26495	12379.06237	11936.57213	12759.03062	10400.37414	11129.75398	10979.96727	12977.60538	9932.0647	9950.88327	10261.2779	9803.59001	12114.68837	10873.50107	9103.91193	11543.98223	12067.18555	11003.8279	11007.44039	10673.60782	12608.241	10247.2717	10361.44332	12708.78083	12903.63522	13070.22958	12022.30615	12306.36546
3600	3900	9024.30632	8868.20369	9568.51478	10334.5309	9477.02291	8072.16045	9244.73491	8258.17425	10245.71607	9242.06289	8440.35709	7621.65767	9629.0657	9122.89201	9315.0181	10908.80917	8788.2286	9307.42346	8781.21133	11684.62652	11620.3357	11567.64216	11849.8295	9211.42007	8633.8137	9415.21633	11414.22324	8398.61246	10143.09589	8230.46428	10203.20269	9725.0537	8975.62101	9281.19522	9720.49121	8610.48047	9997.19993	8663.31367	10391.52171	10277.03505	9295.71316	9151.12281	9592.14572	11574.47706	11405.62551	11472.45312	11004.13471
3900	4200	8266.24628	7525.30828	8827.0868	9548.14223	9495.52349	9772.39832	8867.27635	9053.58916	9660.52905	8961.48822	9748.25203	6837.1025	9410.88345	10078.42491	11001.5517	10810.50469	8954.19256	8889.98341	7966.64902	9949.19112	10462.74022	9606.70494	11406.74383	7986.48329	8364.22884	8069.53617	9923.21218	8686.87309	8717.51169	9017.69852	7940.14573	8682.35359	8647.41582	10718.87578	7940.49468	8868.78809	8854.46587	9259.67774	9410.4089	9966.91227	9156.17068	9006.74502	8842.88002	10539.65515	10029.1024	10363.41357	10068.38431
4200	4500	8685.84677	9465.00877	6653.74336	8747.80988	5706.16104	10009.33042	7382.9528	8839.29983	8155.31513	7986.44635	10754.25603	9055.44067	8210.64357	8155.09782	10217.03367	9408.6167	7728.75686	9326.96202	9536.12285	10041.28311	9566.45754	8592.89802	9866.77417	9168.47676	9334.40848	8888.26024	10815.28303	8072.71809	8857.8192	8713.05781	9176.67458	9507.12922	9129.00224	11069.39881	8317.27808	8670.6748	8710.16243	9725.87994	9750.65329	10773.28209	7845.66914	8901.64544	8805.02288	9914.27934	9255.03563	12829.69238	11064.59251
4500	4800	6566.11127	6731.8965	6599.72158	8692.39716	6933.92565	8184.15514	8016.60157	7801.59759	8339.2997	7226.04789	9064.14573	6193.8844	8390.2543	7464.61182	8967.20097	8707.05644	7759.08961	6978.63241	7866.75967	9501.76495	9915.83619	11397.14579	9820.49724	6740.86321	8060.2248	7232.62295	8532.23566	6598.87717	8207.68036	7216.64787	7011.49863	8034.89916	7582.70817	8403.751	7972.471	7996.07959	7951.10074	7626.00217	8346.83041	8550.28489	7275.15088	7051.88679	9407.83245	8373.39508	8342.73667	9789.9541	8789.60377
4800	5100	7447.01307	8950.70793	5859.79861	8814.71567	5097.05961	8705.31584	6359.48651	6987.68075	6934.85663	6868.42915	7664.53833	10096.41227	8625.05419	7116.72125	7949.83235	8091.23791	6769.44285	8934.66477	9807.29062	9009.58538	8520.64907	7470.68108	9046.24676	7655.55002	7565.20977	8020.79416	9733.48404	8369.04817	7242.78685	7700.68209	8375.00366	7749.51527	7902.35334	8739.95218	7542.3876	8197.50195	7877.4992	8654.90298	8560.64396	9708.42594	8171.91611	7955.85712	7873.56759	8868.06173	8704.09098	8749.1123	8929.94975
5100	5400	8184.09084	7562.89371	7815.85757	7098.31651	6988.49422	7399.30159	7103.97777	5541.92667	7235.19995	6827.40796	8250.72917	7582.88745	7507.41835	6789.30153	7126.09427	6913.65064	6389.8332	7427.67089	7454.94434	7755.47387	7815.42133	9119.60463	8111.75808	7811.6549	5742.73198	7596.10542	8425.93365	6941.35461	6054.04061	6446.04758	8251.4897	6479.39227	6680.47003	7429.74317	5704.34683	5464.72314	8994.97564	7574.42194	6488.41915	8463.03664	7428.11245	6740.20504	5352.32094	8367.30342	7604.69117	8248.58472	7901.09814
5400	5700	6524.93809	6264.19066	5532.52453	8048.28682	5622.10673	6306.94034	6421.92901	5742.10698	7130.21274	6490.87552	8098.69175	6250.70768	8030.78357	7106.92773	5584.7288	7432.14626	5930.09856	6790.07633	6638.77656	7629.88033	8428.47722	8687.84005	7675.46129	6087.03754	5719.26864	5686.89418	6824.9016	5338.54693	5102.36406	7154.58857	7484.46067	7140.56091	6499.40444	6900.48819	5544.29331	6221.26318	5401.12107	7005.02219	6704.87382	9347.86046	7466.35248	5741.07038	5547.73758	7849.152	8465.6848	9074.03613	8153.42745
5700	6000	5899.0084	6479.04699	5451.14351	6545.88769	5186.05667	7119.9002	5353.99805	5170.06286	6326.72358	6497.1725	7376.80981	7019.67822	7121.31623	7374.3515	6492.22683	8287.50163	6078.85915	6023.56508	6782.45293	7259.20395	6611.70913	8643.19169	8370.2387	4355.39584	6262.97906	5019.06955	7345.09254	6010.66484	6557.39654	6982.18103	5144.44448	6309.21865	6199.59575	7386.33405	7422.0936	5569.92285	8440.93314	6786.00935	6835.73358	6680.9898	5972.21494	5949.13013	7797.75321	7142.46785	6930.23497	9255.80029	7745.15686
6000	6300	4968.65447	4793.06226	4999.87068	9704.82257	4033.86325	7779.62819	5695.6703	5435.10239	5881.8976	5456.80871	7334.35171	4333.80463	7577.91849	6006.12978	6000.22423	7198.81684	5837.58301	5920.38514	5112.1125	6948.82986	7427.63805	7193.82736	8226.64825	7430.93737	4525.83271	5724.36353	5722.78854	5627.11958	5897.27496	4982.76324	4937.07639	5964.69291	5311.98289	4352.98605	5215.78032	3326.39795	5677.25566	3507.23802	4853.4301	6549.38672	4971.02883	7125.9835	3933.49609	6589.56995	7288.7007	6798.16968	5577.03642
6300	6600	6721.37195	4368.06405	5631.95429	7207.41382	3545.9112	4599.53531	5493.37824	6173.38511	7318.87713	5928.12746	5799.59557	4189.83437	7076.44459	6065.55479	6268.98463	6713.48884	5481.49712	6112.82679	3044.44268	7383.42794	6794.54096	6749.53034	7632.98691	6103.28366	5689.56555	4378.53069	4522.76335	2887.09809	4116.15923	4907.65336	4787.33298	4200.28657	4357.0094	6158.61464	7015.82192	5310.37109	4345.38943	5951.55546	5512.50964	6469.22331	4903.97442	7512.98807	6310.35798	6589.03759	6225.79823	8795.81152	7805.69523
6600	6900	8846.87219	6230.79739	6528.76438	5383.89401	7818.17999	7629.62219	6140.01456	5797.02153	3805.36568	4367.55531	8878.71705	3101.69853	6351.79819	5133.54137	5873.61051	6251.78763	5297.74267	6760.24358	4338.53613	5683.86512	5380.84255	7881.8365	6734.49778	4594.44303	3711.48765	3952.87263	6933.61035	3930.52581	5381.52016	4297.45741	7086.78833	6007.71757	5501.06029	4631.28148	3510.13608	4121.9292	8536.10848	5826.80654	5639.43281	7999.07169	5278.41717	5362.62906	2825.8531	5385.55048	7826.1498	6832.39868	7613.76975
6900	7200	4590.09496	8837.26517	3656.72433	5197.49601	2932.86892	4229.68339	4728.07819	5895.6635	5846.81754	5892.04305	4634.10025	10610.4891	5085.11946	7460.22759	6300.36972	7105.51738	6354.94674	6145.49981	9304.59609	5858.68371	7040.23317	5872.24651	7642.91366	4742.10019	4879.15141	4427.48642	4761.12499	3814.62775	5187.95978	6250.00502	4986.64816	6747.27884	6221.99381	5789.16276	4327.6491	4406.42676	4924.1986	5224.42821	6406.43331	6023.67296	5965.05702	5848.9657	4345.20156	7713.93858	6571.5434	4781.61743	5867.40332
