index	name	volume-mm3
203	parasubiculum	93.0
211	HATA	130.0
212	fimbria	159.0
215	hippocampal_fissure	285.0
226	HP_tail	1348.0
233	presubiculum-head	293.0
234	presubiculum-body	321.0
235	subiculum-head	439.0
236	subiculum-body	482.0
237	CA1-head	1289.0
238	CA1-body	233.0
239	CA3-head	194.0
240	CA3-body	188.0
241	CA4-head	273.0
242	CA4-body	243.0
243	GC-ML-DG-head	299.0
244	GC-ML-DG-body	275.0
245	molecular_layer_HP-head	690.0
246	molecular_layer_HP-body	453.0
7001	Lateral-nucleus	1542.0
7003	Basal-nucleus	1075.0
7005	Central-nucleus	90.0
7006	Medial-nucleus	12.0
7007	Cortical-nucleus	50.0
7008	Accessory-Basal-nucleus	605.0
7009	Corticoamygdaloid-transitio	413.0
7010	Anterior-amygdaloid-area-AAA	78.0
7015	Paralaminar-nucleus	88.0
