index	name	volume-mm3
203	parasubiculum	45.0
211	HATA	41.0
212	fimbria	100.0
215	hippocampal_fissure	145.0
226	HP_tail	550.0
233	presubiculum-head	130.0
234	presubiculum-body	136.0
235	subiculum-head	169.0
236	subiculum-body	214.0
237	CA1-head	485.0
238	CA1-body	130.0
239	CA3-head	78.0
240	CA3-body	70.0
241	CA4-head	116.0
242	CA4-body	101.0
243	GC-ML-DG-head	129.0
244	GC-ML-DG-body	119.0
245	molecular_layer_HP-head	262.0
246	molecular_layer_HP-body	193.0
7001	Lateral-nucleus	541.0
7003	Basal-nucleus	363.0
7005	Central-nucleus	36.0
7006	Medial-nucleus	16.0
7007	Cortical-nucleus	30.0
7008	Accessory-Basal-nucleus	206.0
7009	Corticoamygdaloid-transitio	159.0
7010	Anterior-amygdaloid-area-AAA	32.0
7015	Paralaminar-nucleus	27.0
