frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
480	600	21206.41251	26035.27955	27413.5475	23828.22271	33916.9297	30074.09399	34530.6061	30567.49242	30311.23161	25261.02422	21882.61281	26960.59726	28855.44518	31110.62542	28583.10225	24766.71658	28251.89522	21116.11232	21883.22781	28765.24654	28663.32605	22557.68828	33217.79429	30414.22904	31834.28891	27643.01027	25676.597	27954.96915	25908.99066	23860.47161	28004.48459	23292.57847	18840.5625	19426.85541	14602.62472	21275.48019	15795.92696	15532.1533	22335.11449	20391.46799	28041.42279	24013.48687	21756.84576	15323.0187	24849.23325	14809.29511	11185.2249	25295.35325	12373.48641	19105.78137	27335.20352	22698.89213	16459.54856	22713.06211	25105.4448	23770.85971	17428.72763	22966.19187	27672.7665	17677.99378	27648.56362	21526.83348	24619.40243	32469.15185	23864.649	26382.70503	16181.5887	20875.77556	16006.36668	7561.8603	21304.60962	29597.45393	27398.44656	26827.28169	23960.73943	22902.4557	23155.22646	7991.75832	24163.95449	15738.5712	11682.50897	25630.33341	13493.63276	15688.80987	22330.40505	20842.8619	15619.8163	25673.00228	25574.38176	25651.6158	21959.9622	23029.32152	30863.33275	18291.0126	26932.40969	22214.74627	26053.7476	30565.96807	23244.29208	24693.3998	16943.67911	22132.6209	17674.10924	8079.61176	24110.2314	27126.87602	27710.53692	26801.5996	21108.79887	26075.5285	23952.17305	21112.09058	27326.42317	24316.45256	19765.52055	18481.94582	21895.89476	26802.51118	25114.94568	27375.37209	23138.59911	26521.73961	23920.90167	26769.69753	25111.47256	27509.95363	24503.29314	22817.74276	19564.91021	25019.99114	23016.17744	25105.93783	27901.12818	25803.98979	23875.45647	25134.96629	22800.78775	13631.90964	23637.60093	25741.0583	26117.20091	24395.61015	21196.72686	25010.94845	26863.65659	12729.65795	26825.22873	25128.22812	18802.14251	20194.92072	23870.47043	23727.96243	24965.12344	24813.58022	23590.48334	26915.58233	21879.76779	25235.90322	27076.39703	26448.26948	27124.32377	23771.03097	18668.14417	25011.15694	22775.20579	23957.58145	27263.9721	24703.30926	23328.6497	26242.56308	24621.11935	17672.55534	24832.64129	29480.6561	27511.44771	20286.97948	20327.73536
600	900	17938.50107	22667.0449	23205.99869	19185.00353	28873.08149	24492.52074	28302.34224	26471.97752	25622.66772	20287.70883	19632.0772	23192.49199	25033.2052	24924.42907	24412.25713	21790.2377	25002.24885	18170.08516	18443.22933	25062.68798	23652.2357	18449.16767	28279.1269	25175.61804	26442.42299	25237.01505	21921.90485	24554.89985	21604.17968	21034.81537	25803.8151	20182.53951	18490.68294	16166.16395	14103.74229	19383.38581	14248.81035	13788.24302	19560.95933	16712.88043	23020.55233	19829.57388	17574.4699	13999.8539	20051.22559	12331.59919	9798.513	21417.4106	10429.92493	16438.37157	22514.90498	18328.74596	14097.09535	18924.9599	20443.86996	19527.6306	15264.73276	18958.83921	22804.22962	14609.91411	23284.67444	17819.77157	20330.47423	26500.87738	19697.68578	21469.49017	13152.21349	17705.14664	13420.63276	6940.79574	18640.74383	24760.55918	23609.09368	22530.55419	21251.44538	18508.12708	18939.58874	7547.47327	19253.6533	12768.99107	9961.66768	21553.14873	11105.31721	13721.40005	18699.14445	17277.078	13045.70265	21037.33352	21471.98942	20771.92884	18701.97574	18950.69028	25088.20315	14747.92036	23033.15896	18096.17759	21381.1853	25117.00877	18753.49248	20305.88602	13714.17323	18492.99991	14624.70664	7400.28972	20967.49334	23749.47788	23510.64036	22347.88427	18580.29426	22285.93595	19742.91895	18932.73686	23018.86076	20274.79199	17026.55939	16793.43998	17891.81956	22302.94594	21354.46131	22732.10727	19701.28866	22078.36195	20736.32812	22542.98437	20757.30961	23034.23048	20749.11946	19203.56604	18308.34374	21478.43007	20016.48817	22255.69453	23618.11558	22445.0274	19952.84399	21229.11431	19605.37625	11277.8935	20987.66586	22526.59567	23128.92122	21315.17139	18756.32778	21736.16818	22160.79061	11930.10983	22239.57904	20205.32732	15768.88456	17869.41194	19370.35243	20194.3728	21080.43247	20568.7846	19343.60791	22185.46866	19471.94532	21532.62667	22121.99877	21499.15355	22417.7106	19185.35463	17311.53436	21220.60787	19762.5497	20880.47391	23219.46232	21854.0389	19818.5548	21543.36193	20399.74524	14206.7778	22444.66192	23928.43994	23391.42178	18630.44309	18901.84068
900	1200	15101.10211	19315.19543	19748.41639	15568.9833	24498.62847	20176.01019	23430.70039	23142.21675	21015.06302	15881.87066	17322.64471	19685.83706	21013.6954	19335.69178	19793.5287	18642.31216	23014.8102	16011.68859	15879.90715	21111.59664	19755.73194	15163.04209	23718.52759	21419.30819	22119.20459	21330.68901	18549.51914	20360.57649	18649.8537	18486.19802	22267.48655	17199.58209	16512.88281	14430.65205	12820.81121	16184.15055	11989.42442	11349.09852	17715.2158	13994.58676	20108.37052	16685.99792	15151.29436	12904.85557	16684.76898	10463.85535	8594.85514	18922.99637	8983.27809	14333.84098	19158.23785	15584.72596	12350.90854	15296.48818	17121.55704	16551.31828	13645.18455	16241.63626	19512.33056	12493.90292	20248.97286	14809.60227	16993.31196	21750.4787	16389.30445	17916.38775	11297.94134	15077.68685	11679.23923	5933.93909	17066.45192	21102.15822	19921.20792	19197.25031	18717.34919	15490.24036	16028.92135	7610.21088	15417.51635	10747.67581	8665.78887	18762.59074	9565.62582	12169.66157	15597.21159	14838.33976	11396.33155	16770.27385	17884.76472	17406.90755	16483.32856	15986.08582	20532.32912	12481.79622	19889.68317	15122.98485	18304.0054	21269.95183	15505.26511	17153.92423	11588.98754	15765.09766	12437.5681	6584.36824	18271.77789	21330.12868	20223.68475	18865.72081	17003.37265	19824.08163	17491.17984	16762.66521	19812.80513	17395.98855	14253.89283	15378.12808	15344.21232	19246.47158	18799.25516	19416.23383	16954.12543	18651.08417	17763.8901	19629.02659	18189.3536	19836.69984	18217.5017	16308.42672	16788.08042	18485.06628	17652.62832	19513.02702	20665.48963	19792.58555	17193.89432	18124.57427	16855.99407	9690.94873	18328.57005	19654.76605	20266.1451	18502.35568	16550.32206	19128.79395	18949.97475	10630.84781	18394.50296	17214.31636	13507.43577	16149.82805	16865.78192	17426.09447	17982.30446	17950.03621	16605.46009	18264.8166	17311.80574	18815.73083	19172.73078	18280.01673	19563.6209	16221.00207	16314.41246	18379.4867	17626.81454	19003.29027	19964.85577	19489.32328	17110.31319	18225.84003	17385.69104	12396.05308	18773.33071	21438.01114	20365.88317	17404.77861	17364.45344
1200	1500	14012.21269	17926.96061	17948.64697	13509.1836	21278.90037	17731.33908	20756.01814	20531.20472	18044.86381	13357.00079	15916.95235	17836.55606	18779.1987	17338.19913	17974.86644	17363.52119	21627.22231	15050.89582	14132.64065	18802.32943	17697.19585	13429.89847	21015.50048	18917.48241	19886.91737	20414.50258	16970.80112	18569.41718	15982.15255	16947.40253	20729.58811	15912.92641	16541.84831	12459.06156	12640.06065	14572.07575	10398.98832	10077.95451	16358.211	12769.08784	18045.82244	15319.67348	14116.08461	11952.333	15236.76015	9532.88866	8209.984	17380.54506	8633.09155	13201.04955	17789.17651	14161.7549	11375.7997	13801.64698	15505.25806	15005.09997	12946.58379	14747.27537	18243.49538	11399.23359	18596.63126	13609.29279	15706.33971	19675.44063	15159.24416	16091.99145	10244.55499	13971.90676	10709.6876	5494.50641	16253.49648	18924.86118	17969.55404	17725.80594	17429.16193	14308.6491	14908.43793	7653.51012	13439.13298	9964.76495	8200.75384	17564.48464	9074.7641	11545.11117	14560.72958	13748.0578	10627.7623	14555.62902	16654.02501	15694.41736	15690.08153	14378.4036	19468.19607	11367.12468	18512.09878	13815.00352	16718.67213	19553.14074	14268.87666	15829.245	10847.09261	14619.30839	11438.89298	6388.71534	17307.46049	19025.25243	18240.87662	17598.99015	15902.42102	18477.67305	16134.86743	14779.4843	18488.25341	15909.19469	13282.6471	14575.35343	14467.63048	17989.50745	17970.29502	18105.11998	15631.39495	17154.97164	16472.77768	18469.27964	16087.85383	18125.74183	17427.11358	14898.53617	16077.15312	17149.03563	16815.05863	18557.7551	19436.44325	18601.7321	15885.86617	16960.0448	15760.97214	8535.70027	17338.58929	19047.72218	18906.22443	17485.94384	15687.11414	17992.51651	17720.18267	9901.3195	16769.99918	15825.84545	12501.04652	15453.84485	15616.22155	16187.0839	17020.94066	16482.60584	15149.66996	16180.08681	16442.74998	17571.58456	18082.335	16459.21327	18426.64575	14676.98747	15334.01659	17027.74761	16643.40663	17724.51613	18774.13326	18608.57984	16220.32497	16798.33814	16058.37707	11241.00357	17601.37552	19332.67497	18858.78752	16824.70057	16687.20195
1500	1800	13188.26202	16079.61345	16619.57134	12264.15255	19406.40491	16250.96442	19069.43935	19526.81976	17081.39433	12203.11401	14593.93819	16163.8045	17181.66923	14924.43624	15231.41025	16312.01872	20383.99081	14262.38324	13200.15211	18006.41267	16059.44232	12081.71415	18593.285	17291.48373	17683.10815	18612.23633	15708.36026	16817.65968	14684.41534	15493.73344	20326.67253	15162.45477	16562.33626	12198.02069	11887.83437	14329.18645	10606.09761	9971.21861	15819.43903	11903.34491	16865.17414	14217.75764	13227.83887	11336.91737	14016.3165	9036.97732	7773.44946	16573.55561	8095.12469	12882.49305	16534.46536	13394.36707	10907.82845	13174.91348	14193.23267	14052.90969	12574.32406	14034.52224	17373.59879	10683.92182	17696.02564	12521.46377	14570.45247	17986.81164	14052.13783	15004.63184	9780.03286	13053.79792	10264.59594	5406.17151	15345.84459	18285.49701	16723.2033	16945.68853	16858.62519	13273.62443	14001.23723	7378.08267	12317.65988	9506.80049	7766.7234	16296.21228	8473.95802	11216.82964	13747.01963	12823.19785	10088.53458	13788.73747	14959.69185	14649.98547	14751.76134	13434.46365	18283.29628	10772.66479	17115.63957	12968.70762	15726.01446	18139.89448	13334.13038	14728.83961	10235.05592	13730.88294	10890.34322	6216.05175	16180.35557	18514.65191	17084.06208	16452.82203	15060.42191	17759.57499	15198.58679	14450.0674	17271.87935	14802.66384	12262.30826	14189.82398	13359.95298	17148.00366	16876.14166	17184.30998	14658.55311	16174.50327	15961.17112	17118.18014	15636.64035	17102.00106	16511.82323	13978.86242	15745.72812	16067.43881	15831.27958	17471.29163	18317.63845	17357.86394	15197.04219	15730.70696	15035.87806	8254.99625	15515.77007	17567.93493	17586.75521	16616.35791	15224.01098	16945.81751	16722.5042	9612.41172	15338.20116	15153.73167	11684.16369	15025.03985	14497.60966	15172.80553	16409.23335	15797.6388	14175.26543	15219.86363	15488.08742	16762.50209	16630.79633	15573.28893	17549.32798	13798.6146	14803.78345	16217.3051	15952.59712	17387.52463	17687.01737	17572.78474	15171.62099	15625.96731	15151.34782	10668.21374	16627.23686	17977.66142	17468.52032	16367.84999	16225.56147
1800	2100	11797.68962	15693.46707	15234.41013	10972.19141	16989.65547	14406.70599	17274.66629	17399.33719	14626.22561	10134.70524	13575.85841	14981.54398	15441.25326	12734.63165	14475.74999	14942.90459	17197.70531	13287.55691	12202.78866	16082.36836	14686.43477	11035.19557	16432.12551	15696.96389	16249.54656	16764.09787	14258.72325	15398.11081	12782.47823	14335.27275	17269.61719	13345.02608	14840.80404	11813.71921	12287.74004	13421.32742	9379.814	9844.92671	14888.67504	10854.03573	16060.61772	13166.46157	12225.74111	11282.54972	12809.84347	8711.49508	7429.85332	15522.07755	7844.95482	12239.27459	15537.82031	12312.55516	10333.07062	11895.98964	13354.64928	13184.98521	11958.96764	12885.46784	16166.52775	10213.64661	16618.73032	11840.19486	13799.13385	16684.35082	13049.05504	13872.8681	9411.54817	12130.80636	9659.00198	5025.22	14560.96715	16728.6957	15545.09382	16001.58576	15645.25477	12121.71027	13067.48127	7409.45039	11283.15943	8825.76176	7264.22215	15611.04087	8169.09548	10547.66721	12807.95676	11936.26211	9645.06515	12289.35361	14314.01081	13489.64622	14026.78542	12292.97517	16983.31028	10144.09033	16536.15327	11853.75823	14673.52625	16970.01403	12170.25589	13473.39721	9629.61228	12773.93208	10471.75893	6360.17969	15106.81737	17263.94007	15889.44498	14926.75546	14711.70404	16966.58023	14217.26528	14084.63766	16065.43131	14080.3988	11962.89472	13508.98146	12735.53404	16115.59595	16126.79995	15838.14763	14022.32902	15064.72006	15236.02342	16437.43879	14885.09095	16359.01524	15639.88852	13151.22104	15303.11404	15275.68937	15218.17159	16766.86541	17351.80839	16701.56929	14218.41374	14968.76118	14102.47215	7438.45277	15206.01952	16637.06446	16774.46579	16088.18374	14472.61249	15840.79713	15606.44313	9532.84276	14828.27891	13765.15486	10727.73011	13849.65219	13896.21654	13871.53755	15293.50628	14480.93597	13151.33099	13934.96993	14932.24503	15654.87286	15715.25339	14397.67586	16555.41743	12848.35879	14813.92497	15193.66184	15155.48887	16194.73354	16633.51077	16679.90358	14403.52795	14432.61941	14449.52814	10284.66276	15203.60027	16968.3882	16428.5061	15680.53609	15384.6054
2100	2400	11141.0552	14607.46094	14017.37257	9968.28185	15525.83209	12867.67211	16000.90695	15658.26039	12764.4281	9260.12775	12455.40567	13836.9988	14286.27232	11089.99462	13322.26616	14081.37519	18022.89108	12644.74596	11268.93346	14942.48744	13355.504	10040.26172	14540.67965	14288.61456	14809.21251	15922.06115	13587.11795	13818.83388	11763.00725	13072.51096	15965.45215	12754.13989	14074.68229	10520.81621	12230.11975	12619.20829	8692.78268	9197.82117	14342.29732	10287.88364	14935.85724	12539.44339	11758.20074	10313.04818	12099.14455	8240.68593	7107.85586	14608.38757	7452.4911	11707.75887	14395.74967	11565.23465	9805.73809	10860.64275	12265.09008	12555.55531	11544.26213	12284.99508	15402.11287	9714.63401	15524.05031	11081.48646	12820.73094	15630.99069	12140.65893	12895.49935	8799.72527	11352.19541	9158.62988	4653.23003	13421.60572	15996.91353	14467.91678	14307.05118	14990.5112	11132.85082	12429.00712	7142.89083	10265.15092	8430.78266	6904.92599	14646.37307	7730.78208	9940.7934	12213.95595	11201.43601	9170.79054	10910.93597	13509.99021	12709.82719	13546.05674	11425.25518	16097.66141	9577.79326	15858.93175	11146.00501	13853.33973	15614.64448	11506.10296	12697.72179	9168.74826	11994.03226	9749.57672	5846.6911	14531.22113	15840.20652	14931.9483	13986.42729	13910.25331	16084.22679	13605.67944	12608.28129	15270.73005	12968.44417	11066.38391	13111.1525	11917.89874	15483.97718	15278.01365	15095.17097	13323.88561	13979.35937	13954.02561	15479.11614	14145.09624	15036.00821	15095.57908	12425.5719	14938.39293	14190.29152	14467.69682	15723.03952	16503.83401	15803.02902	13462.99395	13912.80261	13107.32679	6649.19939	13986.45023	16283.58989	15609.43064	15008.18599	13540.79041	15038.63689	14669.34267	8960.39344	13465.2067	12901.45676	10253.64511	13753.03155	12807.75541	13323.86483	14593.95516	13618.83686	12187.2668	12885.76669	14504.94259	14883.69228	15179.46161	13583.44961	15728.65797	11972.4388	14241.45871	14252.81965	14299.7841	15412.87548	15928.91996	15905.61314	13786.38014	13614.56837	13417.57329	9781.73598	14842.70407	15485.30555	15730.50294	15068.27021	14836.05664
2400	2700	10659.30672	13635.19075	12727.53101	9081.79597	14171.54677	12495.49544	14550.55481	14110.90961	12095.71717	8210.59646	11554.86471	12727.54738	13682.20095	10532.78627	11539.12371	12624.02975	17098.03211	12506.22453	10349.69972	14385.05775	12176.31156	9302.09559	13567.51045	12749.70406	14086.85549	13979.83017	12686.85208	12555.13618	11011.3924	12126.25598	14265.09017	11604.52471	14127.76855	9912.62679	11124.49229	11784.89562	9228.61224	9021.55437	13430.93463	9465.36911	14345.27464	11484.75696	11232.37833	10162.79088	11251.76324	7799.30561	6766.99999	13805.47332	7087.54049	10923.68224	13981.94029	10805.75429	9311.88074	10600.99277	11900.50318	11699.68428	11080.1522	11439.19716	14804.04822	9121.00731	14645.63569	10301.90945	12330.35287	14740.08736	11294.44368	12074.97374	8521.46396	10905.59737	8745.73434	4433.71186	13342.47659	14610.58653	13574.41414	13604.06823	14578.09782	10374.29328	11970.17987	7314.76683	9517.08955	8142.29339	6527.3752	13602.25494	7359.03732	9671.38572	11317.13994	10721.82175	9001.06475	10389.92694	12868.32105	11825.69503	12589.42958	10790.18269	14837.80618	9098.21107	14510.4475	10543.3225	12929.25078	14751.45863	10784.17811	11807.50793	8649.42099	11229.59752	9401.33395	6036.19776	13552.40075	15477.41477	13853.73064	13391.64685	13297.66045	14907.7199	12708.56819	12450.37923	14404.55699	12229.73101	10392.06897	12737.36411	11338.34038	14511.90102	14554.25798	14331.38491	12421.04268	13113.67561	13827.95265	14782.15826	13532.74907	13662.01591	14386.41318	11685.46397	14050.12706	13553.343	13774.31043	14751.25693	15544.7279	14901.83129	12864.13977	13341.78631	12544.47954	6373.05992	13988.04589	15230.05575	14962.80733	14220.34428	13334.90195	14290.53992	14432.72409	8779.44306	12700.78429	12279.43123	9583.28502	13391.41832	12300.49572	12408.3143	13614.29976	13430.27818	11814.71094	12673.23551	14133.76599	13676.87804	13751.16254	12965.08795	14823.05858	11222.65504	13521.82371	13579.80891	14067.9932	14661.82386	14758.37122	15073.93791	12838.46217	12570.5292	12599.76358	9008.33186	13760.58555	15104.71522	14704.05433	14597.13449	14214.61211
2700	3000	10023.64906	12880.0021	11816.90504	8454.01282	12937.8439	11233.24161	13186.53381	13271.25663	10816.19203	7777.93632	10743.97786	12028.89422	12241.90827	9887.44136	10281.56368	11508.2265	15567.74845	11897.42841	9412.20239	12278.89466	11576.29471	8690.20894	12073.32734	12363.97342	12559.05728	13230.22571	11757.73968	11352.11338	9934.62538	10933.07564	13088.48481	11042.94019	12497.73665	8541.16014	11242.97949	11436.69453	8269.05471	7441.16348	12774.32051	9509.33763	13355.10442	10882.03364	10684.99776	10115.42613	10473.31394	7620.95804	6561.54165	13632.57887	6901.98072	10644.89113	13192.30135	10080.42683	9128.1061	9898.66824	11274.05122	10952.37248	10883.123	10780.14287	13960.81152	8839.09838	13654.0705	9659.96657	11790.22513	13554.01107	10671.47559	11318.94989	8173.15534	10346.89374	8556.95963	4490.10936	12417.72953	14600.75082	12978.16495	13172.97711	14119.22146	10028.60988	11111.93186	7047.17408	9114.89833	7669.03352	6238.07442	12737.27666	7206.2028	9413.38762	11111.2921	10252.4677	8486.86579	9352.89523	12442.74617	11099.36987	12220.06842	10112.42598	14577.87636	8742.16124	14485.76274	10022.76874	12486.83387	14050.99673	10280.71982	11121.35754	8330.62711	10873.60016	8989.34143	5901.60819	13248.42382	14759.9691	12880.81263	12996.57425	12846.93507	14145.71763	12348.45245	11412.59307	13491.33147	12084.66716	9767.04098	12621.22262	10976.32727	13913.04325	13599.55364	13711.01358	11872.68152	12570.37584	12871.73928	13736.64586	13172.5668	13241.52096	13478.47381	11108.91584	13078.73443	12800.88395	13177.78174	14605.90991	14652.6793	14297.45862	12412.30239	12825.12159	12087.53002	6575.35514	12585.8349	14828.4445	14285.76435	13901.81026	12712.63509	13693.8197	13187.94468	8343.93955	12188.89875	11753.48414	9130.99677	12582.92066	11620.58543	12171.76815	13106.26458	12515.02612	11070.41541	11655.31904	13213.25949	13221.29181	13660.86847	12491.65106	14175.81463	10764.38159	13278.54019	12897.5623	13297.91854	14276.30835	14291.53834	14480.30661	12331.51337	11974.06673	11869.87476	9263.74893	13475.56464	14406.40456	13697.69263	13851.98496	13449.04358
3000	3300	9412.38059	11865.46103	10916.50619	7904.3971	11649.65801	10969.18927	12277.32498	12179.53347	9583.57599	7520.57425	9846.17128	11403.24787	10998.65203	8583.3533	10585.24383	10917.36276	14261.01666	11430.52135	8713.615	12808.65614	10699.57791	8037.38077	10745.01812	11204.66971	12210.32294	11866.9365	11568.48013	10767.00082	8781.53389	10292.10481	14680.52246	10490.83005	11231.03288	8888.19281	10807.16973	10551.52588	7509.18352	7603.2005	12329.08229	9595.9466	12612.56541	10182.30105	10542.56585	8990.02772	9994.26021	7353.15843	6195.38382	12449.21657	6606.41281	10251.17762	12436.3199	9826.38912	8513.19925	8979.50197	10230.37471	10334.58501	10504.87201	10371.16382	13293.21573	8547.03111	13599.49636	9463.53127	10977.46326	12621.2064	10196.95454	10556.39115	7733.96131	9908.52949	8154.78043	4614.45503	11966.97289	13407.36743	11990.98601	12440.03515	13050.23135	9628.23701	10769.11922	6341.94015	8478.84777	7495.28617	6226.37147	11833.05448	6801.36382	9119.89364	10394.10322	9517.43121	8258.17519	8579.02719	11869.78168	10500.0445	11815.44903	9500.92999	14235.22105	8533.69633	13256.5393	9640.98067	11737.59197	13119.47126	9886.43622	10588.46927	8099.02825	10140.47405	8644.26309	5797.28148	12724.06224	14720.42344	12616.74034	12295.06014	12442.91662	13735.69891	12441.62558	10650.217	12761.60389	11469.57721	9300.58799	11239.14629	10455.25534	13291.10465	12946.04343	13067.3818	11521.46189	11183.45417	12018.0323	12754.44516	12400.26008	12894.82346	13276.97463	10716.36255	12721.86121	12220.75617	12527.84528	13630.23252	13944.34749	13309.02205	11351.9147	11748.3751	11558.927	6542.44399	11753.32998	13975.07006	13116.16993	13039.2909	11689.17478	12894.84329	12953.47529	7983.24733	11734.74962	11101.20971	8728.89263	11454.10787	11181.39174	11553.72821	12323.51472	11781.20663	10447.63803	10982.53985	12930.60359	12525.34466	12982.11271	11971.77413	13836.1008	10523.41365	12126.62	12320.16095	12571.13958	13437.47315	13631.36536	13700.55028	12033.6463	11164.62431	11459.33469	8921.82966	12359.1235	13702.72062	13469.97386	13274.05027	12765.80267
