index	name	volume-mm3
203	parasubiculum	102.0
211	HATA	118.0
212	fimbria	178.0
215	hippocampal_fissure	314.0
226	HP_tail	1147.0
233	presubiculum-head	248.0
234	presubiculum-body	275.0
235	subiculum-head	384.0
236	subiculum-body	521.0
237	CA1-head	1193.0
238	CA1-body	241.0
239	CA3-head	181.0
240	CA3-body	152.0
241	CA4-head	263.0
242	CA4-body	230.0
243	GC-ML-DG-head	278.0
244	GC-ML-DG-body	255.0
245	molecular_layer_HP-head	614.0
246	molecular_layer_HP-body	419.0
7001	Lateral-nucleus	1234.0
7003	Basal-nucleus	895.0
7005	Central-nucleus	73.0
7006	Medial-nucleus	26.0
7007	Cortical-nucleus	52.0
7008	Accessory-Basal-nucleus	536.0
7009	Corticoamygdaloid-transitio	367.0
7010	Anterior-amygdaloid-area-AAA	60.0
7015	Paralaminar-nucleus	65.0
