frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
0	30	63.92178	23.49903	126.8939	93.81649	71.10145	39.6768	19.40408	8.18066	126.46677	61.66434	14.24301	5.91607	10.21467	58.7853	25.82178	15.16963	18.74394	22.0225	6.75213	29.48095	65.25719	36.35016	53.60514	26.96759	10.5545	65.21658	26.1323	51.46618	101.77981	23.74549	91.79911	32.51267	17.81466	146.22198	2.59584	27.42081	20.877	76.8979	15.85648	22.4729	21.92894	6.17681	50.15009	71.88522	4.17904	36.6175
30	60	2420.91991	1638.91889	3116.14559	2723.21774	3000.94622	3580.17751	2362.74723	2991.63004	3132.33481	3161.78028	3834.2979	1298.34013	2013.17348	2625.42446	3511.52427	2331.35458	2794.18777	1736.23146	1665.96874	1940.97571	2303.75592	2568.19427	2989.92558	2801.98542	2348.32549	2758.83027	2680.65103	2349.76907	3007.16686	2059.95352	2607.58483	3066.62789	3112.66123	3214.81517	1493.82142	1971.45637	3512.76834	2877.50479	2477.91008	3265.53092	2205.47671	1652.74292	2103.51451	2525.48066	1566.06238	2348.12697
60	90	14375.81735	10921.42587	16443.47611	13311.13683	15536.90862	14569.51852	16195.5532	15008.71112	16527.34984	16118.73639	15616.92305	9096.82963	11424.93912	18014.83489	12792.12439	13318.60039	14328.84197	11327.15158	8755.36686	12568.97853	13376.09196	10117.15806	12412.87327	18052.85266	15159.04078	22347.75282	14736.96633	19282.73198	12055.56236	18370.42475	12812.83744	18255.27929	17824.01331	14031.45929	12203.98887	12174.94039	16660.14817	12843.21529	12592.7517	13588.19693	12765.65395	12616.40365	13561.43426	14382.38191	7855.32983	12673.9844
90	120	25996.29794	23070.75165	31723.42201	25987.37305	32924.70328	25961.58775	34658.63435	24763.92312	33974.07582	32375.32397	25650.69685	21294.67596	24620.17391	32819.58922	23591.49955	26354.00972	26738.50063	21874.86695	20420.28776	24129.00646	27237.27702	22610.43834	24809.34088	28830.59837	21242.94526	35674.98003	27090.0625	31523.77637	25878.72837	30590.47013	28335.77629	36001.90341	32317.9539	29809.80672	20617.22666	24189.25477	33182.45031	28221.33283	28302.73511	25699.54682	21216.04481	21421.44857	26258.28388	29396.60121	16223.8973	27095.61237
120	150	38349.10465	35151.41821	45166.88229	40931.79881	43682.14333	35436.79668	45747.06981	36749.04474	47778.74597	44839.3763	37044.20977	33058.34304	36216.42124	51291.50485	37650.15052	38576.61164	39323.40531	31425.08263	32985.09462	35085.20037	39424.8623	27802.58426	39191.04085	45505.93064	38124.31524	58841.12413	43941.47759	46035.02717	34895.5167	48824.09844	36808.71229	56475.65341	49505.72443	37256.25918	35801.55312	37323.87711	53700.79759	36841.23707	41016.24865	37524.03911	36790.12152	36729.98611	39337.06546	44103.8824	24885.17676	39872.78129
150	180	45972.07578	41566.57782	56849.56302	46121.81352	54048.15595	38819.93719	55328.09437	44618.62891	61049.23501	54712.54524	44478.1335	40544.18288	39559.25956	57536.86508	42525.55015	40828.48011	44448.32292	39340.36123	39742.54688	43137.53068	48355.91123	33323.58956	42766.41508	44099.00709	38508.92136	59843.07378	50420.90131	50226.52379	39664.0513	52288.57932	37195.02073	62702.49109	56815.23115	43123.59447	35045.13398	50160.21867	53501.21648	40003.95686	43532.58781	44171.25339	36689.1812	35396.04579	46303.52857	50969.0669	27606.23112	43414.90767
180	240	48328.9965	44934.74273	57266.82943	51379.62044	54680.01638	43205.54306	56368.12426	44414.65057	61874.80528	57108.53386	47186.4627	41985.67116	46768.35907	61412.0747	46802.43304	45671.09102	46972.37542	41494.13591	41100.20312	45086.80993	50286.12612	31881.8683	46673.9126	48421.58111	42425.75178	60781.51172	51505.22356	52805.60387	43475.32942	54977.61157	44116.91436	62240.51775	56987.79506	49228.55981	38386.03086	49058.5807	60838.15294	48178.88624	46577.32347	47407.14288	39208.50863	38193.73828	45263.84475	52040.40317	28208.05859	47636.50426
240	300	48374.54555	46069.26983	54428.94818	54539.50966	52300.9683	43023.03107	54458.14841	46206.11967	60425.87529	55587.82307	46615.46162	40843.20916	49494.76387	60883.92928	45436.85557	45475.78151	46098.14693	43048.73461	41076.24826	46347.75394	51414.30156	32927.64676	46252.76482	45238.17149	44957.09433	56992.66146	56761.55273	47896.85795	43907.09052	53171.41661	44123.16587	60940.07178	55925.34798	46153.56682	41577.23906	53903.0732	61722.35993	47929.80155	47865.19051	46907.31108	39996.81711	43175.40017	47961.31832	54002.58303	32566.3916	48531.11998
300	360	45601.67443	41426.38792	52863.66016	51930.19861	47420.89964	40803.16284	49526.58496	42247.55788	59406.90957	53273.04184	47848.31704	36321.74538	45020.7397	58223.45444	44631.87383	45301.7717	44395.11054	39703.81387	39522.12804	45196.85279	49502.58881	32167.48298	44489.67077	42794.5925	43477.9192	54642.86762	54541.40355	45665.53409	40978.34403	51209.44339	41489.85487	58819.06276	53189.09184	43206.72683	43190.43789	48516.7525	61280.08473	45681.21334	47809.00499	45998.21448	39645.8937	46003.22483	46925.92027	50780.44591	30572.76855	48407.77432
360	480	43780.29852	40663.52181	47918.80469	47740.4485	44140.10757	37340.76209	47472.93195	37875.97514	55521.46431	47428.27399	40809.68804	38636.42259	41728.84793	53269.05446	41348.85821	42383.57487	40880.90736	39204.00366	38849.9171	43669.26434	47537.11091	31413.10491	43203.1984	40486.65351	40967.92235	48292.18707	49460.89792	41193.64968	37078.37237	44740.08092	37226.29883	54069.8563	46765.67087	40069.03497	39525.67617	43009.90527	51033.35539	40741.87869	40947.97147	40089.74983	37333.94121	40222.43229	45433.11811	49924.84002	29545.19368	44094.36037
