index	name	volume-mm3
203	parasubiculum	98.0
211	HATA	134.0
212	fimbria	149.0
215	hippocampal_fissure	146.0
226	HP_tail	1334.0
233	presubiculum-head	225.0
234	presubiculum-body	268.0
235	subiculum-head	318.0
236	subiculum-body	408.0
237	CA1-head	1044.0
238	CA1-body	266.0
239	CA3-head	193.0
240	CA3-body	211.0
241	CA4-head	231.0
242	CA4-body	230.0
243	GC-ML-DG-head	288.0
244	GC-ML-DG-body	269.0
245	molecular_layer_HP-head	557.0
246	molecular_layer_HP-body	449.0
7001	Lateral-nucleus	1439.0
7003	Basal-nucleus	909.0
7005	Central-nucleus	72.0
7006	Medial-nucleus	33.0
7007	Cortical-nucleus	43.0
7008	Accessory-Basal-nucleus	543.0
7009	Corticoamygdaloid-transitio	362.0
7010	Anterior-amygdaloid-area-AAA	60.0
7015	Paralaminar-nucleus	78.0
