global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	std_dvars	dvars	framewise_displacement	rmsd	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
115.87684027820949	n/a	13427.442112861672	n/a	170.70178105784856	n/a	n/a	29139.098056321665	213.25442233047173	n/a	n/a	45477.4486435032	149.73741783427414	n/a	n/a	n/a	n/a	-0.1647834326299744	n/a	n/a	0.0271535796693173	-1.1847745347590148	n/a	n/a	1.40369069821344	3.8320740050589848	n/a	14.684791180248808	n/a	-0.0030660013212833	n/a	9.40036410211094e-06	n/a	-0.0017550881703236	n/a	3.0803344856098417e-06	n/a	-0.0074995062083512	n/a	n/a	5.62425933690982e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3789.22715355743	3673.3503132792207	14358242.421256945	13493502.52406855	5116.982584451324	4946.280803393476	24465693.78601881	26183510.769578155	7228.35367155998	7015.099249229508	49211617.47654041	52249096.80115465	4560.766276906063	1.300252	644.074829	0.0	6.663546576884865e-16	-0.1647834326299744	0.0	0.0	0.0271535796693173	-1.1847745347590148	0.0	0.0	1.40369069821344	3.8320740050589848	0.0	14.684791180248808	0.0	-0.0030660013212833	0.0	9.40036410211094e-06	0.0	-0.0017550881703236	0.0	3.0803344856098417e-06	0.0	-0.0074995062083512	0.0	0.0	5.62425933690982e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10019.07325555274	6229.846101995309	100381828.90013216	38810982.45454615	13753.296892889017	8636.314308437693	74585924.83412564	189153175.42395067	19620.09362714213	12391.73995558215	153555219.12677112	384948073.9378232	12300.77774298438	2.222761	1101.036255	0.0	6.663546576884865e-16	-0.1647834326299744	0.0	0.0	0.0271535796693173	-1.1847745347590148	0.0	0.0	1.40369069821344	3.8320740050589848	0.0	14.684791180248808	0.0	-0.0030660013212833	0.0	9.40036410211094e-06	0.0	-0.0017550881703236	0.0	3.0803344856098417e-06	0.0	-0.0074995062083512	0.0	0.0	5.62425933690982e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16350.94778541167	6331.874529858931	267353493.4812588	40092635.06187626	22881.478639950048	9128.181747061031	83323702.00737818	523562064.7504903	32263.083996975805	12642.990369833677	159845205.49170703	1040906588.9959164	20556.378163751742	2.423666	1200.553345	0.0	6.663546576884865e-16	-0.1647834326299744	0.0	0.0	0.0271535796693173	-1.1847745347590148	0.0	0.0	1.40369069821344	3.8320740050589848	0.0	14.684791180248808	0.0	-0.0030660013212833	0.0	9.40036410211094e-06	0.0	-0.0017550881703236	0.0	3.0803344856098417e-06	0.0	-0.0074995062083512	0.0	0.0	5.62425933690982e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21394.85971966789	5043.911934256219	457740022.42426753	25441047.600532312	29969.34834047959	7087.869700529544	50237896.89168476	898161839.9530069	42446.78287235383	10183.698875378028	103707722.78437573	1801729376.212751	26874.355600589748	2.171427	1075.608032	0.0	6.663546576884865e-16	-0.1647834326299744	0.0	0.0	0.0271535796693173	-1.1847745347590148	0.0	0.0	1.40369069821344	3.8320740050589848	0.0	14.684791180248808	0.0	-0.0030660013212833	0.0	9.40036410211094e-06	0.0	-0.0017550881703236	0.0	3.0803344856098417e-06	0.0	-0.0074995062083512	0.0	0.0	5.62425933690982e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22378.669036029005	983.8093163611156	500804827.8241233	967880.7709589256	31587.176479204907	1617.8281387253155	2617367.8864514185	997749717.9284356	44007.840161920365	1561.0572895665318	2436899.861308807	1936689995.7171311	28240.2756709644	1.495638	740.858521	0.3976320521872226	0.199120887399736	-0.2261714580264993	-0.0613880253965248	0.0037684896620843	0.0511535284258325	-1.2160646330316922	-0.0312900982726773	0.0009790702499138	1.4788131917105043	3.858614676038087	0.0265406709791022	14.888907218136511	0.0007044072160209	-9.704342009553757e-05	0.0029689579011877	9.417425383838984e-09	8.814711019025243e-06	-0.0041858918847095	-0.0024308037143859	1.752169087047685e-05	5.908806697872287e-06	-0.0076680097435559	-0.0001685035352046	2.8393441376481412e-08	5.8798373427268215e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21759.44491115753	-619.2241248714745	473473442.84169936	383438.5168228434	30685.902656935017	-901.27382226989	812294.5027089772	941624621.8708916	43773.48507434476	-234.35508757560456	54922.30707256928	1916117995.553884	27665.16888853758	1.324073	655.874268	0.4545913666759291	0.2994323003954945	-0.2144629823075661	0.0117084757189331	0.0001370884036608	0.0459943707802554	-1.217320639865875	-0.0012560068341826	1.5775531675136465e-06	1.4818695402434632	3.624017352992297	-0.23459732304579	13.133501774789297	0.0550359039802507	-0.0006725148178757	-0.0005754713977801	4.52276180262386e-07	3.31167329663054e-07	-0.0041322623623731	5.362952233640018e-05	1.707559223148531e-05	2.876125666030445e-09	-0.004156519442132	0.0035114903014238	1.233056413699411e-05	1.7276653872821314e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20344.14478313302	-1415.3001280245117	413884226.9570784	2003074.452386199	28567.39913002817	-2118.5035269068467	4488057.193516748	816096293.0543343	41383.86335685484	-2389.621717489921	5710291.952699481	1712624146.3388326	26088.13081820154	1.179867	584.442566	0.6839906709175495	0.401967371329713	-0.1981347416445942	0.0163282406629719	0.0002666114431479	0.03925737584657	-1.1930507770698853	0.0242698627959896	0.0005890262401361	1.4233701566670571	3.282858977544464	-0.3411583754478329	10.777163066444285	0.1163890371382045	0.0009610890684863	0.001633603886362	9.23692197563864e-07	2.6686616575370304e-06	-0.002032441624437	0.0020998207379361	4.130818956744111e-06	4.409247131466507e-06	-0.006467778658049	-0.002311259215917	5.3419191631612655e-06	4.1832160769514125e-05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18876.630968247187	-1467.5138148858314	356327196.7113888	2153596.7968807663	26443.28088980889	-2124.118240219279	4511878.298432247	699247104.2173321	39204.85349042339	-2179.00986643145	4748083.998005606	1537020537.205563	24455.03880724572	1.176177	582.614563	0.6480490944811697	0.383339513546942	-0.1499447008934282	0.0481900407511659	0.002322280027599	0.0224834133260196	-1.1203726053440164	0.0726781717258688	0.0052821166454148	1.2552347748053392	2.9667311302709294	-0.3161278472735347	8.801493599318626	0.0999368158217993	0.0021931916921706	0.0012321026236843	4.8100897986061405e-06	1.518076875289736e-06	-0.0028715293046917	-0.0008390876802547	8.245680547703198e-06	7.040681351552142e-07	-0.004317908267376	0.002149870390673	4.621942696692477e-06	1.8644331805474013e-05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16914.349262849264	-1962.2817053979236	286095210.98564947	3850549.491339383	23629.0624025589	-2814.218487249993	7919825.693979639	558332590.0240225	34453.36554624496	-4751.487944178429	22576637.68367295	1187034397.463179	22320.59731593918	1.230501	609.523743	0.5913848664806743	0.2482175895577119	-0.0277221751957199	0.1222225256977083	0.0149383457879269	0.0007685189975821	-0.9277286023087754	0.1926440030352409	0.0371117119054419	0.860680359541794	2.9201742461720244	-0.046556884098905	8.52741762800635	0.0021675434569988	0.0008475556560498	-0.0013456360361208	7.183505901020069e-07	1.810736341706899e-06	0.0001155045928891	0.0029870338975808	1.3341310978476727e-08	8.922371505296746e-06	-0.0040513491281012	0.0002665591392748	7.105377473092246e-08	1.641342975776635e-05	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
