frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	18.67264	35.19169	44.24992	58.22707	39.66343	34.48295	35.62784	124.16951	38.65006	35.5502	93.8692	40.82404	85.20961	19.40761	51.21212	20.72207	50.71145	45.84584	64.835	99.19555	73.56021	36.06384	47.63464	90.46068	32.76021	59.22457	38.05486	116.72952
30	60	1571.74772	3292.23828	3473.55468	2837.48195	4028.1297	1780.53593	3470.3836	3812.4108	3082.96476	2985.49358	3225.65656	3436.55564	3348.36065	2650.02985	3492.72025	2630.39671	3451.55623	2778.5142	3411.02016	3220.89063	4916.00121	2878.75834	2829.62699	2702.45347	3758.15508	4460.92464	3469.38511	4463.21529
60	90	4093.35993	10671.52746	11843.18453	8268.90383	12181.66391	4102.45773	10357.30594	7407.63763	10158.22455	8531.47039	11353.52065	9954.71459	12637.69246	7218.41886	11865.23173	7344.37583	11627.08215	7304.74536	11522.24565	11123.28375	12336.98206	11121.33273	11813.5067	11695.52214	11526.13393	11339.77789	11649.72035	9870.14134
90	120	5350.46715	16847.40055	18740.8949	13984.40569	21161.21629	6943.84387	17679.42463	10406.63581	17455.4312	13834.37955	18807.19527	16447.50595	19190.8816	13112.96758	18971.9936	12769.04933	18716.00833	12272.91483	18642.47789	18105.77444	18560.64734	18289.39557	20635.9096	17830.16314	18567.32903	18086.26267	20109.34399	13811.0654
120	150	7541.32116	24875.10983	25879.63265	17905.24488	30173.04196	8271.63677	23103.28622	12929.36089	23297.93292	19715.21958	25220.5925	21204.37164	27205.43548	16909.73636	26374.55333	16945.35083	25643.20769	16592.42071	25094.8954	24892.51268	23519.21512	24898.64453	27187.16295	26479.00035	25403.23501	24174.36036	26180.24602	17019.51229
150	180	7310.04385	23589.8341	29813.2947	20420.74567	32228.03047	8962.61568	24017.4985	12609.56929	26134.54716	20498.1735	29317.53466	23568.80086	32313.00672	19172.72151	30543.77261	18761.24062	29586.51458	17785.13852	28764.13142	29597.03947	24997.19853	29053.13187	29197.48382	28674.43044	26636.30616	21957.73692	27647.40831	16118.7041
180	240	7338.76842	21940.0521	29721.97088	20459.49897	33043.67223	8891.00369	24193.42077	11330.52568	25041.70371	21010.54987	28644.56721	23253.01728	31877.13433	18922.26525	30155.56945	18735.09451	29115.70669	17895.75421	28270.04556	28418.09128	24306.04008	28834.06554	30132.38756	29634.47501	26499.52294	21253.89472	28446.1454	15769.22716
240	300	7853.39505	21441.74475	27329.53065	20792.80155	31684.35376	10227.84781	22145.28415	11264.58749	24006.08329	21044.76863	30538.625	22783.23077	30833.38941	20457.74915	28721.07938	19872.6271	27893.49688	18715.17817	27752.57379	27741.58873	21492.79998	28977.99768	28754.60407	28931.08063	25348.1906	20018.86805	24404.32572	14054.02367
300	360	7958.56957	22190.16634	27281.36906	20653.85067	30121.98984	10564.48793	21732.89734	12087.23005	24163.78333	20710.51405	28087.55177	23165.13559	29605.11957	20276.08938	28716.21945	19886.56806	27748.1071	18697.32988	26825.77154	25563.51009	21032.67109	27530.04181	29063.09626	28705.14859	25032.41424	20669.54522	24207.85624	14976.76137
360	480	7192.13321	21686.33562	25286.06444	20106.30365	26605.57714	9824.49311	20744.31462	11477.37226	24135.5926	20176.5608	27736.69607	22151.22546	27434.59575	20357.2094	27409.45994	19407.05228	26635.18778	18415.64577	26005.69783	24099.40293	20713.31882	25993.24318	26214.30887	27217.48422	25490.95017	20867.25109	22877.9669	14123.71136
