global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	std_dvars	dvars	framewise_displacement	rmsd	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
283.7682669569694	n/a	80524.42933176186	n/a	395.5332636538443	n/a	156446.5626566615	n/a	200.42485576076	n/a	n/a	40170.122806721454	205.8583461827021	n/a	n/a	n/a	n/a	0.064967993651976	n/a	0.0042208401991631	n/a	0.0648751987620528	n/a	n/a	0.0042087914144158	-0.8430024186230867	n/a	0.7106530778043738	n/a	0.0119287349451334	n/a	0.0001422947173912	n/a	-0.0093692368545559	n/a	n/a	8.778259923676853e-05	-0.0029538550180253	n/a	n/a	8.725259467513246e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3485.4785037099487	3201.710236752979	12148560.399824142	10250948.440128818	6675.070957784397	6279.537694130553	44556572.29145671	39432593.65200646	3221.5054637897474	3021.080608028988	9126928.040208798	10378097.453227196	3247.780146405146	1.21441	530.767883	0.0	3.4689091780770974e-14	0.064967993651976	0.0	0.0042208401991631	0.0	0.0648751987620528	0.0	0.0	0.0042087914144158	-0.8430024186230867	0.0	0.7106530778043738	0.0	0.0119287349451334	0.0	0.0001422947173912	0.0	-0.0093692368545559	0.0	0.0	8.778259923676853e-05	-0.0029538550180253	0.0	0.0	8.725259467513246e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8643.11129390137	5157.632790191421	74703372.8387654	26601175.99845774	16398.63218244472	9723.56122466032	268915137.4551116	94547642.88971771	8205.553989225025	4984.048525435278	24840739.70389357	67331116.27008672	8190.041686194922	1.946773	850.853027	0.0	3.4689091780770974e-14	0.064967993651976	0.0	0.0042208401991631	0.0	0.0648751987620528	0.0	0.0	0.0042087914144158	-0.8430024186230867	0.0	0.7106530778043738	0.0	0.0119287349451334	0.0	0.0001422947173912	0.0	-0.0093692368545559	0.0	0.0	8.778259923676853e-05	-0.0029538550180253	0.0	0.0	8.725259467513246e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13839.656606895382	5196.545312994012	191536094.996783	27004083.19000004	26030.28498104203	9631.652798597312	677575736.1942623	92768735.63272744	13341.70187457203	5136.147885347005	26380015.100154515	178001008.90995884	13275.783004888366	2.077073	907.801819	0.0	3.4689091780770974e-14	0.064967993651976	0.0	0.0042208401991631	0.0	0.0648751987620528	0.0	0.0	0.0042087914144158	-0.8430024186230867	0.0	0.7106530778043738	0.0	0.0119287349451334	0.0	0.0001422947173912	0.0	-0.0093692368545559	0.0	0.0	8.778259923676853e-05	-0.0029538550180253	0.0	0.0	8.725259467513246e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17713.5633744687	3873.906767573319	313770327.42131895	15007153.643850358	32679.817982635905	6649.533001593874	1067970503.378213	44216289.13928604	17395.851458225767	4054.149583653736	16436128.846639762	302615647.9566556	17291.045558404905	1.844712	806.2464599999998	0.0	3.4689091780770974e-14	0.064967993651976	0.0	0.0042208401991631	0.0	0.0648751987620528	0.0	0.0	0.0042087914144158	-0.8430024186230867	0.0	0.7106530778043738	0.0	0.0119287349451334	0.0	0.0001422947173912	0.0	-0.0093692368545559	0.0	0.0	8.778259923676853e-05	-0.0029538550180253	0.0	0.0	8.725259467513246e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18092.1467441556	378.5833696869013	327325773.8120601	143325.36780348897	33097.648038854386	417.8300562184813	1095454305.7038815	174581.95587953928	17827.891143955218	432.03968572945087	186658.29004520268	317833702.64071685	17626.162359559923	1.343526	587.198975	0.4503694757330845	0.2526144910252456	0.0294662925387001	-0.0355017011132759	0.0008682623959762	0.0012603707819363	0.0264100240790412	-0.0384651746830116	0.0014795696633945	0.0006974893718555	-0.8439840759926511	-0.0009816573695644	0.7123091205291691	9.636511912202134e-07	0.0156325284867158	0.0037037935415823	0.0002443759468879	1.371808659866749e-05	-0.0101632549802932	-0.0007940181257373	6.304647839993768e-07	0.0001032917517944	5.675216599965172e-05	0.0030106071840249	9.063755616502647e-06	3.2208083456520253e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17599.42905504503	-492.71768911057006	309739903.0635632	242770.7211624604	31794.534443802364	-1303.113595052022	1010892420.4981349	1698105.041609405	17770.25590618408	-57.63523777113733	3321.820632935535	315781994.9712702	17527.458624902636	1.173883	513.055176	0.7986527778948567	0.5872306578466426	-0.0038805551126301	-0.0333468476513302	1.5058707982159608e-05	0.001112012248281	0.0884137926619246	0.0620037685828834	0.0038444673184797	0.0078169987328657	-0.8495809783864416	-0.0055969023937905	0.7217878388360635	3.1325316405618e-05	0.0046536532310384	-0.0109788752556773	2.165648839475414e-05	0.0001205357018797	-0.0123322239393757	-0.0021689689590824	4.704426345463421e-06	0.0001520837472909	-0.0007495088045775	-0.0008062609705771	6.500567526760107e-07	5.617634481391931e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16855.726256095462	-743.7027989495691	284115507.62042594	553093.8531654233	29616.519610793624	-2178.0148330087395	877138233.8565234	4743748.612806087	17436.055637271314	-334.2002689127657	111689.81974136496	304016036.1860208	17165.983370707243	1.026097	448.46405	0.3983314000766261	0.2349027551872658	0.0299304510943443	0.0338110062069744	0.0008958319027109	0.001143184140728	0.0202214126557862	-0.0681923800061384	0.0046502006909015	0.0004089055297955	-0.8250514439163084	0.0245295344701332	0.6807098851083854	0.0006016980613214	0.0037858424023455	-0.0008678108286929	1.4332602695397147e-05	7.530956343966578e-07	-0.0081118091527618	0.0042204147866138	1.7811900971069248e-05	6.580144773083013e-05	-0.0010972527771383	-0.0003477439725608	1.2092587045236648e-07	1.203963656937712e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15929.97841657604	-925.747839519423	253764212.3525785	857009.0623748794	27024.366815884205	-2592.15279490942	730316401.7994634	6719256.112156716	16963.775327637668	-472.28030963364654	223048.69086765303	287769673.36656845	16681.86761554247	1.06523	465.567535	1.6994419440427595	0.6917809347090733	0.2659388560204831	0.2360084049261388	0.0707234751414832	0.0556999671957803	-0.3960496504387265	-0.4162710630945126	0.1732815979698357	0.1568553256126374	-0.3683513243064453	0.456700119609863	0.135682698118312	0.2085749992516632	0.0090468761082704	0.0052610337059249	8.184596731839377e-05	2.767847565487789e-05	-0.0041056306558275	0.0040061784969343	1.6049466149298776e-05	1.6856203082070545e-05	0.0014447821482474	0.0025420349253857	6.461941561880681e-06	2.087395455894372e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14592.56484517544	-1337.4135714005988	212942948.76065013	1788675.0609665045	23404.632447420827	-3619.734368463378	547776819.9988638	13102476.898234967	15965.788854382952	-997.9864732547156	995977.0007993856	254906413.7427389	15655.61609139926	1.01763	444.763306	0.813893250842172	0.3977919978224786	0.0399135694131871	-0.226025286607296	0.0015930930233013	0.0510874301859103	-0.2239181597223023	0.1721314907164241	0.0296292500962584	0.0501393422534224	-0.2679767887337334	0.1003745355727119	0.0718115593000439	0.0100750473914376	0.0054187273906107	-0.0036281487176597	2.936260653375465e-05	1.3163463117455728e-05	-0.0043840362263591	-0.0002784055705316	7.750966170302575e-08	1.9219773634028936e-05	-0.0009559023224761	-0.0024006844707235	5.7632859279729705e-06	9.137492501152018e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
