frame_start	frame_end	Left-Cerebral-White-Matter	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-choroid-plexus	Right-Cerebral-White-Matter	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	Optic-Chiasm	AirCavity	Skull	Vermis	Pons	CSF-ExtraCerebral	Head-ExtraCerebral	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula
0	30	246.33877036575007	266.89013012638094	160.35841754996864	243.05975753763641	324.4195983505158	349.08835224321626	285.6799907015163	402.98630724615884	213.22483063661136	367.2556350077005	295.89789027619787	324.8898967101133	370.7528522977511	333.6685157565103	411.0545543362721	364.58067149586145	438.64506093034913	234.88656026501312	254.55781491557426	144.96488779893787	274.43893910380245	287.7994385772264	333.212100141649	210.4093001599204	169.2289062724394	316.75750092602607	394.8009682026476	412.30302778601055	278.67030020407424	291.19234570161797	301.47858843271024	329.67578125	191.83943994092806	683.4432531707915	70.42578751992626	68.57254821564392	268.22856437157077	335.08075457229324	304.1677647560471	46.64849288017248	272.36960690970255	429.7854720689563	340.788000029641	310.7300108541142	359.67306371705723	267.31864063919875	259.78177766657046	210.8689492495513	270.91896661888643	227.21988111982043	356.49694122026006	318.5392216296774	343.6877349966516	290.13937746832397	286.7207308655404	332.7926207663347	364.20635015630205	405.9999275779326	318.50876610462956	252.28460635034895	266.0460594207163	251.83528056308737	270.6214914280145	308.70871839517974	516.9064781541595	372.42797940372594	371.18919696444226	301.6283793366188	409.2535098132202	348.6161812841565	444.83661203753223	251.1540753060576	486.3128970466953	485.04802777939483	520.5200871129949	359.14742562090214	286.99814726203465	327.68197277011944	282.4647470761095	323.50197755726595	294.9884818478664	345.2367406920379	392.5590078693998	265.42616086242845	417.3379056791555	348.14454553259355	360.41415115911974	315.5251855946411	439.3933871994973	360.63752888241805	352.45744417070813	266.27471092663137	345.3766204749213	233.56135536478212	325.05312419474376	447.11922103661493	291.8557074602917	298.20316034482477	705.8001296014073	339.6651596426699	365.3134849217811	321.31129076846076	478.1882609285565	322.3129848855493	286.88707124799373	296.240212802238	819.0409958729377	641.9797568332685
30	60	4635.576923631308	3805.767632788086	3892.1980675467607	4933.032314178516	6155.964918118127	5957.771517368755	6037.473893544625	7078.427967081928	4584.9150895077955	4516.613180106026	4799.394448422538	4808.730424847448	4989.949800782966	4586.434165291164	5240.285579701619	6352.857456913701	5028.118043556602	3859.0478382978845	4620.760918486184	3657.1224588752157	4378.547059093093	4762.228193081432	6213.007344395457	6143.29805791185	5777.702536822151	6902.321972585439	4510.611377581606	5518.28754625455	4960.649528841735	6450.04770010489	5360.867306913401	6400.986653645833	4873.190118077813	5857.708153568097	801.027105518232	743.4007874345358	6736.56522191359	5082.555081397816	5125.3091787651265	517.8272600497618	6001.178001241835	7145.627963226284	7230.18775875316	7919.717127921364	4196.077031888559	6135.606703537242	6327.130081473005	5521.179903586386	6975.877152314185	6412.913685922065	6768.080330599802	7750.469179679554	7020.137914763765	5794.186144324098	5534.4337929570565	6339.212538959069	6960.443707824981	7222.321977380204	6672.06802684139	6821.051978396561	6295.46025741258	7095.90166565777	6464.030464431576	6606.526014093137	7353.673733508875	6863.569990241448	6704.870429134001	6454.867660517575	6220.635827208081	6384.620213085888	7007.946074789118	4946.339257191804	8616.805517976542	7027.094421434589	6823.504091081274	7252.091395510258	6585.015238671159	7157.1996273578925	4536.775977725074	5835.132990949955	6182.725633796332	5892.041474715115	7077.787345844278	6681.621069019403	6538.6914182902465	7479.964584982291	6712.203210952834	5562.673122073005	5791.433037620499	6224.637087923647	6614.681039505646	7001.811577068703	6315.239219692297	7342.695415895243	6329.88173984832	7592.003329978236	6048.837895002264	6508.93388260633	7463.941547324915	6461.125298151517	6595.692395169565	6401.407780056176	6359.769785741675	6393.6406528903535	7154.721891286625	5010.707808592566	8698.627491877629	7203.632809635877
60	90	11944.767246437576	8702.112179589843	9980.060085680885	12376.463814733885	15320.953452217016	14768.37559463346	14917.687132231738	18476.35364567811	13735.440218933627	11455.226250073425	10825.358889390604	10760.596946390846	13018.01946920653	12637.40155051411	12366.322221620858	15696.45588740596	12423.523008206364	9360.051256266635	11791.117158593905	9004.516655395832	9443.685349350222	12558.351354303708	15302.376498440526	15134.675395764803	14629.140113970589	17780.64608122432	13974.168741878095	13523.694738681108	11355.731084956518	15808.654880099826	11490.348837296264	12368.082356770834	11460.910746082622	7712.4808161341725	1831.3572762792364	1702.166337473634	17113.08281561535	12535.027032292708	12319.495665307091	1182.9184966765256	16044.581568884603	17238.065483186612	19429.778899931065	20341.913742620294	12536.701427178397	14798.443726327207	16133.928186338913	14265.799241420356	16995.709625310134	16412.52814805551	17167.091221428407	18996.00959287912	16749.642958035256	14943.80901140161	14362.002038371476	16098.862274089117	17596.13198215111	17262.784446611797	17344.423939316177	20187.729237303505	16692.527704073636	17166.72971858958	16862.668042736153	18362.163004967613	17561.373722992525	17163.147959397684	16697.380888606964	16862.16917596793	15476.733716520452	16567.83395553121	16973.834071086352	13210.133728060715	20599.084974218043	16134.19459509585	16504.305654923028	17467.86361261282	17206.096605481118	18566.36920268122	11043.863764624974	15200.695245497114	16874.008212436398	14738.320576663831	16932.74737045396	17677.078299890647	16347.80194569118	18766.24513654792	16569.599160931968	15172.716398660577	13596.69986082062	15386.191093600866	16439.158059754234	16570.290594928556	16256.952871207968	20403.672765513526	16043.507057289715	17025.07804024119	15975.934556782773	17878.43163283882	17303.880117301884	16660.538581771867	16971.94001012305	16250.743510038783	15761.988379474857	15905.352450943103	16532.874125030477	11739.895928083675	20506.82169987605	16445.17608698653
90	120	19289.357684107883	14237.046900976562	17663.04847028969	19741.27365163052	24861.856277844527	23618.010600209054	24646.91002519512	31533.991865693384	22689.758072081997	18685.365343045112	19210.126442132994	17405.78203682832	21456.28217936484	19693.02010444973	19240.03574971762	28669.547878689234	18126.253812017057	15602.799981071035	19316.604048440757	14267.43109373408	16686.17531035093	19839.343643571192	24881.38212670882	24558.097574656815	23676.216768382354	28309.81513999179	20803.260906172647	20822.470841437225	18914.700023861707	25308.20826099537	19374.24270372802	18874.123697916668	18437.854067201966	11933.55415306281	2771.0042025619146	2686.8006547520504	27072.97185429798	20924.184650467796	19154.21661382666	1860.8624162858848	26155.307136880358	26864.471244633794	30415.974877786077	32830.86153231534	18839.874216205368	25221.621983990495	25817.37306169568	24066.066493369817	26607.197003458547	26422.9711009401	26840.985266010222	30716.143569784886	26024.686235555197	24712.286366677457	20485.459126578193	26340.65705159146	28041.829362787168	28576.814090258456	28034.843413066737	31822.463472541127	25629.507211578537	28880.919148920126	27310.305158165498	29474.94018557423	25754.788062981457	28257.759794777954	27536.208166581757	26666.21607508493	24390.340026868562	25904.94589094389	29170.574601821478	21375.836845318692	32564.04857048249	25860.31114528624	27023.169286778797	26943.901515139165	27998.68378105602	29968.290391649112	18031.49870495611	24889.61459999277	26854.852902959767	23603.950644372264	25012.371793376864	28256.146342257507	27024.27203358816	29311.2894783932	26587.22088833513	24591.02544200065	20986.66887791657	25952.92534663042	27183.533291705928	27980.34287823192	27112.61220074927	30902.45939206614	24994.483319527502	28553.919836381712	25268.324428132033	28779.81035375579	26316.807441797067	27438.610771635165	27452.72419463822	26580.167565082516	25145.789712553946	26817.0447624881	26594.351537101757	19292.843445989787	30730.27162992037	24802.03206382509
120	150	25060.938077860068	17970.318753320313	20991.562755189323	26043.72608330945	32736.635407126294	31316.937242367912	32527.960693119785	38226.66322064724	29170.795063768695	24553.383345570957	23599.101579199087	22583.224072032386	26501.547454415642	25273.23350016276	23028.01233998494	32551.849030671296	24483.85828211871	18373.877756888996	24798.006785277368	17451.557965959822	20680.12287621359	25317.523793208475	33269.379008938726	31109.470701705166	31503.692529871325	36946.27652171286	28222.99841506807	26930.775529867995	24403.582622490103	32125.264060691552	24602.222635388327	28777.522135416668	21425.91649695068	12736.884022271455	3430.2633567938938	3366.01141061306	34408.37228361365	27050.09297651289	23859.1181411909	2383.472961445061	34054.92105047717	33212.13903306191	40028.53400160846	41689.32570800781	27657.396891035984	32763.526070679785	34233.614569580815	31586.728730194645	33694.41200710293	33960.17023848918	35290.06475184105	37170.97661907547	33973.908960848006	32447.83187040106	28497.338843046906	32299.94000533245	34955.67673408824	35684.47650564533	35044.06827778147	39940.231747703874	32679.730151565167	35779.50344007766	35121.61990573008	38051.138651741945	32584.227656944884	36018.2072727767	34685.52839403933	33977.03449512376	31448.050139636634	33536.99914582761	34592.19478606575	25915.6919471236	40937.24203698719	32438.542948726365	34054.06293869474	33999.71420221854	35354.89791805532	38368.87084308677	24389.748187237194	32613.74349195673	35066.063334932325	31606.59618773158	33521.6664774401	36398.016782353174	34029.77495603245	36949.95573395932	32527.487819728005	32709.69243284175	27364.430509368485	31387.657700862423	34388.26746275256	35002.979047950284	35301.133293585524	40013.96117079472	31799.86501650842	36311.6785067525	32255.11211295294	36805.27601944133	31610.89991640358	35459.91612036518	35135.49029155411	34044.22388109835	32233.871629842288	33040.04823953262	35040.8469343049	24711.00922006432	39039.209674541766	30906.337587234982
150	180	25832.048937959313	17398.504734472655	21097.937127908303	26734.97954775677	33900.06666077126	31329.540899269363	34081.40572242624	40360.09628237691	30170.50208500267	25862.411779693375	23332.927456502224	23767.623179109065	26943.281471228307	26507.171544614044	21970.146386012802	34533.49049660011	24885.19644292723	18466.680024492933	25674.838743307635	16685.163030213535	21338.318915604774	27468.31538802508	34152.917914559934	32673.083325855536	33744.77464223345	38304.6635904266	29354.327939356437	28029.286554636867	24137.038841116373	36839.89843448592	25669.00128673229	29963.281901041668	21271.752726584757	11785.223768851058	3328.374536872957	3392.796994024907	35103.43407436849	28044.039916463942	23840.139290216757	2417.442063710438	35187.91947054045	35605.04103028973	40386.681537798715	41735.786682128906	26146.138934980336	33119.63009199391	34369.459472255694	32608.452250833838	33298.43904041647	35624.044220285185	36044.89119889327	40044.594852109185	35125.98184986842	33438.77164964052	28718.972031234913	32131.827107352347	36537.51969628829	36814.55380876097	36465.29971509461	41881.16421468132	34185.0000269878	34536.875917948186	36123.065995101795	39257.27375547094	32664.324154224905	37288.67881500248	36548.09595430498	34825.37197501714	32411.28511148303	34722.30987748445	37920.19443844959	27071.582488830132	40632.42671088792	32383.204762561276	35884.478322723764	34726.538056591715	36304.906011595725	38922.09148842267	25607.278898399956	33066.79073688752	36636.05906942529	33158.006335957296	35423.60360000982	37751.8166840251	34611.014777671604	36593.75597098214	34176.99305041083	33953.11198977249	29039.908526535	34002.32206456018	35885.004410944064	36041.012435604585	35304.12622510051	42615.396241311784	32165.74099107913	35874.26742006525	33280.918139965055	38378.98294958064	32317.959243647816	36230.14466153789	35648.02733493618	35040.81463816419	32960.26286605477	34592.54740277493	35464.91433934087	25011.443489770812	39466.571338360125	31822.50132232774
180	240	25370.964077962926	16515.942330078124	20362.79836194115	26276.36535900123	32842.1266745858	31726.052723143082	33525.96337938543	39345.015447382706	29698.698913261218	23083.018385074014	21720.30811749209	22168.32533570996	25985.53785149385	25991.63159002774	19987.224300169426	33722.921635380495	25110.383213726207	17486.37950710123	25156.625486298028	15971.133447554195	21603.143219685477	26496.230979932552	32737.618854685283	32311.56965123552	33891.128438189335	38835.890506037504	30068.645315594058	25493.8548386196	24474.173469757494	33992.6240565924	24991.491013145216	30987.166666666668	19577.60830662393	11681.712803171642	3194.2259452496455	3300.2079943716385	34402.661449623745	26227.08654658837	22761.46097896856	2393.6370486558317	34434.2100635377	34695.31707539628	38826.950547162225	40282.66988247958	24054.287029675208	33073.849171404414	34277.27957486285	32519.911264888935	33960.57813344725	34273.786570603435	34813.53320635113	36495.5581591042	33968.02695029337	32871.856758889575	28109.28796712051	31757.658171808343	35025.61294498449	36208.95941580158	34919.411543019945	40169.75350371859	32987.65511265688	35550.00751017353	34542.67443670644	37086.782384234946	31411.6676715623	36014.9461533844	34934.46574184891	34066.56782801931	31287.3420780479	34075.047235733095	34679.37385541017	25959.54623481496	37712.06503038588	31341.62068266369	35499.37977586121	33778.536112841066	35526.249525957915	37694.32800308208	22976.1781140782	32842.76156813043	35274.526164924966	31715.139544684298	31954.126800081624	36313.10410037388	33512.808512931035	35404.32999014896	32512.547290069127	32365.422789486543	27425.837775735294	30912.99022904878	34237.22452055271	34144.28970113846	33516.87397341009	40234.220176200724	31615.275322787005	35209.45401900713	32513.819335141634	36446.140019432554	32871.59243552495	34905.534477418645	34555.901921572404	33747.58322951766	31641.03955030074	33922.95607944755	35072.60857749512	24878.754542392107	35600.07861328125	31315.04307779373
240	300	24160.87615171339	16089.407340820313	18243.699948677007	25160.649175977847	31179.455023239156	30937.800202543047	31738.53480812799	38388.12149322261	30624.965543202456	21864.490792777844	20323.3818833629	21774.167541920986	24499.01827527735	25740.284169514973	19315.393012989458	32800.04523383247	23601.80985890089	16296.312009567731	24054.753572630707	15329.681675551985	21573.435284562096	25371.42150872392	30798.948005583417	31149.392095665073	32238.40672633272	36961.75097215648	28302.54986618193	24726.04232056269	25121.840879083004	33252.52405538677	23973.29703953169	21404.748046875	18483.046570345887	9781.04435099891	3024.641729349014	3223.256937688803	31367.614988412897	24775.824356323126	21258.97452079607	2383.554309732596	32900.35815389817	31136.996356085754	35812.57218548943	36830.780004882814	24033.114297662396	31246.423368298925	32308.34392531126	30622.48236164186	29952.704908576616	31559.604172936026	32191.98819079878	32904.66637510171	31878.439916760588	31212.646880869775	26272.648454473856	29952.255767436196	32754.208904434578	33286.18025228422	32988.956536569254	35777.01170771094	30688.210194762323	33073.57618181544	32461.375025859237	34967.1904897584	30015.822727848037	33877.11822402902	32323.435411000097	32047.000132193978	29572.538872676865	31702.960464857944	31117.773843694504	25958.890318522757	34041.33214988951	30057.3766318715	33173.37634019688	32459.140141609714	32578.332903093626	34998.73551005579	22653.004402423958	30944.98258230766	33284.23378553592	29773.914316202266	30114.100560238487	33462.8259996975	30935.508344685262	32305.820796225857	30982.608338905673	30974.938597950757	26583.80228114868	29340.932288826018	32263.629421805486	31163.911074340253	31780.400974049706	37304.63126936461	29617.52077717269	33243.99143480652	30143.72072665496	34340.5591082959	30963.868875632932	32669.856623631164	32112.662917721962	31686.915187264793	29639.956280768845	31844.70666653361	32625.68855021741	24560.268404606508	32252.710838904746	29136.882022140016
300	360	22814.851694657864	14260.032634179688	17626.987361713047	23948.480600605628	28889.329836912246	28669.90926980608	29616.809325932285	34752.88105295789	28969.987712005877	20101.258298578476	18643.833256294885	20731.246682745536	22151.78245311127	23584.205973749577	18223.299194277108	29788.69881637008	23224.992975044464	15100.395210971916	22704.049212356767	14479.133799013209	19969.02336797128	23253.708028658188	28324.826340478994	29851.71113902191	29804.43217601103	34675.28576679826	27883.29845993193	23037.470859680292	22464.707290635604	28868.59595329379	22732.295129802907	26218.498046875	16978.85793102297	9792.2900755014	2723.8527229535816	3097.229364895672	28748.90775190137	23843.987709230583	19394.52866723019	2403.96359167447	29792.957026465534	30018.86143729578	32580.711616785386	33748.727762673116	23053.29994032118	29642.118260857922	29375.64666355833	28888.00621645276	28644.600023591964	28831.870000036088	29244.21644881106	30887.85243036132	28761.25325602403	28960.766024985296	25790.999372344533	27660.8754030942	30068.72331047209	30281.987083121523	29970.36564074275	32488.06276769719	27700.70948432665	30053.073133870985	29580.32784738945	31971.142621892508	27733.163651462735	30867.360405132593	29659.22714696384	29315.671695666475	27042.475358890035	28892.25663266923	29137.33847178374	24265.984492999076	31709.275817373073	27330.219986213237	29942.09596758637	28484.578027180716	29253.999166968264	31081.62696531679	21467.727214821563	28929.80850397161	30880.191558604267	27442.768851960864	28560.04209536712	30895.78220446969	28630.42596995466	29939.005655521138	28230.85379434219	28977.119089887117	23322.95883872742	26736.36816113308	28802.641821204586	29340.352238348074	29120.227734146563	33352.64681449277	26933.95595585961	30451.47443339397	27362.32132581076	31686.699835722557	28157.975967221053	29789.41918115419	29521.85251598712	29280.700289413264	27428.392034344502	28871.000510075737	29638.19053255039	23028.84850996514	29435.146726168117	27125.06683994037
360	480	20568.202288673536	12779.189152148438	15370.195443658758	21814.008459261575	25445.696437256625	26914.188747707987	25635.71464033941	31296.252820921854	25985.669379340277	18843.97600116013	16713.460532714176	18975.141934220905	20063.5616392863	22989.24231532	15346.290569230045	25780.924388744214	21001.8076031998	13310.901866223843	20370.09957390796	12290.437598611517	16800.42298429915	21405.092759916755	25122.350571906823	27053.58523326185	24941.628610523898	30003.19971065048	25225.476608137375	20244.98200489063	21516.397564338236	26724.689953462577	21100.972517401784	24045.250651041668	13959.482723746883	8515.99854001477	2600.4143233665286	2939.1559566651067	26257.757975804765	20962.82197472329	16966.62892880507	2382.719963270947	26056.177153062483	25388.764604443306	28748.227742848117	28685.878309770065	21305.65751031296	25711.625559395277	25696.121239286385	25727.245092483183	24502.920856502933	25106.32405683398	25639.230592657415	26043.855385317078	25440.50263542529	25435.255371414307	22322.45920692111	23668.263427375237	25893.52341093915	24848.5488486094	25791.669773086807	27429.64194732161	24223.027076893773	25828.94549108514	25712.61743282071	27796.948470544467	24262.063019613146	26863.19692052535	25885.908980173317	25201.096441253652	24019.920866800312	25805.16117919365	23601.840273452915	22045.505874592076	26645.334322586128	24579.67911753764	26898.56635880252	25035.923564012937	26132.12083402766	26979.434109950453	19807.413573365484	25206.964539498476	26795.464590548036	25233.024336556944	24122.306843148566	26661.998416035953	25227.24452171946	25638.50589140511	24820.843004198498	25485.968837870074	21880.850260265892	23192.729957699157	24655.186194215737	24696.475065762297	24615.06517955044	27527.851696098576	23290.33349585942	26705.618131157866	23888.912349207567	26864.352955129667	24466.905875388908	25803.78293468422	25773.35773275042	25187.12956657924	24078.009641892913	25077.42759739453	25482.135844415436	20865.642859637865	25695.544806847207	23540.02808441917
