pet	frame_start	frame_end	frame_dur	frame_mid	TAC	weights
sub-09_ses-blocked	0	30	30	15	1.643416609762408	0.5605633496450875
sub-09_ses-blocked	30	60	30	45	14.757739912614545	0.7908630076804749
sub-09_ses-blocked	60	90	30	75	32.175175378035064	0.9519531842509038
sub-09_ses-blocked	90	120	30	105	50.24909042339878	1.0734794879127614
sub-09_ses-blocked	120	150	30	135	56.41674485539682	1.1053648893372847
sub-09_ses-blocked	150	180	30	165	55.35247927438768	1.093551264151675
sub-09_ses-blocked	180	240	60	210	52.552100295063106	1.3278441153822298
sub-09_ses-blocked	240	300	60	270	48.23214240267765	1.2764588211918035
sub-09_ses-blocked	300	360	60	330	43.72648774184704	1.2232543563140925
sub-09_ses-blocked	360	480	120	420	37.87235701734858	1.4439527313048532
sub-09_ses-blocked	480	600	120	540	31.89402269211125	1.3309559416256178
sub-09_ses-blocked	600	900	300	750	25.83311241068	1.633964934982596
sub-09_ses-blocked	900	1200	300	1050	20.709367825465627	1.4226278815283446
sub-09_ses-blocked	1200	1500	300	1350	17.511444434561415	1.2705759713354932
sub-09_ses-blocked	1500	1800	300	1650	15.110271176083351	1.1492502508244127
sub-09_ses-blocked	1800	2100	300	1950	13.3923847876103	1.0538455339543906
sub-09_ses-blocked	2100	2400	300	2250	11.976927681798204	0.9737175743623381
sub-09_ses-blocked	2400	2700	300	2550	10.909493381728144	0.9083577794016774
sub-09_ses-blocked	2700	3000	300	2850	10.079709372921624	0.8539689150747151
sub-09_ses-blocked	3000	3300	300	3150	9.336953791752045	0.8064116075664235
sub-09_ses-blocked	3300	3600	300	3450	8.681580957029063	0.7649721532185894
sub-09_ses-blocked	3600	3900	300	3750	8.119594449143907	0.7291014954058492
sub-09_ses-blocked	3900	4200	300	4050	7.72492952572536	0.6994125198887894
sub-09_ses-blocked	4200	4500	300	4350	7.315307062177384	0.672279664975876
sub-09_ses-blocked	4500	4800	300	4650	6.958165813511435	0.6484792734390159
sub-09_ses-blocked	4800	5100	300	4950	6.613240848269789	0.6270851104994132
sub-09_ses-blocked	5100	5400	300	5250	6.268710956854663	0.607708184745291
