region	acq	desc	success	VT	VT-se	AIC	BIC	RSS	reduced_chisq
ACC	acq	NA	TRUE	1.6735132580728884	0.006542350193442545	45.12621869055265	46.58093863991665	18.311839311826635	1.8311839311826634
Amygdala	acq	NA	TRUE	1.820891954015031	0.0035509503059744643	33.4591935440641	34.9139134934281	6.926091881413269	0.6926091881413269
Caudate	acq	NA	TRUE	1.6726918569438036	0.012007568686382931	51.02390126472953	52.478621214093536	29.93479018818026	2.993479018818026
Frontal	acq	NA	TRUE	1.894478248755339	0.008969407335931904	46.7824512782629	48.2371712276269	21.021951260536905	2.1021951260536906
Hippocampus	acq	NA	TRUE	1.9045191730357085	0.007330437363375818	44.29162616016972	45.74634610953372	17.081541397767758	1.7081541397767759
Insula	acq	NA	TRUE	1.8315521665526466	0.005800636298320081	40.392759762394576	41.84747971175858	12.343046855965232	1.2343046855965232
Occipital	acq	NA	TRUE	1.9537243057902198	0.00786987973304638	44.28240017470381	45.737120124067815	17.06841360722534	1.7068413607225341
PCC	acq	NA	TRUE	1.8312971425494533	0.003913602556480676	34.00509166646847	35.45981161583248	7.248446878418688	0.7248446878418688
Parietal	acq	NA	TRUE	2.414687961431068	0.015431582085882503	50.96808881983259	52.42280876919659	29.795885644681324	2.9795885644681324
Putamen	acq	NA	TRUE	2.104854363557852	0.0038425226003869647	33.05010386046857	34.50482380983257	6.693955165714441	0.6693955165714441
Temporal	acq	NA	TRUE	1.7709859436999398	0.004816599884025012	36.79797399114838	38.25269394051238	9.147928095299406	0.9147928095299406
Thalamus	acq	NA	TRUE	1.6311471492357779	0.004297315514379451	38.41084694605868	39.86556689542269	10.463923621820047	1.0463923621820048
