frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pc	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
0	30	372.97791	208.59176	787.23668	282.13306	1038.74295	474.87863	957.90232	451.94141	454.49125	403.9923	452.34195	340.6911	239.88879	769.56899	660.38867	1026.03766	790.94316	286.842	172.03531	257.83512	433.91654	744.7165	645.73363	323.5235	334.26378	963.00152	220.00335	1002.13516	890.98161	831.66265	659.65817	482.70162	454.34952	757.00543	667.59781	519.68848	169.93098	532.62765	1212.84523	352.36009	645.326	404.98391	424.57602	352.75978	440.5199	221.57705	383.31631
30	60	6659.1601	6607.6283	10841.45487	7544.69361	11747.81373	8481.64747	11085.38178	9493.64086	9791.13896	9468.18191	7598.36816	6960.3016	8784.75613	10307.16418	8972.03272	8741.08203	9904.56285	6277.1795	6888.64707	6255.9948	7464.22003	6756.49226	6781.6117	6545.11184	5995.64849	10925.28371	5858.14573	11159.12028	9456.60634	10002.15204	6818.62007	8416.69913	8894.54699	7822.1132	7419.64595	5231.96387	6365.09534	8340.04974	8438.40101	6705.86608	9002.38847	6271.32423	6471.50084	6888.0716	6810.16585	4981.59448	6444.57512
60	90	16050.23977	17092.77664	24290.75257	17519.80618	23648.44564	20444.11979	24821.65825	16602.23913	22122.3297	22395.02602	15853.80552	18591.02393	17972.73068	25421.60854	19555.87838	22747.46999	23318.77996	15503.67212	17433.94336	14226.96434	17130.12068	18542.70089	17939.30275	17230.82872	14047.45083	27860.87032	17081.10549	30951.51424	19983.16204	24052.94927	16122.31743	17198.79067	19095.56665	17262.17783	16468.79727	11832.57227	18131.89482	20131.80493	17730.6294	15279.83504	20196.39235	15889.77255	15835.40639	14903.07103	14950.13512	13070.82959	14751.68625
90	120	26774.95787	26195.11619	38370.12405	30606.57356	40416.1673	30441.62824	41568.30432	34660.51359	33676.70669	34949.44482	27556.25791	29662.26969	29997.94979	41269.71396	32906.72509	36911.65105	38091.72155	25141.91046	28051.5875	25647.13898	27591.85659	25770.5293	29473.09722	22708.06302	22649.80561	35867.72932	27408.49382	37492.41797	31747.89779	40546.95631	27060.35791	30586.86012	33265.12035	23915.70205	25657.55039	20138.49219	31384.23166	35074.67457	29389.68056	27364.02888	34618.02018	22389.80762	22046.72656	24181.54825	25654.28591	20422.98242	25839.43455
120	150	32667.93652	29558.28948	52318.58197	40116.5225	53569.06672	39491.37944	53283.68869	41900.06369	45823.90315	46524.18056	34493.91492	32612.34229	43910.74318	53362.47501	42034.23091	50960.47387	51111.58488	29309.00775	28677.39648	30005.47012	36851.53828	37370.78795	38425.90096	32334.86273	31217.27842	46846.43662	33822.77429	50621.08518	37229.75274	53097.21059	35734.78438	40724.76046	42525.92799	29428.00518	33645.31934	30383.42969	36123.55113	46205.00762	39596.01232	35973.55092	45994.25067	33575.61586	32201.7486	33121.81052	36138.87749	28045.20508	34542.43241
150	180	35611.69879	39292.81128	55464.49645	41664.57994	59825.23227	40968.17161	62828.06924	47675.91118	48847.2412	49121.69193	39421.73575	43309.70964	43744.88693	58094.61238	45589.48222	51302.11145	53790.84817	33724.65926	41468.41172	36877.63063	42606.86152	41272.44699	40944.08387	33180.37725	35676.7114	47136.43016	37815.16595	51869.26229	37428.10184	53925.72688	39916.66689	40510.23703	45210.77232	32791.41566	35082.50332	32625.96094	39312.66598	47596.00697	40086.03329	35557.82523	48100.57545	34163.68224	34128.25837	33945.02085	36651.9451	31183.43457	34763.62281
180	240	35241.85376	35661.92742	55042.13542	41290.30188	55693.18211	37501.48117	60666.35442	44637.65082	47475.78817	49117.10386	35522.75952	37999.77637	46777.33395	55884.61205	43711.0532	53954.26873	54604.81783	32654.69234	36426.05	33341.81473	40275.13967	43308.16629	41746.2652	35261.30117	34094.85553	51981.49495	37030.11657	55098.71218	37460.62674	54600.00512	39044.15361	41332.69865	45702.55749	30425.56184	35770.29688	31414.1582	43145.64292	46335.72524	37943.38079	37491.97389	47703.60675	34585.93791	33032.00474	34114.53667	35445.11547	32726.14062	33839.98654
240	300	33839.7031	35843.06963	50039.50846	41925.62274	51745.20633	36769.26471	58513.0004	44482.94056	46490.97	46723.08591	34317.4018	37389.25846	44760.95639	54739.20186	43075.26564	55443.28544	53114.6748	32549.46688	35695.25469	33201.28582	40580.11101	40714.4202	41267.02209	33831.2839	35144.7426	48493.89615	35882.05751	53159.2499	39336.76015	52948.05636	35703.3333	38961.16199	42845.99041	29988.94019	34419.16113	32008.14648	40323.44118	43752.7667	35915.54578	38209.93515	45534.49172	34323.77611	34485.42634	33719.08352	34845.44424	31059.65332	33235.53964
300	360	36387.86225	38489.85684	48684.78516	40514.11641	51161.97789	35764.48168	55371.09347	39935.65115	45537.05712	45078.78242	32023.59258	38970.36003	42445.80845	53012.40618	38965.61044	51397.28466	48425.60205	32620.91509	36506.62578	33275.01954	39943.75092	35428.40011	41526.38371	34646.93204	33872.3894	47498.90558	37036.38436	51981.42407	31795.56868	50831.19483	32916.91426	40058.85727	42506.73737	26363.74357	31023.79434	33586.36719	40847.98579	43525.07191	33606.11742	35408.52018	43477.28739	33230.67124	30885.18443	33507.11861	34855.52076	30137.75586	32022.77473
360	480	31186.70681	34914.40203	43637.32398	39149.85798	46257.035	32437.50118	51967.86263	36327.00798	40652.30588	40151.26819	30386.84932	35356.7168	39256.6092	47786.92431	35992.26331	47983.20418	43819.14982	30748.88507	36517.78203	32632.8802	38668.82844	33143.65123	39333.77129	33982.6551	32251.69314	45808.79371	31538.21411	48442.74952	31734.82046	45115.26105	31405.54932	36933.40344	39643.54161	25342.19013	29155.55254	31910.27344	34845.55817	38437.63344	30100.32008	32437.26327	38148.54936	31597.11891	29339.13951	30810.79621	31763.28957	28646.19336	29049.40759
