index	name	volume-mm3
8103	Left-AV	165.0
8104	Left-CeM	80.0
8105	Left-CL	33.0
8106	Left-CM	278.0
8108	Left-LD	50.0
8109	Left-LGN	283.0
8110	Left-LP	168.0
8111	Left-L-Sg	23.0
8112	Left-MDl	323.0
8113	Left-MDm	858.0
8115	Left-MGN	134.0
8116	Left-MV(Re)	12.0
8118	Left-Pf	55.0
8120	Left-PuA	234.0
8121	Left-PuI	239.0
8122	Left-PuL	196.0
8123	Left-PuM	1370.0
8126	Left-VA	527.0
8127	Left-VAmc	5.0
8128	Left-VLa	678.0
8129	Left-VLp	1027.0
8130	Left-VM	7.0
8133	Left-VPL	1129.0
8203	Right-AV	173.0
8204	Right-CeM	89.0
8205	Right-CL	29.0
8206	Right-CM	254.0
8208	Right-LD	41.0
8209	Right-LGN	287.0
8210	Right-LP	170.0
8211	Right-L-Sg	20.0
8212	Right-MDl	238.0
8213	Right-MDm	726.0
8215	Right-MGN	127.0
8216	Right-MV(Re)	10.0
8217	Right-Pc	1.0
8218	Right-Pf	51.0
8220	Right-PuA	186.0
8221	Right-PuI	238.0
8222	Right-PuL	174.0
8223	Right-PuM	1261.0
8226	Right-VA	447.0
8227	Right-VAmc	7.0
8228	Right-VLa	636.0
8229	Right-VLp	901.0
8230	Right-VM	2.0
8233	Right-VPL	899.0
