frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
0	30	443.07275	301.65796	342.8158	398.5508	535.95181	458.66535	712.4707	440.04112	481.60159	653.84434	296.42865	604.34181	628.47668	561.22719	892.23338	695.30813	188.00321	519.15548	476.8735	331.34573	527.98604	464.71426	492.47213	567.94845	643.62678	852.26352	467.12447	330.58998	625.10901	902.89153	768.18865	363.27157	244.66713	1078.20596	446.93764	451.95179	234.54732	342.56412	820.94708	611.03407	902.36688	556.7247	610.76724	443.58462	391.18751	472.08598	252.80739	462.83386	422.71833	356.19042	612.00798	504.56604	269.81093	438.53605	661.15929	432.83376	212.94087	384.70432	693.22282	379.45135	485.903	487.11729	613.9493	830.6531	353.8874	585.38843	424.1722	399.30431	470.70049	8.49259	55.90397	919.6564	835.68425	473.07185	469.64066	396.93147	756.32727	961.79995	440.87751	353.01046	240.41942	479.71182	420.28731	234.47304	523.78843	504.05515	161.3251	259.54431	452.23303	513.6333	76.05618	219.40448	632.18455	392.83476	330.93463	438.69724	573.24197	623.75217	297.21049	405.0892	465.01409	307.31859	379.65043	13.69497	82.31662	564.06357	766.84643	674.21038	501.3563	483.79417	540.67888	450.43602	405.09166	535.1197	351.78015	412.59548	441.10362	428.32069	516.09474	500.21443	327.42122	589.97578	565.82897	391.65302	360.78307	471.92405	559.75952	415.61057	419.93563	485.54128	450.32633	574.39677	581.31736	666.82522	369.45713	531.24922	425.20283	31.00846	102.49626	830.89699	609.99514	483.74255	294.86637	491.56509	662.22994	804.8893	496.01536	504.75328	359.41185	470.89102	455.35063	532.44802	568.39799	481.1633	297.05096	383.34402	338.58956	612.41267	241.49069	385.07073	446.38434	585.48715	263.21792	536.46791	394.21898	390.90874	516.69634	562.72412	474.86765	455.34362	653.61919	38.48533	55.93586	537.82108	689.24965	346.98954	396.92237
30	60	7067.66314	5577.81629	6653.54948	7382.98619	8223.43061	7424.0988	9148.70099	9040.01076	8031.13941	7175.90012	4839.7938	7785.41824	7017.38626	11174.10217	10553.24863	8183.48805	6424.11035	7082.72398	7083.99307	7376.15333	7390.31121	6372.85312	7558.16886	7943.88742	9374.74213	10172.58345	7583.92674	6971.68616	9055.88444	8363.86596	8703.49772	5923.22228	6520.42855	7552.04881	7728.85389	8999.60514	4885.89348	4353.29685	8710.66128	9008.09148	10891.27733	7718.88902	10324.64135	6292.77796	7105.75595	7342.12943	4682.43774	7355.98966	7358.78671	5585.09673	8797.64267	6726.1798	4849.84967	6410.16715	9253.30286	7449.12278	3211.78099	5636.01597	10222.77027	6480.89182	9034.04443	7443.02548	9569.22747	11271.32084	5501.55483	7897.09654	7609.2986	6252.51246	6911.82107	579.70851	2351.0396	13705.19568	9698.49348	8211.52781	6714.31682	6434.5501	9382.16178	4438.78787	7095.47118	5695.87812	3765.36507	6881.90479	7061.15953	3205.48509	7909.07439	6787.98464	3014.60276	5730.08807	6989.12227	6255.49243	2153.85212	3400.03617	9633.02897	5556.24671	6354.3236	6587.60082	7424.5236	8986.64276	4396.29551	6199.62193	7052.2431	4205.37461	5485.07564	499.32101	2729.4142	9006.59176	8586.19593	8306.43342	7186.58661	7145.98395	9440.26009	7263.82427	6914.90049	7072.84508	6653.06906	6494.69965	7576.98099	7351.86546	7686.35907	8154.18575	6443.75027	7672.32922	8316.9598	8035.95246	6608.05336	7233.29975	8607.60122	7689.8114	6717.74389	7309.6233	7294.28003	9626.55825	8227.79783	8797.08355	6902.62515	7794.85358	7181.64577	654.1842	4712.60095	12116.43217	7282.78872	6875.54928	4136.08349	8047.66779	8445.64859	4704.76936	8133.25033	8361.92107	5350.45084	6803.79509	8635.00441	7014.43794	8421.86801	7592.121	5345.46643	6397.29707	4973.8586	7881.99504	3277.73534	6027.85854	8071.63181	7421.26339	4868.081	7774.56943	5574.79246	6521.50517	7789.87045	7897.42565	7020.25864	6119.52875	8538.35612	1175.22806	3616.51234	9312.55714	8712.78773	5003.35712	5820.80893
60	90	15274.56506	14139.0712	15769.44187	17030.18916	19398.59658	17694.63948	22082.35789	19989.20545	17179.47785	16326.60046	11016.22183	16963.14124	16139.66328	24539.44335	19121.82883	16739.03302	19518.6142	16633.92003	17123.35515	17008.02605	18160.74838	15178.28279	17146.13382	18018.02396	20447.28225	20774.09715	17077.015	16584.12589	22528.62755	17749.63699	17083.84342	14474.71146	11556.70833	14742.33879	14424.01621	20800.93012	10992.45648	10737.33145	20448.26173	20352.86688	23560.8315	18115.26105	22973.22913	14612.89955	17363.50394	17108.80749	11073.88367	15721.55428	17255.97424	12923.94347	19967.28595	16024.32374	11861.35603	15825.85739	20983.71375	17221.591	8614.79759	13609.97921	23299.42763	14617.82332	20703.53143	17016.65615	21277.88503	26146.85109	12578.23458	17637.39291	16483.46301	13927.90945	15617.3005	1343.22533	6737.88521	27903.51315	20773.88147	19190.99914	15491.42026	15080.53002	21615.5404	7696.55679	16471.96608	13073.27386	8585.26728	14898.65403	16591.92737	7673.11334	18480.59618	16270.98885	7430.55042	13468.20775	15790.89094	14515.2289	4913.21752	8850.34452	21675.5975	12538.25041	13673.54392	14880.31546	17094.62754	20018.32768	10242.71038	14235.1066	17027.57936	10097.82398	12225.92409	1492.81564	6488.64533	23365.52388	20218.7199	19703.08865	15900.0354	17091.39402	21558.70264	15441.67769	16342.70532	16703.07622	16830.30323	14430.24492	18020.44187	17067.9118	17941.14449	18434.63141	15775.23853	18091.71028	19335.56603	18864.12883	16517.6823	17702.5045	19306.21184	17478.15344	15137.68009	16843.69951	16532.49624	22284.0365	18715.45114	19778.94683	15173.65623	17473.69715	16318.93583	1581.92246	10543.94655	24227.98535	16708.6202	17032.99181	11255.7314	19399.03297	20083.24648	10098.6807	18666.11982	19008.52454	12257.46037	14860.45123	19771.3309	15508.28386	18829.51148	17615.00421	13143.94771	16031.02772	11970.80256	18410.39716	8164.01197	15453.32743	18216.38004	17219.79541	11129.76681	17598.33273	12907.19758	14988.99365	18348.85293	18426.89575	16826.39059	14498.16567	19640.11999	2555.60909	8504.09893	21611.40036	19228.44424	11557.19089	13318.15401
90	120	24790.83218	22743.55973	25561.3212	27573.21252	31746.52766	28061.19297	35648.47351	32638.93088	28911.39801	26286.35568	17024.29139	28924.83697	24838.11149	36506.5222	29395.13449	26420.30065	28635.82169	25808.8032	27128.70643	28381.20986	28382.53367	24718.17614	28477.56681	29022.52721	32136.10935	34698.4426	27841.78045	25296.62065	32979.45964	25391.7442	28734.23199	22897.68935	20907.66862	17541.57139	25402.27635	26980.81327	19584.24684	15477.9191	28700.7171	31351.13919	38100.49686	28676.64247	36741.2831	23314.10499	27677.6232	28596.26425	17695.48612	24415.01631	28454.39299	20614.94917	32095.95748	26440.13047	19138.07622	23738.63204	33916.30007	28146.52452	13806.79372	22966.48629	39228.51501	23902.96369	32248.35007	27522.32686	34686.11976	41966.39506	20694.73237	28385.83478	26828.88603	22230.00206	25271.8978	2282.30344	11156.21566	44846.98957	32470.47351	32479.8115	24253.40968	24180.27506	35178.67284	11030.58062	26895.81732	21392.42233	13328.93827	23558.7425	26688.1205	11659.83502	29035.22981	26040.13507	12074.05781	20568.40974	25790.42784	23363.17476	8423.01508	13937.54122	36208.77485	20192.9538	20658.26946	24071.24559	27284.58629	32806.60813	16649.33544	23326.2383	27494.10684	17100.56861	19898.21504	3009.3842	11112.56469	36540.67375	30895.86475	30757.62268	25005.97568	26802.98327	35963.00992	28110.98473	27825.85769	27366.62846	27202.96931	22623.90881	30051.23758	27299.40592	28896.36591	30800.39927	25657.65235	28881.23885	30699.61086	30320.46961	28098.09664	29381.52557	32335.57909	29185.86929	22698.68313	27533.86923	26645.54765	34774.89622	31878.08487	32326.85118	25131.01093	27804.66844	26761.51152	2398.87889	17863.83759	39678.30397	26803.80219	27808.77923	18007.38232	30337.03939	32906.40485	15769.41547	30964.23729	30913.55715	19786.64896	23778.07066	32228.13699	24449.83976	30291.77044	28929.70482	21671.09798	24935.84618	18989.79898	28934.57607	14862.23413	23986.47832	30280.39868	27263.23005	17032.21268	28779.51427	20770.03668	23288.71348	29606.67672	29365.21986	27333.35658	24298.72056	30799.76715	4311.81881	15563.00495	35709.31474	30237.44446	18797.25572	21888.47921
120	150	31165.20845	30003.40254	33797.50394	36203.41415	41218.46907	35489.0363	48364.33857	45481.24435	36284.12882	35203.9831	21648.97711	36985.58064	32217.79662	48066.80783	37398.11228	30987.55258	36315.8449	33121.38579	34854.98056	38823.05972	37944.89521	32389.17391	38383.82624	39287.14687	42019.0334	41922.81411	36376.24798	34685.72708	40171.60265	30784.91895	33810.78602	32284.16488	27105.89714	21106.67795	31510.37807	39093.02497	24256.89986	21200.00211	37255.02042	41909.50161	47890.10394	38958.73826	49451.27073	30545.76025	37110.27949	37410.06277	22977.1439	31184.23181	36973.22771	26547.76562	41198.95802	33264.89577	25992.36192	32034.17201	44453.96037	38150.80027	17719.96279	30190.72879	51446.85149	31788.15132	41582.15172	36684.79493	45020.1072	55339.15967	27178.88988	36741.11325	36176.60274	29607.97094	33580.70122	3562.65411	17572.4616	56364.23223	41061.96996	43302.31526	33006.88956	31547.95698	46510.70111	10971.43778	35250.99638	28108.73233	17438.42145	29625.40734	34687.81817	15200.47873	37708.89176	33334.1088	15697.66988	27370.45603	33671.86997	30950.78378	11858.68488	18968.05892	46689.37316	26245.64967	27738.70217	31728.10574	35866.80828	43571.09661	21971.58404	30597.15174	35782.42382	22105.19586	25146.30987	3598.70996	15097.23828	46193.29	39819.78668	41475.64064	32413.66241	36613.86112	48047.50891	37330.65739	36697.26964	35261.2094	36009.24884	28790.38281	39039.11675	36137.24651	37458.92979	39722.90362	34172.5728	39695.45247	41342.97844	40922.00949	36436.66491	37312.4529	42962.21775	38282.94687	29617.81297	36859.95556	34421.56862	44976.09697	40787.00316	41665.59067	33317.84773	37247.49483	35540.39961	3659.99712	26590.0994	50444.7225	35297.77348	37178.02566	24543.46883	39905.37398	43716.0674	18357.53982	39012.26589	41104.76843	25420.64413	31228.17401	41620.17455	31228.81403	39445.81298	37596.35961	28310.28763	31487.83863	24562.25633	37891.18735	18400.81777	33150.88027	39597.2183	35232.76768	23767.13288	36953.13833	26928.6994	30602.82689	39009.17661	38823.64007	35552.66412	31620.55119	39601.81905	5559.08147	20191.93047	45431.69807	39253.97629	24497.90914	28837.93702
150	180	33564.93902	33713.57541	35949.15012	37518.39399	45146.15181	39114.4805	51008.13676	49753.76762	37091.31089	38334.17362	22783.37547	38639.04173	36315.96972	52460.6354	41855.42201	31062.84068	38259.73116	36663.15604	36576.83752	41734.08556	40391.72484	33960.76386	39556.78658	40610.11156	45017.20838	44795.26908	37735.02489	36286.58694	42038.07571	29940.7613	34129.97873	34095.27591	32336.89974	19207.99844	33831.86959	39992.84944	25922.8113	23447.27881	38163.69047	45168.66635	49825.69271	40628.98057	51094.4418	32571.71036	38542.19695	40159.53147	23429.5981	32431.30498	38476.15032	27674.18897	43993.0034	33985.86992	27189.50332	30567.4804	46180.58168	39044.90044	18325.76785	33182.06431	55532.30975	34084.31149	44920.84616	38647.2576	47494.62117	57048.32357	28836.36808	38811.38201	38191.7617	31054.06881	35954.30645	3466.52205	17756.07914	59111.76316	43677.63418	43994.56295	34063.55369	33087.6121	50162.13934	9575.27464	37285.02459	29579.50265	17717.01318	32008.86838	36042.72069	16012.80611	39164.28853	33535.12416	16738.98041	28805.4998	35870.05937	31926.19094	14271.67394	20485.37785	49889.70425	28299.13972	28461.64041	34034.23125	38397.09581	45146.31422	23620.20707	32531.48189	38414.10312	23632.93161	26608.80803	3797.12203	16170.05111	47316.92815	41666.41255	43202.97493	34154.38025	37343.50588	50238.69687	38881.75391	38543.74915	38321.13751	38186.67169	30496.59151	41440.69717	38561.1081	40559.73081	40894.80581	36219.42957	37204.47872	42391.23931	41737.6377	36719.59356	40940.50621	45526.86306	40280.51361	31559.44886	38354.67315	36822.08403	46538.73978	42846.35673	43698.93338	36094.21737	38258.6785	37453.66633	3282.7964	26532.5043	51129.34717	37334.38093	38222.10405	26288.87609	41384.70292	47330.51523	18368.16537	42151.73607	43777.59022	25471.21256	32625.63117	44804.60629	32009.74806	41205.02202	38714.97989	29467.80345	33788.7311	25346.58305	38548.14231	20092.19142	33650.45904	42655.71013	38068.90067	25986.60836	38626.85823	28549.78241	32485.95178	41221.25457	40249.27479	38494.87507	33354.44161	41802.34478	5697.57388	20801.03766	49109.8368	40925.2248	26171.08122	30394.47472
180	240	32189.83885	33980.723	35618.00483	36839.4421	44351.05456	38363.11452	49798.22356	45874.82444	37951.19208	36773.13142	22720.82266	37435.30575	35066.21858	51621.13836	38957.3305	30132.07882	35964.88511	35117.54427	37287.58255	42031.25701	40234.17196	33198.60005	39443.1078	40789.80446	43391.55788	43722.93659	37473.32954	37484.23683	42514.24687	29928.512	34448.33724	34108.94949	32780.3776	21951.11853	34661.99357	41389.47484	29243.75008	23377.66885	35305.99313	44575.64302	48523.71807	40623.90041	49245.89308	32040.22956	38487.39765	40042.12457	22898.90201	31389.10271	37661.80373	26943.73337	42862.68459	33909.51559	26993.0378	30860.85201	45585.57008	39174.74131	18824.76236	32811.47563	52760.17639	33870.01288	41753.0266	37852.01622	45821.80136	56449.40572	28841.08274	38115.71753	37682.87114	30334.44246	35414.48093	3623.40455	17805.19492	56557.01439	42903.43112	43623.94414	32253.36612	33132.99602	48274.20266	8599.59819	37033.22643	28820.69541	17862.10631	30148.83525	34282.84091	15897.9819	38331.02243	32906.38885	16235.2621	28153.36189	35268.45672	31413.4153	14329.14215	20845.00073	48706.9981	28114.87671	28578.75514	33533.9266	37717.19302	43945.24605	23134.58169	32009.21952	38043.68361	23877.05165	25776.5141	4288.47056	16473.72656	48360.6423	40803.70504	42830.96814	33975.48035	37162.51788	47824.54558	39901.33348	39748.01006	38446.66406	37337.20355	29218.50084	40261.23372	38077.39974	40007.40458	40863.93949	35477.252	37000.00005	42544.59813	41590.0934	37468.23264	40750.73493	44252.45076	39457.42023	29870.29163	37520.17224	35513.51341	47113.46325	41921.38891	43310.19388	35302.09142	37024.53442	37609.31348	3607.63675	26312.11521	48051.88105	37451.17754	38184.18247	25759.60677	40816.65594	45164.45141	16930.68062	42404.4613	42114.7991	25304.2717	31135.10515	43486.27573	31092.38434	40468.99361	37885.66796	28834.81537	33895.44909	25592.95884	38062.47663	19707.90978	33504.19313	42092.2645	37749.55714	26362.94314	38428.83591	27997.4058	32255.73427	39655.92061	39863.72713	37708.4511	33140.39874	41298.41538	6082.80401	21472.95467	46685.39927	40954.60586	26259.27741	30955.35984
240	300	30918.16871	33755.06545	34427.93256	34134.6866	43625.5433	37315.20971	48686.00708	44922.6475	35279.7478	35077.60356	21469.74924	37434.16236	35401.53023	48540.66753	37815.96451	28721.35719	37350.47036	34816.40556	35863.25224	41774.24	37840.77061	30882.29243	38179.86196	40034.35336	41766.63478	40394.53474	36461.38829	36860.35558	40340.94329	28826.9895	32961.71419	33750.67853	33158.78385	22870.3667	32530.53538	42830.13702	27467.7188	23008.2748	34267.09054	42032.62058	44019.01037	38500.6651	45729.62014	28604.00952	37082.79049	37494.55742	21360.32753	28795.37688	34432.99985	25501.00082	39432.68915	30546.4908	25625.49155	29043.78576	41372.20518	36879.3885	17700.73274	30973.47105	48994.08337	33128.50324	39297.5209	35957.88525	43831.32696	50626.55469	27847.97227	35616.99628	35568.52456	29132.68499	34380.29228	3962.67396	17611.8384	50966.85983	39871.92899	40460.95368	30783.95931	31598.52899	45629.82057	7568.93091	33893.74317	26590.80013	16626.70225	28562.94339	30678.51493	15305.46085	35774.73556	30865.76924	15238.07251	26044.08458	32557.24966	29643.02228	14194.71987	19484.7904	45139.3022	26159.5512	26303.02418	31671.26285	35872.78651	42091.46717	22050.49703	30401.90143	35874.10466	22960.0614	24306.82061	4203.27615	16388.67231	44941.37189	37954.19105	39976.16689	31026.72448	34901.97872	43922.02282	37050.72328	38064.22778	36080.22276	34917.57695	28026.37365	37503.10773	36258.35068	37373.08822	38292.73863	33456.93901	35919.78204	38558.50851	38727.85537	35647.8999	37411.0899	40446.40385	37759.54263	28597.87708	35279.70641	34283.43991	43474.27117	39363.13952	40894.54029	32993.43681	35070.73707	35251.64169	4074.63867	24409.51734	43485.49401	35650.73116	35838.20425	25902.30373	38500.86454	42871.48305	14592.35603	38857.10863	38921.294	22706.47413	29763.57831	40069.34338	28567.29918	38321.36063	35002.541	26520.30907	31511.86439	24145.18371	35928.19193	18761.77835	31736.37672	40693.75123	34904.67639	25593.55454	35742.48534	27124.50629	30342.41034	37397.47122	37217.99069	35374.42641	31553.83004	38290.44216	5860.12964	20995.33707	44951.85977	38494.53921	25693.18457	30497.59084
300	360	29974.81519	32066.59931	32812.18542	31537.99671	42132.13801	34860.55505	46562.6916	41613.66259	34882.37227	33853.52214	20680.84643	35211.8952	34035.33609	47317.06503	35602.25366	26551.94283	38900.71347	33808.24986	34619.80414	40825.87119	35606.63411	28477.53424	37133.08111	38050.94986	38425.71485	39102.72676	33813.10583	34582.32477	38524.39943	26574.89434	29421.75933	33922.62536	31563.89323	21964.33136	32072.12537	41676.41102	25176.9913	22327.45031	32477.54432	38205.27805	40415.99784	36881.78697	41747.00475	26093.73927	34702.85674	35406.31968	19856.22467	27277.48241	30543.74078	23791.5162	35740.12075	28977.60931	24219.40037	26324.29348	38678.5014	34641.35341	17703.61885	30137.59461	43700.00966	31223.34098	35145.94592	34105.44423	40577.15373	48747.51187	26714.09437	33480.41707	33383.96793	27452.7678	32397.62636	3867.03461	17160.58511	46487.04419	37938.62615	37740.65971	28277.99225	29136.18671	40676.27129	7309.38301	32092.11981	24206.68484	15995.01445	27373.30723	26498.77777	14411.23024	34178.0936	28600.57185	13846.35758	25449.05998	30482.56991	26649.12603	14369.44673	18993.26886	41384.90051	24616.87607	23684.7561	29564.53169	33424.52577	39129.15804	20752.07667	28646.92248	33549.71167	21681.78598	21960.45586	4650.28963	15867.52666	44077.74004	36246.93522	34930.7121	29090.05189	32976.26195	41189.45225	34938.45961	36588.49622	33294.85394	32182.45176	25812.90844	33902.78863	33478.61941	34946.21036	35668.46588	30929.12314	33908.79558	36586.50635	35088.48343	33446.783	35850.36994	37551.28491	34659.76405	26498.59097	32845.47182	32387.14353	42118.64522	36817.84873	37809.37243	30813.8841	32734.55301	33100.24703	4001.75217	23019.40622	37821.5885	34055.24238	33995.84901	25383.19585	35619.26097	38114.33515	13259.3922	37001.04098	36118.53223	20938.11417	27853.75912	36308.58981	26875.37598	36393.88874	32467.66576	23843.94694	29167.26868	23062.30858	32095.76373	18203.71731	29739.27896	37950.02948	32717.68661	24620.07631	32911.90926	26119.49698	29891.42838	34779.92084	34604.06887	33386.11523	30027.08676	34903.2173	6207.78447	19580.04859	41992.84807	37047.11078	24997.12927	29721.88362
360	480	28049.18143	30351.18387	30510.44071	27469.02901	39217.83908	31411.26167	40809.2755	37629.55332	31038.50057	31400.77311	18746.03091	32036.06622	32187.90913	42632.39007	32189.78963	24629.43264	35532.76241	31817.1453	32256.8748	35508.84068	31609.13199	25085.76662	33928.53444	35266.53449	34115.80758	35041.84809	28922.5427	31317.54127	34138.76195	24615.5207	24707.00543	30694.39051	31789.22526	20712.5023	29283.13606	39787.30157	24535.17216	21540.94228	30087.32365	33996.54013	34168.80318	32586.30362	35716.45751	23948.62597	31037.20904	30844.31123	17287.26559	23553.99139	25843.97658	21558.0903	31133.56545	25466.64535	21755.08792	22778.17041	33847.31586	31272.10975	15846.26241	27037.85674	38167.38769	28390.73108	30786.07957	30660.1517	35110.48876	41884.05261	24594.5326	29682.50847	29161.22525	24828.7617	29157.67405	3787.94388	16312.01985	39313.78279	33590.37693	32380.30091	26095.27663	25728.09641	35003.23309	7012.73437	28472.28961	20629.07867	14343.25517	24607.72877	21616.80334	13369.62192	29722.10271	24775.53487	12101.74762	21372.91526	26912.6786	23660.90891	14029.03448	17160.52918	35432.86852	22134.43755	21182.45523	26568.97074	29820.24254	34679.74493	18627.45306	25984.86869	29729.55364	19629.18754	19296.75274	4555.44538	15087.1171	38488.25214	32558.52807	30976.47551	25575.75567	28788.00382	35512.1589	32008.8415	33488.29405	29207.22982	28324.85249	22935.27101	29354.06205	29806.5405	31237.6001	31981.43287	27929.22043	29224.79053	32498.84133	31831.31532	29433.90698	31588.12179	33386.42205	30568.61678	23812.29902	28871.45985	28626.35731	37395.50353	32580.8484	33457.60722	27228.08388	29450.15739	29811.06268	3839.19707	21986.59413	32589.88618	31308.84843	30180.01907	24545.38823	31089.13169	33026.05383	11270.46209	31650.62468	31036.0146	17713.2893	26005.92931	31059.21658	22922.93314	31688.8949	28211.12273	19618.7947	24117.23283	21269.39353	28521.43788	17012.26462	26345.21053	33721.95885	29466.4878	23363.70379	29276.99981	24323.12275	27401.70002	30429.18122	30651.54243	29709.3517	26606.40087	30139.08528	5862.8531	18125.38851	36510.12567	33217.81013	23545.11757	27961.9497
