frame_start	frame_end	Left-Cerebral-White-Matter	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-choroid-plexus	Right-Cerebral-White-Matter	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-choroid-plexus	Optic-Chiasm	AirCavity	Skull	Vermis	Pons	CSF-ExtraCerebral	Head-ExtraCerebral	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula
0	30	47.85229989071732	38.00466811256719	50.232266024698184	45.961571058823985	63.00363111605356	60.26641438694757	43.31950859692961	53.64969784292756	85.10901223707111	81.05382127565431	84.03597113842287	95.47473630025739	73.7939698234515	247.31513382160165	42.85788617105173	32.05452691125928	53.63096102977597	76.76869101318367	57.26119448807028	54.22793281447758	20.1345710912516	59.292763438678165	70.33813984017196	56.26403135275987	71.17006631629624	53.033389150001454	39.8273792883538	79.07291656607174	90.47744632709612	111.38997430316333	61.642447639616584	51.721037366807685	304.00545298902296	27.071466935949385	28.968884446255583	91.85983903886068	132.7305030911483	66.49658290239688	16.997096490818887	112.31952204165553	65.67080149045813	39.60101690674118	49.53142678978457	114.44219336219173	39.194417082837	55.06098600447054	41.35134173416877	77.15324037843992	42.98849850578821	88.82373181577442	33.41630143016013	69.6503504528804	44.8202332104808	81.33038715522906	43.75328146035466	47.96131724893009	57.33151129251175	74.92631693302636	41.37391716928541	34.273275838991246	53.568960564308	41.6964002594151	58.64133414733109	76.87274514960987	49.19561408420691	53.236649273181136	42.237221416067456	96.31672917109688	42.80568209610422	37.20348667648934	49.46060272269826	11.355165612438773	96.6412435135712	56.58552337662005	70.13044378267107	68.88405989360356	46.09549136110148	192.51634120784342	125.0027525412341	74.39329309837709	48.513744976798485	68.54827016410935	35.12439620437239	111.5911433219591	33.97108118274638	99.70335003356524	77.49431661549092	216.13231085531456	43.29249394858546	80.20005151559545	29.303800630482005	55.86217261520928	32.266342252327	49.376361902684735	86.49832821641155	57.058980107991495	36.032492662144776	150.07183757224524	47.425938918033204	59.50259792787554	40.14917828329859	78.20316951364846	44.787764993270244	12.417404242636083	99.11151838630067	70.21132254188511	113.37049975342683
30	60	5182.229976306596	3426.350064618788	5070.644707402096	6050.12101325119	8702.155400154517	7882.7186995181155	6936.469301510186	8908.272716738453	5873.69328391945	6053.492307614953	5600.52485070328	5990.556703508461	7472.779511825415	6489.414370924801	8792.612851273752	7888.020376948355	6453.420345253716	5880.8932831708125	5422.997385427548	4247.958840027475	5035.39314636497	6156.273873475619	8511.631618640353	7456.092579195928	6864.381422395611	8828.728367368509	5985.541365856423	6757.5218168178635	5818.651165032842	8187.271198141164	6670.373519711577	6046.949664969569	7440.4931609721125	1213.8859513993953	1895.198634690983	9675.744533547051	6909.468100592618	8270.913016512655	909.7860728398111	8458.631490986203	8464.841451207409	8745.108728870771	8344.906050225878	6145.741637251071	7052.376776265802	7797.83558744478	6913.850344896463	8058.713810288295	6383.838271216797	8809.565207126407	8909.123329083604	9794.688247777238	7526.386079290588	8118.3611435256635	7120.3242578384725	9239.82717798004	9323.980365373456	9176.968139098217	8982.72607358164	7369.330995270014	9179.324168300276	7489.884155838415	8270.181882930154	9097.427202523535	8801.23784380675	8760.837732005473	6655.601646329037	7985.491250403113	8009.14499817891	9598.940614765701	5600.961901523305	10263.173160059629	8840.480611720404	7977.561054993829	10092.24490217977	10011.48790012141	8521.30539156623	5977.68642339779	7028.9337191297745	8280.194569138075	6736.908249003881	9114.017916765953	6950.8563775232	9896.002448471145	8757.247214349763	9622.637444440576	8134.88042873881	6793.026538622767	6984.371813987833	10012.461223025626	9593.678532702275	10197.968819968271	9505.041050311645	7877.484797201003	8991.140976038681	8003.664250818256	9379.140911385632	9212.65203233393	9555.345527833528	9216.670136271232	6717.213411422448	8702.516582708708	8246.67434841346	10080.715852893163	6785.830667957621	11703.465290966122	8895.173329858113
60	90	16459.559213766308	10839.569368938375	14025.628791905656	19440.38326268895	27129.8946492048	24999.437939214746	22294.117712083797	27922.154859475708	19102.581962836968	20467.725416100544	16531.590734487494	17455.64367893014	20135.16509810958	18797.462083939816	20646.050737567522	25818.93496022207	20776.414943270524	17793.977607278262	16982.976459801503	12079.309510612875	16711.819109920852	19522.616770943194	27088.45850093819	24505.65663470644	23929.305941904433	28552.99250632266	19966.37382135979	19447.12443338238	16955.075020259894	26022.356846713363	19225.539886285464	17639.04262677025	16984.04170169106	3232.99132390513	5083.394410422165	27108.05237780535	20257.089624779743	23566.84514815825	2414.5966262338143	24474.55934005424	24863.556332236843	26726.854662505513	27672.511166374552	17748.613080546915	22184.172635201816	24469.748158019294	22200.891237136497	23978.448256723095	21626.85124604251	26698.05952786275	26381.7071910676	27482.39153086988	23045.529456676137	21674.20608541849	22681.689544807596	27700.360318568102	29663.16157809808	28423.358838404165	30250.859089064947	22595.46998947078	26564.272020103013	24197.42919914813	27099.72478319413	26319.041295719242	26646.25295103807	26778.266069598667	21687.84433838494	23441.96307526769	25117.045296435113	26522.26159632101	18088.60154389881	30566.842783789754	25840.701258461093	25946.579817929774	27213.107967026448	28932.69863107245	27086.38022575251	18266.07641809295	21360.346341145832	25370.087422311994	21931.192618121164	25083.591395470226	23045.115337649375	26981.640983952104	27274.2858614747	26474.714484854816	24536.83131980462	20467.716864095364	20900.528708822534	30704.46914840785	29421.685433445444	29356.63369945073	30253.847329661887	23620.34150572109	25898.177382240225	25039.255446265848	28235.859776590194	27404.090040019913	28642.756837338686	26769.216780650786	22455.18013550981	24254.276512002667	25362.328319979704	29288.34394462659	17528.85386583812	29994.6356859339	26456.37930659217
90	120	27518.460261187014	17139.362600597793	23905.119122082673	33107.72418709919	45525.70340987872	40618.21555332714	37020.748845771406	46728.15409320257	33291.86634418641	33441.33022561499	28850.463885613208	28351.656066063933	34561.898307977375	29887.65787915132	34406.2200338206	39083.792088770606	31888.52802044197	25684.091909969553	28122.13690085591	20588.554992386646	29800.605767262554	31524.148187794795	45413.98625046046	39186.63294059752	41025.458869134425	46837.63846586651	34521.09226428953	31203.611106372817	28326.282174135576	39319.6313200431	30755.184652753658	28407.28656257315	19461.374684780458	5220.513358679917	8085.534172083658	46580.26999234597	33667.66964760151	37932.7535224255	3853.440520528047	38650.68020441817	42023.8773363893	44113.37172568606	45651.05078324774	28427.416677897054	37740.23966075416	41195.22582435539	37099.42330243493	40763.69883699936	37268.92635907764	44300.85046840953	43411.63667045762	42712.4533996582	38343.839363327126	34226.118996360085	37202.57700870595	46067.27298024066	47356.60568410222	44381.655630399495	49471.00548628327	37267.53315221874	44381.50828576645	40156.45075845318	44149.681012893816	41965.03240248134	44834.89835154136	43839.89345391815	36363.83280643967	37912.789074339686	40921.97422964378	45025.08280982186	29853.93714491656	50960.09348498233	40530.50412328941	40281.48255326436	43161.862770116	46177.55992767955	45055.00226963933	27107.413472101714	36858.674885959204	42256.20637745688	36281.57359571826	41639.12047604053	39003.82018757932	44364.74577879419	44417.07883605719	43821.74495579753	40717.57591277675	32353.766191705006	36081.79897111508	47720.615616928895	46088.90192899373	45225.67449637812	51613.246098019124	38701.99245694262	44685.95473614352	41701.155670081665	45162.0166416815	46521.80646418724	46729.5818047675	44664.47498622745	37324.51483233045	38938.794882099704	41551.73428925591	48569.41353092076	31193.522697426994	51185.8949077741	42086.52314519914
120	150	36402.66142077332	22766.554995849645	32943.97630290744	43823.48634212134	59509.4331310852	53674.154488969376	49674.083769685116	64358.979360333	43114.07618171217	43084.75848290904	36996.111997269116	37678.746083673315	41519.49708993137	37975.760314245184	38318.22918048711	53351.76204546322	42850.21245747868	35822.10551362879	36941.00411383779	26121.86906087864	31872.256302879367	42015.85477702538	58969.05548158537	52634.1165726733	52832.44447360585	61591.94584856509	44992.964855171784	39568.902556973255	35158.6375522492	53085.08954471983	40020.91861617399	35011.85787358088	23428.258653085442	6211.565234434655	10022.277350386954	59636.82919976667	44337.653994258006	48352.54997322883	4797.16604564937	52150.772567053995	53641.01946525747	57172.86637091672	59700.53335961473	41704.53011508902	49127.98104121435	54840.92991218333	49330.71273261016	50633.88326157339	49313.68382195773	56895.9876016175	56751.98299112145	56467.2647987076	51031.53939331639	44844.762645801464	49085.89450164146	58831.16279795377	61968.094418489185	57770.877605005095	66855.35186219664	49273.21205421581	56072.84891989545	52864.06582559503	57213.49664182173	55517.9283083225	58271.74968287103	56863.13321827411	48998.19069549298	49366.84094850527	53481.965720079315	56341.36143142446	38497.74672419749	60213.68575806096	51692.63524265235	53694.88943954318	55027.328627411574	59475.24450439412	57416.17088804538	35759.77993013183	48276.23221712239	56146.46190641509	47768.19261328461	52701.270992193175	50856.09211562103	57432.74000741177	57364.46480672634	54960.3984117034	52752.96424730813	43125.52938276769	48663.878394520216	60760.44834945907	60333.91145079231	59287.9545913404	66418.4723303734	51380.22163637627	58661.647083419484	54568.109283362915	58703.70565439792	57008.81282962404	61595.07504850649	57445.395832702394	49552.538268714015	49814.64570992214	54690.07943719774	61694.27500823091	39703.62814600583	63260.41081329205	53306.32141046165
150	180	38770.93536218947	22931.39703038949	32857.82369956488	45520.911135251255	61991.077351343585	56367.64126644026	51562.30313442423	65970.55263851017	48695.2064946772	46709.52103743564	37914.453995857126	38545.511494580205	44193.58320304881	39995.66489053588	38931.93971966215	59943.75251831502	44226.031443963875	34351.42507396025	39486.45672202496	25601.12759175678	33821.91297079694	44682.11964535681	61918.05402447354	55579.90807337194	54434.59249261315	64323.3834558414	45621.77676738922	42623.92269451894	37341.14621246588	56919.57649784483	43747.570279523534	35722.24532932467	21033.35805231408	6478.02764469669	10157.768103573266	61372.56489483303	46311.82534762304	49952.26949527512	4962.628951034719	56520.37985519314	52790.28825282245	61046.827950872954	62631.33869438288	41850.12720292093	52856.159552560326	56813.56075690813	52345.750739454736	54064.32169797175	51797.271545198964	60074.76512869804	59357.86602123899	57304.64121526404	54077.30490430622	47023.07886595826	50553.70998431266	60273.54868395382	64029.056929256796	60075.64580147296	65989.3970654195	51853.8099579089	59599.51710886249	54347.42142824455	59855.91049379317	56839.89807124811	60951.18100581069	58964.198753648474	51748.295913005604	51297.38242911976	55791.707422874744	60811.24086947539	43019.91889216624	62481.733370141344	53240.515735701585	55251.29524887212	58203.698578175245	62672.64319732045	62135.765502669885	40157.14410266458	51238.54547395834	58850.03026506176	51630.69572381702	56337.22020101443	55019.874208174704	58970.18904241907	61216.04004692369	58371.89476986854	56702.727508896474	43345.102753794214	50616.86200767273	63524.94693742752	64709.6711485481	61355.19910650144	69176.68562869991	54015.14239530484	60013.890599155246	57379.45032419824	62033.57658006832	61836.38458029696	64419.93847140359	59266.66727264107	52684.848214627484	53038.515089048546	56681.666687091245	66379.48604861721	37906.20897255053	69142.29587593606	55593.33210222987
180	240	38889.973503494904	23326.160653677834	32807.77196647548	45874.85087434684	61202.44397907458	56387.6705790086	52953.6202542236	67072.96765836742	50200.397480611835	47678.13341139874	37005.86152207982	38541.586630381826	44583.74893486688	40741.83153693486	39315.244227989955	59533.10916990995	44189.51877344226	30374.316691679112	39269.756525035635	24499.535889608123	33934.27076794487	45138.997658241235	61228.76125445113	55951.644865462426	54315.47261759788	66292.81175792642	48424.82822691745	42737.559525999146	39700.556577534975	56970.74527478448	42587.549185439595	32532.682264235136	18853.864950059335	6413.607606172034	10029.287297014127	60533.14720257202	46460.77229393033	48792.30215146731	5083.441875619147	56222.98125488427	54806.68942647417	59148.574731336485	60835.0541108187	43477.5998538766	53397.52665505804	56390.71472288587	51929.992276939134	52977.99051820162	51419.50682187098	59562.63510413175	58399.675550352054	58179.0414903858	53700.48411809482	46635.60805015297	50029.18253147856	60016.088105088595	61470.37221836715	58222.07502448218	66723.33318110647	51242.12198170983	59670.04613266836	54836.49026897983	58746.59509741947	54317.12350223289	59848.94756606297	58193.76751903553	51874.5272330324	51278.37119833387	54959.740522750086	61969.39122758019	44845.16709515837	62349.739512477914	53543.885902038746	56537.974110390685	56574.69467960097	60244.11945547571	61089.84236280024	39103.279822985474	52184.690686740454	58171.65590198201	51738.03664700084	53640.77452824301	54137.699216271416	58425.296234671114	60649.78634202155	56750.77660467744	55960.71482225402	45497.37515217943	49809.38173984449	60135.9493109912	61813.56688196288	59498.68000890505	67634.01107980419	52426.64373516952	59285.6880242793	55123.605786983055	60524.44477184395	58976.35194478182	63520.96369197564	58949.02775918002	52125.31889765663	52148.46706906134	56074.04236306004	62159.743051744954	41446.2332158537	63964.744656658026	53731.59388593562
240	300	38093.967936866364	22477.27151803443	32711.40254153481	44870.32369192581	58678.91249515075	55127.421510676235	49900.68744470473	64588.18707393406	49355.83581229968	46413.86684335669	36981.60688074106	38594.21343085961	42596.85559408219	42316.70631878639	36870.023726248575	55794.498030181625	44295.006743517086	29001.132773006662	38442.16019260732	24065.2550396617	34238.70670715065	43903.47022225366	59067.89289605461	53847.1464659571	53227.512765220345	63017.54535889147	48436.037160333726	42100.11706104934	41752.31713400677	54593.175980603446	41122.54546243855	31233.295450389163	18602.386168660996	6226.481992305158	9754.426624704543	57455.200270756905	44283.51874517111	46165.77128539883	5088.578520144049	54048.562575589836	51851.53900158382	54966.628858002296	58357.246494630075	41475.12388963544	52347.57100697443	53908.131388472546	50802.42571763363	50494.68769125784	50018.25329581003	55717.70806379379	55311.40139299374	55626.59888564484	51816.29297724554	46896.44537566925	48416.84573688913	56111.98805315828	56007.80627572263	55391.23676955892	63307.54178219598	48329.78185636444	57442.88958397396	51807.988810915806	55653.011879720834	52399.012614396386	56511.497542667756	55186.67289284581	49140.90844903461	49148.254633685814	52616.45514827961	59122.20270032444	44307.29882613201	59832.692317248235	52270.89359304261	53614.46139588648	55174.12234349879	56139.501466895694	57780.59782311778	38590.925322051335	50131.62297471788	55295.63663996951	49984.44545027859	50813.84472939928	52650.659444069905	55711.576186725135	56819.93036001201	55092.46762268862	53767.04452907174	44165.261020405116	48477.93486640772	56464.37219199676	59288.335018123595	55922.644719827586	63980.5157032673	49977.428143883255	56573.753267515356	52734.0383653024	57669.20025263965	57469.47143212754	59354.40547106833	55566.41514330308	49896.399962073076	50138.19947093591	52822.63143667936	59405.04201705169	39580.19199956041	61844.69032618088	51934.74629306985
300	360	36751.51678307686	21902.833808760584	32997.78834553006	43281.09271755819	54732.58202924437	52677.48081102363	47431.52172527003	62029.360720981036	48817.432999942765	45209.753816862125	34166.68747090678	37317.14764983889	41592.55012792264	40753.38931889407	34072.88805439727	56254.51809085012	41168.97760213051	27581.686864516316	36901.77229682754	22457.63569658668	34512.59062841157	42359.93306281173	55011.144177308444	51971.160606143385	50098.8083002802	60211.126527817156	47149.0045318123	40459.95829019425	41444.26956945945	54838.68676724138	41251.0683044838	29904.18000570576	18640.667165249208	6110.6525585306545	9352.56762290003	51662.36048348484	43488.79882134928	42852.41236076912	5136.694776711945	52914.18445314826	47839.594774153265	51167.807610657735	54798.49419456401	39461.650352120814	49908.32266750654	50550.677053281644	48279.53633802658	46437.21514976253	46496.51811956828	52236.63969088725	52349.74656792082	51839.21370378325	48814.27118380274	44305.52745557665	44894.18499106549	52058.33655327591	52954.36755688888	51314.592849105895	56027.89442727362	45288.371276754784	51405.162438499385	48397.40017480384	51956.53233604836	49983.10550937185	53173.35387628966	51127.29532122462	46237.380141292306	46636.302547618085	49793.85660466861	56151.07039284403	43337.1023955676	55622.39010048586	49409.617729639176	51537.25243439389	50518.953321777866	52068.66721691671	54779.8232840529	35816.58622613916	48325.27922797309	52054.05589870455	48745.02672795206	47080.57321098289	49260.66542605224	52007.9612245287	53877.5455028422	51832.190338915716	50814.81929803292	42029.8639170426	45781.54025791549	52386.86606166324	55632.72460057714	51222.41054762332	57928.129493966306	46718.8239811506	51714.362781430915	48888.93918050805	53750.19344441527	54057.45497964811	54915.05647643155	51783.262336712294	46492.02642109541	47737.2350638871	49854.49616402883	54864.140926799824	38439.52506753862	59404.31129092262	48667.83419810036
360	480	34380.042435569405	19893.3380636052	30367.52574910997	40012.36959423351	49048.1368897646	49560.49445548496	42643.26346896541	55679.22655443057	45926.295140081274	41000.935242956235	30747.95053764275	34968.409997286595	38249.61896195997	38842.91941317134	31021.446978357184	51272.94916628511	39768.29966030539	24714.4693998449	34497.708865556306	20806.769221737184	29951.010115311135	39742.65714010408	48869.87611356904	48217.02295014999	43416.43068959199	55348.48203738912	44185.98704945457	37434.12103627243	38842.26656335305	47116.60300646552	39818.397643769036	26385.931779611423	17370.6079472409	5787.651753533036	8749.298817506511	47188.04861232871	40424.94063028697	37911.62418765817	5165.988642554061	46207.70747664855	44582.579607293694	44843.067059226414	48578.44360576308	39473.57809660316	45744.19261652059	44732.400801253156	44300.60450920317	41719.42542015521	41880.80737585625	47742.25344966965	46561.624602795164	46709.36444709874	44545.78765207019	41916.46698040729	39980.35621675532	45549.94524435939	47282.74256810514	45033.543234532626	49929.10659923832	40445.66189329189	46470.806161753026	43013.09350013898	45730.97456238694	45264.15753482997	46872.12609924134	45258.696089467005	41609.1963760549	42488.498803346236	43730.98760486994	50983.751482538566	40723.52958917942	49725.33855178887	44702.849159908204	45323.955312854305	45153.956031311405	45587.635870721446	48746.248176331144	34933.2587671959	44861.67188563368	46035.959909469195	44385.96546442655	43212.97427108864	44528.58612165887	47005.69068269388	48319.405698702445	46641.797692268505	46421.81756158742	39578.757099217255	40130.37795175671	46129.27025394331	49578.53623650157	45649.178398138174	50897.20982895036	41544.4257480707	47001.247871038366	43681.839995443785	47266.076519639704	47776.44606543789	48306.984331945394	45251.41761109621	41739.0708322807	43717.77477512295	43810.594432820486	50022.16634829072	36889.517702977544	51156.94215329781	45280.65710699678
