global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	std_dvars	dvars	framewise_displacement	rmsd	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
53.4319877272046	n/a	2854.977312480143	n/a	65.76651252656491	n/a	4325.234169906819	n/a	49.26518328579068	n/a	n/a	2427.058284182549	48.84403857140185	n/a	n/a	n/a	n/a	-0.6625811901425891	n/a	0.4390138335307698	n/a	-1.3853768283541967	n/a	n/a	1.9192689565407333	3.0057658604577284	n/a	9.034628407893187	n/a	0.0253720805805968	n/a	0.0006437424729882	n/a	0.0077469581602145	n/a	n/a	6.001536073611402e-05	-0.0229911125316095	n/a	n/a	0.0005285912554411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4800.122104195481	4746.690116468277	23041172.215186056	22531067.06177762	8774.25312564814	8708.486613121575	76987517.91294615	75837739.09091768	3515.8364635077446	3466.571280221954	12017116.440859675	12361106.038130645	3518.007773319431	1.026513	428.857941	0.0	9.742343439583905e-16	-0.6625811901425891	0.0	0.4390138335307698	0.0	-1.3853768283541967	0.0	0.0	1.9192689565407333	3.0057658604577284	0.0	9.034628407893187	0.0	0.0253720805805968	0.0	0.0006437424729882	0.0	0.0077469581602145	0.0	0.0	6.001536073611402e-05	-0.0229911125316095	0.0	0.0	0.0005285912554411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14358.411893621436	9558.289789425957	206163992.10688952	91360903.69864446	25246.008646654034	16471.755521005893	637360952.5869303	271318729.9437881	11518.993520566984	8003.157057059239	64050522.8799571	132687211.72686416	11472.786928644708	2.023986	845.583984	0.0	9.742343439583905e-16	-0.6625811901425891	0.0	0.4390138335307698	0.0	-1.3853768283541967	0.0	0.0	1.9192689565407333	3.0057658604577284	0.0	9.034628407893187	0.0	0.0253720805805968	0.0	0.0006437424729882	0.0	0.0077469581602145	0.0	0.0	6.001536073611402e-05	-0.0229911125316095	0.0	0.0	0.0005285912554411	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23455.101918816345	9096.690025194908	550141806.0220622	82749769.41448054	40766.45521487156	15520.446568217523	1661903870.7861283	240884261.67689517	19104.07683491296	7585.083314345977	57533488.88556975	364965751.714258	19013.62565117307	2.038518	851.655334	0.0	9.742343439583905e-16	-0.6625811901425891	0.0	0.4390138335307698	0.0	-1.3853768283541967	0.0	0.0	1.9192689565407333	3.0057658604577284	0.0	9.034628407893187	0.0	0.0253720805805968	0.0	0.0006437424729882	0.0	0.0077469581602145	0.0	0.0	6.001536073611402e-05	-0.0229911125316095	0.0	0.0	0.0005285912554411	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30282.350287708374	6827.248368892029	917020738.9474714	46611320.29053888	52243.9456559226	11477.490441051044	2729429857.698994	131732786.82441804	25635.979484811407	6531.902649898446	42665752.22775034	657203444.1456714	25493.08905396908	1.745851	729.384094	0.0	9.742343439583905e-16	-0.6625811901425891	0.0	0.4390138335307698	0.0	-1.3853768283541967	0.0	0.0	1.9192689565407333	3.0057658604577284	0.0	9.034628407893187	0.0	0.0253720805805968	0.0	0.0006437424729882	0.0	0.0077469581602145	0.0	0.0	6.001536073611402e-05	-0.0229911125316095	0.0	0.0	0.0005285912554411	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31596.631535379824	1314.2812476714498	998347124.3825588	1727335.1979808228	53882.2767988166	1638.3311428939996	2903299753.0242896	2684128.933776359	27153.84647777704	1517.8669929656317	2303920.208334529	737331378.5386845	26960.889666019724	1.175541	491.119293	0.9267367617694576	0.5903743824615564	-0.4328311846846588	0.2297500054579302	0.1873428344355252	0.052785065007919	-1.3096655871769372	0.0757112411772595	0.0057321920406011	1.7152239502355116	2.956966968321666	-0.0487988921360624	8.743653651745424	0.002381331873707	0.0217236375714952	-0.0036484430091016	0.0004719164293376	1.3311136390662356e-05	0.0080532830662429	0.0003063249060284	9.383494805330813e-08	6.485536814503464e-05	-0.0154963479867754	0.0074947645448341	5.6171495582502303e-05	0.0002401368009272	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31482.23025163108	-114.40128374874256	991130821.6167152	13087.65372336031	52475.64844524787	-1406.6283535687326	2753693679.749245	1978603.3250634836	27617.356438422743	463.50996064570427	214841.48361778236	762718376.6468902	27410.62853300223	0.984596	411.346008	1.398907877366523	0.6974820177035097	-0.282865837880621	0.1499653468040378	0.0800130822399057	0.0224896052420553	-1.2029644938663182	0.1067010933106189	0.0113851233136814	1.4471235735030472	2.60098441820152	-0.3559825501201459	6.7651199437271	0.1267235759900422	0.0195999569148914	-0.0021236806566037	0.0003841583110655	4.5100195312331406e-06	0.0034678289000635	-0.0045854541661793	2.102638991013201e-05	1.2025837280115624e-05	-0.0064803050669242	0.0090160429198512	8.128902993259896e-05	4.199435376040346e-05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30560.037557200776	-922.192694430305	933915895.497522	850439.3656606259	49613.213048231206	-2862.435397016663	2461470908.969179	8193536.402093941	27752.090524701325	134.73408627858225	18153.274005324445	770178528.491217	27512.605439498853	0.8368299999999999	349.612122	0.974384578727826	0.488076876155995	-0.2692220918524413	0.0136437460281796	0.0724805347414043	0.0001861518056814	-1.044285519261024	0.1586789746052941	0.0251790169817875	1.090532245738267	2.258839024816453	-0.3421453933850671	5.102353740033744	0.1170634702146223	0.0218324207789731	0.0022324638640816	0.0004766545970701	4.983894904430591e-06	0.000103928075831	-0.0033639008242325	1.1315828755272092e-05	1.0801044945934088e-08	-0.0028783404610527	0.0036019646058715	1.297414902195103e-05	8.284843809733069e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29183.77855618892	-1376.2590010118547	851692930.8166723	1894088.837866148	46029.358192026346	-3583.85485620486	2118701815.5698628	12844015.630343158	27518.25231868749	-233.8382060138356	54680.30659176901	757254210.6749494	27283.156028527043	0.8529989999999998	356.367126	0.5419009316760006	0.2718984070156641	-0.2316490442636904	0.0375730475887508	0.0536612797082812	0.0014117339051065	-0.9627788688525528	0.0815066504084712	0.0066433340608087	0.9269431503090012	2.1985102060354222	-0.0603288187810306	4.833447126041915	0.0036395663755144	0.0177555349663338	-0.0040768858126392	0.0003152590219407	1.6620997929299593e-05	0.0003758472169299	0.0002719191410989	7.394001929596349e-08	1.412611304739513e-07	2.270288316405696e-05	0.0029010433442167	8.416052485024345e-06	5.154209039608208e-10	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27063.50851542385	-2120.27004076507	732433493.1644193	4495545.045765911	40827.5220754645	-5201.836116561848	1666886558.822541	27059098.98356725	26947.725664075468	-570.526654612022	325500.6636227854	726179918.4662716	26693.21444290681	0.86122	359.80191	0.7529319930825977	0.3417109120629985	-0.1817038279267819	0.0499452163369084	0.0330162810832455	0.0024945246349405	-0.7347765631545826	0.2280023056979702	0.0519850514035906	0.5398965977612603	2.3506448783386134	0.1521346723031911	5.525531344059554	0.0231449585167993	0.0143685313637211	-0.0033870036026127	0.0002064546935502	1.1471793404111411e-05	0.0018024120299502	0.0014265648130203	2.035087165747644e-06	3.248689125709201e-06	-0.0016207246760935	-0.0016434275592575	2.700854142527251e-06	2.6267484756983807e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
