frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
0	30	385.45093	233.33115	395.23211	421.59884	613.5053	436.43816	801.64985	660.55731	420.36224	538.42828	455.63624	421.8757	322.05571	532.55209	523.8346	583.23115	440.80756	293.57772	320.78086	595.8769	444.28934	494.26578	502.79409	504.74635	604.50542	351.34948	643.06106	384.71196	766.41672	534.96355	354.96679	423.19576	348.41184	561.95386	439.18053	439.81965	423.6702	388.65752	582.56607	299.29756	566.12508	373.21157	405.23362	392.71298	436.52636	282.28897	170.57295	341.72857	317.21479	369.42575	527.44668	435.24104	175.06252	440.10119	465.14428	281.23897	77.65859	237.2221	379.88312	196.77294	429.59142	277.39278	412.81827	533.62755	297.20278	489.3351	256.3503	278.58222	227.83046	47.27658	136.77243	1083.64315	699.80215	607.37627	951.43428	402.60291	568.68174	764.22956	561.03221	407.78997	324.05167	476.56817	418.28613	446.74172	738.39538	706.24222	421.61544	405.67281	614.30592	710.73611	313.39077	463.83372	772.2717	349.13636	735.50919	444.75462	537.56385	831.28894	493.85369	550.63202	337.2447	569.36541	459.42109	46.47607	158.95643	1090.04793	892.23019	599.85925	377.59234	539.37409	399.36355	456.59528	336.52061	483.47116	266.82386	264.01001	403.28296	550.55401	467.72255	358.24956	361.17146	480.93823	502.48653	396.45857	284.5129	383.64305	398.49466	321.55291	339.59076	443.79763	341.01784	282.95401	509.81714	520.7586	437.26005	430.32719	371.03612	67.61191	219.50937	1021.77683	590.13018	372.45718	511.13905	516.91264	745.13984	501.07915	386.0075	480.6179	397.57226	401.47615	483.7579	574.71776	671.56611	570.58919	448.76969	488.32912	471.97011	577.70808	659.4351	485.73505	655.50779	434.9006	478.58126	500.07157	487.64838	678.55576	524.16155	545.23951	490.22332	551.25612	542.49853	170.86851	138.3216	723.62066	438.59247	355.05185	297.15544
30	60	5747.9527	5471.8118	7359.93558	7711.49497	7452.15806	7530.54802	9733.14241	10040.36667	8096.07218	6938.49873	6624.37912	7124.21308	5803.14357	10232.27552	9690.09413	7544.92142	7225.48432	5086.45435	5008.1488	7655.86097	7409.74656	7765.15673	9427.32077	7611.54685	10357.1911	6802.39622	8143.4985	7862.87715	9521.39498	7572.17702	8817.72765	7021.17641	3581.86247	7674.61614	6456.99519	6534.26296	3986.61998	3575.96494	7334.23081	5228.42651	7759.17552	5010.04763	7120.22509	5438.61475	6984.31866	3484.65611	3101.47154	6196.78531	4933.01156	4807.70427	8244.24849	6694.60352	3067.34379	6815.62139	6149.07824	5030.33851	1776.07518	3537.32757	6840.02451	3254.82159	8058.43819	4520.8315	6668.61028	9180.84286	4560.2113	6854.21197	3794.93263	4560.29732	3667.60966	1057.1949	3935.19478	13071.94106	9692.43163	9357.7858	11001.39854	6924.46506	8542.80764	4603.62734	7846.80737	5949.24685	5657.90186	8870.75221	6973.19742	5356.24562	9884.00417	7784.36148	6338.49313	6667.1578	8609.62667	8848.0098	4015.02732	7054.64025	10550.17436	5310.7823	11158.20776	6809.8954	8408.07055	10837.38276	7459.77702	7381.84859	4679.1973	7392.45642	6388.12402	1334.0437	4481.65948	13302.44865	9475.43578	8370.84478	4475.04124	7948.75048	7732.02552	7419.48747	6204.92736	6719.74955	5409.29303	4858.06076	7176.47188	7507.72789	7180.18612	7795.17407	5933.76277	7646.69941	6085.30394	7684.81213	3956.24152	5764.05086	6574.22301	5161.79647	5172.8727	7248.02622	6341.34166	5929.21188	8239.38077	7398.08467	6858.19767	6764.37511	6196.25142	2034.19367	6933.43363	11232.72559	8022.01391	5808.48181	6598.12011	8313.55722	9767.28333	5918.24414	6493.25569	7241.99278	6846.01072	7400.62151	7692.99556	7574.31495	9002.75362	7827.65218	7266.98121	6774.74618	7464.78802	7325.11638	7619.70465	7659.30928	9095.18042	7114.93103	8204.40161	7293.78583	6926.49899	8833.40037	8044.25873	7646.9079	6770.35032	8335.25391	6834.52993	4288.61796	6716.15891	10650.28513	6566.92136	5435.88987	4678.10862
60	90	14025.73677	12538.44651	17093.40686	18323.07678	17423.7756	18443.25402	22491.58282	24071.08251	20048.90204	15875.125	15151.25647	16080.56918	14808.49718	21368.31048	20721.30719	16147.84935	17545.13419	12787.74441	11179.87159	16816.65465	17477.48745	18480.85027	21092.49991	17408.23094	22237.87327	16286.97238	17976.7234	17991.85785	21879.51717	17108.14061	15680.67025	15178.34449	8140.8999	16251.67352	14285.91696	14822.71985	9765.13182	11001.87264	15507.73473	11930.80638	18437.75651	11118.54117	15270.38918	12654.73031	16080.58831	7876.87726	7421.85778	14357.7753	11755.10591	10561.22621	18559.06568	15592.95881	7484.18795	16128.88834	14636.25994	11450.60138	4500.71238	8693.77127	15748.84863	7071.35123	17720.0106	9971.47118	15095.38528	21051.51016	10438.43069	15309.261	8696.9798	10412.63162	8338.70556	2334.31977	9876.46027	26538.84132	20483.12525	21024.4631	23386.11507	16136.35297	18472.12152	9248.12262	17850.3261	13652.52099	13517.64642	19130.68526	16703.03725	12125.97129	22053.54234	18456.46406	15224.77396	16073.62027	19441.46487	20212.81339	10640.93397	17199.2839	23360.00485	12338.48195	24779.23817	15087.21087	18778.06555	25157.06264	17173.47089	16419.01043	10697.02115	17098.45726	14052.21329	3044.94025	11502.15686	29083.75077	20533.17492	19012.27026	11321.54283	18703.73112	17283.23165	16919.05371	15179.17462	15425.02153	13540.30522	11102.61744	17054.57506	17316.27676	15874.74694	17998.52044	14544.04268	16811.05948	14533.29403	17987.46961	11104.12874	14119.26379	14552.67548	11680.75537	11139.20168	16246.06141	14611.80387	13081.70382	18945.00893	17414.23298	15740.7228	16033.99771	13772.58572	3843.39892	14009.65442	24527.51657	18123.13362	12938.36151	14238.74747	19333.93346	22132.16234	13585.66146	15329.68064	17272.56115	16137.10734	15715.3545	18945.80975	17397.61897	20566.49177	18885.95514	17853.9658	16244.89019	15847.84015	17967.21731	20415.15445	18301.92579	21086.40336	16220.12233	17746.77928	16565.47514	16517.34212	20711.39272	18746.85743	17698.76129	15658.81251	19190.74381	16004.69437	9271.26051	15578.35331	23405.8015	14969.96345	12573.66671	10887.86387
90	120	22525.86504	22347.67383	27570.4612	29657.22385	28476.8164	29701.20333	35834.39517	38304.48969	31832.10928	25246.85318	23954.4501	27367.15088	22947.21002	34563.64355	33757.23239	26628.417	29168.47243	19370.56461	16928.94672	28425.26246	28769.50288	30012.77949	33319.71899	29187.08995	36603.05081	25649.90313	28547.66623	27482.59058	35181.37283	26771.63825	29747.09028	23875.50136	12849.95671	23728.36008	21018.68421	21695.67261	15127.36242	19712.89134	23329.16715	18249.95168	28428.88105	18539.59481	24818.97396	20561.66947	26244.11299	13268.7921	12040.36541	22995.76981	19818.63422	17226.15252	30723.86683	25980.22092	11859.07657	25634.00355	23938.99522	18546.12774	7270.67011	14897.35771	27137.242	11677.67909	28712.77927	16467.81634	24009.0055	32702.57034	17389.76173	24966.54536	14436.56711	16879.28453	13221.71791	3961.04007	15256.98297	43458.91255	31718.76201	34007.55044	37731.86352	25532.16185	28943.63826	13074.92086	28932.62904	22316.36423	21608.15699	30591.64086	27042.23015	18541.04079	35713.0186	29139.84265	24847.13143	26299.79292	30831.9837	32474.94679	17377.19375	27090.39114	38575.82244	19882.09169	39100.85255	24108.2046	30350.39937	40610.68409	27533.37604	26891.44898	17650.21748	27508.27988	23300.97348	4699.45325	18292.96894	45709.20954	31989.0371	29549.40456	17421.22474	29916.43428	28582.16412	27865.94719	24746.9352	25311.98901	22877.12123	18417.13236	28515.02149	27324.13666	25686.24837	29446.91795	23170.98952	27851.66365	23547.62117	29391.09901	17655.01962	23932.36978	24875.13963	19361.42458	18101.27409	26768.00569	22976.54662	21366.04201	31478.71446	28187.18393	25990.24848	25843.48192	22467.21694	7098.12708	23238.4126	37617.3301	28807.03053	21308.94489	22183.48374	30811.71411	34689.5844	19833.94237	25259.34974	27869.47956	27095.10614	25507.82868	30691.00366	27309.8751	33161.22202	30456.03743	29652.88951	25775.33909	25822.02385	28984.58662	33089.91592	29157.67086	34876.20441	26330.62079	27280.29541	26584.64396	26566.66035	32253.04798	30832.93478	28875.96258	25283.68695	30870.55845	26780.69146	13881.67798	24082.6643	37905.69722	24149.6634	20429.53692	17622.1828
120	150	28682.66008	28798.58814	36643.18182	39140.57353	37763.14728	40087.55135	47431.15304	53807.72198	37596.79082	32959.23015	31358.19404	34629.7688	30751.06829	44133.19507	46940.44879	33190.34045	38046.87178	25257.47757	23051.62338	37691.88286	37675.65432	39602.73999	44437.9488	37506.99714	47537.1931	35632.07575	36905.04027	36531.17407	39415.70355	34393.04782	28981.20833	31594.48002	15939.68197	25370.65927	26710.78798	27773.48053	19015.7485	22364.58298	28060.30687	24778.84998	38592.2726	24359.44135	33367.77068	26760.1899	34832.09592	17074.6495	15621.89547	27812.29281	25750.85165	22120.75299	40681.43284	32713.03674	16184.78114	35064.87865	32122.88647	25329.46493	9964.1111	20024.04823	34945.06172	15438.86719	38055.33709	22037.09672	32221.36139	43947.96809	22949.56985	32366.11191	19185.79616	22739.98333	17352.31498	5199.4816	22858.45783	54557.71428	40861.18861	45316.33321	47434.56155	33468.72041	36832.04894	15812.56791	36899.11862	29477.66478	27926.51054	38146.89099	35903.13373	23227.20264	45414.44193	36483.82612	32498.13792	33078.05004	40131.86543	42485.1336	22176.67998	35831.09401	52745.29957	25431.38629	51805.28469	31046.36265	39507.91812	54190.44612	36555.40315	34280.23644	23166.41176	35036.52666	30339.74865	6284.51799	25332.37259	60116.64358	40764.20589	40393.65513	23599.95225	39852.87743	38514.14256	39595.28281	33253.63642	33211.85333	29571.36211	22529.33161	37388.6362	36391.71937	34507.27498	37743.91445	31022.03926	36883.26861	31287.3455	39541.8172	21842.6413	31556.66113	32920.9151	25910.48982	23269.2646	35945.09605	31018.76713	27700.62341	41022.04896	37496.28723	34430.95488	34507.78467	29653.78463	8906.20013	33035.37611	50278.64145	37312.98557	28239.46385	28620.52218	40703.11709	44092.90937	25795.43327	32793.48999	36919.1042	36070.15614	32420.35579	39748.53154	35813.61585	43032.47315	39062.58028	39464.28126	34935.78527	33844.65736	38501.59307	42790.99061	39179.09858	46928.51418	34005.31434	35628.08989	34488.96066	34796.23739	42976.71385	40766.17711	37461.25002	33058.37151	39100.49508	34038.89335	18690.37058	34466.05057	47623.09692	31607.97865	27096.87664	23220.42926
150	180	31163.47562	29299.58743	38273.84982	41021.93423	41509.94107	42376.71224	50098.79306	57210.96914	42716.11797	34499.14151	33191.70459	36750.29361	34154.14071	48621.62097	46369.01973	35861.18716	37141.13626	27062.87932	23872.69075	39290.25616	40586.44183	41905.03438	47171.89829	39374.46548	51885.96741	36111.95289	36919.58315	37301.16239	42311.03424	35664.49315	36929.46398	31790.02946	19230.40951	20356.99751	28540.27294	27507.05414	21398.02443	25026.48554	29476.03757	26975.06493	39163.36687	25615.4009	35045.20611	28044.66139	35993.50225	18423.22837	16017.55744	31492.07206	27599.25631	23155.54822	43512.45836	34098.41566	16805.12295	33637.97087	33010.19697	26575.96483	10856.85706	21428.42447	38088.2777	16804.77307	39952.3391	23344.84389	34180.98443	44603.75552	24445.01896	34416.34499	21022.37686	23739.35399	18607.08184	4914.27026	22914.04566	58350.0575	42685.77587	48013.33471	49030.37354	35629.92534	38876.07598	14551.48643	39665.7109	31515.60474	28812.82832	41160.82466	38374.10492	23701.8042	47243.19511	36688.65205	33991.45985	36763.65987	42337.59573	43438.06094	23348.86022	36698.59634	53700.47929	27381.90904	53968.56179	33292.39574	41556.28645	55006.42529	38591.45202	36372.91853	25162.77411	37382.29688	31612.95654	6656.62596	26451.19584	59690.36128	42728.87306	43278.87858	25339.43167	42106.5282	40589.45772	38504.89799	35363.50326	36156.06861	31107.64863	24077.48089	39777.92754	37734.77293	36614.20589	41128.39852	33066.13658	36949.3261	32649.33574	40883.27736	22750.54009	34268.58533	35832.59341	27594.18269	24979.28063	38047.69215	33197.18919	27524.38014	42729.89145	38889.30684	37172.7195	35666.1898	31496.10884	8952.46706	31416.99702	53447.00614	39249.77443	29984.00131	30223.70186	42533.07576	47607.09993	25288.31191	35337.66903	39019.99868	38035.61049	33102.31677	43177.78036	37641.44625	45228.0364	39859.67674	41009.52735	37092.0153	36220.49787	38477.93929	43380.95802	40112.88402	49831.2108	36229.03293	37008.25311	36046.25078	37239.57692	43681.49444	42278.11484	38969.10912	35738.1171	41176.82128	35975.78834	18897.56369	34592.29323	45790.12216	33316.19875	29144.55309	24647.71525
180	240	31356.19958	30241.82482	38694.36633	40414.53167	40547.62049	42418.82298	50158.99024	53748.14336	41193.09108	32943.38228	32797.3649	36015.44129	34337.74179	48078.0239	45617.61011	34537.07211	33887.38798	25903.70583	23864.97485	36872.44556	40104.2399	41361.9219	47211.6438	40663.85251	49527.54687	36860.13986	37420.03626	38475.22346	41990.71333	36332.4563	38040.41753	30167.69231	17907.9707	21998.13953	26214.41718	26602.65191	22335.05677	24832.15463	28223.31778	26204.64758	40507.00669	25348.6975	34105.69657	27918.12479	36166.01507	18594.13375	15763.28211	29169.12158	26831.89536	22374.34626	42600.73785	33937.70551	17023.77982	34695.61833	33363.77799	26994.21424	11794.1859	21694.44853	36710.50774	16855.62964	38517.46189	23100.67684	33998.50801	45793.65926	24462.10834	33976.1995	20839.87664	23459.54456	18370.00172	5046.11607	24045.18273	54880.51262	42163.24119	46233.89879	47369.87378	34930.36624	37644.82233	13851.02718	38938.61398	30901.00366	28253.486	39876.49664	37139.26647	22801.52937	46260.64483	36802.62868	32916.76911	35347.55874	42012.10185	43237.53343	22836.66991	35868.23799	53166.45198	27244.04217	51303.2939	32828.67761	40155.36075	53511.75241	37346.77566	35370.56585	24773.05457	36650.295	31672.71383	6463.98197	25687.21677	59155.96633	42653.02462	43019.13305	25819.43724	41123.14824	39215.47678	38281.78167	36215.14044	35993.54243	29639.19314	22968.87978	39036.00904	36859.47954	36425.24516	40241.27306	32480.00398	37576.45971	32793.82541	40293.85516	23881.29542	34167.19099	35072.28705	27318.75834	25094.02953	37027.88128	32985.88353	28884.72276	42313.16907	38433.68462	36334.49326	35047.38049	31417.41177	8761.63299	33207.02742	48311.13808	39002.18294	29015.32074	29176.17066	42469.6133	45154.42016	25188.41719	35474.6438	38665.71456	37631.71863	31739.75922	42281.43398	36818.48377	43994.40183	40210.77005	40605.62274	36254.00266	35484.70722	39313.9883	42966.72807	40645.75367	48391.4018	35579.46066	35785.38118	35549.07443	35532.78578	41842.32444	41295.83825	38445.24732	34451.70629	40745.31038	36224.81236	18941.11862	35046.06963	45462.17215	34334.03654	28545.79615	24614.25054
240	300	29301.64672	28574.74579	36620.40748	38012.98517	40636.78141	41201.66416	47550.48062	52136.68247	40601.26354	30985.01237	31130.30189	35018.77285	34622.5728	45552.78785	44263.64784	33060.70486	36932.35983	25026.91898	22009.59849	36779.18638	37930.79784	38271.59912	45277.23676	39992.78184	47994.27851	36010.90055	36221.67136	36589.37945	39514.47441	33574.48019	31840.73828	28130.80536	18580.81771	22554.60811	24083.70336	25474.90624	19390.2192	24226.74028	29287.77909	25373.02161	37723.99885	24861.13908	32223.84402	25632.35329	34416.38197	17580.48962	14564.70575	28225.78639	24497.02234	21426.57937	39638.36018	30806.5221	16235.52686	33624.81748	32073.08249	25435.67066	11982.75258	20766.60067	35407.71359	16841.6269	36515.78598	22369.69458	32309.94427	42595.90523	23609.70748	32699.34878	20268.74016	22840.9658	17768.05642	4970.47558	21889.8956	50731.83956	39218.01084	44182.07297	43276.23177	33168.63451	35240.08342	13101.21515	36374.80028	28918.77162	25221.56224	38040.0131	33889.02142	20914.02519	42093.51112	33556.49767	30353.70264	33959.64847	37594.51637	40146.21664	20884.34007	33082.01149	50557.54593	25615.43208	47221.6139	30655.06025	38179.32357	49787.37694	35074.70546	33398.22145	23782.72814	34097.99428	29994.68452	6133.31133	25579.37385	52617.42619	39979.24572	39981.76576	25345.22955	38791.04837	37819.80832	36354.46154	35158.8688	33843.31125	28205.15722	22056.31176	36137.90501	34400.70231	33676.03397	37934.5215	30665.72074	36435.9852	31346.16869	37563.05027	21760.79175	31904.80257	33258.19443	26670.199	23620.4326	35013.32792	31254.31949	28867.20439	39889.90896	36087.78512	34736.9886	33609.04983	29931.97733	7984.58089	30459.49857	45001.48922	36498.75201	28178.34519	27785.89953	38944.26387	42016.09285	23886.92179	34356.41012	36146.5454	35034.72901	29526.50394	39944.29174	34035.21306	40996.98215	37358.33742	38073.14341	35440.53943	32682.48337	37467.73029	37448.53524	38346.88282	45670.741	33093.14629	33206.38774	33615.76864	33298.81293	39416.87125	39270.14339	35852.37677	32586.48807	38132.59381	33578.24847	17231.41685	34111.7096	40270.03135	33511.7947	27404.93226	23858.88641
300	360	27765.81338	29677.6672	34592.51223	35093.06719	39328.42361	39281.26563	46141.56088	47395.95074	39813.36951	31427.47687	29547.07115	33945.30782	33421.4731	43675.88496	40723.97251	31306.46254	35304.29733	23945.46959	21954.74173	36180.93411	36178.6981	35771.29419	43601.59953	37721.59579	45533.3192	35050.03185	33264.73579	35480.11794	37006.0337	32284.54068	36143.14323	26625.07307	20598.74349	21894.0998	21264.47905	25078.17753	19016.68795	22176.83276	27676.12007	23740.20425	35000.40425	24128.09878	30257.67666	22986.87117	32509.93545	17237.77027	13697.40622	26830.56833	22289.80665	19960.15191	36740.21165	28602.71109	15620.60436	30100.19363	31297.19753	23818.3846	12011.94113	20210.88358	33117.72777	16367.7143	33752.04457	21842.48066	30495.40372	41291.09432	22459.58412	31073.58893	19449.47674	21638.99179	16958.2122	4740.58104	21110.7373	46150.37446	36838.20139	40824.52349	39135.51962	30852.53769	32497.27588	11217.29471	34419.20835	26680.42086	22679.15926	34522.44449	29986.26558	19715.51274	37713.00513	30944.29741	27269.30745	33144.5149	35712.30397	36277.17851	19141.34525	30491.85365	45541.40573	24158.65473	42454.66802	28633.62769	35910.13456	46193.31104	32548.50767	31413.39851	22490.9666	31453.88705	27779.59414	6002.74279	23909.0226	47100.50567	37626.66827	36413.52163	24378.37233	36228.55807	35573.57275	32691.66597	33603.6053	31564.00669	25844.10819	20598.89693	33397.4985	31952.45609	31774.90732	34900.79045	28029.67957	33608.12901	29645.41298	34168.40676	21005.13894	31099.32413	30900.79795	25026.08562	22706.16958	32892.31232	29062.65809	28008.80621	37254.05213	33982.06403	32216.39946	31158.24125	28126.3107	8030.49978	28016.93137	39861.79125	35064.80078	28099.04817	25669.31604	35854.58395	38007.53199	20837.54772	33673.89788	33844.9107	33270.83334	26881.97518	37250.3628	32401.73245	36480.34898	35521.24842	36041.54017	34576.51837	30218.85685	34692.24953	33750.18702	35374.50085	40534.32967	30640.91219	29008.10201	31084.17632	31208.68961	37654.17709	36315.73199	33753.1427	30270.45782	35905.63981	31892.21452	15844.27783	31822.71232	37759.10146	32456.61751	26197.54504	23312.74338
360	480	25210.82912	25636.2775	31905.96364	30843.27336	37125.73607	35551.74332	40651.28606	41621.8623	35158.41835	28614.07573	26870.04429	30814.92668	31849.38344	38357.70025	37676.33501	29792.11982	32705.86765	21575.68087	20298.24226	32665.95932	33236.62203	31331.60914	39911.73711	34659.56166	40770.45837	33351.04348	30260.28449	32165.20896	31815.82413	29037.8028	32265.0918	24430.89499	19630.45703	20464.85307	19061.58956	22443.57521	16740.51171	20099.42714	27195.05887	21370.81149	30733.61251	22331.03832	25961.53329	21023.71499	28879.72606	15379.67566	12157.12411	24788.42437	18937.09889	18197.36391	32810.5591	25269.67993	14377.74858	27312.9216	27438.51599	22231.66841	11241.8066	18401.82871	29300.50732	15251.53934	31157.81373	19947.1424	27178.5111	36789.22486	20763.03443	28022.86649	17450.8055	19842.44685	15679.73282	4354.39269	19552.7639	39193.76351	33178.27321	36198.6057	33810.40769	27195.02897	28392.86869	10124.01723	29865.82928	23086.31823	18817.18342	30289.60608	25379.70422	16980.76894	31838.35876	26809.20759	23090.3189	28732.71469	31492.52495	31951.55389	17829.7607	25956.72101	39037.00558	21584.47788	36462.56483	25410.08358	31001.07786	40333.01536	28225.7237	27918.68364	20430.99316	27701.35843	24430.12476	5599.95656	21942.48653	38375.11033	33436.71698	32632.61374	23117.23183	31939.43496	29865.4786	29301.07726	30936.78208	27936.75813	23168.3525	18735.22378	29008.35252	28181.14443	28637.11909	31042.12066	25409.98331	31030.17267	25773.02232	31436.74148	18271.79086	27566.57119	27771.1426	22859.80543	21289.94238	28996.82813	26044.88913	26693.25714	32241.11125	30183.71592	28190.52548	27876.71555	25430.81408	6936.85838	24323.418	33684.7437	31550.51903	25330.43736	23974.55466	31519.12374	33274.62922	18001.29875	30521.80781	30181.98995	28518.46942	23835.43131	32608.3556	28151.36248	31603.05868	31097.6971	31727.01793	30443.71138	27075.76583	30796.93963	28998.22725	31605.03599	34954.6875	27479.63566	25259.99454	28335.03732	27101.81474	33658.27106	32169.74306	29963.16586	26889.30889	31601.61667	28533.20689	14021.19067	28542.30709	31287.31426	30167.07078	23919.36473	22158.06603
