frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	573.34522	832.52274	649.19155	701.24532	466.66458	554.66498	752.18789	572.23686	512.62852	747.88923	426.74388	1145.82326	662.11043	850.3038	637.47856	850.26225	622.11825	661.05496	631.25302	309.8755	505.52386	433.17817	415.31459	330.83438	460.814	717.14752	567.56614	665.31091
30	60	6963.07924	8178.54798	10445.41124	7966.49018	8460.59978	6911.15367	8856.72175	6877.75592	8021.39536	7637.18822	6053.51894	10152.50642	9269.96499	8179.2293	9406.15081	7734.57236	9018.60502	7853.90286	8498.63419	7570.86393	7741.78839	9665.13285	8544.21051	8811.79023	8342.977	8299.75728	7641.08502	9135.7857
60	90	16508.61016	17909.5267	19963.48042	17578.58196	16813.05148	16223.76669	18768.75218	16262.35912	18075.21442	17658.10663	15684.15865	22306.17348	19495.27522	17891.20364	19933.78666	17870.91345	19477.27124	17908.16675	18634.97647	17395.82977	19922.0239	17697.69889	16795.95142	16738.27982	19181.73983	17476.95107	16129.81378	21066.90878
90	120	21652.96745	26064.46894	32070.21098	27844.23664	28252.06513	22793.33395	28058.12033	24631.37786	29556.83594	26920.89173	24661.73095	37151.80569	30480.59297	32297.32915	32411.24401	30227.80987	31737.54031	28215.43948	29777.6014	26928.23866	29940.89541	30241.61089	25426.63489	24584.78307	28353.73469	25632.98842	29457.20667	30740.13166
120	150	30965.90577	34910.61857	41289.68414	36643.30783	35052.65039	31572.10657	35750.52018	33736.95072	37110.92497	36028.2464	36089.71113	43144.05501	40288.21775	37629.9536	40722.42083	36976.62915	40039.38429	38061.47693	38412.59481	36488.70005	34615.02868	45457.6339	36387.46448	39404.17285	39235.94623	31626.7251	35181.81427	35343.33442
150	180	27287.32604	33083.06741	36665.29541	37624.02154	36579.63143	29995.79035	36136.41581	33571.89524	38421.08315	36875.72561	36356.38317	43890.06385	36400.26108	41199.64089	37349.5567	40065.70231	37564.58535	38071.21316	37239.29311	38405.24413	38281.25118	43837.20454	35931.44116	37834.43138	36580.75632	29244.35436	36656.4292	37896.63607
180	240	28346.92101	31458.0624	39545.99516	37837.84828	36469.3064	31322.63839	35578.00373	33962.42888	39551.07172	36783.59268	37681.28311	39885.44734	39352.9375	39807.2694	40737.55709	37988.08533	40381.3148	38945.67699	39048.50596	39751.08101	39808.33193	40545.97873	34933.81396	34988.91152	38018.21365	30772.02483	40329.25293	36167.29073
240	300	28110.22982	28933.70651	38565.40262	36645.08296	34594.73431	28442.96864	35398.55368	29250.26077	39405.26687	36522.85475	36198.58726	39210.09753	38550.89872	38472.84713	40499.47366	37200.88483	39906.39486	36507.42886	38498.50342	37905.61945	37204.64873	37230.10449	33552.63831	33743.48047	35769.39238	30240.32934	37529.43689	33370.9953
300	360	23908.12122	27520.63481	34929.67426	32986.84331	33350.72833	25237.39028	31991.3147	27574.55267	35507.39897	33624.59431	34712.37604	37156.46492	34155.46663	35375.17943	35741.49414	34670.35972	35657.18287	33793.05458	34773.43863	36798.21717	36009.23863	36725.70562	32338.56982	32089.086	35771.21863	29207.65618	36903.36719	29439.78986
360	480	22067.08607	25185.80593	31698.78016	30676.58881	30159.69459	23224.36679	29103.8959	23436.27013	32896.89502	30803.28101	31367.75913	34155.40783	31538.72458	32512.62401	32982.92246	31503.60959	32806.82527	30520.50051	31912.81471	31319.47178	33677.85748	35356.76953	31199.32764	31302.39857	33772.94322	28621.38451	33589.8299	27911.73488
