index	name	volume-mm3
8103	Left-AV	105.0
8104	Left-CeM	88.0
8105	Left-CL	17.0
8106	Left-CM	286.0
8108	Left-LD	26.0
8109	Left-LGN	315.0
8110	Left-LP	94.0
8111	Left-L-Sg	28.0
8112	Left-MDl	263.0
8113	Left-MDm	851.0
8115	Left-MGN	138.0
8116	Left-MV(Re)	14.0
8118	Left-Pf	54.0
8120	Left-PuA	257.0
8121	Left-PuI	237.0
8122	Left-PuL	241.0
8123	Left-PuM	1336.0
8126	Left-VA	388.0
8127	Left-VAmc	6.0
8128	Left-VLa	568.0
8129	Left-VLp	944.0
8130	Left-VM	1.0
8133	Left-VPL	1145.0
8203	Right-AV	149.0
8204	Right-CeM	99.0
8205	Right-CL	11.0
8206	Right-CM	278.0
8208	Right-LD	13.0
8209	Right-LGN	205.0
8210	Right-LP	93.0
8211	Right-L-Sg	19.0
8212	Right-MDl	328.0
8213	Right-MDm	947.0
8215	Right-MGN	108.0
8216	Right-MV(Re)	13.0
8217	Right-Pc	1.0
8218	Right-Pf	57.0
8220	Right-PuA	264.0
8221	Right-PuI	159.0
8222	Right-PuL	190.0
8223	Right-PuM	1143.0
8226	Right-VA	523.0
8227	Right-VAmc	10.0
8228	Right-VLa	717.0
8229	Right-VLp	1041.0
8233	Right-VPL	1117.0
