index	name	volume-mm3
203	parasubiculum	38.0
211	HATA	32.0
212	fimbria	63.0
215	hippocampal_fissure	68.0
226	HP_tail	451.0
233	presubiculum-head	68.0
234	presubiculum-body	93.0
235	subiculum-head	108.0
236	subiculum-body	92.0
237	CA1-head	534.0
238	CA1-body	109.0
239	CA3-head	76.0
240	CA3-body	65.0
241	CA4-head	81.0
242	CA4-body	69.0
243	GC-ML-DG-head	104.0
244	GC-ML-DG-body	70.0
245	molecular_layer_HP-head	229.0
246	molecular_layer_HP-body	116.0
7001	Lateral-nucleus	527.0
7003	Basal-nucleus	333.0
7005	Central-nucleus	23.0
7006	Medial-nucleus	6.0
7007	Cortical-nucleus	15.0
7008	Accessory-Basal-nucleus	180.0
7009	Corticoamygdaloid-transitio	155.0
7010	Anterior-amygdaloid-area-AAA	25.0
7015	Paralaminar-nucleus	29.0
