region	acq	desc	success	VT	VT-se	AIC	BIC	RSS	reduced_chisq
ACC	acq	NA	TRUE	1.741278716207131	0.00502470077336052	32.92392965024814	34.378649599612146	6.623940188749705	0.6623940188749705
Amygdala	acq	NA	TRUE	1.6545571893349353	0.004236651949256835	32.490576687777846	33.94529663714185	6.388999227399166	0.6388999227399166
Caudate	acq	NA	TRUE	1.3808151645014974	0.005765274664111945	34.45056122620545	35.905281175569456	7.522583921781871	0.7522583921781871
Frontal	acq	NA	TRUE	1.9286465602903704	0.009062711202827999	43.422646614681305	44.8773665640453	15.888307604708666	1.5888307604708667
Hippocampus	acq	NA	TRUE	1.6651618224514464	0.006154970234602511	37.15589398625927	38.61061393562328	9.424890189017686	0.9424890189017686
Insula	acq	NA	TRUE	1.8799702550833846	0.0078450226311427	41.036471419546096	42.491191368910094	13.02324105824659	1.302324105824659
Occipital	acq	NA	TRUE	2.034108872140459	0.007465562819261908	38.59271478643861	40.04743473580261	10.623719064582822	1.0623719064582822
PCC	acq	NA	TRUE	1.9341317962726083	0.007909661127762091	42.462463054254684	43.91718300361869	14.666532115035412	1.4666532115035413
Parietal	acq	NA	TRUE	1.996617057746396	0.015832558869871248	52.5895390175966	54.0442589669606	34.106608670917815	3.4106608670917815
Putamen	acq	NA	TRUE	1.956010780502135	0.0031516073482259145	25.75809261500687	27.21281256437087	3.6456595707877653	0.36456595707877654
Temporal	acq	NA	TRUE	1.937154860834531	0.00832563228623658	41.57829331403883	43.033013263402836	13.624741386319162	1.3624741386319161
Thalamus	acq	NA	TRUE	1.5835055548395267	0.0014862822522003088	14.549917843532961	16.004637792896965	1.4326455026890301	0.143264550268903
