pet	frame_start	frame_end	frame_dur	frame_mid	TAC	weights
sub-03_ses-blocked	0	30	30	15	0.9652274644420268	0.5943509963021504
sub-03_ses-blocked	30	60	30	45	7.333476266065522	0.7672901618860205
sub-03_ses-blocked	60	90	30	75	14.80953025440831	0.8788492461736329
sub-03_ses-blocked	90	120	30	105	23.33094755160754	0.9728198736248337
sub-03_ses-blocked	120	150	30	135	28.24997560507204	1.0163760689043337
sub-03_ses-blocked	150	180	30	165	29.130625183445375	1.019964999191554
sub-03_ses-blocked	180	240	60	210	29.103605901926684	1.2278590277659935
sub-03_ses-blocked	240	300	60	270	27.866304994877297	1.2000149637571242
sub-03_ses-blocked	300	360	60	330	26.024240099826834	1.1648157536601829
sub-03_ses-blocked	360	480	120	420	23.795835637047343	1.3782105140306276
sub-03_ses-blocked	480	600	120	540	21.555987255955845	1.3074986716585597
sub-03_ses-blocked	600	900	300	750	19.56007581897254	1.6488746663169376
sub-03_ses-blocked	900	1200	300	1050	16.269334390383253	1.4615748685495742
sub-03_ses-blocked	1200	1500	300	1350	14.157951680353436	1.3231845405683507
sub-03_ses-blocked	1500	1800	300	1650	12.369943775481124	1.2060205081706268
sub-03_ses-blocked	1800	2100	300	1950	10.854507472973658	1.1067431838713475
sub-03_ses-blocked	2100	2400	300	2250	9.541207101530158	1.0217746219934254
sub-03_ses-blocked	2400	2700	300	2550	8.529209491623039	0.9524378778458922
sub-03_ses-blocked	2700	3000	300	2850	7.666918747323889	0.8933233529586769
sub-03_ses-blocked	3000	3300	300	3150	7.059404653371944	0.8460382092472831
sub-03_ses-blocked	3300	3600	300	3450	6.360441013078161	0.8010156664100823
sub-03_ses-blocked	3600	3900	300	3750	5.970643818455917	0.767297136702956
sub-03_ses-blocked	3900	4200	300	4050	5.5772159295576555	0.7366919864157483
sub-03_ses-blocked	4200	4500	300	4350	5.1104879533454985	0.7074643379404949
sub-03_ses-blocked	4500	4800	300	4650	4.902446877135585	0.6861044628556173
sub-03_ses-blocked	4800	5100	300	4950	4.6055005942693805	0.6650942345012545
sub-03_ses-blocked	5100	5400	300	5250	4.436743630885289	0.6483100686967205
