index	name	volume-mm3
203	parasubiculum	133.0
211	HATA	163.0
212	fimbria	131.0
215	hippocampal_fissure	178.0
226	HP_tail	1378.0
233	presubiculum-head	312.0
234	presubiculum-body	367.0
235	subiculum-head	452.0
236	subiculum-body	483.0
237	CA1-head	1510.0
238	CA1-body	292.0
239	CA3-head	250.0
240	CA3-body	213.0
241	CA4-head	307.0
242	CA4-body	263.0
243	GC-ML-DG-head	372.0
244	GC-ML-DG-body	269.0
245	molecular_layer_HP-head	790.0
246	molecular_layer_HP-body	521.0
7001	Lateral-nucleus	1335.0
7003	Basal-nucleus	998.0
7005	Central-nucleus	118.0
7006	Medial-nucleus	27.0
7007	Cortical-nucleus	57.0
7008	Accessory-Basal-nucleus	676.0
7009	Corticoamygdaloid-transitio	411.0
7010	Anterior-amygdaloid-area-AAA	64.0
7015	Paralaminar-nucleus	77.0
