index	name	volume-mm3
203	parasubiculum	120.0
211	HATA	93.0
212	fimbria	159.0
215	hippocampal_fissure	107.0
226	HP_tail	1326.0
233	presubiculum-head	251.0
234	presubiculum-body	315.0
235	subiculum-head	354.0
236	subiculum-body	503.0
237	CA1-head	1062.0
238	CA1-body	235.0
239	CA3-head	215.0
240	CA3-body	176.0
241	CA4-head	251.0
242	CA4-body	245.0
243	GC-ML-DG-head	301.0
244	GC-ML-DG-body	271.0
245	molecular_layer_HP-head	612.0
246	molecular_layer_HP-body	445.0
7001	Lateral-nucleus	1214.0
7003	Basal-nucleus	826.0
7005	Central-nucleus	67.0
7006	Medial-nucleus	15.0
7007	Cortical-nucleus	36.0
7008	Accessory-Basal-nucleus	460.0
7009	Corticoamygdaloid-transitio	310.0
7010	Anterior-amygdaloid-area-AAA	56.0
7015	Paralaminar-nucleus	67.0
