index	name	volume-mm3
203	parasubiculum	88.0
211	HATA	114.0
212	fimbria	101.0
215	hippocampal_fissure	250.0
226	HP_tail	1176.0
233	presubiculum-head	254.0
234	presubiculum-body	306.0
235	subiculum-head	411.0
236	subiculum-body	440.0
237	CA1-head	1337.0
238	CA1-body	302.0
239	CA3-head	210.0
240	CA3-body	207.0
241	CA4-head	266.0
242	CA4-body	248.0
243	GC-ML-DG-head	298.0
244	GC-ML-DG-body	247.0
245	molecular_layer_HP-head	673.0
246	molecular_layer_HP-body	440.0
7001	Lateral-nucleus	1395.0
7003	Basal-nucleus	895.0
7005	Central-nucleus	79.0
7006	Medial-nucleus	13.0
7007	Cortical-nucleus	55.0
7008	Accessory-Basal-nucleus	524.0
7009	Corticoamygdaloid-transitio	334.0
7010	Anterior-amygdaloid-area-AAA	63.0
7015	Paralaminar-nucleus	78.0
