index	name	volume-mm3
203	parasubiculum	90.0
211	HATA	129.0
212	fimbria	195.0
215	hippocampal_fissure	153.0
226	HP_tail	1403.0
233	presubiculum-head	285.0
234	presubiculum-body	445.0
235	subiculum-head	502.0
236	subiculum-body	605.0
237	CA1-head	1415.0
238	CA1-body	207.0
239	CA3-head	237.0
240	CA3-body	145.0
241	CA4-head	295.0
242	CA4-body	252.0
243	GC-ML-DG-head	375.0
244	GC-ML-DG-body	287.0
245	molecular_layer_HP-head	782.0
246	molecular_layer_HP-body	485.0
7001	Lateral-nucleus	1594.0
7003	Basal-nucleus	1045.0
7005	Central-nucleus	97.0
7006	Medial-nucleus	17.0
7007	Cortical-nucleus	58.0
7008	Accessory-Basal-nucleus	627.0
7009	Corticoamygdaloid-transitio	399.0
7010	Anterior-amygdaloid-area-AAA	59.0
7015	Paralaminar-nucleus	92.0
