frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	807.9902	1126.20789	1044.23033	873.26681	1921.95283	777.96623	1271.38415	814.55805	981.94811	804.91197	709.37199	1195.49692	864.0557	1024.54854	898.96357	1067.47599	879.3689	834.99181	911.09169	828.96836	1574.894	1242.02354	2294.82098	1808.6252	1085.36095	1503.49606	1231.51546	1742.98579
30	60	10345.686	12615.99946	10267.66084	11259.96124	11911.2841	9041.14395	10722.94799	9141.2946	11386.80414	12035.01752	11581.1376	9808.41605	10020.95269	10319.51788	11136.83118	10492.17859	11082.19863	10778.1872	10963.50501	9861.83519	12466.43421	10244.76413	12483.94792	11585.80198	9914.02479	10353.11923	8775.11979	16177.29099
60	90	16768.75909	24502.3936	23573.03754	24292.83693	27858.63297	17129.39756	22851.59342	19348.79883	25282.35284	24901.41582	26154.68702	25130.28414	23842.87047	23831.89588	25466.61126	23980.65279	25443.27324	23482.48111	25269.14395	24399.32632	26658.94258	24302.81571	26956.39692	26256.14588	23781.0754	23156.19163	18909.79137	28898.75546
90	120	29236.96405	37684.44636	38739.10295	36183.37302	44944.66788	27482.92798	33237.79134	29294.97092	39293.61926	37469.1435	43153.93903	38364.84051	37804.23848	37891.42791	40045.69434	36643.01271	39918.7581	36035.16572	39667.03565	36476.80667	39809.1792	37667.68806	37265.14627	38688.21454	35945.4474	32199.61413	32720.11523	44750.43144
120	150	29086.9076	39948.64724	38228.24551	42358.23475	47835.14268	32236.17217	37514.77245	34316.78239	42757.82952	42668.60377	48378.99242	45124.60699	39665.58043	45130.43871	42174.03382	43891.11778	42469.51129	41970.71355	43194.00552	39306.67376	44398.33375	47728.97754	48881.83594	45902.57317	47167.36499	38097.69266	31627.67331	43303.29067
150	180	22032.60137	41122.90844	41892.41267	40822.54582	44639.21751	27955.27891	34743.02408	33707.75531	44880.13263	43820.0538	48653.18553	43961.66527	44063.57887	42969.56761	45500.15718	42067.78845	45145.59448	41993.23381	44416.33712	40284.66297	41798.73626	43636.22573	48153.97786	49549.939	43512.67738	38748.67194	34567.88535	42855.23948
180	240	23536.09307	41300.21601	42391.72876	39111.57152	43721.74013	28840.12141	35571.01794	32260.95723	41594.24018	41200.18545	45714.16275	44591.0909	41739.71175	42599.49997	43652.47732	41596.79269	43277.57119	40569.64502	42556.68771	40177.52192	38224.78312	46480.25642	45280.96615	45905.15385	42896.27521	36358.64366	35186.15007	39685.76087
240	300	22831.12981	38771.74883	39424.98887	39019.1951	41580.89734	27661.16169	33341.753	31397.04974	40611.03738	39049.74944	43061.00951	42576.66184	39542.79038	41096.40593	41400.04218	39792.89006	41137.70939	38307.44917	40500.45861	38597.14886	37753.32558	43251.06013	45250.06771	45719.18089	42946.26251	35507.2422	29275.38223	35853.01507
300	360	18909.68752	33937.38141	35476.21525	35477.09573	37137.15346	24086.03409	31514.74097	29282.32602	37266.60569	35802.23174	40308.19431	39296.49432	35989.46122	37713.79025	37503.2739	36636.20559	37656.64146	35338.19313	37351.15881	37038.07289	36551.3555	40833.15932	44491.10069	41744.22934	39842.28543	30511.45325	34979.95443	30970.08406
360	480	18417.72977	35583.46414	34647.42987	31796.84074	34744.18842	23344.23265	29894.36973	28461.88036	36147.58572	33005.13629	36130.26106	36155.1565	33345.57283	33980.6202	36076.94463	33110.62932	35665.6735	32617.12549	34699.2285	34886.11159	32453.25032	40039.77051	37954.17535	38555.67458	37643.8104	31468.76373	29464.23939	30087.04427
480	600	20190.02708	30825.03364	30638.8476	29484.31963	31624.24501	23982.34244	26306.77	27864.94015	31952.31656	30183.43515	31939.77392	31775.2557	30241.58681	31354.86373	31706.54751	30556.01445	31290.34414	30372.78385	30522.17209	31984.73337	32042.02511	34152.53564	32979.68837	32806.9502	33577.57912	28071.28272	28086.32409	28258.75065
600	900	20896.85228	24354.69068	27800.33497	26920.20055	27055.00785	24540.70543	23908.57903	27362.56988	28011.22794	26824.56713	27861.48336	26733.37305	26872.85866	27157.24946	28020.07819	26897.57086	27738.38569	27634.19662	27051.16384	28401.08836	28155.96599	28446.90137	27665.03103	28171.78403	29284.6583	24321.2607	26354.5429	26199.18607
